"aar","fylke_nr","kjonn","enhet","tabellvariabel","tabell_navn","bydel_nr","kommune_nr","naringsregion_nr"
"2015","NULL","0","personer","21","intro_deltakere","NULL","NULL","59"
"2015","NULL","1","personer","20","intro_deltakere","NULL","NULL","59"
"2015","NULL","alle","personer","41","intro_deltakere","NULL","NULL","59"
"2015","NULL","0","personer","22","intro_deltakere","NULL","NULL","60"
"2015","NULL","1","personer","28","intro_deltakere","NULL","NULL","60"
"2015","NULL","alle","personer","50","intro_deltakere","NULL","NULL","60"
"2015","NULL","0","personer","200","intro_deltakere","NULL","NULL","61"
"2015","NULL","1","personer","240","intro_deltakere","NULL","NULL","61"
"2015","NULL","alle","personer","440","intro_deltakere","NULL","NULL","61"
"2015","NULL","0","personer","12","intro_deltakere","NULL","NULL","62"
"2015","NULL","1","personer","11","intro_deltakere","NULL","NULL","62"
"2015","NULL","alle","personer","23","intro_deltakere","NULL","NULL","62"
"2015","NULL","0","personer","40","intro_deltakere","NULL","NULL","63"
"2015","NULL","1","personer","51","intro_deltakere","NULL","NULL","63"
"2015","NULL","alle","personer","91","intro_deltakere","NULL","NULL","63"
"2015","NULL","0","personer","106","intro_deltakere","NULL","NULL","64"
"2015","NULL","1","personer","113","intro_deltakere","NULL","NULL","64"
"2015","NULL","alle","personer","219","intro_deltakere","NULL","NULL","64"
"2015","NULL","0","personer","16","intro_deltakere","NULL","NULL","65"
"2015","NULL","1","personer","18","intro_deltakere","NULL","NULL","65"
"2015","NULL","alle","personer","34","intro_deltakere","NULL","NULL","65"
"2015","NULL","0","personer","22","intro_deltakere","NULL","NULL","66"
"2015","NULL","1","personer","32","intro_deltakere","NULL","NULL","66"
"2015","NULL","alle","personer","54","intro_deltakere","NULL","NULL","66"
"2015","NULL","0","personer","54","intro_deltakere","NULL","NULL","67"
"2015","NULL","1","personer","46","intro_deltakere","NULL","NULL","67"
"2015","NULL","alle","personer","100","intro_deltakere","NULL","NULL","67"
"2015","NULL","0","personer","31","intro_deltakere","NULL","NULL","68"
"2015","NULL","1","personer","27","intro_deltakere","NULL","NULL","68"
"2015","NULL","alle","personer","58","intro_deltakere","NULL","NULL","68"
"2015","NULL","0","personer","33","intro_deltakere","NULL","NULL","69"
"2015","NULL","1","personer","37","intro_deltakere","NULL","NULL","69"
"2015","NULL","alle","personer","70","intro_deltakere","NULL","NULL","69"
"2015","NULL","0","personer","0","intro_deltakere","NULL","NULL","70"
"2015","NULL","1","personer","0","intro_deltakere","NULL","NULL","70"
"2015","NULL","alle","personer","0","intro_deltakere","NULL","NULL","70"
"2015","NULL","0","personer","23","intro_deltakere","NULL","NULL","71"
"2015","NULL","1","personer","21","intro_deltakere","NULL","NULL","71"
"2015","NULL","alle","personer","44","intro_deltakere","NULL","NULL","71"
"2015","NULL","0","personer","21","intro_deltakere","NULL","NULL","72"
"2015","NULL","1","personer","28","intro_deltakere","NULL","NULL","72"
"2015","NULL","alle","personer","49","intro_deltakere","NULL","NULL","72"
"2015","NULL","0","personer","136","intro_deltakere","NULL","NULL","73"
"2015","NULL","1","personer","145","intro_deltakere","NULL","NULL","73"
"2015","NULL","alle","personer","281","intro_deltakere","NULL","NULL","73"
"2015","NULL","0","personer","59","intro_deltakere","NULL","NULL","74"
"2015","NULL","1","personer","53","intro_deltakere","NULL","NULL","74"
"2015","NULL","alle","personer","112","intro_deltakere","NULL","NULL","74"
"2015","NULL","0","personer","49","intro_deltakere","NULL","NULL","75"
"2015","NULL","1","personer","44","intro_deltakere","NULL","NULL","75"
"2015","NULL","alle","personer","93","intro_deltakere","NULL","NULL","75"
"2015","NULL","0","personer","76","intro_deltakere","NULL","NULL","76"
"2015","NULL","1","personer","85","intro_deltakere","NULL","NULL","76"
"2015","NULL","alle","personer","161","intro_deltakere","NULL","NULL","76"
"2015","NULL","0","personer","58","intro_deltakere","NULL","NULL","77"
"2015","NULL","1","personer","91","intro_deltakere","NULL","NULL","77"
"2015","NULL","alle","personer","149","intro_deltakere","NULL","NULL","77"
"2015","NULL","0","personer","87","intro_deltakere","NULL","NULL","78"
"2015","NULL","1","personer","85","intro_deltakere","NULL","NULL","78"
"2015","NULL","alle","personer","172","intro_deltakere","NULL","NULL","78"
"2015","NULL","0","personer","76","intro_deltakere","NULL","NULL","79"
"2015","NULL","1","personer","111","intro_deltakere","NULL","NULL","79"
"2015","NULL","alle","personer","187","intro_deltakere","NULL","NULL","79"
"2015","NULL","0","personer","14","intro_deltakere","NULL","NULL","80"
"2015","NULL","1","personer","18","intro_deltakere","NULL","NULL","80"
"2015","NULL","alle","personer","32","intro_deltakere","NULL","NULL","80"
"2015","NULL","0","personer","49","intro_deltakere","NULL","NULL","81"
"2015","NULL","1","personer","40","intro_deltakere","NULL","NULL","81"
"2015","NULL","alle","personer","89","intro_deltakere","NULL","NULL","81"
"2015","NULL","0","personer","9","intro_deltakere","NULL","NULL","82"
"2015","NULL","1","personer",":","intro_deltakere","NULL","NULL","82"
"2015","NULL","alle","personer","13","intro_deltakere","NULL","NULL","82"
"2015","NULL","0","personer","70","intro_deltakere","NULL","NULL","83"
"2015","NULL","1","personer","66","intro_deltakere","NULL","NULL","83"
"2015","NULL","alle","personer","136","intro_deltakere","NULL","NULL","83"
"2015","NULL","0","personer","0","intro_deltakere","NULL","NULL","99"
"2015","NULL","1","personer","0","intro_deltakere","NULL","NULL","99"
"2015","NULL","alle","personer","0","intro_deltakere","NULL","NULL","99"
