"aar","fylke_nr","kjonn","enhet","tabellvariabel","tabell_navn","bydel_nr","kommune_nr","naringsregion_nr"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1252","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1253","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1253","NULL"
"2015","NULL","alle","personer","5","intro_deltakere","NULL","1253","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1256","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1256","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1256","NULL"
"2015","NULL","0","personer","19","intro_deltakere","NULL","1259","NULL"
"2015","NULL","1","personer","14","intro_deltakere","NULL","1259","NULL"
"2015","NULL","alle","personer","33","intro_deltakere","NULL","1259","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1260","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1260","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1260","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","1263","NULL"
"2015","NULL","1","personer","12","intro_deltakere","NULL","1263","NULL"
"2015","NULL","alle","personer","20","intro_deltakere","NULL","1263","NULL"
"2015","NULL","0","personer","5","intro_deltakere","NULL","1264","NULL"
"2015","NULL","1","personer","7","intro_deltakere","NULL","1264","NULL"
"2015","NULL","alle","personer","12","intro_deltakere","NULL","1264","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1265","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1265","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1265","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1266","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1266","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1266","NULL"
"2015","NULL","0","personer","31","intro_deltakere","NULL","1401","NULL"
"2015","NULL","1","personer","41","intro_deltakere","NULL","1401","NULL"
"2015","NULL","alle","personer","72","intro_deltakere","NULL","1401","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1411","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1411","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1411","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1412","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1412","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1412","NULL"
"2015","NULL","0","personer","5","intro_deltakere","NULL","1413","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1413","NULL"
"2015","NULL","alle","personer","9","intro_deltakere","NULL","1413","NULL"
"2015","NULL","0","personer","11","intro_deltakere","NULL","1416","NULL"
"2015","NULL","1","personer","12","intro_deltakere","NULL","1416","NULL"
"2015","NULL","alle","personer","23","intro_deltakere","NULL","1416","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1417","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1417","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1417","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1418","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1418","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1418","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1419","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1419","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1419","NULL"
"2015","NULL","0","personer","41","intro_deltakere","NULL","1420","NULL"
"2015","NULL","1","personer","23","intro_deltakere","NULL","1420","NULL"
"2015","NULL","alle","personer","64","intro_deltakere","NULL","1420","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1421","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1421","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1421","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1422","NULL"
"2015","NULL","1","personer","5","intro_deltakere","NULL","1422","NULL"
"2015","NULL","alle","personer","8","intro_deltakere","NULL","1422","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1424","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1424","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1424","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1426","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1426","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1426","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1428","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1428","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1428","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1429","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1429","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1429","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1430","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1430","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1430","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1431","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1431","NULL"
"2015","NULL","alle","personer","6","intro_deltakere","NULL","1431","NULL"
"2015","NULL","0","personer","12","intro_deltakere","NULL","1432","NULL"
"2015","NULL","1","personer","17","intro_deltakere","NULL","1432","NULL"
"2015","NULL","alle","personer","29","intro_deltakere","NULL","1432","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1433","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1433","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1433","NULL"
"2015","NULL","0","personer","11","intro_deltakere","NULL","1438","NULL"
"2015","NULL","1","personer","11","intro_deltakere","NULL","1438","NULL"
"2015","NULL","alle","personer","22","intro_deltakere","NULL","1438","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1439","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1439","NULL"
"2015","NULL","alle","personer","7","intro_deltakere","NULL","1439","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1441","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1441","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1441","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","1443","NULL"
"2015","NULL","1","personer","7","intro_deltakere","NULL","1443","NULL"
"2015","NULL","alle","personer","15","intro_deltakere","NULL","1443","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1444","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1444","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1444","NULL"
"2015","NULL","0","personer","9","intro_deltakere","NULL","1445","NULL"
"2015","NULL","1","personer","14","intro_deltakere","NULL","1445","NULL"
"2015","NULL","alle","personer","23","intro_deltakere","NULL","1445","NULL"
"2015","NULL","0","personer","15","intro_deltakere","NULL","1449","NULL"
"2015","NULL","1","personer","19","intro_deltakere","NULL","1449","NULL"
"2015","NULL","alle","personer","34","intro_deltakere","NULL","1449","NULL"
"2015","NULL","0","personer","55","intro_deltakere","NULL","1502","NULL"
"2015","NULL","1","personer","49","intro_deltakere","NULL","1502","NULL"
"2015","NULL","alle","personer","104","intro_deltakere","NULL","1502","NULL"
"2015","NULL","0","personer","30","intro_deltakere","NULL","1504","NULL"
"2015","NULL","1","personer","22","intro_deltakere","NULL","1504","NULL"
"2015","NULL","alle","personer","52","intro_deltakere","NULL","1504","NULL"
"2015","NULL","0","personer","42","intro_deltakere","NULL","1505","NULL"
"2015","NULL","1","personer","28","intro_deltakere","NULL","1505","NULL"
"2015","NULL","alle","personer","70","intro_deltakere","NULL","1505","NULL"
"2015","NULL","0","personer","7","intro_deltakere","NULL","1511","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1511","NULL"
"2015","NULL","alle","personer","8","intro_deltakere","NULL","1511","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1514","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1514","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1514","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1515","NULL"
"2015","NULL","1","personer","5","intro_deltakere","NULL","1515","NULL"
"2015","NULL","alle","personer","7","intro_deltakere","NULL","1515","NULL"
"2015","NULL","0","personer","18","intro_deltakere","NULL","1516","NULL"
"2015","NULL","1","personer","10","intro_deltakere","NULL","1516","NULL"
"2015","NULL","alle","personer","28","intro_deltakere","NULL","1516","NULL"
"2015","NULL","0","personer","5","intro_deltakere","NULL","1517","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1517","NULL"
"2015","NULL","alle","personer","8","intro_deltakere","NULL","1517","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","1519","NULL"
"2015","NULL","1","personer","20","intro_deltakere","NULL","1519","NULL"
"2015","NULL","alle","personer","28","intro_deltakere","NULL","1519","NULL"
"2015","NULL","0","personer","14","intro_deltakere","NULL","1520","NULL"
"2015","NULL","1","personer","13","intro_deltakere","NULL","1520","NULL"
"2015","NULL","alle","personer","27","intro_deltakere","NULL","1520","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1523","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","1523","NULL"
"2015","NULL","alle","personer","10","intro_deltakere","NULL","1523","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1524","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1524","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1524","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1525","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1525","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1525","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1526","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1526","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1526","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","1528","NULL"
"2015","NULL","1","personer","19","intro_deltakere","NULL","1528","NULL"
"2015","NULL","alle","personer","25","intro_deltakere","NULL","1528","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1529","NULL"
"2015","NULL","1","personer","6","intro_deltakere","NULL","1529","NULL"
"2015","NULL","alle","personer","7","intro_deltakere","NULL","1529","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1531","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1531","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1531","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","1532","NULL"
"2015","NULL","1","personer","12","intro_deltakere","NULL","1532","NULL"
"2015","NULL","alle","personer","20","intro_deltakere","NULL","1532","NULL"
"2015","NULL","0","personer","13","intro_deltakere","NULL","1534","NULL"
"2015","NULL","1","personer","13","intro_deltakere","NULL","1534","NULL"
"2015","NULL","alle","personer","26","intro_deltakere","NULL","1534","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1535","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","1535","NULL"
"2015","NULL","alle","personer","12","intro_deltakere","NULL","1535","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1539","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1539","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1539","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1543","NULL"
"2015","NULL","1","personer","11","intro_deltakere","NULL","1543","NULL"
"2015","NULL","alle","personer","13","intro_deltakere","NULL","1543","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1545","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1545","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1545","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1546","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1546","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1546","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1547","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1547","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1547","NULL"
"2015","NULL","0","personer","5","intro_deltakere","NULL","1548","NULL"
"2015","NULL","1","personer","7","intro_deltakere","NULL","1548","NULL"
"2015","NULL","alle","personer","12","intro_deltakere","NULL","1548","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1551","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1551","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1551","NULL"
"2015","NULL","0","personer","11","intro_deltakere","NULL","1554","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1554","NULL"
"2015","NULL","alle","personer","12","intro_deltakere","NULL","1554","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1557","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1557","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1557","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1560","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","1560","NULL"
"2015","NULL","alle","personer","12","intro_deltakere","NULL","1560","NULL"
"2015","NULL","0","personer","28","intro_deltakere","NULL","1563","NULL"
"2015","NULL","1","personer","44","intro_deltakere","NULL","1563","NULL"
"2015","NULL","alle","personer","72","intro_deltakere","NULL","1563","NULL"
"2015","NULL","0","personer","5","intro_deltakere","NULL","1566","NULL"
"2015","NULL","1","personer","23","intro_deltakere","NULL","1566","NULL"
"2015","NULL","alle","personer","28","intro_deltakere","NULL","1566","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1567","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1567","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1567","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1571","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1571","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1571","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1573","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1573","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1573","NULL"
"2015","NULL","0","personer","10","intro_deltakere","NULL","1576","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","1576","NULL"
"2015","NULL","alle","personer","19","intro_deltakere","NULL","1576","NULL"
"2015","NULL","0","personer","168","intro_deltakere","NULL","1601","NULL"
"2015","NULL","1","personer","209","intro_deltakere","NULL","1601","NULL"
"2015","NULL","alle","personer","377","intro_deltakere","NULL","1601","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1612","NULL"
"2015","NULL","1","personer","5","intro_deltakere","NULL","1612","NULL"
"2015","NULL","alle","personer","7","intro_deltakere","NULL","1612","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1613","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1613","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1613","NULL"
"2015","NULL","0","personer","5","intro_deltakere","NULL","1617","NULL"
"2015","NULL","1","personer","6","intro_deltakere","NULL","1617","NULL"
"2015","NULL","alle","personer","11","intro_deltakere","NULL","1617","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1620","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1620","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1620","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1621","NULL"
"2015","NULL","1","personer","7","intro_deltakere","NULL","1621","NULL"
"2015","NULL","alle","personer","10","intro_deltakere","NULL","1621","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1622","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1622","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1622","NULL"
"2015","NULL","0","personer","11","intro_deltakere","NULL","1624","NULL"
"2015","NULL","1","personer","12","intro_deltakere","NULL","1624","NULL"
"2015","NULL","alle","personer","23","intro_deltakere","NULL","1624","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1627","NULL"
"2015","NULL","1","personer","5","intro_deltakere","NULL","1627","NULL"
"2015","NULL","alle","personer","7","intro_deltakere","NULL","1627","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1630","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","1630","NULL"
"2015","NULL","alle","personer","8","intro_deltakere","NULL","1630","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1632","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1632","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1632","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1633","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1633","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1633","NULL"
"2015","NULL","0","personer","17","intro_deltakere","NULL","1634","NULL"
"2015","NULL","1","personer","14","intro_deltakere","NULL","1634","NULL"
"2015","NULL","alle","personer","31","intro_deltakere","NULL","1634","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1635","NULL"
"2015","NULL","1","personer","6","intro_deltakere","NULL","1635","NULL"
"2015","NULL","alle","personer","10","intro_deltakere","NULL","1635","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1636","NULL"
"2015","NULL","1","personer","6","intro_deltakere","NULL","1636","NULL"
"2015","NULL","alle","personer","7","intro_deltakere","NULL","1636","NULL"
"2015","NULL","0","personer","19","intro_deltakere","NULL","1638","NULL"
"2015","NULL","1","personer","17","intro_deltakere","NULL","1638","NULL"
"2015","NULL","alle","personer","36","intro_deltakere","NULL","1638","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","1640","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","1640","NULL"
"2015","NULL","alle","personer","17","intro_deltakere","NULL","1640","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1644","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1644","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1644","NULL"
"2015","NULL","0","personer","11","intro_deltakere","NULL","1648","NULL"
"2015","NULL","1","personer","12","intro_deltakere","NULL","1648","NULL"
"2015","NULL","alle","personer","23","intro_deltakere","NULL","1648","NULL"
"2015","NULL","0","personer","7","intro_deltakere","NULL","1653","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","1653","NULL"
"2015","NULL","alle","personer","15","intro_deltakere","NULL","1653","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1657","NULL"
"2015","NULL","1","personer","7","intro_deltakere","NULL","1657","NULL"
"2015","NULL","alle","personer","9","intro_deltakere","NULL","1657","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1662","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1662","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1662","NULL"
"2015","NULL","0","personer","12","intro_deltakere","NULL","1663","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1663","NULL"
"2015","NULL","alle","personer","16","intro_deltakere","NULL","1663","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1664","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1664","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1664","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1665","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1665","NULL"
"2015","NULL","alle","personer","6","intro_deltakere","NULL","1665","NULL"
"2015","NULL","0","personer","9","intro_deltakere","NULL","1702","NULL"
"2015","NULL","1","personer","12","intro_deltakere","NULL","1702","NULL"
"2015","NULL","alle","personer","21","intro_deltakere","NULL","1702","NULL"
"2015","NULL","0","personer","47","intro_deltakere","NULL","1703","NULL"
"2015","NULL","1","personer","39","intro_deltakere","NULL","1703","NULL"
"2015","NULL","alle","personer","86","intro_deltakere","NULL","1703","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","1711","NULL"
"2015","NULL","1","personer","16","intro_deltakere","NULL","1711","NULL"
"2015","NULL","alle","personer","22","intro_deltakere","NULL","1711","NULL"
"2015","NULL","0","personer","34","intro_deltakere","NULL","1714","NULL"
"2015","NULL","1","personer","35","intro_deltakere","NULL","1714","NULL"
"2015","NULL","alle","personer","69","intro_deltakere","NULL","1714","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1717","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1717","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1717","NULL"
"2015","NULL","0","personer","7","intro_deltakere","NULL","1718","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","1718","NULL"
"2015","NULL","alle","personer","15","intro_deltakere","NULL","1718","NULL"
"2015","NULL","0","personer","35","intro_deltakere","NULL","1719","NULL"
"2015","NULL","1","personer","37","intro_deltakere","NULL","1719","NULL"
"2015","NULL","alle","personer","72","intro_deltakere","NULL","1719","NULL"
"2015","NULL","0","personer","41","intro_deltakere","NULL","1721","NULL"
"2015","NULL","1","personer","32","intro_deltakere","NULL","1721","NULL"
"2015","NULL","alle","personer","73","intro_deltakere","NULL","1721","NULL"
"2015","NULL","0","personer","13","intro_deltakere","NULL","1724","NULL"
"2015","NULL","1","personer","19","intro_deltakere","NULL","1724","NULL"
"2015","NULL","alle","personer","32","intro_deltakere","NULL","1724","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1725","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1725","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1725","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","1736","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","1736","NULL"
"2015","NULL","alle","personer","15","intro_deltakere","NULL","1736","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1738","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1738","NULL"
"2015","NULL","alle","personer","8","intro_deltakere","NULL","1738","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1739","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1739","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1739","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1740","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1740","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1740","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","1742","NULL"
"2015","NULL","1","personer","5","intro_deltakere","NULL","1742","NULL"
"2015","NULL","alle","personer","11","intro_deltakere","NULL","1742","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1743","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1743","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1743","NULL"
"2015","NULL","0","personer","7","intro_deltakere","NULL","1744","NULL"
"2015","NULL","1","personer","7","intro_deltakere","NULL","1744","NULL"
"2015","NULL","alle","personer","14","intro_deltakere","NULL","1744","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1748","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1748","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1748","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1749","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1749","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1749","NULL"
"2015","NULL","0","personer","7","intro_deltakere","NULL","1750","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","1750","NULL"
"2015","NULL","alle","personer","15","intro_deltakere","NULL","1750","NULL"
"2015","NULL","0","personer","15","intro_deltakere","NULL","1751","NULL"
"2015","NULL","1","personer","24","intro_deltakere","NULL","1751","NULL"
"2015","NULL","alle","personer","39","intro_deltakere","NULL","1751","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1755","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1755","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1755","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","1756","NULL"
"2015","NULL","1","personer","13","intro_deltakere","NULL","1756","NULL"
"2015","NULL","alle","personer","21","intro_deltakere","NULL","1756","NULL"
"2015","NULL","0","personer","74","intro_deltakere","NULL","1804","NULL"
"2015","NULL","1","personer","78","intro_deltakere","NULL","1804","NULL"
"2015","NULL","alle","personer","152","intro_deltakere","NULL","1804","NULL"
"2015","NULL","0","personer","29","intro_deltakere","NULL","1805","NULL"
"2015","NULL","1","personer","36","intro_deltakere","NULL","1805","NULL"
"2015","NULL","alle","personer","65","intro_deltakere","NULL","1805","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1811","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1811","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1811","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","1812","NULL"
"2015","NULL","1","personer","5","intro_deltakere","NULL","1812","NULL"
"2015","NULL","alle","personer","11","intro_deltakere","NULL","1812","NULL"
"2015","NULL","0","personer","22","intro_deltakere","NULL","1813","NULL"
"2015","NULL","1","personer","20","intro_deltakere","NULL","1813","NULL"
"2015","NULL","alle","personer","42","intro_deltakere","NULL","1813","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1815","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1815","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1815","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1816","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1816","NULL"
"2015","NULL","alle","personer","5","intro_deltakere","NULL","1816","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1818","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1818","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1818","NULL"
"2015","NULL","0","personer","22","intro_deltakere","NULL","1820","NULL"
"2015","NULL","1","personer","21","intro_deltakere","NULL","1820","NULL"
"2015","NULL","alle","personer","43","intro_deltakere","NULL","1820","NULL"
"2015","NULL","0","personer","10","intro_deltakere","NULL","1822","NULL"
"2015","NULL","1","personer","16","intro_deltakere","NULL","1822","NULL"
"2015","NULL","alle","personer","26","intro_deltakere","NULL","1822","NULL"
"2015","NULL","0","personer","18","intro_deltakere","NULL","1824","NULL"
"2015","NULL","1","personer","19","intro_deltakere","NULL","1824","NULL"
"2015","NULL","alle","personer","37","intro_deltakere","NULL","1824","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1825","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1825","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1825","NULL"
"2015","NULL","0","personer","5","intro_deltakere","NULL","1826","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1826","NULL"
"2015","NULL","alle","personer","7","intro_deltakere","NULL","1826","NULL"
