;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf
08 Telemark;171953;16860;155093;3174;151919;100;9,805004856;90,19499514;1,845853227;88,34914192;85796;8516;77280;1633;75647;49,89502946;4,952516095;44,94251336;0,94967811;43,99283525;86157;8344;77813;1541;76272;50,10497054;4,852488761;45,25248178;0,896175118;44,35630667
09 Aust-Agder;114767;11710;103057;1784;101273;100;10,20328143;89,79671857;1,554453806;88,24226476;57665;5991;51674;938;50736;50,24527957;5,220141678;45,02513789;0,817308111;44,20782978;57102;5719;51383;846;50537;49,75472043;4,983139753;44,77158068;0,737145695;44,03443499
10 Vest-Agder;180877;20772;160105;3942;156163;100;11,48404717;88,51595283;2,179381569;86,33657126;90696;10625;80071;2086;77985;50,14236194;5,874157577;44,26820436;1,153269902;43,11493446;90181;10147;80034;1856;78178;49,85763806;5,609889593;44,24774847;1,026111667;43,2216368
11 Rogaland;466302;66389;399913;10936;388977;100;14,23733975;85,76266025;2,345261226;83,41739902;237223;36145;201078;5620;195458;50,87325381;7,751414319;43,12183949;1,205227513;41,91661198;229079;30244;198835;5316;193519;49,12674619;6,48592543;42,64082076;1,140033712;41,50078704
12 Hordaland;511357;58643;452714;8780;443934;100;11,46811328;88,53188672;1,717000061;86,81488666;258677;31735;226942;4478;222464;50,58638094;6,206036096;44,38034485;0,875709143;43,5046357;252680;26908;225772;4302;221470;49,41361906;5,262077179;44,15154188;0,841290918;43,31025096
14 Sogn og Fjordane;109170;9994;99176;1056;98120;100;9,154529633;90,84547037;0,967298708;89,87817166;55531;5332;50199;544;49655;50,86653843;4,884125676;45,98241275;0,498305395;45,48410736;53639;4662;48977;512;48465;49,13346157;4,270403957;44,86305762;0,468993313;44,3940643
15 Mõre og Romsdal;263719;26764;236955;2815;234140;100;10,14868098;89,85131902;1,067424038;88,78389498;134267;14466;119801;1442;118359;50,91290351;5,485384064;45,42751944;0,546794126;44,88072532;129452;12298;117154;1373;115781;49,08709649;4,663296918;44,42379957;0,520629913;43,90316966
16 Sõr-Trõndelag;310047;30042;280005;4399;275606;100;9,689498689;90,31050131;1,418817147;88,89168416;157117;16142;140975;2271;138704;50,67522021;5,206307431;45,46891278;0,732469593;44,73644318;152930;13900;139030;2128;136902;49,32477979;4,483191258;44,84158853;0,686347554;44,15524098
17 Nord-Trõndelag;135738;8936;126802;935;125867;100;6,583270713;93,41672929;0,688827005;92,72790228;68329;4660;63669;474;63195;50,33888815;3,433084324;46,90580383;0,349202139;46,55660169;67409;4276;63133;461;62672;49,66111185;3,150186388;46,51092546;0,339624866;46,17130059
18 Nordland;241682;18998;222684;1733;220951;100;7,860742629;92,13925737;0,717057952;91,42219942;122245;9933;112312;901;111411;50,58092866;4,109946128;46,47098253;0,372803932;46,0981786;119437;9065;110372;832;109540;49,41907134;3,750796501;45,66827484;0,34425402;45,32402082
19 Troms Romsa;163453;15082;148371;1380;146991;100;9,227117275;90,77288272;0,844279395;89,92860333;83016;7833;75183;716;74467;50,7889118;4,792203263;45,99670853;0,438046411;45,55866212;80437;7249;73188;664;72524;49,2110882;4,434914012;44,77617419;0,406232984;44,36994121
20 Finnmark Finnm†rku;75605;8990;66615;707;65908;100;11,89074797;88,10925203;0,935123338;87,1741287;38873;4557;34316;347;33969;51,41591165;6,027379142;45,3885325;0,458964354;44,92956815;36732;4433;32299;360;31939;48,58408835;5,863368825;42,72071953;0,476158984;42,24456054
