;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf
08 Telemark;169185;13314;155871;2299;153572;100;7,869491976;92,13050802;1,358867512;90,77164051;83894;6624;77270;1195;76075;49,58713834;3,915240713;45,67189763;0,706327393;44,96557023;85291;6690;78601;1104;77497;50,41286166;3,954251263;46,4586104;0,652540119;45,80607028
09 Aust-Agder;110048;8861;101187;1172;100015;100;8,051940971;91,94805903;1,064989823;90,88306921;55122;4474;50648;627;50021;50,08905205;4,065498691;46,02355336;0,569751381;45,45380198;54926;4387;50539;545;49994;49,91094795;3,98644228;45,92450567;0,495238441;45,42926723
10 Vest-Agder;172408;16266;156142;2827;153315;100;9,434597002;90,565403;1,639715094;88,9256879;86039;8253;77786;1472;76314;49,90429678;4,78690084;45,11739594;0,853788687;44,26360726;86369;8013;78356;1355;77001;50,09570322;4,647696163;45,44800705;0,785926407;44,66208065
11 Rogaland;436087;47411;388676;7227;381449;100;10,87191317;89,12808683;1,65723812;87,47084871;220887;25854;195033;3703;191330;50,65204879;5,928633507;44,72341528;0,849142488;43,87427279;215200;21557;193643;3524;190119;49,34795121;4,943279667;44,40467154;0,808095632;43,59657591
12 Hordaland;484240;41455;442785;5770;437015;100;8,560837601;91,4391624;1,191557905;90,24760449;243291;21949;221342;2909;218433;50,24182224;4,532669751;45,70915249;0,600735173;45,10841731;240949;19506;221443;2861;218582;49,75817776;4,028167851;45,73000991;0,590822733;45,13918718
14 Sogn og Fjordane;107742;7218;100524;637;99887;100;6,699337306;93,30066269;0,591227191;92,7094355;54560;3766;50794;313;50481;50,63949064;3,495387129;47,14410351;0,290508808;46,8535947;53182;3452;49730;324;49406;49,36050936;3,203950177;46,15655919;0,300718383;45,8558408
15 Mõre og Romsdal;253904;17872;236032;1638;234394;100;7,038880837;92,96111916;0,645125717;92,31599345;128278;9444;118834;858;117976;50,52224463;3,719516038;46,80272859;0,337922995;46,4648056;125626;8428;117198;780;116418;49,47775537;3,319364799;46,15839057;0,307202722;45,85118785
16 Sõr-Trõndelag;294066;21877;272189;2958;269231;100;7,439486374;92,56051363;1,005896635;91,55461699;147969;11439;136530;1539;134991;50,31829589;3,889943074;46,42835282;0,523351901;45,90500092;146097;10438;135659;1419;134240;49,68170411;3,5495433;46,13216081;0,482544735;45,64961607
17 Nord-Trõndelag;132140;5973;126167;513;125654;100;4,520205842;95,47979416;0,38822461;95,09156955;66202;2979;63223;262;62961;50,09989405;2,254427123;47,84546693;0,198274557;47,64719237;65938;2994;62944;251;62693;49,90010595;2,26577872;47,63432723;0,189950053;47,44437718
18 Nordland;237280;12405;224875;948;223927;100;5,228000674;94,77199933;0,399527984;94,37247134;119141;6092;113049;495;112554;50,21114295;2,567430883;47,64371207;0,208614295;47,43509777;118139;6313;111826;453;111373;49,78885705;2,660569791;47,12828726;0,190913688;46,93737357
19 Troms Romsa;157554;9895;147659;803;146856;100;6,280386407;93,71961359;0,509666527;93,20994707;79625;4909;74716;425;74291;50,53822816;3,115757137;47,42247103;0,269748785;47,15272224;77929;4986;72943;378;72565;49,46177184;3,16462927;46,29714257;0,239917742;46,05722482
20 Finnmark Finnm†rku;73417;6079;67338;393;66945;100;8,280098615;91,71990139;0,535298364;91,18460302;37585;2806;34779;197;34582;51,19386518;3,822003078;47,3718621;0,268330223;47,10353188;35832;3273;32559;196;32363;48,80613482;4,458095536;44,34803928;0,266968141;44,08107114
