kommune_nr;spraak.alle_bhgalder.1.5_enhet.personer;spraak.alle_bhgalder.1_enhet.personer;spraak.alle_bhgalder.2_enhet.personer;spraak.alle_bhgalder.3_enhet.personer;spraak.alle_bhgalder.4_enhet.personer;spraak.alle_bhgalder.5_enhet.personer;spraak.alle_bhgalder.1.5_enhet.prosent;spraak.alle_bhgalder.1_enhet.prosent;spraak.alle_bhgalder.2_enhet.prosent;spraak.alle_bhgalder.3_enhet.prosent;spraak.alle_bhgalder.4_enhet.prosent;spraak.alle_bhgalder.5_enhet.prosent;spraak.minoritet_bhgalder.1.5_enhet.personer;spraak.minoritet_bhgalder.1_enhet.personer;spraak.minoritet_bhgalder.2_enhet.personer;spraak.minoritet_bhgalder.3_enhet.personer;spraak.minoritet_bhgalder.4_enhet.personer;spraak.minoritet_bhgalder.5_enhet.personer;spraak.minoritet_bhgalder.1.5_enhet.prosent;spraak.minoritet_bhgalder.1_enhet.prosent;spraak.minoritet_bhgalder.2_enhet.prosent;spraak.minoritet_bhgalder.3_enhet.prosent;spraak.minoritet_bhgalder.4_enhet.prosent;spraak.minoritet_bhgalder.5_enhet.prosent;spraak.ikke.minoritet_bhgalder.1.5_enhet.personer;spraak.ikke.minoritet_bhgalder.1_enhet.personer;spraak.ikke.minoritet_bhgalder.2_enhet.personer;spraak.ikke.minoritet_bhgalder.3_enhet.personer;spraak.ikke.minoritet_bhgalder.4_enhet.personer;spraak.ikke.minoritet_bhgalder.5_enhet.personer;spraak.ikke.minoritet_bhgalder.1.5_enhet.prosent;spraak.ikke.minoritet_bhgalder.1_enhet.prosent;spraak.ikke.minoritet_bhgalder.2_enhet.prosent;spraak.ikke.minoritet_bhgalder.3_enhet.prosent;spraak.ikke.minoritet_bhgalder.4_enhet.prosent;spraak.ikke.minoritet_bhgalder.5_enhet.prosent;barnikommune.alle_bhgalder.1.5_enhet.personer;barnikommune.alle_bhgalder.1_enhet.personer;barnikommune.alle_bhgalder.2_enhet.personer;barnikommune.alle_bhgalder.3_enhet.personer;barnikommune.alle_bhgalder.4_enhet.personer;barnikommune.alle_bhgalder.5_enhet.personer;barnikommune.alle_bhgalder.1.5_enhet.prosent;barnikommune.alle_bhgalder.1_enhet.prosent;barnikommune.alle_bhgalder.2_enhet.prosent;barnikommune.alle_bhgalder.3_enhet.prosent;barnikommune.alle_bhgalder.4_enhet.prosent;barnikommune.alle_bhgalder.5_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.1.5_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.1_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.2_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.3_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.4_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.5_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.1.5_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.1_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.2_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.3_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.4_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.5_enhet.prosent;barnikommune.barn.ellers_bhgalder.1.5_enhet.personer;barnikommune.barn.ellers_bhgalder.1_enhet.personer;barnikommune.barn.ellers_bhgalder.2_enhet.personer;barnikommune.barn.ellers_bhgalder.3_enhet.personer;barnikommune.barn.ellers_bhgalder.4_enhet.personer;barnikommune.barn.ellers_bhgalder.5_enhet.personer;barnikommune.barn.ellers_bhgalder.1.5_enhet.prosent;barnikommune.barn.ellers_bhgalder.1_enhet.prosent;barnikommune.barn.ellers_bhgalder.2_enhet.prosent;barnikommune.barn.ellers_bhgalder.3_enhet.prosent;barnikommune.barn.ellers_bhgalder.4_enhet.prosent;barnikommune.barn.ellers_bhgalder.5_enhet.prosent
127;206;32;33;44;51;46;91,15044248;69,56521739;89,18918919;102,3255814;96,22641509;97,87234043;16;:;:;:;:;7;76,19047619;.;.;.;.;116,6666667;190;30;31;41;49;39;97,43589744;14,63414634;72,09302326;117,1428571;122,5;84,7826087;226;46;37;43;53;47;100;100;100;100;100;100;21;:;:;:;7;6;9,292035398;.;.;.;13,20754717;12,76595745;195;205;43;35;40;46;86,28318584;445,6521739;116,2162162;81,39534884;75,47169811;97,87234043
128;385;53;79;88;92;73;86,32286996;59,5505618;89,77272727;90,72164948;97,87234043;93,58974359;55;:;12;9;20;11;68,75;.;70,58823529;75;86,95652174;84,61538462;330;50;67;79;72;62;87,3015873;13,66120219;90,54054054;111,2676056;84,70588235;87,32394366;446;89;88;97;94;78;100;100;100;100;100;100;80;15;17;12;23;13;17,93721973;16,85393258;19,31818182;12,37113402;24,46808511;16,66666667;378;366;74;71;85;71;84,75336323;411,2359551;84,09090909;73,19587629;90,42553191;91,02564103
135;362;42;74;72;83;91;90,27431421;61,76470588;94,87179487;88,88888889;94,31818182;105,8139535;26;:;4;6;:;14;60,46511628;.;50;75;.;127,2727273;336;42;70;66;81;77;93,33333333;11,73184358;125;94,28571429;110,9589041;91,66666667;401;68;78;81;88;86;100;100;100;100;100;100;43;12;8;8;4;11;10,72319202;17,64705882;10,25641026;9,87654321;4,545454545;12,79069767;360;358;56;70;73;84;89,7755611;526,4705882;71,79487179;86,41975309;82,95454545;97,6744186
136;707;88;139;147;160;173;89,26767677;67,17557252;83,73493976;98;97,56097561;95,5801105;69;:;10;19;19;20;65,71428571;.;45,45454545;95;82,60869565;83,33333333;638;87;129;128;141;153;90,4964539;12,66375546;112,173913;88,88888889;108,4615385;108,5106383;792;131;166;150;164;181;100;100;100;100;100;100;105;16;22;20;23;24;13,25757576;12,21374046;13,25301205;13,33333333;14,02439024;13,25966851;705;687;115;144;130;141;89,01515152;524,4274809;69,27710843;96;79,26829268;77,90055249
137;314;39;63;73;63;76;86,50137741;63,93442623;85,13513514;89,02439024;94,02985075;96,20253165;32;:;7;9;5;10;78,04878049;.;116,6666667;81,81818182;100;90,90909091;282;38;56;64;58;66;91,55844156;11,80124224;105,6603774;94,11764706;81,69014085;106,4516129;363;61;74;82;67;79;100;100;100;100;100;100;41;8;6;11;5;11;11,29476584;13,1147541;8,108108108;13,41463415;7,462686567;13,92405063;308;322;53;68;71;62;84,84848485;527,8688525;71,62162162;82,92682927;105,9701493;78,48101266
138;293;47;56;70;53;67;83,00283286;55,95238095;83,58208955;92,10526316;94,64285714;95,71428571;40;:;8;9;7;13;67,79661017;.;66,66666667;81,81818182;116,6666667;108,3333333;253;44;48;61;46;54;92,33576642;14,96598639;72,72727273;110,9090909;70,76923077;108;353;84;67;76;56;70;100;100;100;100;100;100;59;18;12;11;6;12;16,71388102;21,42857143;17,91044776;14,47368421;10,71428571;17,14285714;274;294;66;55;65;50;77,6203966;350;98,50746269;72,36842105;116,0714286;71,42857143
211;1038;152;212;219;241;214;94,53551913;72,03791469;97,69585253;100;100,8368201;100,9433962;127;16;29;27;30;25;84,10596026;45,71428571;96,66666667;96,42857143;90,90909091;100;911;136;183;192;211;189;94,79708637;14,36114044;103,9772727;102,6737968;110,4712042;91,74757282;1098;211;217;219;239;212;100;100;100;100;100;100;151;35;30;28;33;25;13,75227687;16,58767773;13,82488479;12,78538813;13,80753138;11,79245283;961;947;176;187;191;206;87,52276867;448,8151659;81,10599078;85,38812785;79,91631799;97,16981132
213;1815;253;370;376;374;442;92,41344196;76,89969605;92,96482412;95,18987342;95,1653944;98,44097996;260;27;53;52;54;74;85,24590164;48,21428571;76,8115942;92,85714286;91,52542373;113,8461538;1555;226;317;324;320;368;88,50313034;13,62266426;116,1172161;98,48024316;94,39528024;110,1796407;1964;329;398;395;393;449;100;100;100;100;100;100;305;56;69;56;59;65;15,52953157;17,0212766;17,33668342;14,17721519;15,01272265;14,4766147;1757;1659;273;329;339;334;89,46028513;504,2553191;68,59296482;83,29113924;86,25954198;74,38752784
214;1185;183;219;242;258;283;93,0871956;75,61983471;91,63179916;98,37398374;98,09885932;100;184;26;33;40;37;48;83,25791855;53,06122449;71,73913043;95,23809524;102,7777778;100;1001;157;186;202;221;235;95,51526718;14,92395437;96,37305699;104,6632124;108,3333333;103,5242291;1273;242;239;246;263;283;100;100;100;100;100;100;221;49;46;42;36;48;17,36056559;20,24793388;19,24686192;17,07317073;13,68821293;16,96113074;1048;1052;193;193;204;227;82,32521603;434,7107438;80,75313808;78,45528455;77,56653992;80,21201413
215;775;130;134;151;187;173;90,32634033;77,38095238;87,58169935;94,375;95,8974359;95,05494505;57;5;10;14;19;9;64,04494382;26,31578947;66,66666667;73,68421053;79,16666667;75;718;125;124;137;168;164;89,52618454;16,25487646;83,22147651;99,27536232;119,1489362;95,90643275;858;168;153;160;195;182;100;100;100;100;100;100;89;19;15;19;24;12;10,37296037;11,30952381;9,803921569;11,875;12,30769231;6,593406593;802;769;149;138;141;171;93,47319347;457,7380952;97,38562092;86,25;72,30769231;93,95604396
216;1088;157;210;245;235;241;94,5264987;75,11961722;96,33027523;100,4098361;97,91666667;100,4166667;89;11;24;21;11;22;89;55;88,88888889;105;91,66666667;104,7619048;999;146;186;224;224;219;92,15867159;13,89153187;98,41269841;117,2774869;100;96,05263158;1151;209;218;244;240;240;100;100;100;100;100;100;100;20;27;20;12;21;8,688097307;9,56937799;12,3853211;8,196721311;5;8,75;1084;1051;189;191;224;228;94,1789748;502,8708134;86,69724771;78,27868852;93,33333333;95
217;1593;188;316;340;354;395;93,65079365;74,01574803;95,46827795;97,70114943;98,06094183;97,05159705;171;15;39;44;37;36;87,24489796;41,66666667;108,3333333;93,61702128;92,5;97,2972973;1422;173;277;296;317;359;92,63843648;11,49501661;127,0642202;100,3389831;105,3156146;111,8380062;1701;254;331;348;361;407;100;100;100;100;100;100;196;36;36;47;40;37;11,52263374;14,17322835;10,87613293;13,50574713;11,08033241;9,090909091;1535;1505;218;295;301;321;90,24103469;592,519685;65,86102719;84,77011494;83,37950139;78,86977887
219;7449;1053;1509;1532;1634;1721;90,58737687;70,95687332;90,52189562;95,57080474;96,80094787;96,63110612;1152;110;234;272;277;259;79,2842395;36,91275168;78;90,96989967;97,19298246;95,57195572;6297;943;1275;1260;1357;1462;91,94042926;13,92909897;107,5042159;92,17264082;104,0644172;104,2052744;8223;1484;1667;1603;1688;1781;100;100;100;100;100;100;1453;298;300;299;285;271;17,66995014;20,08086253;17,99640072;18,65252651;16,88388626;15,21617069;6849;6770;1186;1367;1304;1403;83,29076979;456,1994609;71,14577085;85,27760449;77,25118483;78,77596856
220;3523;490;696;757;784;796;90,75218959;68,62745098;91,94187583;95,34005038;98,36888331;97,07317073;544;49;114;112;126;143;77,71428571;32,02614379;78,08219178;82,96296296;96,92307692;105,1470588;2979;441;582;645;658;653;93,88591239;13,85920805;103,7433155;105,5646481;99,84825493;97,90104948;3882;714;757;794;797;820;100;100;100;100;100;100;700;153;146;135;130;136;18,0319423;21,42857143;19,28665786;17,00251889;16,31116688;16,58536585;3173;3182;561;611;659;667;81,73621844;445,6582633;74,10832232;76,95214106;82,68506901;81,34146341
221;809;114;167;173;183;172;89,88888889;66,27906977;90,27027027;95,5801105;96,31578947;100;81;7;18;23;17;16;68,6440678;25,92592593;66,66666667;76,66666667;85;114,2857143;728;107;149;150;166;156;91,3425345;13,68286445;102,7586207;94,93670886;109,9337748;91,76470588;900;172;185;181;190;172;100;100;100;100;100;100;118;27;27;30;20;14;13,11111111;15,69767442;14,59459459;16,57458564;10,52631579;8,139534884;797;782;145;158;151;170;88,55555556;454,6511628;78,37837838;87,29281768;79,47368421;98,8372093
226;1105;152;220;233;249;251;89,18482647;77,15736041;88;87,59398496;93,25842697;96,91119691;149;16;19;33;36;45;72,68292683;48,48484848;50;71,73913043;92,30769231;91,83673469;956;136;201;200;213;206;88,60055607;13,15280464;122,5609756;94,33962264;96,81818182;90,35087719;1239;197;250;266;267;259;100;100;100;100;100;100;205;33;38;46;39;49;16,54560129;16,75126904;15,2;17,29323308;14,60674157;18,91891892;1079;1034;164;212;220;228;87,08635997;524,8730964;65,6;79,69924812;82,39700375;88,03088803
227;625;88;103;149;147;138;86,32596685;69,84126984;80,46875;90,3030303;91,30434783;95,83333333;63;7;11;16;16;13;65,625;36,84210526;61,11111111;64;80;92,85714286;562;81;92;133;131;125;89,63317384;12,89808917;85,98130841;120,9090909;93,57142857;88,65248227;724;126;128;165;161;144;100;100;100;100;100;100;96;19;18;25;20;14;13,25966851;15,07936508;14,0625;15,15151515;12,42236025;9,722222222;627;628;107;110;140;141;86,60220994;498,4126984;83,59375;66,66666667;86,95652174;97,91666667
228;1116;168;211;237;287;213;91,02773246;72,72727273;89,02953586;97,5308642;98,62542955;95,08928571;204;17;47;53;51;36;82,25806452;43,58974359;79,66101695;101,9230769;100;76,59574468;912;151;164;184;236;177;96,50793651;15,4396728;85,41666667;103,3707865;123,5602094;73,75;1226;231;237;243;291;224;100;100;100;100;100;100;248;39;59;52;51;47;20,22838499;16,88311688;24,89451477;21,39917695;17,5257732;20,98214286;945;978;192;178;191;240;77,07993475;423,3766234;81,01265823;73,25102881;65,63573883;107,1428571
229;644;94;126;150;139;135;89,56884562;69,11764706;90,64748201;96,15384615;94,55782313;95,74468085;82;5;17;20;18;22;91,11111111;29,41176471;106,25;117,6470588;90;110;562;89;109;130;121;113;80,97982709;14,14944356;91,59663866;105,6910569;87,05035971;88,97637795;719;136;139;156;147;141;100;100;100;100;100;100;90;17;16;17;20;20;12,51738526;12,5;11,51079137;10,8974359;13,60544218;14,18439716;694;629;119;123;139;127;96,52294854;462,5;85,61151079;78,84615385;94,55782313;90,07092199
230;2003;282;386;407;491;437;98,18627451;77,68595041;107,8212291;99,51100244;103,3684211;100,4597701;504;51;88;108;127;130;103,2786885;52,04081633;112,8205128;110,2040816;120,952381;119,266055;1499;231;298;299;364;307;92,30295567;14,88402062;112,4528302;106,7857143;117,0418006;82,97297297;2040;363;358;409;475;435;100;100;100;100;100;100;488;98;78;98;105;109;23,92156863;26,99724518;21,7877095;23,9608802;22,10526316;25,05747126;1624;1552;265;280;311;370;79,60784314;427,5482094;74,02234637;68,4596577;65,47368421;85,05747126
231;2817;384;548;603;622;660;89,42857143;68,08510638;90,4290429;91,36363636;95,83975347;98,36065574;668;50;136;156;154;172;88,01054018;37,31343284;95,1048951;92,30769231;100,6535948;107,5;2149;334;412;447;468;488;87,96561605;13,96905061;95,81395349;96,54427646;95,31568228;98,38709677;3150;564;606;660;649;671;100;100;100;100;100;100;759;134;143;169;153;160;24,0952381;23,75886525;23,59735974;25,60606061;23,57473035;23,84500745;2443;2391;430;463;491;496;77,55555556;423,9361702;70,95709571;70,15151515;75,65485362;73,9195231
233;1420;209;275;279;312;345;93,42105263;78,27715356;96,15384615;95,87628866;96;98,29059829;145;17;30;31;33;34;78,80434783;39,53488372;81,08108108;100;82,5;103,030303;1275;192;245;248;279;311;90,29745042;14,37125749;109,375;99,59839357;107,3076923;109,122807;1520;267;286;291;325;351;100;100;100;100;100;100;184;43;37;31;40;33;12,10526316;16,10486891;12,93706294;10,65292096;12,30769231;9,401709402;1412;1336;224;249;260;285;92,89473684;500,3745318;78,32167832;85,56701031;80;81,1965812
234;387;62;69;84;73;99;95,55555556;91,17647059;93,24324324;102,4390244;93,58974359;96,11650485;44;6;7;10;10;11;80;60;58,33333333;111,1111111;90,90909091;84,61538462;343;56;62;74;63;88;93,71584699;16;106,8965517;119,3548387;86,30136986;131,3432836;405;68;74;82;78;103;100;100;100;100;100;100;55;10;12;9;11;13;13,58024691;14,70588235;16,21621622;10,97560976;14,1025641;12,62135922;366;350;58;62;73;67;90,37037037;514,7058824;78,37837838;75,6097561;93,58974359;65,04854369
235;2241;333;444;462;492;510;94,83707152;76,201373;94,66950959;100,8733624;101,2345679;99,41520468;410;43;82;76;91;118;90,30837004;44,32989691;91,11111111;105,5555556;97,84946237;115,6862745;1831;290;362;386;401;392;92,10261569;15,19119958;106,4705882;101,8469657;103,8860104;99,74554707;2363;437;469;458;486;513;100;100;100;100;100;100;454;97;90;72;93;102;19,212865;22,19679634;19,18976546;15,72052402;19,13580247;19,88304094;1988;1909;340;379;386;393;84,13034278;436,8421053;72,49466951;82,7510917;79,42386831;76,60818713
236;1094;182;218;225;246;223;94,06706793;82,72727273;96,03524229;98,25327511;97,61904762;94,89361702;90;11;19;15;25;20;72;37,93103448;90,47619048;100;78,125;71,42857143;1004;171;199;210;221;203;95,43726236;16,47398844;104,1884817;101,9417476;103,271028;92,27272727;1163;220;227;229;252;235;100;100;100;100;100;100;125;29;21;15;32;28;10,74806535;13,18181818;9,251101322;6,550218341;12,6984127;11,91489362;1052;1038;191;206;214;220;90,45571797;471,8181818;84,14096916;89,95633188;84,92063492;93,61702128
237;1383;216;265;262;308;332;88,996139;68,35443038;88,9261745;95,62043796;96,25;95,95375723;146;18;25;25;33;45;77,24867725;46,15384615;60,97560976;92,59259259;91,66666667;97,82608696;1237;198;240;237;275;287;93,78316907;14,50549451;86,64259928;92,21789883;111,3360324;101,056338;1554;316;298;274;320;346;100;100;100;100;100;100;189;39;41;27;36;46;12,16216216;12,34177215;13,75838926;9,854014599;11,25;13,29479769;1319;1365;277;257;247;284;84,87773488;431,9620253;92,95302013;93,79562044;77,1875;82,08092486
238;622;71;121;123;140;167;87,97736917;63,39285714;85,81560284;93,18181818;95,23809524;95,42857143;85;7;17;17;22;22;75,89285714;30,43478261;80,95238095;85;95,65217391;88;537;64;104;106;118;145;82,9984544;10,75630252;116,8539326;88,33333333;105,3571429;116,9354839;707;112;141;132;147;175;100;100;100;100;100;100;112;23;21;20;23;25;15,84158416;20,53571429;14,89361702;15,15151515;15,6462585;14,28571429;647;595;89;120;112;124;91,51343706;531,25;63,12056738;90,90909091;76,19047619;70,85714286
