kommune_nr;spraaknivaa.alle_provetype.alle_enhet.personer;spraaknivaa.alle_provetype.muntlig_enhet.personer;spraaknivaa.alle_provetype.lytting_enhet.personer;spraaknivaa.alle_provetype.lese_enhet.personer;spraaknivaa.alle_provetype.skriftlig_enhet.personer;spraaknivaa.alle_provetype.alle_enhet.prosent;spraaknivaa.alle_provetype.muntlig_enhet.prosent;spraaknivaa.alle_provetype.lytting_enhet.prosent;spraaknivaa.alle_provetype.lese_enhet.prosent;spraaknivaa.alle_provetype.skriftlig_enhet.prosent;spraaknivaa.b1_provetype.alle_enhet.prosent;spraaknivaa.b1_provetype.muntlig_enhet.prosent;spraaknivaa.b1_provetype.lytting_enhet.prosent;spraaknivaa.b1_provetype.lese_enhet.prosent;spraaknivaa.b1_provetype.skriftlig_enhet.prosent;spraaknivaa.b1_provetype.alle_enhet.personer;spraaknivaa.b1_provetype.muntlig_enhet.personer;spraaknivaa.b1_provetype.lytting_enhet.personer;spraaknivaa.b1_provetype.lese_enhet.personer;spraaknivaa.b1_provetype.skriftlig_enhet.personer;spraaknivaa.a2_provetype.alle_enhet.prosent;spraaknivaa.a2_provetype.muntlig_enhet.prosent;spraaknivaa.a2_provetype.lytting_enhet.prosent;spraaknivaa.a2_provetype.lese_enhet.prosent;spraaknivaa.a2_provetype.skriftlig_enhet.prosent;spraaknivaa.a2_provetype.alle_enhet.personer;spraaknivaa.a2_provetype.muntlig_enhet.personer;spraaknivaa.a2_provetype.lytting_enhet.personer;spraaknivaa.a2_provetype.lese_enhet.personer;spraaknivaa.a2_provetype.skriftlig_enhet.personer;spraaknivaa.a1_provetype.alle_enhet.prosent;spraaknivaa.a1_provetype.muntlig_enhet.prosent;spraaknivaa.a1_provetype.lytting_enhet.prosent;spraaknivaa.a1_provetype.lese_enhet.prosent;spraaknivaa.a1_provetype.skriftlig_enhet.prosent;spraaknivaa.a1_provetype.alle_enhet.personer;spraaknivaa.a1_provetype.muntlig_enhet.personer;spraaknivaa.a1_provetype.lytting_enhet.personer;spraaknivaa.a1_provetype.lese_enhet.personer;spraaknivaa.a1_provetype.skriftlig_enhet.personer;spraaknivaa.under.a1_provetype.alle_enhet.prosent;spraaknivaa.under.a1_provetype.muntlig_enhet.prosent;spraaknivaa.under.a1_provetype.lytting_enhet.prosent;spraaknivaa.under.a1_provetype.lese_enhet.prosent;spraaknivaa.under.a1_provetype.skriftlig_enhet.prosent;spraaknivaa.under.a1_provetype.alle_enhet.personer;spraaknivaa.under.a1_provetype.muntlig_enhet.personer;spraaknivaa.under.a1_provetype.lytting_enhet.personer;spraaknivaa.under.a1_provetype.lese_enhet.personer;spraaknivaa.under.a1_provetype.skriftlig_enhet.personer;spraaknivaa.ikke.vurdert_provetype.alle_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.muntlig_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.lytting_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.lese_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.skriftlig_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.alle_enhet.personer;spraaknivaa.ikke.vurdert_provetype.muntlig_enhet.personer;spraaknivaa.ikke.vurdert_provetype.lytting_enhet.personer;spraaknivaa.ikke.vurdert_provetype.lese_enhet.personer;spraaknivaa.ikke.vurdert_provetype.skriftlig_enhet.personer
1939;100;100;100;100;100;19;4;5;5;5;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1940;100;100;100;100;100;11;2;3;3;3;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1941;100;100;100;100;100;4;1;1;1;1;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1942;100;100;100;100;100;54;12;14;14;14;14,81481481;8;21;29;0;8;1;3;4;0;51,85185185;83;64;36;29;28;10;9;5;4;31,48148148;8;14;29;71;17;1;2;4;10;1,851851852;0;0;7;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1943;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2002;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2003;100;100;100;100;100;92;23;23;23;23;31,52173913;35;48;30;13;29;8;11;7;3;29,34782609;26;22;26;43;27;6;5;6;10;22,82608696;22;26;22;22;21;5;6;5;5;7,608695652;0;4;22;4;7;0;1;5;1;4,347826087;17;0;0;2;4;4;0;0;0
2004;100;100;100;100;100;313;78;79;78;78;28,43450479;15;41;50;8;89;12;32;39;6;45,68690096;62;47;28;46;143;48;37;22;36;22,36421725;15;13;18;44;70;12;10;14;34;1,916932907;1;0;4;3;6;1;0;3;2;2,236421725;6;0;0;2;7;5;0;0;2
2011;100;.;100;100;100;12;0;4;4;4;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
2012;100;100;100;100;100;232;52;60;60;60;46,98275862;44;67;57;20;109;23;40;34;12;38,79310345;50;27;28;52;90;26;16;17;31;11,63793103;2;7;13;23;27;1;4;8;14;1,293103448;0;0;2;3;3;0;0;1;2;1,724137931;4;0;0;3;4;2;0;0;2
2014;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2015;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2017;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2018;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2019;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2020;100;100;100;100;100;94;25;23;23;23;31,91489362;32;43;43;9;30;8;10;10;2;44,68085106;40;48;35;57;42;10;11;8;13;21,27659574;20;9;22;35;20;5;2;5;8;0;0;0;0;0;0;0;0;0;0;2,127659574;8;0;0;0;2;2;0;0;0
2021;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2022;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;100;100;100;100;100;24;6;6;6;6;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
2024;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2025;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2027;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2028;100;100;100;100;100;90;21;23;23;23;27,77777778;14;30;61;4;25;3;7;14;1;48,88888889;43;57;26;70;44;9;13;6;16;23,33333333;43;13;13;26;21;9;3;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2030;100;100;100;100;100;140;29;37;37;37;35;17;35;59;24;49;5;13;22;9;47,85714286;69;57;24;46;67;20;21;9;17;14,28571429;14;8;11;24;20;4;3;4;9;2,857142857;0;0;5;5;4;0;0;2;2;1,428571429;0;0;0;5;2;0;0;0;2
