naringsregion_nr;spraak.alle_bhgalder.1.5_enhet.personer;spraak.alle_bhgalder.1_enhet.personer;spraak.alle_bhgalder.2_enhet.personer;spraak.alle_bhgalder.3_enhet.personer;spraak.alle_bhgalder.4_enhet.personer;spraak.alle_bhgalder.5_enhet.personer;spraak.alle_bhgalder.1.5_enhet.prosent;spraak.alle_bhgalder.1_enhet.prosent;spraak.alle_bhgalder.2_enhet.prosent;spraak.alle_bhgalder.3_enhet.prosent;spraak.alle_bhgalder.4_enhet.prosent;spraak.alle_bhgalder.5_enhet.prosent;spraak.minoritet_bhgalder.1.5_enhet.personer;spraak.minoritet_bhgalder.1_enhet.personer;spraak.minoritet_bhgalder.2_enhet.personer;spraak.minoritet_bhgalder.3_enhet.personer;spraak.minoritet_bhgalder.4_enhet.personer;spraak.minoritet_bhgalder.5_enhet.personer;spraak.minoritet_bhgalder.1.5_enhet.prosent;spraak.minoritet_bhgalder.1_enhet.prosent;spraak.minoritet_bhgalder.2_enhet.prosent;spraak.minoritet_bhgalder.3_enhet.prosent;spraak.minoritet_bhgalder.4_enhet.prosent;spraak.minoritet_bhgalder.5_enhet.prosent;spraak.ikke.minoritet_bhgalder.1.5_enhet.personer;spraak.ikke.minoritet_bhgalder.1_enhet.personer;spraak.ikke.minoritet_bhgalder.2_enhet.personer;spraak.ikke.minoritet_bhgalder.3_enhet.personer;spraak.ikke.minoritet_bhgalder.4_enhet.personer;spraak.ikke.minoritet_bhgalder.5_enhet.personer;spraak.ikke.minoritet_bhgalder.1.5_enhet.prosent;spraak.ikke.minoritet_bhgalder.1_enhet.prosent;spraak.ikke.minoritet_bhgalder.2_enhet.prosent;spraak.ikke.minoritet_bhgalder.3_enhet.prosent;spraak.ikke.minoritet_bhgalder.4_enhet.prosent;spraak.ikke.minoritet_bhgalder.5_enhet.prosent;barnikommune.alle_bhgalder.1.5_enhet.personer;barnikommune.alle_bhgalder.1_enhet.personer;barnikommune.alle_bhgalder.2_enhet.personer;barnikommune.alle_bhgalder.3_enhet.personer;barnikommune.alle_bhgalder.4_enhet.personer;barnikommune.alle_bhgalder.5_enhet.personer;barnikommune.alle_bhgalder.1.5_enhet.prosent;barnikommune.alle_bhgalder.1_enhet.prosent;barnikommune.alle_bhgalder.2_enhet.prosent;barnikommune.alle_bhgalder.3_enhet.prosent;barnikommune.alle_bhgalder.4_enhet.prosent;barnikommune.alle_bhgalder.5_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.1.5_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.1_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.2_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.3_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.4_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.5_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.1.5_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.1_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.2_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.3_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.4_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.5_enhet.prosent;barnikommune.barn.ellers_bhgalder.1.5_enhet.personer;barnikommune.barn.ellers_bhgalder.1_enhet.personer;barnikommune.barn.ellers_bhgalder.2_enhet.personer;barnikommune.barn.ellers_bhgalder.3_enhet.personer;barnikommune.barn.ellers_bhgalder.4_enhet.personer;barnikommune.barn.ellers_bhgalder.5_enhet.personer;barnikommune.barn.ellers_bhgalder.1.5_enhet.prosent;barnikommune.barn.ellers_bhgalder.1_enhet.prosent;barnikommune.barn.ellers_bhgalder.2_enhet.prosent;barnikommune.barn.ellers_bhgalder.3_enhet.prosent;barnikommune.barn.ellers_bhgalder.4_enhet.prosent;barnikommune.barn.ellers_bhgalder.5_enhet.prosent
13;1676;267;338;333;362;376;93,47462354;79,46428571;93,37016575;98,2300885;95,76719577;99,47089947;163;12;34;41;38;38;81,5;44,44444444;77,27272727;91,11111111;88,37209302;92,68292683;1513;255;304;292;324;338;94,97802888;82,52427184;95,59748428;99,31972789;96,71641791;100,2967359;1793;336;362;339;378;378;100;100;100;100;100;100;200;27;44;45;43;41;11,15448968;8,035714286;12,15469613;13,27433628;11,37566138;10,84656085;1593;309;318;294;335;337;88,84551032;91,96428571;87,84530387;86,72566372;88,62433862;89,15343915
14;3292;448;701;661;726;756;91,01465303;65,68914956;93,71657754;96,0755814;97,84366577;99,8678996;386;38;83;90;92;83;81,77966102;39,17525773;83;94,73684211;92,92929293;102,4691358;2906;410;618;571;634;673;92,40063593;70,08547009;95,37037037;96,29005059;98,60031104;99,55621302;3617;682;748;688;742;757;100;100;100;100;100;100;472;97;100;95;99;81;13,04948853;14,2228739;13,36898396;13,80813953;13,34231806;10,7001321;3145;585;648;593;643;676;86,95051147;85,7771261;86,63101604;86,19186047;86,65768194;89,2998679
15;1436;209;280;294;343;310;89,86232791;66,56050955;92,71523179;96,07843137;97,72079772;95,38461538;126;13;30;34;26;23;68,85245902;30,23255814;81,08108108;85;76,47058824;79,31034483;1310;196;250;260;317;287;92,5795053;72,32472325;94,33962264;97,7443609;100;96,95945946;1598;314;302;306;351;325;100;100;100;100;100;100;183;43;37;40;34;29;11,45181477;13,69426752;12,25165563;13,07189542;9,686609687;8,923076923;1415;271;265;266;317;296;88,54818523;86,30573248;87,74834437;86,92810458;90,31339031;91,07692308
16;1776;256;351;391;387;391;93,96825397;78,52760736;95,12195122;97,26368159;98,47328244;97,75;202;26;39;42;39;56;78,29457364;53,06122449;78;85,71428571;82,9787234;88,88888889;1574;230;312;349;348;335;96,44607843;83,03249097;97,80564263;98,86685552;100,5780347;99,40652819;1890;326;369;402;393;400;100;100;100;100;100;100;258;49;50;49;47;63;13,65079365;15,03067485;13,5501355;12,18905473;11,95928753;15,75;1632;277;319;353;346;337;86,34920635;84,96932515;86,4498645;87,81094527;88,04071247;84,25
17;601;90;106;123;149;133;90,51204819;68,18181818;88,33333333;96,8503937;99,33333333;98,51851852;47;8;9;7;12;11;68,11594203;53,33333333;60;58,33333333;92,30769231;78,57142857;554;82;97;116;137;122;93,1092437;70,08547009;92,38095238;100,8695652;100;100,8264463;664;132;120;127;150;135;100;100;100;100;100;100;69;15;15;12;13;14;10,39156627;11,36363636;12,5;9,448818898;8,666666667;10,37037037;595;117;105;115;137;121;89,60843373;88,63636364;87,5;90,5511811;91,33333333;89,62962963
18;783;79;142;165;218;179;90,31141869;54,10958904;95,30201342;95,37572254;99,09090909;100;60;7;10;14;12;17;73,17073171;30,43478261;90,90909091;66,66666667;100;113,3333333;723;72;132;151;206;162;92,10191083;58,53658537;95,65217391;99,34210526;99,03846154;98,7804878;867;146;149;173;220;179;100;100;100;100;100;100;82;23;11;21;12;15;9,457900807;15,75342466;7,382550336;12,13872832;5,454545455;8,379888268;785;123;138;152;208;164;90,54209919;84,24657534;92,61744966;87,86127168;94,54545455;91,62011173
19;764;83;151;161;162;207;88,63109049;55,33333333;94,375;91,47727273;98,18181818;98,1042654;85;6;26;14;19;20;75,22123894;35,29411765;76,47058824;63,63636364;95;100;679;77;125;147;143;187;90,65420561;57,89473684;99,20634921;95,45454545;98,62068966;97,90575916;862;150;160;176;165;211;100;100;100;100;100;100;113;17;34;22;20;20;13,10904872;11,33333333;21,25;12,5;12,12121212;9,478672986;749;133;126;154;145;191;86,89095128;88,66666667;78,75;87,5;87,87878788;90,52132701
20;9752;1362;1968;2074;2101;2247;89,37769224;66,86303387;90,44117647;94,83310471;95,71753986;97,02072539;2117;208;439;490;501;479;86,83347006;41,93548387;88,15261044;104,4776119;100,4008016;100,6302521;7635;1154;1529;1584;1600;1768;90,10976042;74,88643738;91,12038141;92,20023283;94,33962264;96,08695652;10911;2037;2176;2187;2195;2316;100;100;100;100;100;100;2438;496;498;469;499;476;22,34442306;24,34953363;22,88602941;21,44490169;22,73348519;20,55267703;8473;1541;1678;1718;1696;1840;77,65557694;75,65046637;77,11397059;78,55509831;77,26651481;79,44732297
21;887;109;162;210;215;191;92,58872651;71,24183007;92,57142857;95,45454545;99,53703704;98,45360825;140;15;29;27;40;29;88,60759494;57,69230769;85,29411765;84,375;102,5641026;107,4074074;747;94;133;183;175;162;93,375;74,01574803;94,32624113;97,34042553;98,8700565;97,00598802;958;153;175;220;216;194;100;100;100;100;100;100;158;26;34;32;39;27;16,49269311;16,99346405;19,42857143;14,54545455;18,05555556;13,91752577;800;127;141;188;177;167;83,50730689;83,00653595;80,57142857;85,45454545;81,94444444;86,08247423
22;1803;251;351;371;402;428;93,4681182;73,60703812;93,85026738;98,93333333;99,25925926;98,61751152;266;31;66;59;52;58;78,4660767;38,27160494;90,4109589;95,16129032;86,66666667;92,06349206;1537;220;285;312;350;370;96,66666667;84,61538462;94,68438538;99,68051118;101,4492754;99,73045822;1929;341;374;375;405;434;100;100;100;100;100;100;339;81;73;62;60;63;17,57387247;23,75366569;19,51871658;16,53333333;14,81481481;14,51612903;1590;260;301;313;345;371;82,42612753;76,24633431;80,48128342;83,46666667;85,18518519;85,48387097
23;898;116;183;209;197;193;85,36121673;55,76923077;88,83495146;89,31623932;97,04433498;96,0199005;104;9;15;28;28;24;66,66666667;28,125;57,69230769;80;90,32258065;75;794;107;168;181;169;169;88,61607143;60,79545455;93,33333333;90,95477387;98,25581395;100;1052;208;206;234;203;201;100;100;100;100;100;100;156;32;26;35;31;32;14,82889734;15,38461538;12,62135922;14,95726496;15,27093596;15,92039801;896;176;180;199;172;169;85,17110266;84,61538462;87,37864078;85,04273504;84,72906404;84,07960199
24;1826;251;348;385;438;404;91,16325512;69,52908587;90,8616188;97,71573604;96,90265487;97,82082324;233;22;44;56;69;42;73,27044025;35,48387097;70,96774194;87,5;83,13253012;89,36170213;1593;229;304;329;369;362;94,54005935;76,58862876;94,70404984;99,6969697;100;98,90710383;2003;361;383;394;452;413;100;100;100;100;100;100;318;62;62;64;83;47;15,87618572;17,17451524;16,18798956;16,24365482;18,36283186;11,38014528;1685;299;321;330;369;366;84,12381428;82,82548476;83,81201044;83,75634518;81,63716814;88,61985472
25;6869;930;1328;1504;1581;1526;89,33541423;64,89881368;90,40163376;94,88958991;96,52014652;97,57033248;709;65;138;162;177;167;70,47713718;32,5;63,59447005;87,09677419;82,71028037;88,35978836;6160;865;1190;1342;1404;1359;92,17417328;70,1540957;95,04792332;95,92566119;98,59550562;98,83636364;7689;1433;1469;1585;1638;1564;100;100;100;100;100;100;1006;200;217;186;214;189;13,08362596;13,95673412;14,77195371;11,73501577;13,06471306;12,08439898;6683;1233;1252;1399;1424;1375;86,91637404;86,04326588;85,22804629;88,26498423;86,93528694;87,91560102
26;4516;626;858;935;1028;1069;89,90643042;70,81447964;89,46819604;92,94234592;96,5258216;96,39314698;655;65;123;147;159;161;74,51649602;39,39393939;69,88636364;82,12290503;91,37931034;87,02702703;3861;561;735;788;869;908;93,17084942;78,02503477;93,8697318;95,28415961;97,5308642;98,26839827;5023;884;959;1006;1065;1109;100;100;100;100;100;100;879;165;176;179;174;185;17,49950229;18,66515837;18,35245047;17,79324056;16,33802817;16,68169522;4144;719;783;827;891;924;82,50049771;81,33484163;81,64754953;82,20675944;83,66197183;83,31830478
27;5874;836;1160;1260;1310;1308;90,02298851;68,52459016;90,98039216;93,95973154;95,97069597;98,79154079;807;86;163;181;191;186;78,42565598;45,74468085;76,5258216;85,37735849;90,95238095;90,29126214;5067;750;997;1079;1119;1122;92,19432314;72,6744186;93,87947269;95,57130204;96,88311688;100,3577818;6525;1220;1275;1341;1365;1324;100;100;100;100;100;100;1029;188;213;212;210;206;15,77011494;15,40983607;16,70588235;15,80909769;15,38461538;15,55891239;5496;1032;1062;1129;1155;1118;84,22988506;84,59016393;83,29411765;84,19090231;84,61538462;84,44108761
28;819;105;176;155;193;190;88,44492441;59,65909091;88,88888889;94,51219512;97,47474747;100;113;10;24;16;31;32;79,57746479;38,46153846;72,72727273;106,6666667;93,93939394;91,42857143;706;95;152;139;162;158;90,05102041;63,33333333;92,12121212;93,2885906;98,18181818;101,9354839;926;176;198;164;198;190;100;100;100;100;100;100;142;26;33;15;33;35;15,33477322;14,77272727;16,66666667;9,146341463;16,66666667;18,42105263;784;150;165;149;165;155;84,66522678;85,22727273;83,33333333;90,85365854;83,33333333;81,57894737
29;986;159;195;197;219;216;95,17374517;80,7106599;97,01492537;98,5;100;98,63013699;126;17;29;21;32;27;99,21259843;58,62068966;111,5384615;105;114,2857143;112,5;860;142;166;176;187;189;94,60946095;84,52380952;94,85714286;97,77777778;97,90575916;96,92307692;1036;197;201;200;219;219;100;100;100;100;100;100;127;29;26;20;28;24;12,25868726;14,72081218;12,93532338;10;12,78538813;10,95890411;909;168;175;180;191;195;87,74131274;85,27918782;87,06467662;90;87,21461187;89,04109589
30;685;94;124;162;149;156;90,36939314;64,38356164;93,93939394;97,59036145;96,75324675;97,5;65;7;14;16;16;12;89,04109589;38,88888889;100;106,6666667;100;120;620;87;110;146;133;144;90,51094891;67,96875;93,22033898;96,68874172;96,37681159;96;758;146;132;166;154;160;100;100;100;100;100;100;73;18;14;15;16;10;9,63060686;12,32876712;10,60606061;9,036144578;10,38961039;6,25;685;128;118;151;138;150;90,36939314;87,67123288;89,39393939;90,96385542;89,61038961;93,75
31;342;35;70;68;89;80;87,02290076;47,94520548;87,5;93,15068493;98,88888889;103,8961039;38;4;6;6;13;9;66,66666667;23,52941176;75;75;81,25;112,5;304;31;64;62;76;71;90,47619048;55,35714286;88,88888889;95,38461538;102,7027027;102,8985507;393;73;80;73;90;77;100;100;100;100;100;100;57;17;8;8;16;8;14,50381679;23,28767123;10;10,95890411;17,77777778;10,38961039;336;56;72;65;74;69;85,49618321;76,71232877;90;89,04109589;82,22222222;89,61038961
32;4977;666;993;1057;1110;1151;91,20395822;66,6;93,50282486;97,59926131;97,71126761;97,87414966;557;58;109;117;135;138;78,45070423;42,96296296;72,18543046;87,96992481;94,40559441;93,24324324;4420;608;884;940;975;1013;93,1114388;70,28901734;97,03622393;98,94736842;98,18731118;98,54085603;5457;1000;1062;1083;1136;1176;100;100;100;100;100;100;710;135;151;133;143;148;13,0108118;13,5;14,21845574;12,28070175;12,58802817;12,58503401;4747;865;911;950;993;1028;86,9891882;86,5;85,78154426;87,71929825;87,41197183;87,41496599
33;2013;222;435;387;474;495;87,29401561;52,60663507;88,59470468;93,70460048;98,95615866;98,80239521;186;16;31;38;53;48;69,92481203;26,66666667;59,61538462;82,60869565;103,9215686;84,21052632;1827;206;404;349;421;447;89,55882353;56,90607735;92,02733485;95,09536785;98,36448598;100,6756757;2306;422;491;413;479;501;100;100;100;100;100;100;266;60;52;46;51;57;11,53512576;14,21800948;10,59063136;11,13801453;10,64718163;11,37724551;2040;362;439;367;428;444;88,46487424;85,78199052;89,40936864;88,86198547;89,35281837;88,62275449
34;1404;175;260;318;308;343;87,58577667;59,12162162;86,95652174;94,08284024;95,65217391;98,56321839;122;9;22;25;26;40;70,52023121;33,33333333;56,41025641;80,64516129;74,28571429;97,56097561;1282;166;238;293;282;303;89,65034965;61,71003717;91,53846154;95,43973941;98,25783972;98,6970684;1603;296;299;338;322;348;100;100;100;100;100;100;173;27;39;31;35;41;10,7922645;9,121621622;13,04347826;9,171597633;10,86956522;11,7816092;1430;269;260;307;287;307;89,2077355;90,87837838;86,95652174;90,82840237;89,13043478;88,2183908
35;8141;1099;1590;1757;1768;1927;88,93379943;63,45265589;88,72767857;95,02433748;97,41046832;98,0162767;1022;92;194;222;243;271;74,43554261;34,98098859;67,12802768;85,05747126;91,69811321;91,86440678;7119;1007;1396;1535;1525;1656;91,49209613;68,55003404;92,88090486;96,66246851;98,38709677;99,10233393;9154;1732;1792;1849;1815;1966;100;100;100;100;100;100;1373;263;289;261;265;295;14,99890758;15,18475751;16,12723214;14,11573824;14,60055096;15,00508647;7781;1469;1503;1588;1550;1671;85,00109242;84,81524249;83,87276786;85,88426176;85,39944904;84,99491353
36;1447;170;295;292;329;361;87,80339806;58,21917808;88,85542169;93,89067524;95,63953488;97,83197832;180;21;35;47;33;44;86,53846154;52,5;97,22222222;87,03703704;97,05882353;100;1267;149;260;245;296;317;87,98611111;59,12698413;87,83783784;95,3307393;95,48387097;97,53846154;1648;292;332;311;344;369;100;100;100;100;100;100;208;40;36;54;34;44;12,62135922;13,69863014;10,84337349;17,36334405;9,88372093;11,92411924;1440;252;296;257;310;325;87,37864078;86,30136986;89,15662651;82,63665595;90,11627907;88,07588076
37;6073;806;1234;1287;1374;1372;89,3745401;62,96875;91,61098738;95,68773234;96,9654199;97,58179232;648;62;129;170;157;130;77,14285714;40,25974026;75,43859649;91,89189189;87,22222222;86,66666667;5425;744;1105;1117;1217;1242;91,09991604;66,07460036;93,96258503;96,29310345;98,38318513;98,88535032;6795;1280;1347;1345;1417;1406;100;100;100;100;100;100;840;154;171;185;180;150;12,36203091;12,03125;12,69487751;13,75464684;12,70289344;10,6685633;5955;1126;1176;1160;1237;1256;87,63796909;87,96875;87,30512249;86,24535316;87,29710656;89,3314367
