kom;komnr;navn;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10
1567 Rindal;1567;Rindal;0;0;0;0;0;0;0;0;0;0
1571 Halsa;1571;Halsa;1823000;885000;885000;0;0;891200;0;46800;0;0
1573 Smøla;1573;Smøla;0;0;0;0;0;0;0;0;0;0
1576 Aure;1576;Aure;12178096;10221700;2675000;7546700;451096;1481900;0;23400;0;0
1601 Trondheim;1601;Trondheim;289517566;211893712;61269612;150624100;22656871;37498500;15385483;856700;913200;313100
1612 Hemne;1612;Hemne;7723100;3610000;1287000;2323000;0;4066300;0;0;0;46800
1613 Snillfjord;1613;Snillfjord;0;0;0;0;0;0;0;0;0;0
1617 Hitra;1617;Hitra;8175200;4393000;2250000;2143000;0;3782200;0;0;0;0
1620 Frøya;1620;Frøya;1205100;140000;0;140000;0;1065100;0;0;0;0
1621 Ørland;1621;Ørland;1057500;0;0;0;0;1057500;0;0;0;0
1622 Agdenes;1622;Agdenes;349600;0;0;0;0;349600;0;0;0;0
1624 Rissa;1624;Rissa;13558400;11508800;5598000;5910800;0;1726700;185400;46300;0;91200
1627 Bjugn;1627;Bjugn;2235400;1125000;1125000;0;0;1110400;0;0;0;0
1630 Åfjord;1630;Åfjord;2600100;1679000;1479000;200000;0;921100;0;0;0;0
1632 Roan;1632;Roan;214100;0;0;0;0;214100;0;0;0;0
1633 Osen;1633;Osen;0;0;0;0;0;0;0;0;0;0
1634 Oppdal;1634;Oppdal;13780600;12119400;4750000;7369400;0;1568100;0;93100;0;0
1635 Rennebu;1635;Rennebu;6426900;5209000;3009000;2200000;0;1113900;0;92600;0;11400
1636 Meldal;1636;Meldal;3064900;2091000;2091000;0;0;927100;0;46800;0;0
1638 Orkdal;1638;Orkdal;19743158;16875350;5103000;11772350;0;2601300;196308;70200;0;0
1640 Røros;1640;Røros;6549000;5450200;2412000;3038200;0;1052000;0;46800;0;0
1644 Holtålen;1644;Holtålen;246000;0;0;0;0;246000;0;0;0;0
1648 Midtre Gauldal;1648;Midtre Gauldal;9214281;7641200;2477000;5164200;421881;1035200;0;116000;0;0
1653 Melhus;1653;Melhus;12258200;9810600;1919000;7891600;0;2262200;185400;0;0;0
1657 Skaun;1657;Skaun;4956400;3372800;1335000;2037800;0;1536800;0;46800;0;0
1662 Klæbu;1662;Klæbu;1727933;0;0;0;785733;942200;0;0;0;0
1663 Malvik;1663;Malvik;10538500;7540400;1907000;5633400;825700;2138100;0;22900;0;11400
1664 Selbu;1664;Selbu;214100;0;0;0;0;214100;0;0;0;0
1665 Tydal;1665;Tydal;634700;400000;0;400000;0;234700;0;0;0;0
1702 Steinkjer;1702;Steinkjer;38460150;26150200;6961000;19189200;0;10238900;1807650;70200;147600;45600
1703 Namsos;1703;Namsos;42542300;30894600;8058000;22836600;320000;10931700;185400;210600;0;0
1711 Meråker;1711;Meråker;13576161;9463400;2494000;6969400;1181061;2862000;0;46800;0;22900
1714 Stjørdal;1714;Stjørdal;43684218;33327400;8990000;24337400;0;5939300;3825318;137400;295200;159600
1717 Frosta;1717;Frosta;2940300;2058000;2058000;0;0;835500;0;46800;0;0
1718 Leksvik;1718;Leksvik;7509000;6055200;2337000;3718200;0;1361200;0;92600;0;0
1719 Levanger;1719;Levanger;41793196;31734500;9529500;22205000;795196;7548600;1668600;46300;0;0
1721 Verdal;1721;Verdal;31575714;19375600;6808000;12567600;8434814;3116000;556200;93100;0;0
1724 Verran;1724;Verran;9722800;8253000;1910000;6343000;0;1424000;0;45800;0;0
1725 Namdalseid;1725;Namdalseid;266100;0;0;0;0;266100;0;0;0;0
1736 Snåsa;1736;Snåsa;7563800;6418000;4418000;2000000;0;1076600;0;69200;0;0
1738 Lierne;1738;Lierne;3010800;2718000;2718000;0;0;246000;0;46800;0;0
1739 Røyrvik;1739;Røyrvik;266100;0;0;0;0;266100;0;0;0;0
1740 Namsskogan;1740;Namsskogan;300700;0;0;0;0;300700;0;0;0;0
1742 Grong;1742;Grong;23938050;12026250;3566000;8460250;0;7547100;4295100;46800;0;22800
1743 Høylandet;1743;Høylandet;180000;0;0;0;0;180000;0;0;0;0
1744 Overhalla;1744;Overhalla;13273029;8898100;2679500;6218600;310879;1442400;2599250;0;0;22400
1748 Fosnes;1748;Fosnes;214100;0;0;0;0;214100;0;0;0;0
1749 Flatanger;1749;Flatanger;214100;0;0;0;0;214100;0;0;0;0
1750 Vikna;1750;Vikna;15945300;13537200;4910000;8627200;0;2314500;0;93600;0;0
1751 Nærøy;1751;Nærøy;22542200;19696400;6861000;12835400;160000;2511700;0;139900;0;34200
1755 Leka;1755;Leka;246000;0;0;0;0;246000;0;0;0;0
1756 Inderøy (f.o.m. 2012);1756;Inderøy (f.o.m. 2012);13776900;11687000;4205000;7482000;0;1890900;0;46800;152200;0
1804 Bodø;1804;Bodø;93699560;65632500;22990000;42642500;4544560;20311200;2966400;233500;0;11400
1805 Narvik;1805;Narvik;42644700;32585400;12551000;20034400;575100;8910700;185400;137900;147600;102600
1811 Bindal;1811;Bindal;0;0;0;0;0;0;0;0;0;0
1812 Sømna;1812;Sømna;8007300;6534800;2161000;4373800;0;1402900;0;46800;0;22800
1813 Brønnøy;1813;Brønnøy;21426400;18931400;8066000;10865400;0;2331200;0;163800;0;0
1815 Vega;1815;Vega;835500;0;0;0;0;835500;0;0;0;0
1816 Vevelstad;1816;Vevelstad;234700;0;0;0;0;234700;0;0;0;0
1818 Herøy (Nordl.);1818;Herøy (Nordl.);3609200;2463400;0;2463400;0;1145800;0;0;0;0
1820 Alstahaug;1820;Alstahaug;43088300;32628350;12177000;20451350;0;7236100;2889150;254900;0;79800
1822 Leirfjord;1822;Leirfjord;15788900;13826600;4005000;9821600;0;1753500;185400;23400;0;0
1824 Vefsn;1824;Vefsn;28548850;18725000;6507000;12218000;0;6344900;3186350;140400;152200;0
1825 Grane;1825;Grane;255900;0;0;0;0;255900;0;0;0;0
1826 Hattfjelldal;1826;Hattfjelldal;12063500;3986000;1560000;2426000;0;8007300;0;70200;0;0
1827 Dønna;1827;Dønna;180900;0;0;0;0;180900;0;0;0;0
1828 Nesna;1828;Nesna;27154150;12502900;3861000;8641900;745560;8312600;5570190;22900;0;0
1832 Hemnes;1832;Hemnes;4949800;3558400;645000;2913400;165100;1226300;0;0;0;0
1833 Rana;1833;Rana;40794267;31821600;8332000;23489600;214400;7370300;1118767;117000;152200;0
1834 Lurøy;1834;Lurøy;376000;0;0;0;0;376000;0;0;0;0
1835 Træna;1835;Træna;0;0;0;0;0;0;0;0;0;0
1836 Rødøy;1836;Rødøy;334300;0;0;0;0;334300;0;0;0;0
1837 Meløy;1837;Meløy;12269900;9979800;4219000;5760800;0;2196500;0;93600;0;0
1838 Gildeskål;1838;Gildeskål;11403800;9781200;2203000;7578200;0;1611200;0;0;0;11400
1839 Beiarn;1839;Beiarn;3777600;2862000;1062000;1800000;0;822000;0;93600;0;0
1840 Saltdal;1840;Saltdal;19366900;9147600;3922000;5225600;0;9666700;370800;0;147600;34200
1841 Fauske;1841;Fauske;21288500;18723800;6144000;12579800;0;2471100;0;93600;0;0
1845 Sørfold;1845;Sørfold;793000;0;0;0;0;793000;0;0;0;0
1848 Steigen;1848;Steigen;8213100;7025000;2106000;4919000;0;1164700;0;23400;0;0
1849 Hamarøy;1849;Hamarøy;16219841;8690800;2820000;5870800;0;1773600;5709241;23400;0;22800
1850 Tysfjord;1850;Tysfjord;4497400;3292400;322000;2970400;0;1193600;0;0;0;11400
1851 Lødingen;1851;Lødingen;18742500;9949800;3576000;6373800;0;8445500;278100;46300;0;22800
1852 Tjeldsund;1852;Tjeldsund;871800;0;0;0;0;871800;0;0;0;0
1853 Evenes;1853;Evenes;6020900;4937400;1131000;3806400;0;1014800;0;68700;0;0
1854 Ballangen;1854;Ballangen;9463100;7809100;3153000;4656100;0;1607200;0;46800;0;0
1856 Røst;1856;Røst;0;0;0;0;0;0;0;0;0;0
1857 Værøy;1857;Værøy;300200;0;0;0;0;300200;0;0;0;0
1859 Flakstad;1859;Flakstad;0;0;0;0;0;0;0;0;0;0
1860 Vestvågøy;1860;Vestvågøy;44817400;29905400;8205000;21700400;4233200;6962100;3553500;140400;0;22800
1865 Vågan;1865;Vågan;37635866;26264800;9459000;16805800;386700;7408800;3436266;116500;0;22800
1866 Hadsel;1866;Hadsel;23634044;17094000;5049000;12045000;1580244;4751300;0;185700;0;22800
1867 Bø (Nordl.);1867;Bø (Nordl.);10208700;8015000;2535000;5480000;479300;1599600;0;69200;0;45600
1868 Øksnes;1868;Øksnes;4524900;3058600;933000;2125600;0;1442900;0;23400;0;0
1870 Sortland;1870;Sortland;29271266;24614200;7425000;17189200;0;2725600;1767666;163800;0;0
1871 Andøy;1871;Andøy;23587100;20558400;5527000;15031400;635000;2267400;0;92100;0;34200
1874 Moskenes;1874;Moskenes;289400;0;0;0;0;289400;0;0;0;0
1902 Tromsø;1902;Tromsø;123572183;94820200;29588000;65232200;1600200;20482500;5925583;370900;304400;68400
1903 Harstad;1903;Harstad;66160244;52841800;14539000;38302800;2068127;10288300;763417;187200;0;11400
1911 Kvæfjord;1911;Kvæfjord;14421400;7454800;1918000;5536800;1530900;5377500;0;46800;0;11400
1913 Skånland;1913;Skånland;5392200;4313600;675000;3638600;0;1078600;0;0;0;0
1917 Ibestad;1917;Ibestad;6579400;3008000;885000;2123000;825700;211900;2533800;0;0;0
1919 Gratangen;1919;Gratangen;5264000;4348000;2055000;2293000;0;857800;0;46800;0;11400
1920 Lavangen;1920;Lavangen;708000;708000;708000;0;0;0;0;0;0;0
1922 Bardu;1922;Bardu;12650400;7160200;2722000;4438200;0;5478800;0;0;0;11400
1923 Salangen;1923;Salangen;24236592;11868600;4847000;7021600;0;5391400;6929792;46800;0;0
1924 Målselv;1924;Målselv;15908400;10000400;2754000;7246400;0;5837800;0;70200;0;0
1925 Sørreisa;1925;Sørreisa;6369300;4919000;2119000;2800000;0;1403500;0;46800;0;0
1926 Dyrøy;1926;Dyrøy;248200;0;0;0;0;248200;0;0;0;0
1927 Tranøy;1927;Tranøy;13760600;11285800;4822000;6463800;1155700;1225500;0;93600;0;0
1928 Torsken;1928;Torsken;1383000;1383000;1383000;0;0;0;0;0;0;0
1929 Berg;1929;Berg;13003200;11129000;4780000;6349000;645000;1229200;0;0;0;0
1931 Lenvik;1931;Lenvik;39288390;28341600;7095000;21246600;1629890;8830300;370800;70200;0;45600
1933 Balsfjord;1933;Balsfjord;1019500;0;0;0;0;1019500;0;0;0;0
1936 Karlsøy;1936;Karlsøy;334300;0;0;0;0;334300;0;0;0;0
1938 Lyngen;1938;Lyngen;334300;0;0;0;0;334300;0;0;0;0
1939 Storfjord;1939;Storfjord;6140100;3005000;1492000;1513000;0;2982900;0;0;152200;0
1940 Gáivuotna Kåfjord;1940;Gáivuotna Kåfjord;3699100;0;0;0;0;3699100;0;0;0;0
1941 Skjervøy;1941;Skjervøy;1251800;983000;0;983000;0;268800;0;0;0;0
1942 Nordreisa;1942;Nordreisa;11456100;9945600;2301000;7644600;0;1463700;0;46800;0;0
1943 Kvænangen;1943;Kvænangen;214100;0;0;0;0;214100;0;0;0;0
2002 Vardø;2002;Vardø;398100;0;0;0;0;398100;0;0;0;0
2003 Vadsø;2003;Vadsø;86528572;59970500;20380500;39590000;2149242;13424900;10506930;256400;152200;68400
2004 Hammerfest;2004;Hammerfest;28013175;20488600;5248000;15240600;0;4544500;2921875;46800;0;11400
2011 Guovdageaidnu Kautokeino;2011;Guovdageaidnu Kautokeino;1137200;0;0;0;0;1137200;0;0;0;0
2012 Alta;2012;Alta;36642277;19484250;5081000;14403250;731161;10619400;5725866;70200;0;11400
2014 Loppa;2014;Loppa;835000;0;0;0;0;835000;0;0;0;0
2015 Hasvik;2015;Hasvik;300700;0;0;0;0;300700;0;0;0;0
2017 Kvalsund;2017;Kvalsund;63800;0;0;0;0;63800;0;0;0;0
2018 Måsøy;2018;Måsøy;439800;0;0;0;0;439800;0;0;0;0
2019 Nordkapp;2019;Nordkapp;3949675;2347600;1575000;772600;400975;1048900;0;0;152200;0
2020 Porsanger;2020;Porsanger Porsángu Porsanki;12251400;10099800;3866000;6233800;0;1826800;185400;139400;0;0
2021 Kárásjohka Karasjok;2021;Kárásjohka Karasjok;944200;0;0;0;0;944200;0;0;0;0
2022 Lebesby;2022;Lebesby;154300;0;0;0;0;154300;0;0;0;0
2023 Gamvik;2023;Gamvik;1058900;0;0;0;0;1058900;0;0;0;0
2024 Berlevåg;2024;Berlevåg;302900;0;0;0;0;302900;0;0;0;0
2025 Deatnu Tana;2025;Deatnu Tana;4344100;3150000;3150000;0;0;1194100;0;0;0;0
2027 Unjargga-Nesseby;2027;Unjárga Nesseby;3923300;3017000;1417000;1600000;0;837700;0;45800;0;22800
2028 Båtsfjord;2028;Båtsfjord;2988500;1813600;708000;1105600;0;1151500;0;23400;0;0
2030 Sør-Varanger;2030;Sør-Varanger;25554000;19691800;6259000;13432800;933900;4675400;30900;210600;0;11400
