"naringsregion_nr","avslutta","kjonn","avslstat4","aar","enhet","tabellvariabel","tabell_navn"
"50","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"51","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"52","ettaar","alle","annet","2013","personer","18","intro_status_arbutd"
"53","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"54","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"55","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"56","ettaar","alle","annet","2013","personer","5","intro_status_arbutd"
"57","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"58","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"59","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"60","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"61","ettaar","alle","annet","2013","personer","59","intro_status_arbutd"
"62","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"63","ettaar","alle","annet","2013","personer","9","intro_status_arbutd"
"64","ettaar","alle","annet","2013","personer","19","intro_status_arbutd"
"65","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"66","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"67","ettaar","alle","annet","2013","personer","8","intro_status_arbutd"
"68","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"69","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"70","ettaar","alle","annet","2013","personer","0","intro_status_arbutd"
"71","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"72","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"73","ettaar","alle","annet","2013","personer","26","intro_status_arbutd"
"74","ettaar","alle","annet","2013","personer","11","intro_status_arbutd"
"75","ettaar","alle","annet","2013","personer","7","intro_status_arbutd"
"76","ettaar","alle","annet","2013","personer","14","intro_status_arbutd"
"77","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"78","ettaar","alle","annet","2013","personer","13","intro_status_arbutd"
"79","ettaar","alle","annet","2013","personer","20","intro_status_arbutd"
"80","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"81","ettaar","alle","annet","2013","personer","8","intro_status_arbutd"
"82","ettaar","alle","annet","2013","personer","0","intro_status_arbutd"
"83","ettaar","alle","annet","2013","personer",":","intro_status_arbutd"
"99","ettaar","alle","annet","2013","personer","8","intro_status_arbutd"
"01","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"02","ettaar","alle","arbutd","2013","prosent","75","intro_status_arbutd"
"03","ettaar","alle","arbutd","2013","prosent","59","intro_status_arbutd"
"04","ettaar","alle","arbutd","2013","prosent","39","intro_status_arbutd"
"05","ettaar","alle","arbutd","2013","prosent","69","intro_status_arbutd"
"06","ettaar","alle","arbutd","2013","prosent","64","intro_status_arbutd"
"07","ettaar","alle","arbutd","2013","prosent","61","intro_status_arbutd"
"08","ettaar","alle","arbutd","2013","prosent","65","intro_status_arbutd"
"09","ettaar","alle","arbutd","2013","prosent","61","intro_status_arbutd"
"10","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"11","ettaar","alle","arbutd","2013","prosent","50","intro_status_arbutd"
"12","ettaar","alle","arbutd","2013","prosent","64","intro_status_arbutd"
"13","ettaar","alle","arbutd","2013","prosent","59","intro_status_arbutd"
"14","ettaar","alle","arbutd","2013","prosent","57","intro_status_arbutd"
"15","ettaar","alle","arbutd","2013","prosent","57","intro_status_arbutd"
"16","ettaar","alle","arbutd","2013","prosent","55","intro_status_arbutd"
"17","ettaar","alle","arbutd","2013","prosent","44","intro_status_arbutd"
"18","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"19","ettaar","alle","arbutd","2013","prosent","62","intro_status_arbutd"
"20","ettaar","alle","arbutd","2013","prosent","58","intro_status_arbutd"
"21","ettaar","alle","arbutd","2013","prosent","76","intro_status_arbutd"
"22","ettaar","alle","arbutd","2013","prosent","75","intro_status_arbutd"
"23","ettaar","alle","arbutd","2013","prosent","53","intro_status_arbutd"
"24","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"25","ettaar","alle","arbutd","2013","prosent","60","intro_status_arbutd"
"26","ettaar","alle","arbutd","2013","prosent","64","intro_status_arbutd"
"27","ettaar","alle","arbutd","2013","prosent","55","intro_status_arbutd"
"28","ettaar","alle","arbutd","2013","prosent","53","intro_status_arbutd"
"29","ettaar","alle","arbutd","2013","prosent","65","intro_status_arbutd"
"30","ettaar","alle","arbutd","2013","prosent","62","intro_status_arbutd"
"31","ettaar","alle","arbutd","2013","prosent","57","intro_status_arbutd"
"32","ettaar","alle","arbutd","2013","prosent","57","intro_status_arbutd"
"33","ettaar","alle","arbutd","2013","prosent","68","intro_status_arbutd"
"34","ettaar","alle","arbutd","2013","prosent","69","intro_status_arbutd"
"35","ettaar","alle","arbutd","2013","prosent","66","intro_status_arbutd"
"36","ettaar","alle","arbutd","2013","prosent","43","intro_status_arbutd"
"37","ettaar","alle","arbutd","2013","prosent","61","intro_status_arbutd"
"38","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"39","ettaar","alle","arbutd","2013","prosent","65","intro_status_arbutd"
"40","ettaar","alle","arbutd","2013","prosent","60","intro_status_arbutd"
"41","ettaar","alle","arbutd","2013","prosent","71","intro_status_arbutd"
"42","ettaar","alle","arbutd","2013","prosent","60","intro_status_arbutd"
"43","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"44","ettaar","alle","arbutd","2013","prosent","73","intro_status_arbutd"
"45","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"46","ettaar","alle","arbutd","2013","prosent","50","intro_status_arbutd"
"47","ettaar","alle","arbutd","2013","prosent","73","intro_status_arbutd"
"48","ettaar","alle","arbutd","2013","prosent","0","intro_status_arbutd"
"49","ettaar","alle","arbutd","2013","prosent","72","intro_status_arbutd"
"50","ettaar","alle","arbutd","2013","prosent","76","intro_status_arbutd"
"51","ettaar","alle","arbutd","2013","prosent","53","intro_status_arbutd"
"52","ettaar","alle","arbutd","2013","prosent","55","intro_status_arbutd"
"53","ettaar","alle","arbutd","2013","prosent","87","intro_status_arbutd"
"54","ettaar","alle","arbutd","2013","prosent","67","intro_status_arbutd"
"55","ettaar","alle","arbutd","2013","prosent","53","intro_status_arbutd"
"56","ettaar","alle","arbutd","2013","prosent","71","intro_status_arbutd"
"57","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"58","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"59","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"60","ettaar","alle","arbutd","2013","prosent","72","intro_status_arbutd"
"61","ettaar","alle","arbutd","2013","prosent","55","intro_status_arbutd"
"62","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"63","ettaar","alle","arbutd","2013","prosent","62","intro_status_arbutd"
"64","ettaar","alle","arbutd","2013","prosent","70","intro_status_arbutd"
"65","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"66","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"67","ettaar","alle","arbutd","2013","prosent","62","intro_status_arbutd"
"68","ettaar","alle","arbutd","2013","prosent","67","intro_status_arbutd"
"69","ettaar","alle","arbutd","2013","prosent","59","intro_status_arbutd"
"70","ettaar","alle","arbutd","2013","prosent","0","intro_status_arbutd"
"71","ettaar","alle","arbutd","2013","prosent","68","intro_status_arbutd"
"72","ettaar","alle","arbutd","2013","prosent","80","intro_status_arbutd"
"73","ettaar","alle","arbutd","2013","prosent","60","intro_status_arbutd"
"74","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"75","ettaar","alle","arbutd","2013","prosent","57","intro_status_arbutd"
"76","ettaar","alle","arbutd","2013","prosent","65","intro_status_arbutd"
"77","ettaar","alle","arbutd","2013","prosent","81","intro_status_arbutd"
"78","ettaar","alle","arbutd","2013","prosent","55","intro_status_arbutd"
"79","ettaar","alle","arbutd","2013","prosent","70","intro_status_arbutd"
"80","ettaar","alle","arbutd","2013","prosent","54","intro_status_arbutd"
"81","ettaar","alle","arbutd","2013","prosent","61","intro_status_arbutd"
"82","ettaar","alle","arbutd","2013","prosent",":","intro_status_arbutd"
"83","ettaar","alle","arbutd","2013","prosent","61","intro_status_arbutd"
"99","ettaar","alle","arbutd","2013","prosent","72","intro_status_arbutd"
"01","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"02","ettaar","alle","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"03","ettaar","alle","ledig_tiltak","2013","prosent","16","intro_status_arbutd"
"04","ettaar","alle","ledig_tiltak","2013","prosent","18","intro_status_arbutd"
"05","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"06","ettaar","alle","ledig_tiltak","2013","prosent","12","intro_status_arbutd"
"07","ettaar","alle","ledig_tiltak","2013","prosent","12","intro_status_arbutd"
"08","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"09","ettaar","alle","ledig_tiltak","2013","prosent","9","intro_status_arbutd"
"10","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"11","ettaar","alle","ledig_tiltak","2013","prosent","19","intro_status_arbutd"
"12","ettaar","alle","ledig_tiltak","2013","prosent","13","intro_status_arbutd"
"13","ettaar","alle","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"14","ettaar","alle","ledig_tiltak","2013","prosent","16","intro_status_arbutd"
"15","ettaar","alle","ledig_tiltak","2013","prosent","27","intro_status_arbutd"
"16","ettaar","alle","ledig_tiltak","2013","prosent","15","intro_status_arbutd"
"17","ettaar","alle","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"18","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"19","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"20","ettaar","alle","ledig_tiltak","2013","prosent","18","intro_status_arbutd"
"21","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"22","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"23","ettaar","alle","ledig_tiltak","2013","prosent","21","intro_status_arbutd"
"24","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"25","ettaar","alle","ledig_tiltak","2013","prosent","13","intro_status_arbutd"
"26","ettaar","alle","ledig_tiltak","2013","prosent","15","intro_status_arbutd"
"27","ettaar","alle","ledig_tiltak","2013","prosent","12","intro_status_arbutd"
"28","ettaar","alle","ledig_tiltak","2013","prosent","23","intro_status_arbutd"
"29","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"30","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"31","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"32","ettaar","alle","ledig_tiltak","2013","prosent","16","intro_status_arbutd"
"33","ettaar","alle","ledig_tiltak","2013","prosent","10","intro_status_arbutd"
"34","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"35","ettaar","alle","ledig_tiltak","2013","prosent","11","intro_status_arbutd"
"36","ettaar","alle","ledig_tiltak","2013","prosent","19","intro_status_arbutd"
"37","ettaar","alle","ledig_tiltak","2013","prosent","5","intro_status_arbutd"
"38","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"39","ettaar","alle","ledig_tiltak","2013","prosent","12","intro_status_arbutd"
"40","ettaar","alle","ledig_tiltak","2013","prosent","5","intro_status_arbutd"
"41","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"42","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"43","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"44","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"45","ettaar","alle","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"46","ettaar","alle","ledig_tiltak","2013","prosent","36","intro_status_arbutd"
"47","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"48","ettaar","alle","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"49","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"50","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"51","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"52","ettaar","alle","ledig_tiltak","2013","prosent","13","intro_status_arbutd"
"53","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"54","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"55","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"56","ettaar","alle","ledig_tiltak","2013","prosent","17","intro_status_arbutd"
"57","ettaar","alle","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"58","ettaar","alle","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"59","ettaar","alle","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"60","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"61","ettaar","alle","ledig_tiltak","2013","prosent","13","intro_status_arbutd"
"62","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"63","ettaar","alle","ledig_tiltak","2013","prosent","12","intro_status_arbutd"
"64","ettaar","alle","ledig_tiltak","2013","prosent","10","intro_status_arbutd"
"65","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"66","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"67","ettaar","alle","ledig_tiltak","2013","prosent","18","intro_status_arbutd"
"68","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"69","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"70","ettaar","alle","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"71","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"72","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"73","ettaar","alle","ledig_tiltak","2013","prosent","18","intro_status_arbutd"
"74","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"75","ettaar","alle","ledig_tiltak","2013","prosent","26","intro_status_arbutd"
"76","ettaar","alle","ledig_tiltak","2013","prosent","15","intro_status_arbutd"
"77","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"78","ettaar","alle","ledig_tiltak","2013","prosent","18","intro_status_arbutd"
"79","ettaar","alle","ledig_tiltak","2013","prosent","10","intro_status_arbutd"
"80","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"81","ettaar","alle","ledig_tiltak","2013","prosent","20","intro_status_arbutd"
"82","ettaar","alle","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"83","ettaar","alle","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"99","ettaar","alle","ledig_tiltak","2013","prosent","9","intro_status_arbutd"
"01","ettaar","alle","annet","2013","prosent",":","intro_status_arbutd"
"02","ettaar","alle","annet","2013","prosent","25","intro_status_arbutd"
"03","ettaar","alle","annet","2013","prosent","25","intro_status_arbutd"
"04","ettaar","alle","annet","2013","prosent","43","intro_status_arbutd"
"05","ettaar","alle","annet","2013","prosent",":","intro_status_arbutd"
"06","ettaar","alle","annet","2013","prosent","24","intro_status_arbutd"
"07","ettaar","alle","annet","2013","prosent","27","intro_status_arbutd"
"08","ettaar","alle","annet","2013","prosent",":","intro_status_arbutd"
"09","ettaar","alle","annet","2013","prosent","30","intro_status_arbutd"
