"aar","bydel_nr","vreg_3","kjonn","tabellvariabel","tabell_navn","enhet"
"2010","030107","alle","0","1833","sysselsatte_kjonn_land","personer"
"2010","030107","alle","1","2540","sysselsatte_kjonn_land","personer"
"2010","030107","alle","alle","4373","sysselsatte_kjonn_land","personer"
"2010","030108","1","0","932","sysselsatte_kjonn_land","personer"
"2010","030108","1","1","1142","sysselsatte_kjonn_land","personer"
"2010","030108","1","alle","2074","sysselsatte_kjonn_land","personer"
"2010","030108","2","0","1224","sysselsatte_kjonn_land","personer"
"2010","030108","2","1","1594","sysselsatte_kjonn_land","personer"
"2010","030108","2","alle","2818","sysselsatte_kjonn_land","personer"
"2010","030108","alle","0","2156","sysselsatte_kjonn_land","personer"
"2010","030108","alle","1","2736","sysselsatte_kjonn_land","personer"
"2010","030108","alle","alle","4892","sysselsatte_kjonn_land","personer"
"2010","030109","1","0","626","sysselsatte_kjonn_land","personer"
"2010","030109","1","1","772","sysselsatte_kjonn_land","personer"
"2010","030109","1","alle","1398","sysselsatte_kjonn_land","personer"
"2010","030109","2","0","949","sysselsatte_kjonn_land","personer"
"2010","030109","2","1","1223","sysselsatte_kjonn_land","personer"
"2010","030109","2","alle","2172","sysselsatte_kjonn_land","personer"
"2010","030109","alle","0","1575","sysselsatte_kjonn_land","personer"
"2010","030109","alle","1","1995","sysselsatte_kjonn_land","personer"
"2010","030109","alle","alle","3570","sysselsatte_kjonn_land","personer"
"2010","030110","1","0","529","sysselsatte_kjonn_land","personer"
"2010","030110","1","1","677","sysselsatte_kjonn_land","personer"
"2010","030110","1","alle","1206","sysselsatte_kjonn_land","personer"
"2010","030110","2","0","1142","sysselsatte_kjonn_land","personer"
"2010","030110","2","1","1314","sysselsatte_kjonn_land","personer"
"2010","030110","2","alle","2456","sysselsatte_kjonn_land","personer"
"2010","030110","alle","0","1671","sysselsatte_kjonn_land","personer"
"2010","030110","alle","1","1991","sysselsatte_kjonn_land","personer"
"2010","030110","alle","alle","3662","sysselsatte_kjonn_land","personer"
"2010","030111","1","0","366","sysselsatte_kjonn_land","personer"
"2010","030111","1","1","391","sysselsatte_kjonn_land","personer"
"2010","030111","1","alle","757","sysselsatte_kjonn_land","personer"
"2010","030111","2","0","700","sysselsatte_kjonn_land","personer"
"2010","030111","2","1","817","sysselsatte_kjonn_land","personer"
"2010","030111","2","alle","1517","sysselsatte_kjonn_land","personer"
"2010","030111","alle","0","1066","sysselsatte_kjonn_land","personer"
"2010","030111","alle","1","1208","sysselsatte_kjonn_land","personer"
"2010","030111","alle","alle","2274","sysselsatte_kjonn_land","personer"
"2010","030112","1","0","278","sysselsatte_kjonn_land","personer"
"2010","030112","1","1","505","sysselsatte_kjonn_land","personer"
"2010","030112","1","alle","783","sysselsatte_kjonn_land","personer"
"2010","030112","2","0","536","sysselsatte_kjonn_land","personer"
"2010","030112","2","1","587","sysselsatte_kjonn_land","personer"
"2010","030112","2","alle","1123","sysselsatte_kjonn_land","personer"
"2010","030112","alle","0","814","sysselsatte_kjonn_land","personer"
"2010","030112","alle","1","1092","sysselsatte_kjonn_land","personer"
"2010","030112","alle","alle","1906","sysselsatte_kjonn_land","personer"
"2010","030113","1","0","301","sysselsatte_kjonn_land","personer"
"2010","030113","1","1","389","sysselsatte_kjonn_land","personer"
"2010","030113","1","alle","690","sysselsatte_kjonn_land","personer"
"2010","030113","2","0","831","sysselsatte_kjonn_land","personer"
"2010","030113","2","1","1029","sysselsatte_kjonn_land","personer"
"2010","030113","2","alle","1860","sysselsatte_kjonn_land","personer"
"2010","030113","alle","0","1132","sysselsatte_kjonn_land","personer"
"2010","030113","alle","1","1418","sysselsatte_kjonn_land","personer"
"2010","030113","alle","alle","2550","sysselsatte_kjonn_land","personer"
"2010","030114","1","0","184","sysselsatte_kjonn_land","personer"
"2010","030114","1","1","245","sysselsatte_kjonn_land","personer"
"2010","030114","1","alle","429","sysselsatte_kjonn_land","personer"
"2010","030114","2","0","632","sysselsatte_kjonn_land","personer"
"2010","030114","2","1","748","sysselsatte_kjonn_land","personer"
"2010","030114","2","alle","1380","sysselsatte_kjonn_land","personer"
"2010","030114","alle","0","816","sysselsatte_kjonn_land","personer"
"2010","030114","alle","1","993","sysselsatte_kjonn_land","personer"
"2010","030114","alle","alle","1809","sysselsatte_kjonn_land","personer"
"2010","030115","1","0","184","sysselsatte_kjonn_land","personer"
"2010","030115","1","1","255","sysselsatte_kjonn_land","personer"
"2010","030115","1","alle","439","sysselsatte_kjonn_land","personer"
"2010","030115","2","0","571","sysselsatte_kjonn_land","personer"
"2010","030115","2","1","710","sysselsatte_kjonn_land","personer"
"2010","030115","2","alle","1281","sysselsatte_kjonn_land","personer"
"2010","030115","alle","0","755","sysselsatte_kjonn_land","personer"
"2010","030115","alle","1","965","sysselsatte_kjonn_land","personer"
"2010","030115","alle","alle","1720","sysselsatte_kjonn_land","personer"
"2010","030116","1","0","98","sysselsatte_kjonn_land","personer"
"2010","030116","1","1","107","sysselsatte_kjonn_land","personer"
"2010","030116","1","alle","205","sysselsatte_kjonn_land","personer"
"2010","030116","2","0","459","sysselsatte_kjonn_land","personer"
"2010","030116","2","1","570","sysselsatte_kjonn_land","personer"
"2010","030116","2","alle","1029","sysselsatte_kjonn_land","personer"
"2010","030116","alle","0","557","sysselsatte_kjonn_land","personer"
"2010","030116","alle","1","677","sysselsatte_kjonn_land","personer"
"2010","030116","alle","alle","1234","sysselsatte_kjonn_land","personer"
"2010","030117","1","0","122","sysselsatte_kjonn_land","personer"
"2010","030117","1","1","204","sysselsatte_kjonn_land","personer"
"2010","030117","1","alle","326","sysselsatte_kjonn_land","personer"
"2010","030117","2","0","746","sysselsatte_kjonn_land","personer"
"2010","030117","2","1","1011","sysselsatte_kjonn_land","personer"
"2010","030117","2","alle","1757","sysselsatte_kjonn_land","personer"
"2010","030117","alle","0","868","sysselsatte_kjonn_land","personer"
"2010","030117","alle","1","1215","sysselsatte_kjonn_land","personer"
"2010","030117","alle","alle","2083","sysselsatte_kjonn_land","personer"
"2010","030199","1","0","175","sysselsatte_kjonn_land","personer"
"2010","030199","1","1","330","sysselsatte_kjonn_land","personer"
"2010","030199","1","alle","505","sysselsatte_kjonn_land","personer"
"2010","030199","2","0","103","sysselsatte_kjonn_land","personer"
"2010","030199","2","1","212","sysselsatte_kjonn_land","personer"
"2010","030199","2","alle","315","sysselsatte_kjonn_land","personer"
"2010","030199","alle","0","278","sysselsatte_kjonn_land","personer"
"2010","030199","alle","1","542","sysselsatte_kjonn_land","personer"
"2010","030199","alle","alle","820","sysselsatte_kjonn_land","personer"
"2011","00","1","0","63398","sysselsatte_kjonn_land","personer"
"2011","00","1","1","101234","sysselsatte_kjonn_land","personer"
"2011","00","1","alle","164632","sysselsatte_kjonn_land","personer"
"2011","00","2","0","70412","sysselsatte_kjonn_land","personer"
"2011","00","2","1","72117","sysselsatte_kjonn_land","personer"
"2011","00","2","alle","142529","sysselsatte_kjonn_land","personer"
"2011","00","alle","0","133810","sysselsatte_kjonn_land","personer"
"2011","00","alle","1","173351","sysselsatte_kjonn_land","personer"
"2011","00","alle","alle","307161","sysselsatte_kjonn_land","personer"
"2011","030101","1","0","1812","sysselsatte_kjonn_land","personer"
"2011","030101","1","1","2647","sysselsatte_kjonn_land","personer"
"2011","030101","1","alle","4459","sysselsatte_kjonn_land","personer"
"2011","030101","2","0","1634","sysselsatte_kjonn_land","personer"
"2011","030101","2","1","1976","sysselsatte_kjonn_land","personer"
"2011","030101","2","alle","3610","sysselsatte_kjonn_land","personer"
"2011","030101","alle","0","3446","sysselsatte_kjonn_land","personer"
"2011","030101","alle","1","4623","sysselsatte_kjonn_land","personer"
"2011","030101","alle","alle","8069","sysselsatte_kjonn_land","personer"
"2011","030102","1","0","1428","sysselsatte_kjonn_land","personer"
"2011","030102","1","1","1868","sysselsatte_kjonn_land","personer"
"2011","030102","1","alle","3296","sysselsatte_kjonn_land","personer"
"2011","030102","2","0","1412","sysselsatte_kjonn_land","personer"
"2011","030102","2","1","1631","sysselsatte_kjonn_land","personer"
"2011","030102","2","alle","3043","sysselsatte_kjonn_land","personer"
"2011","030102","alle","0","2840","sysselsatte_kjonn_land","personer"
"2011","030102","alle","1","3499","sysselsatte_kjonn_land","personer"
"2011","030102","alle","alle","6339","sysselsatte_kjonn_land","personer"
"2011","030103","1","0","1606","sysselsatte_kjonn_land","personer"
"2011","030103","1","1","2095","sysselsatte_kjonn_land","personer"
"2011","030103","1","alle","3701","sysselsatte_kjonn_land","personer"
"2011","030103","2","0","1681","sysselsatte_kjonn_land","personer"
"2011","030103","2","1","1953","sysselsatte_kjonn_land","personer"
"2011","030103","2","alle","3634","sysselsatte_kjonn_land","personer"
"2011","030103","alle","0","3287","sysselsatte_kjonn_land","personer"
"2011","030103","alle","1","4048","sysselsatte_kjonn_land","personer"
"2011","030103","alle","alle","7335","sysselsatte_kjonn_land","personer"
"2011","030104","1","0","1443","sysselsatte_kjonn_land","personer"
"2011","030104","1","1","2149","sysselsatte_kjonn_land","personer"
"2011","030104","1","alle","3592","sysselsatte_kjonn_land","personer"
"2011","030104","2","0","1543","sysselsatte_kjonn_land","personer"
"2011","030104","2","1","2057","sysselsatte_kjonn_land","personer"
"2011","030104","2","alle","3600","sysselsatte_kjonn_land","personer"
"2011","030104","alle","0","2986","sysselsatte_kjonn_land","personer"
"2011","030104","alle","1","4206","sysselsatte_kjonn_land","personer"
"2011","030104","alle","alle","7192","sysselsatte_kjonn_land","personer"
"2011","030105","1","0","1292","sysselsatte_kjonn_land","personer"
"2011","030105","1","1","1886","sysselsatte_kjonn_land","personer"
"2011","030105","1","alle","3178","sysselsatte_kjonn_land","personer"
"2011","030105","2","0","1359","sysselsatte_kjonn_land","personer"
"2011","030105","2","1","1588","sysselsatte_kjonn_land","personer"
"2011","030105","2","alle","2947","sysselsatte_kjonn_land","personer"
"2011","030105","alle","0","2651","sysselsatte_kjonn_land","personer"
"2011","030105","alle","1","3474","sysselsatte_kjonn_land","personer"
"2011","030105","alle","alle","6125","sysselsatte_kjonn_land","personer"
"2011","030106","1","0","1147","sysselsatte_kjonn_land","personer"
"2011","030106","1","1","1673","sysselsatte_kjonn_land","personer"
"2011","030106","1","alle","2820","sysselsatte_kjonn_land","personer"
"2011","030106","2","0","1336","sysselsatte_kjonn_land","personer"
"2011","030106","2","1","1700","sysselsatte_kjonn_land","personer"
"2011","030106","2","alle","3036","sysselsatte_kjonn_land","personer"
"2011","030106","alle","0","2483","sysselsatte_kjonn_land","personer"
"2011","030106","alle","1","3373","sysselsatte_kjonn_land","personer"
"2011","030106","alle","alle","5856","sysselsatte_kjonn_land","personer"
"2011","030107","1","0","858","sysselsatte_kjonn_land","personer"
"2011","030107","1","1","1332","sysselsatte_kjonn_land","personer"
"2011","030107","1","alle","2190","sysselsatte_kjonn_land","personer"
"2011","030107","2","0","1141","sysselsatte_kjonn_land","personer"
"2011","030107","2","1","1516","sysselsatte_kjonn_land","personer"
"2011","030107","2","alle","2657","sysselsatte_kjonn_land","personer"
"2011","030107","alle","0","1999","sysselsatte_kjonn_land","personer"
"2011","030107","alle","1","2848","sysselsatte_kjonn_land","personer"
"2011","030107","alle","alle","4847","sysselsatte_kjonn_land","personer"
"2011","030108","1","0","1014","sysselsatte_kjonn_land","personer"
"2011","030108","1","1","1364","sysselsatte_kjonn_land","personer"
"2011","030108","1","alle","2378","sysselsatte_kjonn_land","personer"
"2011","030108","2","0","1304","sysselsatte_kjonn_land","personer"
"2011","030108","2","1","1627","sysselsatte_kjonn_land","personer"
"2011","030108","2","alle","2931","sysselsatte_kjonn_land","personer"
"2011","030108","alle","0","2318","sysselsatte_kjonn_land","personer"
"2011","030108","alle","1","2991","sysselsatte_kjonn_land","personer"
"2011","030108","alle","alle","5309","sysselsatte_kjonn_land","personer"
"2011","030109","1","0","723","sysselsatte_kjonn_land","personer"
"2011","030109","1","1","938","sysselsatte_kjonn_land","personer"
"2011","030109","1","alle","1661","sysselsatte_kjonn_land","personer"
"2011","030109","2","0","986","sysselsatte_kjonn_land","personer"
"2011","030109","2","1","1247","sysselsatte_kjonn_land","personer"
"2011","030109","2","alle","2233","sysselsatte_kjonn_land","personer"
"2011","030109","alle","0","1709","sysselsatte_kjonn_land","personer"
"2011","030109","alle","1","2185","sysselsatte_kjonn_land","personer"
"2011","030109","alle","alle","3894","sysselsatte_kjonn_land","personer"
"2011","030110","1","0","585","sysselsatte_kjonn_land","personer"
"2011","030110","1","1","830","sysselsatte_kjonn_land","personer"
"2011","030110","1","alle","1415","sysselsatte_kjonn_land","personer"
"2011","030110","2","0","1156","sysselsatte_kjonn_land","personer"
"2011","030110","2","1","1409","sysselsatte_kjonn_land","personer"
"2011","030110","2","alle","2565","sysselsatte_kjonn_land","personer"
"2011","030110","alle","0","1741","sysselsatte_kjonn_land","personer"
"2011","030110","alle","1","2239","sysselsatte_kjonn_land","personer"
"2011","030110","alle","alle","3980","sysselsatte_kjonn_land","personer"
"2011","030111","1","0","435","sysselsatte_kjonn_land","personer"
"2011","030111","1","1","511","sysselsatte_kjonn_land","personer"
"2011","030111","1","alle","946","sysselsatte_kjonn_land","personer"
"2011","030111","2","0","717","sysselsatte_kjonn_land","personer"
"2011","030111","2","1","860","sysselsatte_kjonn_land","personer"
"2011","030111","2","alle","1577","sysselsatte_kjonn_land","personer"
"2011","030111","alle","0","1152","sysselsatte_kjonn_land","personer"
"2011","030111","alle","1","1371","sysselsatte_kjonn_land","personer"
"2011","030111","alle","alle","2523","sysselsatte_kjonn_land","personer"
"2011","030112","1","0","292","sysselsatte_kjonn_land","personer"
"2011","030112","1","1","536","sysselsatte_kjonn_land","personer"
"2011","030112","1","alle","828","sysselsatte_kjonn_land","personer"
"2011","030112","2","0","572","sysselsatte_kjonn_land","personer"
"2011","030112","2","1","636","sysselsatte_kjonn_land","personer"
"2011","030112","2","alle","1208","sysselsatte_kjonn_land","personer"
"2011","030112","alle","0","864","sysselsatte_kjonn_land","personer"
"2011","030112","alle","1","1172","sysselsatte_kjonn_land","personer"
"2011","030112","alle","alle","2036","sysselsatte_kjonn_land","personer"
"2011","030113","1","0","342","sysselsatte_kjonn_land","personer"
"2011","030113","1","1","483","sysselsatte_kjonn_land","personer"
"2011","030113","1","alle","825","sysselsatte_kjonn_land","personer"
"2011","030113","2","0","921","sysselsatte_kjonn_land","personer"
"2011","030113","2","1","1034","sysselsatte_kjonn_land","personer"
"2011","030113","2","alle","1955","sysselsatte_kjonn_land","personer"
"2011","030113","alle","0","1263","sysselsatte_kjonn_land","personer"
"2011","030113","alle","1","1517","sysselsatte_kjonn_land","personer"
"2011","030113","alle","alle","2780","sysselsatte_kjonn_land","personer"
"2011","030114","1","0","204","sysselsatte_kjonn_land","personer"
"2011","030114","1","1","330","sysselsatte_kjonn_land","personer"
"2011","030114","1","alle","534","sysselsatte_kjonn_land","personer"
"2011","030114","2","0","676","sysselsatte_kjonn_land","personer"
"2011","030114","2","1","777","sysselsatte_kjonn_land","personer"
"2011","030114","2","alle","1453","sysselsatte_kjonn_land","personer"
"2011","030114","alle","0","880","sysselsatte_kjonn_land","personer"
"2011","030114","alle","1","1107","sysselsatte_kjonn_land","personer"
"2011","030114","alle","alle","1987","sysselsatte_kjonn_land","personer"
"2011","030115","1","0","210","sysselsatte_kjonn_land","personer"
"2011","030115","1","1","306","sysselsatte_kjonn_land","personer"
"2011","030115","1","alle","516","sysselsatte_kjonn_land","personer"
"2011","030115","2","0","589","sysselsatte_kjonn_land","personer"
"2011","030115","2","1","755","sysselsatte_kjonn_land","personer"
"2011","030115","2","alle","1344","sysselsatte_kjonn_land","personer"
"2011","030115","alle","0","799","sysselsatte_kjonn_land","personer"
"2011","030115","alle","1","1061","sysselsatte_kjonn_land","personer"
"2011","030115","alle","alle","1860","sysselsatte_kjonn_land","personer"
"2011","030116","1","0","107","sysselsatte_kjonn_land","personer"
"2011","030116","1","1","122","sysselsatte_kjonn_land","personer"
"2011","030116","1","alle","229","sysselsatte_kjonn_land","personer"
"2011","030116","2","0","488","sysselsatte_kjonn_land","personer"
"2011","030116","2","1","623","sysselsatte_kjonn_land","personer"
"2011","030116","2","alle","1111","sysselsatte_kjonn_land","personer"
"2011","030116","alle","0","595","sysselsatte_kjonn_land","personer"
"2011","030116","alle","1","745","sysselsatte_kjonn_land","personer"
"2011","030116","alle","alle","1340","sysselsatte_kjonn_land","personer"
"2011","030117","1","0","142","sysselsatte_kjonn_land","personer"
"2011","030117","1","1","235","sysselsatte_kjonn_land","personer"
"2011","030117","1","alle","377","sysselsatte_kjonn_land","personer"
"2011","030117","2","0","731","sysselsatte_kjonn_land","personer"
"2011","030117","2","1","1035","sysselsatte_kjonn_land","personer"
"2011","030117","2","alle","1766","sysselsatte_kjonn_land","personer"
"2011","030117","alle","0","873","sysselsatte_kjonn_land","personer"
"2011","030117","alle","1","1270","sysselsatte_kjonn_land","personer"
"2011","030117","alle","alle","2143","sysselsatte_kjonn_land","personer"
"2011","030199","1","0","18","sysselsatte_kjonn_land","personer"
"2011","030199","1","1","123","sysselsatte_kjonn_land","personer"
"2011","030199","1","alle","141","sysselsatte_kjonn_land","personer"
"2011","030199","2","0","39","sysselsatte_kjonn_land","personer"
"2011","030199","2","1","149","sysselsatte_kjonn_land","personer"
"2011","030199","2","alle","188","sysselsatte_kjonn_land","personer"
"2011","030199","alle","0","57","sysselsatte_kjonn_land","personer"
"2011","030199","alle","1","272","sysselsatte_kjonn_land","personer"
"2011","030199","alle","alle","329","sysselsatte_kjonn_land","personer"
"2012","00","1","0","68884","sysselsatte_kjonn_land","personer"
"2012","00","1","1","113027","sysselsatte_kjonn_land","personer"
"2012","00","1","alle","181911","sysselsatte_kjonn_land","personer"
"2012","00","2","0","74728","sysselsatte_kjonn_land","personer"
"2012","00","2","1","77320","sysselsatte_kjonn_land","personer"
"2012","00","2","alle","152048","sysselsatte_kjonn_land","personer"
"2012","00","alle","0","143612","sysselsatte_kjonn_land","personer"
"2012","00","alle","1","190347","sysselsatte_kjonn_land","personer"
"2012","00","alle","alle","333959","sysselsatte_kjonn_land","personer"
"2012","030101","1","0","1987","sysselsatte_kjonn_land","personer"
"2012","030101","1","1","2857","sysselsatte_kjonn_land","personer"
"2012","030101","1","alle","4844","sysselsatte_kjonn_land","personer"
"2012","030101","2","0","1745","sysselsatte_kjonn_land","personer"
"2012","030101","2","1","2150","sysselsatte_kjonn_land","personer"
"2012","030101","2","alle","3895","sysselsatte_kjonn_land","personer"
"2012","030101","alle","0","3732","sysselsatte_kjonn_land","personer"
"2012","030101","alle","1","5007","sysselsatte_kjonn_land","personer"
"2012","030101","alle","alle","8739","sysselsatte_kjonn_land","personer"
"2012","030102","1","0","1437","sysselsatte_kjonn_land","personer"
"2012","030102","1","1","2018","sysselsatte_kjonn_land","personer"
"2012","030102","1","alle","3455","sysselsatte_kjonn_land","personer"
"2012","030102","2","0","1475","sysselsatte_kjonn_land","personer"
"2012","030102","2","1","1712","sysselsatte_kjonn_land","personer"
"2012","030102","2","alle","3187","sysselsatte_kjonn_land","personer"
"2012","030102","alle","0","2912","sysselsatte_kjonn_land","personer"
"2012","030102","alle","1","3730","sysselsatte_kjonn_land","personer"
"2012","030102","alle","alle","6642","sysselsatte_kjonn_land","personer"
"2012","030103","1","0","1696","sysselsatte_kjonn_land","personer"
"2012","030103","1","1","2245","sysselsatte_kjonn_land","personer"
"2012","030103","1","alle","3941","sysselsatte_kjonn_land","personer"
"2012","030103","2","0","1722","sysselsatte_kjonn_land","personer"
"2012","030103","2","1","2132","sysselsatte_kjonn_land","personer"
"2012","030103","2","alle","3854","sysselsatte_kjonn_land","personer"
"2012","030103","alle","0","3418","sysselsatte_kjonn_land","personer"
"2012","030103","alle","1","4377","sysselsatte_kjonn_land","personer"
"2012","030103","alle","alle","7795","sysselsatte_kjonn_land","personer"
"2012","030104","1","0","1487","sysselsatte_kjonn_land","personer"
"2012","030104","1","1","2189","sysselsatte_kjonn_land","personer"
"2012","030104","1","alle","3676","sysselsatte_kjonn_land","personer"
"2012","030104","2","0","1577","sysselsatte_kjonn_land","personer"
"2012","030104","2","1","2086","sysselsatte_kjonn_land","personer"
"2012","030104","2","alle","3663","sysselsatte_kjonn_land","personer"
"2012","030104","alle","0","3064","sysselsatte_kjonn_land","personer"
"2012","030104","alle","1","4275","sysselsatte_kjonn_land","personer"
"2012","030104","alle","alle","7339","sysselsatte_kjonn_land","personer"
"2012","030105","1","0","1376","sysselsatte_kjonn_land","personer"
"2012","030105","1","1","2043","sysselsatte_kjonn_land","personer"
"2012","030105","1","alle","3419","sysselsatte_kjonn_land","personer"
"2012","030105","2","0","1406","sysselsatte_kjonn_land","personer"
"2012","030105","2","1","1660","sysselsatte_kjonn_land","personer"
"2012","030105","2","alle","3066","sysselsatte_kjonn_land","personer"
"2012","030105","alle","0","2782","sysselsatte_kjonn_land","personer"
"2012","030105","alle","1","3703","sysselsatte_kjonn_land","personer"
"2012","030105","alle","alle","6485","sysselsatte_kjonn_land","personer"
"2012","030106","1","0","1207","sysselsatte_kjonn_land","personer"
"2012","030106","1","1","1741","sysselsatte_kjonn_land","personer"
"2012","030106","1","alle","2948","sysselsatte_kjonn_land","personer"
"2012","030106","2","0","1361","sysselsatte_kjonn_land","personer"
"2012","030106","2","1","1749","sysselsatte_kjonn_land","personer"
"2012","030106","2","alle","3110","sysselsatte_kjonn_land","personer"
"2012","030106","alle","0","2568","sysselsatte_kjonn_land","personer"
"2012","030106","alle","1","3490","sysselsatte_kjonn_land","personer"
"2012","030106","alle","alle","6058","sysselsatte_kjonn_land","personer"
"2012","030107","1","0","907","sysselsatte_kjonn_land","personer"
"2012","030107","1","1","1434","sysselsatte_kjonn_land","personer"
"2012","030107","1","alle","2341","sysselsatte_kjonn_land","personer"
"2012","030107","2","0","1157","sysselsatte_kjonn_land","personer"
"2012","030107","2","1","1535","sysselsatte_kjonn_land","personer"
"2012","030107","2","alle","2692","sysselsatte_kjonn_land","personer"
"2012","030107","alle","0","2064","sysselsatte_kjonn_land","personer"
"2012","030107","alle","1","2969","sysselsatte_kjonn_land","personer"
"2012","030107","alle","alle","5033","sysselsatte_kjonn_land","personer"
"2012","030108","1","0","1084","sysselsatte_kjonn_land","personer"
"2012","030108","1","1","1423","sysselsatte_kjonn_land","personer"
"2012","030108","1","alle","2507","sysselsatte_kjonn_land","personer"
"2012","030108","2","0","1339","sysselsatte_kjonn_land","personer"
"2012","030108","2","1","1711","sysselsatte_kjonn_land","personer"
"2012","030108","2","alle","3050","sysselsatte_kjonn_land","personer"
"2012","030108","alle","0","2423","sysselsatte_kjonn_land","personer"
"2012","030108","alle","1","3134","sysselsatte_kjonn_land","personer"
"2012","030108","alle","alle","5557","sysselsatte_kjonn_land","personer"
"2012","030109","1","0","737","sysselsatte_kjonn_land","personer"
"2012","030109","1","1","973","sysselsatte_kjonn_land","personer"
"2012","030109","1","alle","1710","sysselsatte_kjonn_land","personer"
"2012","030109","2","0","1062","sysselsatte_kjonn_land","personer"
"2012","030109","2","1","1325","sysselsatte_kjonn_land","personer"
"2012","030109","2","alle","2387","sysselsatte_kjonn_land","personer"
"2012","030109","alle","0","1799","sysselsatte_kjonn_land","personer"
"2012","030109","alle","1","2298","sysselsatte_kjonn_land","personer"
"2012","030109","alle","alle","4097","sysselsatte_kjonn_land","personer"
"2012","030110","1","0","605","sysselsatte_kjonn_land","personer"
"2012","030110","1","1","883","sysselsatte_kjonn_land","personer"
"2012","030110","1","alle","1488","sysselsatte_kjonn_land","personer"
"2012","030110","2","0","1192","sysselsatte_kjonn_land","personer"
"2012","030110","2","1","1499","sysselsatte_kjonn_land","personer"
"2012","030110","2","alle","2691","sysselsatte_kjonn_land","personer"
"2012","030110","alle","0","1797","sysselsatte_kjonn_land","personer"
"2012","030110","alle","1","2382","sysselsatte_kjonn_land","personer"
"2012","030110","alle","alle","4179","sysselsatte_kjonn_land","personer"
"2012","030111","1","0","404","sysselsatte_kjonn_land","personer"
"2012","030111","1","1","458","sysselsatte_kjonn_land","personer"
"2012","030111","1","alle","862","sysselsatte_kjonn_land","personer"
"2012","030111","2","0","694","sysselsatte_kjonn_land","personer"
"2012","030111","2","1","870","sysselsatte_kjonn_land","personer"
"2012","030111","2","alle","1564","sysselsatte_kjonn_land","personer"
"2012","030111","alle","0","1098","sysselsatte_kjonn_land","personer"
"2012","030111","alle","1","1328","sysselsatte_kjonn_land","personer"
"2012","030111","alle","alle","2426","sysselsatte_kjonn_land","personer"
"2012","030112","1","0","317","sysselsatte_kjonn_land","personer"
"2012","030112","1","1","468","sysselsatte_kjonn_land","personer"
"2012","030112","1","alle","785","sysselsatte_kjonn_land","personer"
"2012","030112","2","0","608","sysselsatte_kjonn_land","personer"
"2012","030112","2","1","664","sysselsatte_kjonn_land","personer"
"2012","030112","2","alle","1272","sysselsatte_kjonn_land","personer"
"2012","030112","alle","0","925","sysselsatte_kjonn_land","personer"
"2012","030112","alle","1","1132","sysselsatte_kjonn_land","personer"
"2012","030112","alle","alle","2057","sysselsatte_kjonn_land","personer"
"2012","030113","1","0","358","sysselsatte_kjonn_land","personer"
"2012","030113","1","1","483","sysselsatte_kjonn_land","personer"
"2012","030113","1","alle","841","sysselsatte_kjonn_land","personer"
"2012","030113","2","0","904","sysselsatte_kjonn_land","personer"
"2012","030113","2","1","1056","sysselsatte_kjonn_land","personer"
"2012","030113","2","alle","1960","sysselsatte_kjonn_land","personer"
"2012","030113","alle","0","1262","sysselsatte_kjonn_land","personer"
"2012","030113","alle","1","1539","sysselsatte_kjonn_land","personer"
"2012","030113","alle","alle","2801","sysselsatte_kjonn_land","personer"
"2012","030114","1","0","210","sysselsatte_kjonn_land","personer"
"2012","030114","1","1","269","sysselsatte_kjonn_land","personer"
"2012","030114","1","alle","479","sysselsatte_kjonn_land","personer"
"2012","030114","2","0","720","sysselsatte_kjonn_land","personer"
"2012","030114","2","1","801","sysselsatte_kjonn_land","personer"
"2012","030114","2","alle","1521","sysselsatte_kjonn_land","personer"
"2012","030114","alle","0","930","sysselsatte_kjonn_land","personer"
"2012","030114","alle","1","1070","sysselsatte_kjonn_land","personer"
"2012","030114","alle","alle","2000","sysselsatte_kjonn_land","personer"
"2012","030115","1","0","220","sysselsatte_kjonn_land","personer"
"2012","030115","1","1","312","sysselsatte_kjonn_land","personer"
"2012","030115","1","alle","532","sysselsatte_kjonn_land","personer"
"2012","030115","2","0","600","sysselsatte_kjonn_land","personer"
"2012","030115","2","1","769","sysselsatte_kjonn_land","personer"
"2012","030115","2","alle","1369","sysselsatte_kjonn_land","personer"
"2012","030115","alle","0","820","sysselsatte_kjonn_land","personer"
"2012","030115","alle","1","1081","sysselsatte_kjonn_land","personer"
"2012","030115","alle","alle","1901","sysselsatte_kjonn_land","personer"
"2012","030116","1","0","116","sysselsatte_kjonn_land","personer"
"2012","030116","1","1","138","sysselsatte_kjonn_land","personer"
"2012","030116","1","alle","254","sysselsatte_kjonn_land","personer"
"2012","030116","2","0","484","sysselsatte_kjonn_land","personer"
"2012","030116","2","1","639","sysselsatte_kjonn_land","personer"
"2012","030116","2","alle","1123","sysselsatte_kjonn_land","personer"
"2012","030116","alle","0","600","sysselsatte_kjonn_land","personer"
"2012","030116","alle","1","777","sysselsatte_kjonn_land","personer"
"2012","030116","alle","alle","1377","sysselsatte_kjonn_land","personer"
"2012","030117","1","0","153","sysselsatte_kjonn_land","personer"
"2012","030117","1","1","255","sysselsatte_kjonn_land","personer"
"2012","030117","1","alle","408","sysselsatte_kjonn_land","personer"
"2012","030117","2","0","776","sysselsatte_kjonn_land","personer"
"2012","030117","2","1","1018","sysselsatte_kjonn_land","personer"
"2012","030117","2","alle","1794","sysselsatte_kjonn_land","personer"
