"kommune_nr","barnikommune","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"0940","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"0941","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1001","innvandrerbakgr","4","prosent","16,54008439","2013","barnehagedeltakelse"
"1002","innvandrerbakgr","4","prosent","11,96172249","2013","barnehagedeltakelse"
"1003","innvandrerbakgr","4","prosent","12","2013","barnehagedeltakelse"
"1004","innvandrerbakgr","4","prosent","10,18518519","2013","barnehagedeltakelse"
"1014","innvandrerbakgr","4","prosent","9,502262443","2013","barnehagedeltakelse"
"1017","innvandrerbakgr","4","prosent","14,28571429","2013","barnehagedeltakelse"
"1018","innvandrerbakgr","4","prosent","10,2739726","2013","barnehagedeltakelse"
"1021","innvandrerbakgr","4","prosent","12,5","2013","barnehagedeltakelse"
"1026","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1027","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1029","innvandrerbakgr","4","prosent","11,76470588","2013","barnehagedeltakelse"
"1032","innvandrerbakgr","4","prosent","8,26446281","2013","barnehagedeltakelse"
"1034","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1037","innvandrerbakgr","4","prosent","10,97560976","2013","barnehagedeltakelse"
"1046","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1101","innvandrerbakgr","4","prosent","11,50442478","2013","barnehagedeltakelse"
"1102","innvandrerbakgr","4","prosent","17,81076067","2013","barnehagedeltakelse"
"1103","innvandrerbakgr","4","prosent","18,57825568","2013","barnehagedeltakelse"
"1106","innvandrerbakgr","4","prosent","17,60722348","2013","barnehagedeltakelse"
"1111","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1112","innvandrerbakgr","4","prosent","21,73913043","2013","barnehagedeltakelse"
"1114","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1119","innvandrerbakgr","4","prosent","12,6984127","2013","barnehagedeltakelse"
"1120","innvandrerbakgr","4","prosent","11,9266055","2013","barnehagedeltakelse"
"1121","innvandrerbakgr","4","prosent","9,782608696","2013","barnehagedeltakelse"
"1122","innvandrerbakgr","4","prosent","11,70212766","2013","barnehagedeltakelse"
"1124","innvandrerbakgr","4","prosent","12,44019139","2013","barnehagedeltakelse"
"1127","innvandrerbakgr","4","prosent","8,219178082","2013","barnehagedeltakelse"
"1129","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1130","innvandrerbakgr","4","prosent","6,010928962","2013","barnehagedeltakelse"
"1133","innvandrerbakgr","4","prosent","13,95348837","2013","barnehagedeltakelse"
"1134","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1135","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1141","innvandrerbakgr","4","prosent","12,76595745","2013","barnehagedeltakelse"
"1142","innvandrerbakgr","4","prosent","15,625","2013","barnehagedeltakelse"
"1144","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1145","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1146","innvandrerbakgr","4","prosent","6,111111111","2013","barnehagedeltakelse"
"1149","innvandrerbakgr","4","prosent","6,25","2013","barnehagedeltakelse"
"1151","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1160","innvandrerbakgr","4","prosent","13,67521368","2013","barnehagedeltakelse"
"1201","innvandrerbakgr","4","prosent","15,03012048","2013","barnehagedeltakelse"
"1211","innvandrerbakgr","4","prosent","12,96296296","2013","barnehagedeltakelse"
"1216","innvandrerbakgr","4","prosent","9,090909091","2013","barnehagedeltakelse"
"1219","innvandrerbakgr","4","prosent","8,717948718","2013","barnehagedeltakelse"
"1221","innvandrerbakgr","4","prosent","13,24041812","2013","barnehagedeltakelse"
"1222","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1223","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1224","innvandrerbakgr","4","prosent","10,58823529","2013","barnehagedeltakelse"
"1227","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1228","innvandrerbakgr","4","prosent","14,92537313","2013","barnehagedeltakelse"
"1231","innvandrerbakgr","4","prosent","29,72972973","2013","barnehagedeltakelse"
"1232","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1233","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1234","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1235","innvandrerbakgr","4","prosent","11,17647059","2013","barnehagedeltakelse"
"1238","innvandrerbakgr","4","prosent","9,090909091","2013","barnehagedeltakelse"
"1241","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1242","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1243","innvandrerbakgr","4","prosent","12,5","2013","barnehagedeltakelse"
"1244","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1245","innvandrerbakgr","4","prosent","8,474576271","2013","barnehagedeltakelse"
"1246","innvandrerbakgr","4","prosent","6,784660767","2013","barnehagedeltakelse"
"1247","innvandrerbakgr","4","prosent","6,11814346","2013","barnehagedeltakelse"
"1251","innvandrerbakgr","4","prosent","11,11111111","2013","barnehagedeltakelse"
"1252","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1253","innvandrerbakgr","4","prosent","13,76146789","2013","barnehagedeltakelse"
"1256","innvandrerbakgr","4","prosent","7,692307692","2013","barnehagedeltakelse"
"1259","innvandrerbakgr","4","prosent","5,405405405","2013","barnehagedeltakelse"
"1260","innvandrerbakgr","4","prosent","14,08450704","2013","barnehagedeltakelse"
"1263","innvandrerbakgr","4","prosent","8,108108108","2013","barnehagedeltakelse"
"1264","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1265","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1266","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1401","innvandrerbakgr","4","prosent","12,5","2013","barnehagedeltakelse"
"1411","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1412","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1413","innvandrerbakgr","4","prosent","41,66666667","2013","barnehagedeltakelse"
"1416","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1417","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1418","innvandrerbakgr","4","prosent","50","2013","barnehagedeltakelse"
"1419","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1420","innvandrerbakgr","4","prosent","7,843137255","2013","barnehagedeltakelse"
"1421","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1422","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1424","innvandrerbakgr","4","prosent","20","2013","barnehagedeltakelse"
"1426","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1428","innvandrerbakgr","4","prosent","10,25641026","2013","barnehagedeltakelse"
"1429","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1430","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1431","innvandrerbakgr","4","prosent","8","2013","barnehagedeltakelse"
"1432","innvandrerbakgr","4","prosent","9,473684211","2013","barnehagedeltakelse"
"1433","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1438","innvandrerbakgr","4","prosent","19,44444444","2013","barnehagedeltakelse"
"1439","innvandrerbakgr","4","prosent","18,84057971","2013","barnehagedeltakelse"
"1441","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1443","innvandrerbakgr","4","prosent","7,352941176","2013","barnehagedeltakelse"
"1444","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1445","innvandrerbakgr","4","prosent","11,86440678","2013","barnehagedeltakelse"
"1449","innvandrerbakgr","4","prosent","26,85185185","2013","barnehagedeltakelse"
"1502","innvandrerbakgr","4","prosent","7,48502994","2013","barnehagedeltakelse"
"1504","innvandrerbakgr","4","prosent","10,53511706","2013","barnehagedeltakelse"
"1505","innvandrerbakgr","4","prosent","14,80263158","2013","barnehagedeltakelse"
"1511","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1514","innvandrerbakgr","4","prosent","30,43478261","2013","barnehagedeltakelse"
"1515","innvandrerbakgr","4","prosent","11,88118812","2013","barnehagedeltakelse"
"1516","innvandrerbakgr","4","prosent","14,72868217","2013","barnehagedeltakelse"
"1517","innvandrerbakgr","4","prosent","22,22222222","2013","barnehagedeltakelse"
"1519","innvandrerbakgr","4","prosent","10,43478261","2013","barnehagedeltakelse"
"1520","innvandrerbakgr","4","prosent","8,024691358","2013","barnehagedeltakelse"
"1523","innvandrerbakgr","4","prosent","15,625","2013","barnehagedeltakelse"
"1524","innvandrerbakgr","4","prosent","19,23076923","2013","barnehagedeltakelse"
"1525","innvandrerbakgr","4","prosent","13,63636364","2013","barnehagedeltakelse"
"1526","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1528","innvandrerbakgr","4","prosent","15,68627451","2013","barnehagedeltakelse"
"1529","innvandrerbakgr","4","prosent","11,53846154","2013","barnehagedeltakelse"
"1531","innvandrerbakgr","4","prosent","6,802721088","2013","barnehagedeltakelse"
"1532","innvandrerbakgr","4","prosent","5,555555556","2013","barnehagedeltakelse"
"1534","innvandrerbakgr","4","prosent","18,5840708","2013","barnehagedeltakelse"
"1535","innvandrerbakgr","4","prosent","5,633802817","2013","barnehagedeltakelse"
"1539","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1543","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1545","innvandrerbakgr","4","prosent","12,90322581","2013","barnehagedeltakelse"
"1546","innvandrerbakgr","4","prosent","42,85714286","2013","barnehagedeltakelse"
"1547","innvandrerbakgr","4","prosent","9,803921569","2013","barnehagedeltakelse"
"1548","innvandrerbakgr","4","prosent","6,611570248","2013","barnehagedeltakelse"
"1551","innvandrerbakgr","4","prosent","8,695652174","2013","barnehagedeltakelse"
"1554","innvandrerbakgr","4","prosent","6,944444444","2013","barnehagedeltakelse"
"1557","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1560","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1563","innvandrerbakgr","4","prosent","9,677419355","2013","barnehagedeltakelse"
"1566","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1567","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1571","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1573","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1576","innvandrerbakgr","4","prosent","16,66666667","2013","barnehagedeltakelse"
"1601","innvandrerbakgr","4","prosent","12,14223764","2013","barnehagedeltakelse"
"1612","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1613","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1617","innvandrerbakgr","4","prosent","15,38461538","2013","barnehagedeltakelse"
"1620","innvandrerbakgr","4","prosent","20","2013","barnehagedeltakelse"
"1621","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1622","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1624","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1627","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1630","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1632","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1633","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1634","innvandrerbakgr","4","prosent","10,66666667","2013","barnehagedeltakelse"
"1635","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1636","innvandrerbakgr","4","prosent","16,66666667","2013","barnehagedeltakelse"
"1638","innvandrerbakgr","4","prosent","5,389221557","2013","barnehagedeltakelse"
"1640","innvandrerbakgr","4","prosent","6,557377049","2013","barnehagedeltakelse"
"1644","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1648","innvandrerbakgr","4","prosent","13,69863014","2013","barnehagedeltakelse"
"1653","innvandrerbakgr","4","prosent","5,213270142","2013","barnehagedeltakelse"
"1657","innvandrerbakgr","4","prosent","5,454545455","2013","barnehagedeltakelse"
"1662","innvandrerbakgr","4","prosent","6,382978723","2013","barnehagedeltakelse"
"1663","innvandrerbakgr","4","prosent","4,712041885","2013","barnehagedeltakelse"
"1664","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1665","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1702","innvandrerbakgr","4","prosent","6,690140845","2013","barnehagedeltakelse"
"1703","innvandrerbakgr","4","prosent","11,69590643","2013","barnehagedeltakelse"
"1711","innvandrerbakgr","4","prosent","20","2013","barnehagedeltakelse"
"1714","innvandrerbakgr","4","prosent","8,641975309","2013","barnehagedeltakelse"
"1717","innvandrerbakgr","4","prosent","14,70588235","2013","barnehagedeltakelse"
"1718","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1719","innvandrerbakgr","4","prosent","5,485232068","2013","barnehagedeltakelse"
"1721","innvandrerbakgr","4","prosent","5,454545455","2013","barnehagedeltakelse"
"1724","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1725","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1736","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1738","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1739","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1740","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1742","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1743","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1744","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1748","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1749","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1750","innvandrerbakgr","4","prosent","13,46153846","2013","barnehagedeltakelse"
"1751","innvandrerbakgr","4","prosent","6,896551724","2013","barnehagedeltakelse"
"1755","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1756","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1804","innvandrerbakgr","4","prosent","6,851311953","2013","barnehagedeltakelse"
"1805","innvandrerbakgr","4","prosent","7,177033493","2013","barnehagedeltakelse"
"1811","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1812","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1813","innvandrerbakgr","4","prosent","7,627118644","2013","barnehagedeltakelse"
"1815","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1816","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1818","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1820","innvandrerbakgr","4","prosent","11,68831169","2013","barnehagedeltakelse"
"1822","innvandrerbakgr","4","prosent","17,85714286","2013","barnehagedeltakelse"
"1824","innvandrerbakgr","4","prosent","5","2013","barnehagedeltakelse"
"1825","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1826","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1827","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1828","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1832","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1833","innvandrerbakgr","4","prosent","5,3125","2013","barnehagedeltakelse"
"1834","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1835","innvandrerbakgr","4","prosent","50","2013","barnehagedeltakelse"
"1836","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1837","innvandrerbakgr","4","prosent","5,633802817","2013","barnehagedeltakelse"
"1838","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1839","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1840","innvandrerbakgr","4","prosent","7,692307692","2013","barnehagedeltakelse"
"1841","innvandrerbakgr","4","prosent","5,714285714","2013","barnehagedeltakelse"
"1845","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1848","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1849","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1850","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1851","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1852","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1853","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1854","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1856","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1857","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1859","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1860","innvandrerbakgr","4","prosent","12,60504202","2013","barnehagedeltakelse"
"1865","innvandrerbakgr","4","prosent","19,32773109","2013","barnehagedeltakelse"
"1866","innvandrerbakgr","4","prosent","15,55555556","2013","barnehagedeltakelse"
"1867","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1868","innvandrerbakgr","4","prosent","12,5","2013","barnehagedeltakelse"
"1870","innvandrerbakgr","4","prosent","6,25","2013","barnehagedeltakelse"
"1871","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1874","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1902","innvandrerbakgr","4","prosent","8,562019759","2013","barnehagedeltakelse"
"1903","innvandrerbakgr","4","prosent","6,597222222","2013","barnehagedeltakelse"
"1911","innvandrerbakgr","4","prosent","17,94871795","2013","barnehagedeltakelse"
"1913","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1917","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1919","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1920","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1922","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1923","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1924","innvandrerbakgr","4","prosent","5,633802817","2013","barnehagedeltakelse"
"1925","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1926","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1927","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1928","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1929","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1931","innvandrerbakgr","4","prosent","7,692307692","2013","barnehagedeltakelse"
"1933","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1936","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1938","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1939","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1940","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1941","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1942","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"1943","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2002","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2003","innvandrerbakgr","4","prosent","8,823529412","2013","barnehagedeltakelse"
"2004","innvandrerbakgr","4","prosent","14,19753086","2013","barnehagedeltakelse"
"2011","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2012","innvandrerbakgr","4","prosent","7,581227437","2013","barnehagedeltakelse"
"2014","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2015","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2017","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2018","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2019","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2020","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2021","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2022","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2023","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2024","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2025","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2027","innvandrerbakgr","4","prosent",".","2013","barnehagedeltakelse"
"2028","innvandrerbakgr","4","prosent","18,18181818","2013","barnehagedeltakelse"
"2030","innvandrerbakgr","4","prosent","6,603773585","2013","barnehagedeltakelse"
"0101","innvandrerbakgr","5","prosent","15,57377049","2013","barnehagedeltakelse"
"0104","innvandrerbakgr","5","prosent","21,7270195","2013","barnehagedeltakelse"
"0105","innvandrerbakgr","5","prosent","19,30091185","2013","barnehagedeltakelse"
"0106","innvandrerbakgr","5","prosent","18,23394495","2013","barnehagedeltakelse"
"0111","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0118","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0119","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0121","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0122","innvandrerbakgr","5","prosent","8,196721311","2013","barnehagedeltakelse"
"0123","innvandrerbakgr","5","prosent","8","2013","barnehagedeltakelse"
"0124","innvandrerbakgr","5","prosent","15,2284264","2013","barnehagedeltakelse"
"0125","innvandrerbakgr","5","prosent","15,96638655","2013","barnehagedeltakelse"
"0127","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0128","innvandrerbakgr","5","prosent","15,68627451","2013","barnehagedeltakelse"
"0135","innvandrerbakgr","5","prosent","7,5","2013","barnehagedeltakelse"
"0136","innvandrerbakgr","5","prosent","8,724832215","2013","barnehagedeltakelse"
"0137","innvandrerbakgr","5","prosent","16,66666667","2013","barnehagedeltakelse"
"0138","innvandrerbakgr","5","prosent","10","2013","barnehagedeltakelse"
"0211","innvandrerbakgr","5","prosent","13,83928571","2013","barnehagedeltakelse"
"0213","innvandrerbakgr","5","prosent","10,430839","2013","barnehagedeltakelse"
"0214","innvandrerbakgr","5","prosent","17,04545455","2013","barnehagedeltakelse"
"0215","innvandrerbakgr","5","prosent","6,091370558","2013","barnehagedeltakelse"
"0216","innvandrerbakgr","5","prosent","5,576208178","2013","barnehagedeltakelse"
"0217","innvandrerbakgr","5","prosent","11,11111111","2013","barnehagedeltakelse"
"0219","innvandrerbakgr","5","prosent","12,72509004","2013","barnehagedeltakelse"
"0220","innvandrerbakgr","5","prosent","15,50190597","2013","barnehagedeltakelse"
"0221","innvandrerbakgr","5","prosent","10,6741573","2013","barnehagedeltakelse"
"0226","innvandrerbakgr","5","prosent","10,64638783","2013","barnehagedeltakelse"
"0227","innvandrerbakgr","5","prosent","13,33333333","2013","barnehagedeltakelse"
"0228","innvandrerbakgr","5","prosent","13,65638767","2013","barnehagedeltakelse"
"0229","innvandrerbakgr","5","prosent","7,425742574","2013","barnehagedeltakelse"
"0230","innvandrerbakgr","5","prosent","19,01565996","2013","barnehagedeltakelse"
"0231","innvandrerbakgr","5","prosent","24,58015267","2013","barnehagedeltakelse"
"0233","innvandrerbakgr","5","prosent","10,28277635","2013","barnehagedeltakelse"
"0234","innvandrerbakgr","5","prosent","10,34482759","2013","barnehagedeltakelse"
"0235","innvandrerbakgr","5","prosent","15,10204082","2013","barnehagedeltakelse"
"0236","innvandrerbakgr","5","prosent","9,836065574","2013","barnehagedeltakelse"
"0237","innvandrerbakgr","5","prosent","11,66666667","2013","barnehagedeltakelse"
"0238","innvandrerbakgr","5","prosent","12,02531646","2013","barnehagedeltakelse"
"0239","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0301","innvandrerbakgr","5","prosent","31,35450421","2013","barnehagedeltakelse"
"0402","innvandrerbakgr","5","prosent","9,230769231","2013","barnehagedeltakelse"
"0403","innvandrerbakgr","5","prosent","17,04918033","2013","barnehagedeltakelse"
"0412","innvandrerbakgr","5","prosent","7,798165138","2013","barnehagedeltakelse"
"0415","innvandrerbakgr","5","prosent","6,172839506","2013","barnehagedeltakelse"
"0417","innvandrerbakgr","5","prosent","7,368421053","2013","barnehagedeltakelse"
"0418","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0419","innvandrerbakgr","5","prosent","5,952380952","2013","barnehagedeltakelse"
"0420","innvandrerbakgr","5","prosent","12","2013","barnehagedeltakelse"
"0423","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0425","innvandrerbakgr","5","prosent","7,142857143","2013","barnehagedeltakelse"
"0426","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0427","innvandrerbakgr","5","prosent","13,77777778","2013","barnehagedeltakelse"
"0428","innvandrerbakgr","5","prosent","13,04347826","2013","barnehagedeltakelse"
"0429","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0430","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0432","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0434","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0436","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0437","innvandrerbakgr","5","prosent","9,523809524","2013","barnehagedeltakelse"
"0438","innvandrerbakgr","5","prosent","12,90322581","2013","barnehagedeltakelse"
"0439","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0441","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0501","innvandrerbakgr","5","prosent","10,49382716","2013","barnehagedeltakelse"
"0502","innvandrerbakgr","5","prosent","13,39285714","2013","barnehagedeltakelse"
"0511","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0512","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0513","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0514","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0515","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0516","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0517","innvandrerbakgr","5","prosent","14,70588235","2013","barnehagedeltakelse"
"0519","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0520","innvandrerbakgr","5","prosent",".","2013","barnehagedeltakelse"
"0521","innvandrerbakgr","5","prosent","24,44444444","2013","barnehagedeltakelse"
"0522","innvandrerbakgr","5","prosent","4,938271605","2013","barnehagedeltakelse"
"0528","innvandrerbakgr","5","prosent","10,20408163","2013","barnehagedeltakelse"
"0529","innvandrerbakgr","5","prosent","7,432432432","2013","barnehagedeltakelse"
"0532","innvandrerbakgr","5","prosent","5,194805195","2013","barnehagedeltakelse"
"0533","innvandrerbakgr","5","prosent","6,306306306","2013","barnehagedeltakelse"
"0534","innvandrerbakgr","5","prosent","9,459459459","2013","barnehagedeltakelse"
"0536","innvandrerbakgr","5","prosent","6,349206349","2013","barnehagedeltakelse"
"0538","innvandrerbakgr","5","prosent","8,955223881","2013","barnehagedeltakelse"
"0540","innvandrerbakgr","5","prosent","13,15789474","2013","barnehagedeltakelse"
