"naringsregion_nr","tilskudd_til_kommuner","tabellvariabel","tabell_navn","aar","enhet"
"59","totalt",23813737.5,"tilskudd","2015","kroner"
"60","totalt",42303433,"tilskudd","2015","kroner"
"61","totalt",443807989.49,"tilskudd","2015","kroner"
"62","totalt",17103475,"tilskudd","2015","kroner"
"63","totalt",70814660,"tilskudd","2015","kroner"
"64","totalt",139340312.66,"tilskudd","2015","kroner"
"65","totalt",38788368.99,"tilskudd","2015","kroner"
"66","totalt",39199417.5,"tilskudd","2015","kroner"
"67","totalt",58555066,"tilskudd","2015","kroner"
"68","totalt",35564462.5,"tilskudd","2015","kroner"
"69","totalt",73568136.49,"tilskudd","2015","kroner"
"70","totalt",1896600,"tilskudd","2015","kroner"
"71","totalt",45211759.32,"tilskudd","2015","kroner"
"72","totalt",67640030.83,"tilskudd","2015","kroner"
"73","totalt",216468585.82,"tilskudd","2015","kroner"
"74","totalt",68565850.5,"tilskudd","2015","kroner"
"75","totalt",109499851,"tilskudd","2015","kroner"
"76","totalt",128345600.66,"tilskudd","2015","kroner"
"77","totalt",143332777.99,"tilskudd","2015","kroner"
"78","totalt",124241052.64,"tilskudd","2015","kroner"
"79","totalt",153713899.51,"tilskudd","2015","kroner"
"80","totalt",28993125,"tilskudd","2015","kroner"
"81","totalt",98407649.49,"tilskudd","2015","kroner"
"82","totalt",23197750,"tilskudd","2015","kroner"
"83","totalt",141504853.66,"tilskudd","2015","kroner"
"99","totalt",72800,"tilskudd","2015","kroner"
