"kommune_nr","innvkat_3","vreg_3","enhet","aar","tabellvariabel","tabell_navn"
"1439","befolkningen_ellers","alle","kroner","2014","345400","gjennomsnittsinntekt"
"1441","befolkningen_ellers","alle","kroner","2014","348900","gjennomsnittsinntekt"
"1443","befolkningen_ellers","alle","kroner","2014","346600","gjennomsnittsinntekt"
"1444","befolkningen_ellers","alle","kroner","2014","333700","gjennomsnittsinntekt"
"1445","befolkningen_ellers","alle","kroner","2014","348300","gjennomsnittsinntekt"
"1449","befolkningen_ellers","alle","kroner","2014","336300","gjennomsnittsinntekt"
"1502","befolkningen_ellers","alle","kroner","2014","368500","gjennomsnittsinntekt"
"1504","befolkningen_ellers","alle","kroner","2014","366600","gjennomsnittsinntekt"
"1505","befolkningen_ellers","alle","kroner","2014","358100","gjennomsnittsinntekt"
"1511","befolkningen_ellers","alle","kroner","2014","349100","gjennomsnittsinntekt"
"1514","befolkningen_ellers","alle","kroner","2014","363700","gjennomsnittsinntekt"
"1515","befolkningen_ellers","alle","kroner","2014","383600","gjennomsnittsinntekt"
"1516","befolkningen_ellers","alle","kroner","2014","383400","gjennomsnittsinntekt"
"1517","befolkningen_ellers","alle","kroner","2014","360200","gjennomsnittsinntekt"
"1519","befolkningen_ellers","alle","kroner","2014","344800","gjennomsnittsinntekt"
"1520","befolkningen_ellers","alle","kroner","2014","346600","gjennomsnittsinntekt"
"1523","befolkningen_ellers","alle","kroner","2014","353700","gjennomsnittsinntekt"
"1524","befolkningen_ellers","alle","kroner","2014","339500","gjennomsnittsinntekt"
"1525","befolkningen_ellers","alle","kroner","2014","356200","gjennomsnittsinntekt"
"1526","befolkningen_ellers","alle","kroner","2014","309000","gjennomsnittsinntekt"
"1528","befolkningen_ellers","alle","kroner","2014","337700","gjennomsnittsinntekt"
"1529","befolkningen_ellers","alle","kroner","2014","356600","gjennomsnittsinntekt"
"1531","befolkningen_ellers","alle","kroner","2014","350900","gjennomsnittsinntekt"
"1532","befolkningen_ellers","alle","kroner","2014","363000","gjennomsnittsinntekt"
"1534","befolkningen_ellers","alle","kroner","2014","356200","gjennomsnittsinntekt"
"1535","befolkningen_ellers","alle","kroner","2014","346100","gjennomsnittsinntekt"
"1539","befolkningen_ellers","alle","kroner","2014","343600","gjennomsnittsinntekt"
"1543","befolkningen_ellers","alle","kroner","2014","352200","gjennomsnittsinntekt"
"1545","befolkningen_ellers","alle","kroner","2014","349700","gjennomsnittsinntekt"
"1546","befolkningen_ellers","alle","kroner","2014","393300","gjennomsnittsinntekt"
"1547","befolkningen_ellers","alle","kroner","2014","368200","gjennomsnittsinntekt"
"1548","befolkningen_ellers","alle","kroner","2014","354900","gjennomsnittsinntekt"
"1551","befolkningen_ellers","alle","kroner","2014","346800","gjennomsnittsinntekt"
"1554","befolkningen_ellers","alle","kroner","2014","361300","gjennomsnittsinntekt"
"1557","befolkningen_ellers","alle","kroner","2014","347200","gjennomsnittsinntekt"
"1560","befolkningen_ellers","alle","kroner","2014","338300","gjennomsnittsinntekt"
"1563","befolkningen_ellers","alle","kroner","2014","349700","gjennomsnittsinntekt"
"1566","befolkningen_ellers","alle","kroner","2014","335500","gjennomsnittsinntekt"
"1567","befolkningen_ellers","alle","kroner","2014","326800","gjennomsnittsinntekt"
"1571","befolkningen_ellers","alle","kroner","2014","324800","gjennomsnittsinntekt"
"1573","befolkningen_ellers","alle","kroner","2014","355100","gjennomsnittsinntekt"
"1576","befolkningen_ellers","alle","kroner","2014","341800","gjennomsnittsinntekt"
"1601","befolkningen_ellers","alle","kroner","2014","363800","gjennomsnittsinntekt"
"1612","befolkningen_ellers","alle","kroner","2014","337100","gjennomsnittsinntekt"
"1613","befolkningen_ellers","alle","kroner","2014","341500","gjennomsnittsinntekt"
"1617","befolkningen_ellers","alle","kroner","2014","341400","gjennomsnittsinntekt"
"1620","befolkningen_ellers","alle","kroner","2014","350500","gjennomsnittsinntekt"
"1621","befolkningen_ellers","alle","kroner","2014","337300","gjennomsnittsinntekt"
"1622","befolkningen_ellers","alle","kroner","2014","329000","gjennomsnittsinntekt"
"1624","befolkningen_ellers","alle","kroner","2014","329100","gjennomsnittsinntekt"
"1627","befolkningen_ellers","alle","kroner","2014","323500","gjennomsnittsinntekt"
"1630","befolkningen_ellers","alle","kroner","2014","333100","gjennomsnittsinntekt"
"1632","befolkningen_ellers","alle","kroner","2014","319200","gjennomsnittsinntekt"
"1633","befolkningen_ellers","alle","kroner","2014","320300","gjennomsnittsinntekt"
"1634","befolkningen_ellers","alle","kroner","2014","332700","gjennomsnittsinntekt"
"1635","befolkningen_ellers","alle","kroner","2014","321000","gjennomsnittsinntekt"
"1636","befolkningen_ellers","alle","kroner","2014","318300","gjennomsnittsinntekt"
"1638","befolkningen_ellers","alle","kroner","2014","342300","gjennomsnittsinntekt"
"1640","befolkningen_ellers","alle","kroner","2014","337600","gjennomsnittsinntekt"
"1644","befolkningen_ellers","alle","kroner","2014","339000","gjennomsnittsinntekt"
"1648","befolkningen_ellers","alle","kroner","2014","334400","gjennomsnittsinntekt"
"1653","befolkningen_ellers","alle","kroner","2014","345800","gjennomsnittsinntekt"
"1657","befolkningen_ellers","alle","kroner","2014","350400","gjennomsnittsinntekt"
"1662","befolkningen_ellers","alle","kroner","2014","350700","gjennomsnittsinntekt"
"1663","befolkningen_ellers","alle","kroner","2014","371100","gjennomsnittsinntekt"
"1664","befolkningen_ellers","alle","kroner","2014","336300","gjennomsnittsinntekt"
"1665","befolkningen_ellers","alle","kroner","2014","332800","gjennomsnittsinntekt"
"1702","befolkningen_ellers","alle","kroner","2014","332600","gjennomsnittsinntekt"
"1703","befolkningen_ellers","alle","kroner","2014","336700","gjennomsnittsinntekt"
"1711","befolkningen_ellers","alle","kroner","2014","317000","gjennomsnittsinntekt"
"1714","befolkningen_ellers","alle","kroner","2014","345200","gjennomsnittsinntekt"
"1717","befolkningen_ellers","alle","kroner","2014","321500","gjennomsnittsinntekt"
"1718","befolkningen_ellers","alle","kroner","2014","328500","gjennomsnittsinntekt"
"1719","befolkningen_ellers","alle","kroner","2014","338500","gjennomsnittsinntekt"
"1721","befolkningen_ellers","alle","kroner","2014","327800","gjennomsnittsinntekt"
"1724","befolkningen_ellers","alle","kroner","2014","309000","gjennomsnittsinntekt"
"1725","befolkningen_ellers","alle","kroner","2014","329000","gjennomsnittsinntekt"
"1736","befolkningen_ellers","alle","kroner","2014","325800","gjennomsnittsinntekt"
"1738","befolkningen_ellers","alle","kroner","2014","329400","gjennomsnittsinntekt"
"1739","befolkningen_ellers","alle","kroner","2014","336500","gjennomsnittsinntekt"
"1740","befolkningen_ellers","alle","kroner","2014","328100","gjennomsnittsinntekt"
"1742","befolkningen_ellers","alle","kroner","2014","337000","gjennomsnittsinntekt"
"1743","befolkningen_ellers","alle","kroner","2014","332000","gjennomsnittsinntekt"
"1744","befolkningen_ellers","alle","kroner","2014","341000","gjennomsnittsinntekt"
"1748","befolkningen_ellers","alle","kroner","2014","319700","gjennomsnittsinntekt"
"1749","befolkningen_ellers","alle","kroner","2014","344200","gjennomsnittsinntekt"
"1750","befolkningen_ellers","alle","kroner","2014","347700","gjennomsnittsinntekt"
"1751","befolkningen_ellers","alle","kroner","2014","327000","gjennomsnittsinntekt"
"1755","befolkningen_ellers","alle","kroner","2014","325800","gjennomsnittsinntekt"
"1756","befolkningen_ellers","alle","kroner","2014","338000","gjennomsnittsinntekt"
"1804","befolkningen_ellers","alle","kroner","2014","365000","gjennomsnittsinntekt"
"1805","befolkningen_ellers","alle","kroner","2014","355900","gjennomsnittsinntekt"
"1811","befolkningen_ellers","alle","kroner","2014","308400","gjennomsnittsinntekt"
"1812","befolkningen_ellers","alle","kroner","2014","324600","gjennomsnittsinntekt"
"1813","befolkningen_ellers","alle","kroner","2014","340100","gjennomsnittsinntekt"
"1815","befolkningen_ellers","alle","kroner","2014","329100","gjennomsnittsinntekt"
"1816","befolkningen_ellers","alle","kroner","2014","328200","gjennomsnittsinntekt"
"1818","befolkningen_ellers","alle","kroner","2014","342500","gjennomsnittsinntekt"
"1820","befolkningen_ellers","alle","kroner","2014","350300","gjennomsnittsinntekt"
"1822","befolkningen_ellers","alle","kroner","2014","334000","gjennomsnittsinntekt"
"1824","befolkningen_ellers","alle","kroner","2014","340600","gjennomsnittsinntekt"
"1825","befolkningen_ellers","alle","kroner","2014","324000","gjennomsnittsinntekt"
"1826","befolkningen_ellers","alle","kroner","2014","320600","gjennomsnittsinntekt"
"1827","befolkningen_ellers","alle","kroner","2014","323100","gjennomsnittsinntekt"
"1828","befolkningen_ellers","alle","kroner","2014","317300","gjennomsnittsinntekt"
"1832","befolkningen_ellers","alle","kroner","2014","324400","gjennomsnittsinntekt"
"1833","befolkningen_ellers","alle","kroner","2014","342300","gjennomsnittsinntekt"
"1834","befolkningen_ellers","alle","kroner","2014","328900","gjennomsnittsinntekt"
"1835","befolkningen_ellers","alle","kroner","2014","311900","gjennomsnittsinntekt"
"1836","befolkningen_ellers","alle","kroner","2014","318500","gjennomsnittsinntekt"
"1837","befolkningen_ellers","alle","kroner","2014","338900","gjennomsnittsinntekt"
"1838","befolkningen_ellers","alle","kroner","2014","342200","gjennomsnittsinntekt"
"1839","befolkningen_ellers","alle","kroner","2014","322400","gjennomsnittsinntekt"
"1840","befolkningen_ellers","alle","kroner","2014","337300","gjennomsnittsinntekt"
"1841","befolkningen_ellers","alle","kroner","2014","342200","gjennomsnittsinntekt"
"1845","befolkningen_ellers","alle","kroner","2014","336800","gjennomsnittsinntekt"
"1848","befolkningen_ellers","alle","kroner","2014","334700","gjennomsnittsinntekt"
"1849","befolkningen_ellers","alle","kroner","2014","336000","gjennomsnittsinntekt"
"1850","befolkningen_ellers","alle","kroner","2014","330400","gjennomsnittsinntekt"
"1851","befolkningen_ellers","alle","kroner","2014","342500","gjennomsnittsinntekt"
"1852","befolkningen_ellers","alle","kroner","2014","333900","gjennomsnittsinntekt"
"1853","befolkningen_ellers","alle","kroner","2014","332700","gjennomsnittsinntekt"
"1854","befolkningen_ellers","alle","kroner","2014","319700","gjennomsnittsinntekt"
"1856","befolkningen_ellers","alle","kroner","2014","340100","gjennomsnittsinntekt"
"1857","befolkningen_ellers","alle","kroner","2014","319000","gjennomsnittsinntekt"
"1859","befolkningen_ellers","alle","kroner","2014","336300","gjennomsnittsinntekt"
"1860","befolkningen_ellers","alle","kroner","2014","332200","gjennomsnittsinntekt"
"1865","befolkningen_ellers","alle","kroner","2014","339100","gjennomsnittsinntekt"
"1866","befolkningen_ellers","alle","kroner","2014","338900","gjennomsnittsinntekt"
"1867","befolkningen_ellers","alle","kroner","2014","306500","gjennomsnittsinntekt"
"1868","befolkningen_ellers","alle","kroner","2014","334300","gjennomsnittsinntekt"
"1870","befolkningen_ellers","alle","kroner","2014","339200","gjennomsnittsinntekt"
"1871","befolkningen_ellers","alle","kroner","2014","334700","gjennomsnittsinntekt"
"1874","befolkningen_ellers","alle","kroner","2014","332700","gjennomsnittsinntekt"
"1902","befolkningen_ellers","alle","kroner","2014","366600","gjennomsnittsinntekt"
"1903","befolkningen_ellers","alle","kroner","2014","352100","gjennomsnittsinntekt"
"1911","befolkningen_ellers","alle","kroner","2014","335200","gjennomsnittsinntekt"
"1913","befolkningen_ellers","alle","kroner","2014","343300","gjennomsnittsinntekt"
"1917","befolkningen_ellers","alle","kroner","2014","327600","gjennomsnittsinntekt"
"1919","befolkningen_ellers","alle","kroner","2014","322900","gjennomsnittsinntekt"
"1920","befolkningen_ellers","alle","kroner","2014","315800","gjennomsnittsinntekt"
"1922","befolkningen_ellers","alle","kroner","2014","354600","gjennomsnittsinntekt"
"1923","befolkningen_ellers","alle","kroner","2014","332100","gjennomsnittsinntekt"
"1924","befolkningen_ellers","alle","kroner","2014","357600","gjennomsnittsinntekt"
"1925","befolkningen_ellers","alle","kroner","2014","347400","gjennomsnittsinntekt"
"1926","befolkningen_ellers","alle","kroner","2014","325300","gjennomsnittsinntekt"
"1927","befolkningen_ellers","alle","kroner","2014","326900","gjennomsnittsinntekt"
"1928","befolkningen_ellers","alle","kroner","2014","351300","gjennomsnittsinntekt"
"1929","befolkningen_ellers","alle","kroner","2014","348700","gjennomsnittsinntekt"
"1931","befolkningen_ellers","alle","kroner","2014","341800","gjennomsnittsinntekt"
"1933","befolkningen_ellers","alle","kroner","2014","330400","gjennomsnittsinntekt"
"1936","befolkningen_ellers","alle","kroner","2014","354300","gjennomsnittsinntekt"
"1938","befolkningen_ellers","alle","kroner","2014","341700","gjennomsnittsinntekt"
"1939","befolkningen_ellers","alle","kroner","2014","345400","gjennomsnittsinntekt"
"1940","befolkningen_ellers","alle","kroner","2014","333300","gjennomsnittsinntekt"
"1941","befolkningen_ellers","alle","kroner","2014","343700","gjennomsnittsinntekt"
"1942","befolkningen_ellers","alle","kroner","2014","338500","gjennomsnittsinntekt"
"1943","befolkningen_ellers","alle","kroner","2014","324000","gjennomsnittsinntekt"
"2002","befolkningen_ellers","alle","kroner","2014","329800","gjennomsnittsinntekt"
"2003","befolkningen_ellers","alle","kroner","2014","374200","gjennomsnittsinntekt"
"2004","befolkningen_ellers","alle","kroner","2014","389700","gjennomsnittsinntekt"
"2011","befolkningen_ellers","alle","kroner","2014","307900","gjennomsnittsinntekt"
"2012","befolkningen_ellers","alle","kroner","2014","360000","gjennomsnittsinntekt"
"2014","befolkningen_ellers","alle","kroner","2014","314400","gjennomsnittsinntekt"
"2015","befolkningen_ellers","alle","kroner","2014","321500","gjennomsnittsinntekt"
"2017","befolkningen_ellers","alle","kroner","2014","347300","gjennomsnittsinntekt"
"2018","befolkningen_ellers","alle","kroner","2014","344600","gjennomsnittsinntekt"
"2019","befolkningen_ellers","alle","kroner","2014","357400","gjennomsnittsinntekt"
"2020","befolkningen_ellers","alle","kroner","2014","358200","gjennomsnittsinntekt"
"2021","befolkningen_ellers","alle","kroner","2014","323600","gjennomsnittsinntekt"
"2022","befolkningen_ellers","alle","kroner","2014","336000","gjennomsnittsinntekt"
"2023","befolkningen_ellers","alle","kroner","2014","333600","gjennomsnittsinntekt"
"2024","befolkningen_ellers","alle","kroner","2014","347800","gjennomsnittsinntekt"
"2025","befolkningen_ellers","alle","kroner","2014","347500","gjennomsnittsinntekt"
"2027","befolkningen_ellers","alle","kroner","2014","330100","gjennomsnittsinntekt"
"2028","befolkningen_ellers","alle","kroner","2014","338600","gjennomsnittsinntekt"
"2030","befolkningen_ellers","alle","kroner","2014","368700","gjennomsnittsinntekt"
