"bydel_nr,""barnikommune"",""bhgalder"",""enhet"",""tabellvariabel"",""aar"",""tabell_navn"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""4"",""personer"",""254"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""4"",""personer"",""205"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""4"",""personer"",""118"",2014,""barnehagedeltakelse"""
"030104,""innvandrerbakgr"",""4"",""personer"",""76"",2014,""barnehagedeltakelse"""
"030105,""innvandrerbakgr"",""4"",""personer"",""107"",2014,""barnehagedeltakelse"""
"030106,""innvandrerbakgr"",""4"",""personer"",""45"",2014,""barnehagedeltakelse"""
"030107,""innvandrerbakgr"",""4"",""personer"",""69"",2014,""barnehagedeltakelse"""
"030108,""innvandrerbakgr"",""4"",""personer"",""70"",2014,""barnehagedeltakelse"""
"030109,""innvandrerbakgr"",""4"",""personer"",""218"",2014,""barnehagedeltakelse"""
"030110,""innvandrerbakgr"",""4"",""personer"",""208"",2014,""barnehagedeltakelse"""
"030111,""innvandrerbakgr"",""4"",""personer"",""252"",2014,""barnehagedeltakelse"""
"030112,""innvandrerbakgr"",""4"",""personer"",""393"",2014,""barnehagedeltakelse"""
"030113,""innvandrerbakgr"",""4"",""personer"",""160"",2014,""barnehagedeltakelse"""
"030114,""innvandrerbakgr"",""4"",""personer"",""64"",2014,""barnehagedeltakelse"""
"030115,""innvandrerbakgr"",""4"",""personer"",""276"",2014,""barnehagedeltakelse"""
"030116,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030117,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030199,""innvandrerbakgr"",""4"",""personer"",""."",2014,""barnehagedeltakelse"""
"030101,""innvandrerbakgr"",""5"",""personer"",""262"",2014,""barnehagedeltakelse"""
"030102,""innvandrerbakgr"",""5"",""personer"",""202"",2014,""barnehagedeltakelse"""
"030103,""innvandrerbakgr"",""5"",""personer"",""102"",2014,""barnehagedeltakelse"""
