"kommune_nr","bosetting","enhet","tabellvariabel","tabell_navn","aar"
"1144","anmodning","prosent","100","bosatt_anmodede","2014"
"1145","anmodning","prosent","100","bosatt_anmodede","2014"
"1146","anmodning","prosent","100","bosatt_anmodede","2014"
"1149","anmodning","prosent","100","bosatt_anmodede","2014"
"1151","anmodning","prosent","100","bosatt_anmodede","2014"
"1160","anmodning","prosent","100","bosatt_anmodede","2014"
"1201","anmodning","prosent","100","bosatt_anmodede","2014"
"1211","anmodning","prosent","100","bosatt_anmodede","2014"
"1216","anmodning","prosent","100","bosatt_anmodede","2014"
"1219","anmodning","prosent","100","bosatt_anmodede","2014"
"1221","anmodning","prosent","100","bosatt_anmodede","2014"
"1222","anmodning","prosent","100","bosatt_anmodede","2014"
"1223","anmodning","prosent","100","bosatt_anmodede","2014"
"1224","anmodning","prosent","100","bosatt_anmodede","2014"
"1227","anmodning","prosent","100","bosatt_anmodede","2014"
"1228","anmodning","prosent","100","bosatt_anmodede","2014"
"1231","anmodning","prosent","100","bosatt_anmodede","2014"
"1232","anmodning","prosent","100","bosatt_anmodede","2014"
"1233","anmodning","prosent","100","bosatt_anmodede","2014"
"1234","anmodning","prosent","100","bosatt_anmodede","2014"
"1235","anmodning","prosent","100","bosatt_anmodede","2014"
"1238","anmodning","prosent","100","bosatt_anmodede","2014"
"1241","anmodning","prosent","100","bosatt_anmodede","2014"
"1242","anmodning","prosent","100","bosatt_anmodede","2014"
"1243","anmodning","prosent","100","bosatt_anmodede","2014"
"1244","anmodning","prosent","100","bosatt_anmodede","2014"
"1245","anmodning","prosent","100","bosatt_anmodede","2014"
"1246","anmodning","prosent","100","bosatt_anmodede","2014"
"1247","anmodning","prosent","100","bosatt_anmodede","2014"
"1251","anmodning","prosent","100","bosatt_anmodede","2014"
"1252","anmodning","prosent","100","bosatt_anmodede","2014"
"1253","anmodning","prosent","100","bosatt_anmodede","2014"
"1256","anmodning","prosent","100","bosatt_anmodede","2014"
"1259","anmodning","prosent","100","bosatt_anmodede","2014"
"1260","anmodning","prosent","100","bosatt_anmodede","2014"
"1263","anmodning","prosent","100","bosatt_anmodede","2014"
"1264","anmodning","prosent","100","bosatt_anmodede","2014"
"1265","anmodning","prosent","100","bosatt_anmodede","2014"
"1266","anmodning","prosent","100","bosatt_anmodede","2014"
"1401","anmodning","prosent","100","bosatt_anmodede","2014"
"1411","anmodning","prosent","100","bosatt_anmodede","2014"
"1412","anmodning","prosent","100","bosatt_anmodede","2014"
"1413","anmodning","prosent","100","bosatt_anmodede","2014"
"1416","anmodning","prosent","100","bosatt_anmodede","2014"
"1417","anmodning","prosent","100","bosatt_anmodede","2014"
"1418","anmodning","prosent","100","bosatt_anmodede","2014"
"1419","anmodning","prosent","100","bosatt_anmodede","2014"
"1420","anmodning","prosent","100","bosatt_anmodede","2014"
"1421","anmodning","prosent","100","bosatt_anmodede","2014"
"1422","anmodning","prosent","100","bosatt_anmodede","2014"
"1424","anmodning","prosent","100","bosatt_anmodede","2014"
"1426","anmodning","prosent","100","bosatt_anmodede","2014"
"1428","anmodning","prosent","100","bosatt_anmodede","2014"
"1429","anmodning","prosent","100","bosatt_anmodede","2014"
"1430","anmodning","prosent","100","bosatt_anmodede","2014"
"1431","anmodning","prosent","100","bosatt_anmodede","2014"
"1432","anmodning","prosent","100","bosatt_anmodede","2014"
"1433","anmodning","prosent","100","bosatt_anmodede","2014"
"1438","anmodning","prosent","100","bosatt_anmodede","2014"
"1439","anmodning","prosent","100","bosatt_anmodede","2014"
"1441","anmodning","prosent","100","bosatt_anmodede","2014"
"1443","anmodning","prosent","100","bosatt_anmodede","2014"
"1444","anmodning","prosent","100","bosatt_anmodede","2014"
"1445","anmodning","prosent","100","bosatt_anmodede","2014"
"1449","anmodning","prosent","100","bosatt_anmodede","2014"
"1502","anmodning","prosent","100","bosatt_anmodede","2014"
"1504","anmodning","prosent","100","bosatt_anmodede","2014"
"1505","anmodning","prosent","100","bosatt_anmodede","2014"
"1511","anmodning","prosent","100","bosatt_anmodede","2014"
"1514","anmodning","prosent","100","bosatt_anmodede","2014"
"1515","anmodning","prosent","100","bosatt_anmodede","2014"
"1516","anmodning","prosent","100","bosatt_anmodede","2014"
"1517","anmodning","prosent","100","bosatt_anmodede","2014"
"1519","anmodning","prosent","100","bosatt_anmodede","2014"
"1520","anmodning","prosent","100","bosatt_anmodede","2014"
"1523","anmodning","prosent","100","bosatt_anmodede","2014"
"1524","anmodning","prosent","100","bosatt_anmodede","2014"
"1525","anmodning","prosent","100","bosatt_anmodede","2014"
"1526","anmodning","prosent","100","bosatt_anmodede","2014"
"1528","anmodning","prosent","100","bosatt_anmodede","2014"
"1529","anmodning","prosent","100","bosatt_anmodede","2014"
"1531","anmodning","prosent","100","bosatt_anmodede","2014"
"1532","anmodning","prosent","100","bosatt_anmodede","2014"
"1534","anmodning","prosent","100","bosatt_anmodede","2014"
"1535","anmodning","prosent","100","bosatt_anmodede","2014"
"1539","anmodning","prosent","100","bosatt_anmodede","2014"
"1543","anmodning","prosent","100","bosatt_anmodede","2014"
"1545","anmodning","prosent","100","bosatt_anmodede","2014"
"1546","anmodning","prosent","100","bosatt_anmodede","2014"
"1547","anmodning","prosent","100","bosatt_anmodede","2014"
"1548","anmodning","prosent","100","bosatt_anmodede","2014"
"1551","anmodning","prosent","100","bosatt_anmodede","2014"
"1554","anmodning","prosent","100","bosatt_anmodede","2014"
"1557","anmodning","prosent","100","bosatt_anmodede","2014"
"1560","anmodning","prosent","100","bosatt_anmodede","2014"
"1563","anmodning","prosent","100","bosatt_anmodede","2014"
"1566","anmodning","prosent","100","bosatt_anmodede","2014"
"1567","anmodning","prosent","100","bosatt_anmodede","2014"
"1571","anmodning","prosent","100","bosatt_anmodede","2014"
"1573","anmodning","prosent","100","bosatt_anmodede","2014"
"1576","anmodning","prosent","100","bosatt_anmodede","2014"
"1601","anmodning","prosent","100","bosatt_anmodede","2014"
"1612","anmodning","prosent","100","bosatt_anmodede","2014"
"1613","anmodning","prosent","100","bosatt_anmodede","2014"
"1617","anmodning","prosent","100","bosatt_anmodede","2014"
"1620","anmodning","prosent","100","bosatt_anmodede","2014"
"1621","anmodning","prosent","100","bosatt_anmodede","2014"
"1622","anmodning","prosent","100","bosatt_anmodede","2014"
"1624","anmodning","prosent","100","bosatt_anmodede","2014"
"1627","anmodning","prosent","100","bosatt_anmodede","2014"
"1630","anmodning","prosent","100","bosatt_anmodede","2014"
"1632","anmodning","prosent","100","bosatt_anmodede","2014"
"1633","anmodning","prosent","100","bosatt_anmodede","2014"
"1634","anmodning","prosent","100","bosatt_anmodede","2014"
"1635","anmodning","prosent","100","bosatt_anmodede","2014"
"1636","anmodning","prosent","100","bosatt_anmodede","2014"
"1638","anmodning","prosent","100","bosatt_anmodede","2014"
"1640","anmodning","prosent","100","bosatt_anmodede","2014"
"1644","anmodning","prosent","100","bosatt_anmodede","2014"
"1648","anmodning","prosent","100","bosatt_anmodede","2014"
"1653","anmodning","prosent","100","bosatt_anmodede","2014"
"1657","anmodning","prosent","100","bosatt_anmodede","2014"
"1662","anmodning","prosent","100","bosatt_anmodede","2014"
"1663","anmodning","prosent","100","bosatt_anmodede","2014"
"1664","anmodning","prosent","100","bosatt_anmodede","2014"
"1665","anmodning","prosent","100","bosatt_anmodede","2014"
"1702","anmodning","prosent","100","bosatt_anmodede","2014"
"1703","anmodning","prosent","100","bosatt_anmodede","2014"
"1711","anmodning","prosent","100","bosatt_anmodede","2014"
"1714","anmodning","prosent","100","bosatt_anmodede","2014"
"1717","anmodning","prosent","100","bosatt_anmodede","2014"
"1718","anmodning","prosent","100","bosatt_anmodede","2014"
"1719","anmodning","prosent","100","bosatt_anmodede","2014"
"1721","anmodning","prosent","100","bosatt_anmodede","2014"
"1724","anmodning","prosent","100","bosatt_anmodede","2014"
"1725","anmodning","prosent","100","bosatt_anmodede","2014"
"1736","anmodning","prosent","100","bosatt_anmodede","2014"
"1738","anmodning","prosent","100","bosatt_anmodede","2014"
"1739","anmodning","prosent","100","bosatt_anmodede","2014"
"1740","anmodning","prosent","100","bosatt_anmodede","2014"
"1742","anmodning","prosent","100","bosatt_anmodede","2014"
"1743","anmodning","prosent","100","bosatt_anmodede","2014"
"1744","anmodning","prosent","100","bosatt_anmodede","2014"
"1748","anmodning","prosent","100","bosatt_anmodede","2014"
"1749","anmodning","prosent","100","bosatt_anmodede","2014"
"1750","anmodning","prosent","100","bosatt_anmodede","2014"
"1751","anmodning","prosent","100","bosatt_anmodede","2014"
"1755","anmodning","prosent","100","bosatt_anmodede","2014"
"1756","anmodning","prosent","100","bosatt_anmodede","2014"
"1804","anmodning","prosent","100","bosatt_anmodede","2014"
"1805","anmodning","prosent","100","bosatt_anmodede","2014"
"1811","anmodning","prosent","100","bosatt_anmodede","2014"
"1812","anmodning","prosent","100","bosatt_anmodede","2014"
"1813","anmodning","prosent","100","bosatt_anmodede","2014"
"1815","anmodning","prosent","100","bosatt_anmodede","2014"
"1816","anmodning","prosent","100","bosatt_anmodede","2014"
"1818","anmodning","prosent","100","bosatt_anmodede","2014"
"1820","anmodning","prosent","100","bosatt_anmodede","2014"
"1822","anmodning","prosent","100","bosatt_anmodede","2014"
"1824","anmodning","prosent","100","bosatt_anmodede","2014"
"1825","anmodning","prosent","100","bosatt_anmodede","2014"
"1826","anmodning","prosent","100","bosatt_anmodede","2014"
"1827","anmodning","prosent","100","bosatt_anmodede","2014"
"1828","anmodning","prosent","100","bosatt_anmodede","2014"
"1832","anmodning","prosent","100","bosatt_anmodede","2014"
"1833","anmodning","prosent","100","bosatt_anmodede","2014"
"1834","anmodning","prosent","100","bosatt_anmodede","2014"
"1835","anmodning","prosent","100","bosatt_anmodede","2014"
"1836","anmodning","prosent","100","bosatt_anmodede","2014"
"1837","anmodning","prosent","100","bosatt_anmodede","2014"
"1838","anmodning","prosent","100","bosatt_anmodede","2014"
"1839","anmodning","prosent","100","bosatt_anmodede","2014"
"1840","anmodning","prosent","100","bosatt_anmodede","2014"
"1841","anmodning","prosent","100","bosatt_anmodede","2014"
"1845","anmodning","prosent","100","bosatt_anmodede","2014"
"1848","anmodning","prosent","100","bosatt_anmodede","2014"
"1849","anmodning","prosent","100","bosatt_anmodede","2014"
"1850","anmodning","prosent","100","bosatt_anmodede","2014"
"1851","anmodning","prosent","100","bosatt_anmodede","2014"
"1852","anmodning","prosent","100","bosatt_anmodede","2014"
"1853","anmodning","prosent","100","bosatt_anmodede","2014"
"1854","anmodning","prosent","100","bosatt_anmodede","2014"
"1856","anmodning","prosent","100","bosatt_anmodede","2014"
"1857","anmodning","prosent","100","bosatt_anmodede","2014"
"1859","anmodning","prosent","100","bosatt_anmodede","2014"
"1860","anmodning","prosent","100","bosatt_anmodede","2014"
"1865","anmodning","prosent","100","bosatt_anmodede","2014"
"1866","anmodning","prosent","100","bosatt_anmodede","2014"
"1867","anmodning","prosent","100","bosatt_anmodede","2014"
"1868","anmodning","prosent","100","bosatt_anmodede","2014"
"1870","anmodning","prosent","100","bosatt_anmodede","2014"
"1871","anmodning","prosent","100","bosatt_anmodede","2014"
"1874","anmodning","prosent","100","bosatt_anmodede","2014"
"1902","anmodning","prosent","100","bosatt_anmodede","2014"
"1903","anmodning","prosent","100","bosatt_anmodede","2014"
"1911","anmodning","prosent","100","bosatt_anmodede","2014"
"1913","anmodning","prosent","100","bosatt_anmodede","2014"
"1917","anmodning","prosent","100","bosatt_anmodede","2014"
"1919","anmodning","prosent","100","bosatt_anmodede","2014"
"1920","anmodning","prosent","100","bosatt_anmodede","2014"
"1922","anmodning","prosent","100","bosatt_anmodede","2014"
"1923","anmodning","prosent","100","bosatt_anmodede","2014"
"1924","anmodning","prosent","100","bosatt_anmodede","2014"
"1925","anmodning","prosent","100","bosatt_anmodede","2014"
"1926","anmodning","prosent","100","bosatt_anmodede","2014"
"1927","anmodning","prosent","100","bosatt_anmodede","2014"
"1928","anmodning","prosent","100","bosatt_anmodede","2014"
"1929","anmodning","prosent","100","bosatt_anmodede","2014"
"1931","anmodning","prosent","100","bosatt_anmodede","2014"
"1933","anmodning","prosent","100","bosatt_anmodede","2014"
"1936","anmodning","prosent","100","bosatt_anmodede","2014"
"1938","anmodning","prosent","100","bosatt_anmodede","2014"
"1939","anmodning","prosent","100","bosatt_anmodede","2014"
"1940","anmodning","prosent","100","bosatt_anmodede","2014"
"1941","anmodning","prosent","100","bosatt_anmodede","2014"
"1942","anmodning","prosent","100","bosatt_anmodede","2014"
"1943","anmodning","prosent","100","bosatt_anmodede","2014"
"2002","anmodning","prosent","100","bosatt_anmodede","2014"
"2003","anmodning","prosent","100","bosatt_anmodede","2014"
"2004","anmodning","prosent","100","bosatt_anmodede","2014"
"2011","anmodning","prosent","100","bosatt_anmodede","2014"
"2012","anmodning","prosent","100","bosatt_anmodede","2014"
"2014","anmodning","prosent","100","bosatt_anmodede","2014"
"2015","anmodning","prosent","100","bosatt_anmodede","2014"
"2017","anmodning","prosent","100","bosatt_anmodede","2014"
"2018","anmodning","prosent","100","bosatt_anmodede","2014"
"2019","anmodning","prosent","100","bosatt_anmodede","2014"
"2020","anmodning","prosent","100","bosatt_anmodede","2014"
"2021","anmodning","prosent","100","bosatt_anmodede","2014"
"2022","anmodning","prosent","100","bosatt_anmodede","2014"
"2023","anmodning","prosent","100","bosatt_anmodede","2014"
"2024","anmodning","prosent","100","bosatt_anmodede","2014"
"2025","anmodning","prosent","100","bosatt_anmodede","2014"
"2027","anmodning","prosent","100","bosatt_anmodede","2014"
"2028","anmodning","prosent","100","bosatt_anmodede","2014"
"2030","anmodning","prosent","100","bosatt_anmodede","2014"
"9999","anmodning","prosent",".","bosatt_anmodede","2014"
"0101","vedtak","prosent","60","bosatt_anmodede","2014"
"0104","vedtak","prosent","44.4444444444444","bosatt_anmodede","2014"
"0105","vedtak","prosent","108.333333333333","bosatt_anmodede","2014"
"0106","vedtak","prosent","69","bosatt_anmodede","2014"
"0111","vedtak","prosent","100","bosatt_anmodede","2014"
"0118","vedtak","prosent",".","bosatt_anmodede","2014"
"0119","vedtak","prosent","40","bosatt_anmodede","2014"
"0121","vedtak","prosent",".","bosatt_anmodede","2014"
"0122","vedtak","prosent","30","bosatt_anmodede","2014"
"0123","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"0124","vedtak","prosent","55","bosatt_anmodede","2014"
"0125","vedtak","prosent","55","bosatt_anmodede","2014"
"0127","vedtak","prosent","50","bosatt_anmodede","2014"
"0128","vedtak","prosent","40","bosatt_anmodede","2014"
"0135","vedtak","prosent","33.3333333333333","bosatt_anmodede","2014"
"0136","vedtak","prosent","50","bosatt_anmodede","2014"
"0137","vedtak","prosent","100","bosatt_anmodede","2014"
"0138","vedtak","prosent","0","bosatt_anmodede","2014"
"0211","vedtak","prosent","85","bosatt_anmodede","2014"
"0213","vedtak","prosent","100","bosatt_anmodede","2014"
"0214","vedtak","prosent","90.9090909090909","bosatt_anmodede","2014"
"0215","vedtak","prosent","90.9090909090909","bosatt_anmodede","2014"
"0216","vedtak","prosent",".","bosatt_anmodede","2014"
"0217","vedtak","prosent","100","bosatt_anmodede","2014"
"0219","vedtak","prosent","87.5","bosatt_anmodede","2014"
"0220","vedtak","prosent","86.6666666666667","bosatt_anmodede","2014"
"0221","vedtak","prosent","86.6666666666667","bosatt_anmodede","2014"
"0226","vedtak","prosent","75","bosatt_anmodede","2014"
"0227","vedtak","prosent","100","bosatt_anmodede","2014"
"0228","vedtak","prosent","100","bosatt_anmodede","2014"
"0229","vedtak","prosent","33.3333333333333","bosatt_anmodede","2014"
"0230","vedtak","prosent","57.4468085106383","bosatt_anmodede","2014"
"0231","vedtak","prosent","100","bosatt_anmodede","2014"
"0233","vedtak","prosent","60","bosatt_anmodede","2014"
"0234","vedtak","prosent","77.7777777777778","bosatt_anmodede","2014"
"0235","vedtak","prosent","57.1428571428571","bosatt_anmodede","2014"
"0236","vedtak","prosent","100","bosatt_anmodede","2014"
"0237","vedtak","prosent","60","bosatt_anmodede","2014"
"0238","vedtak","prosent","100","bosatt_anmodede","2014"
"0239","vedtak","prosent","100","bosatt_anmodede","2014"
"0301","vedtak","prosent","100","bosatt_anmodede","2014"
"0402","vedtak","prosent","62.5","bosatt_anmodede","2014"
"0403","vedtak","prosent","57.1428571428571","bosatt_anmodede","2014"
"0412","vedtak","prosent","61.8181818181818","bosatt_anmodede","2014"
"0415","vedtak","prosent","60","bosatt_anmodede","2014"
"0417","vedtak","prosent","85.7142857142857","bosatt_anmodede","2014"
"0418","vedtak","prosent","60","bosatt_anmodede","2014"
"0419","vedtak","prosent","100","bosatt_anmodede","2014"
"0420","vedtak","prosent","50","bosatt_anmodede","2014"
"0423","vedtak","prosent","50","bosatt_anmodede","2014"
"0425","vedtak","prosent","6.66666666666667","bosatt_anmodede","2014"
"0426","vedtak","prosent","0","bosatt_anmodede","2014"
"0427","vedtak","prosent","80","bosatt_anmodede","2014"
"0428","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"0429","vedtak","prosent","100","bosatt_anmodede","2014"
"0430","vedtak","prosent","80","bosatt_anmodede","2014"
"0432","vedtak","prosent","110","bosatt_anmodede","2014"
"0434","vedtak","prosent","0","bosatt_anmodede","2014"
"0436","vedtak","prosent","46.6666666666667","bosatt_anmodede","2014"
"0437","vedtak","prosent","100","bosatt_anmodede","2014"
"0438","vedtak","prosent","30","bosatt_anmodede","2014"
"0439","vedtak","prosent","60","bosatt_anmodede","2014"
"0441","vedtak","prosent","70","bosatt_anmodede","2014"
"0501","vedtak","prosent","100","bosatt_anmodede","2014"
"0502","vedtak","prosent","100","bosatt_anmodede","2014"
"0511","vedtak","prosent","50","bosatt_anmodede","2014"
"0512","vedtak","prosent","50","bosatt_anmodede","2014"
"0513","vedtak","prosent","50","bosatt_anmodede","2014"
"0514","vedtak","prosent","100","bosatt_anmodede","2014"
"0515","vedtak","prosent","100","bosatt_anmodede","2014"
"0516","vedtak","prosent","75","bosatt_anmodede","2014"
"0517","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"0519","vedtak","prosent","50","bosatt_anmodede","2014"
"0520","vedtak","prosent","100","bosatt_anmodede","2014"
"0521","vedtak","prosent","100","bosatt_anmodede","2014"
"0522","vedtak","prosent","33.3333333333333","bosatt_anmodede","2014"
"0528","vedtak","prosent","80","bosatt_anmodede","2014"
"0529","vedtak","prosent","60","bosatt_anmodede","2014"
"0532","vedtak","prosent","100","bosatt_anmodede","2014"
"0533","vedtak","prosent","75","bosatt_anmodede","2014"
"0534","vedtak","prosent","100","bosatt_anmodede","2014"
"0536","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"0538","vedtak","prosent","100","bosatt_anmodede","2014"
"0540","vedtak","prosent","80","bosatt_anmodede","2014"
"0541","vedtak","prosent","50","bosatt_anmodede","2014"
"0542","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"0543","vedtak","prosent","50","bosatt_anmodede","2014"
"0544","vedtak","prosent","70","bosatt_anmodede","2014"
"0545","vedtak","prosent","30","bosatt_anmodede","2014"
"0602","vedtak","prosent","100","bosatt_anmodede","2014"
"0604","vedtak","prosent","54","bosatt_anmodede","2014"
"0605","vedtak","prosent","100","bosatt_anmodede","2014"
"0612","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"0615","vedtak","prosent","100","bosatt_anmodede","2014"
"0616","vedtak","prosent","33.3333333333333","bosatt_anmodede","2014"
"0617","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"0618","vedtak","prosent","46.6666666666667","bosatt_anmodede","2014"
"0619","vedtak","prosent","100","bosatt_anmodede","2014"
"0620","vedtak","prosent","33.3333333333333","bosatt_anmodede","2014"
"0621","vedtak","prosent","0","bosatt_anmodede","2014"
"0622","vedtak","prosent",".","bosatt_anmodede","2014"
"0623","vedtak","prosent","74.2857142857143","bosatt_anmodede","2014"
"0624","vedtak","prosent","57.1428571428571","bosatt_anmodede","2014"
"0625","vedtak","prosent","44.4444444444444","bosatt_anmodede","2014"
"0626","vedtak","prosent","48.8888888888889","bosatt_anmodede","2014"
"0627","vedtak","prosent","50","bosatt_anmodede","2014"
"0628","vedtak","prosent","100","bosatt_anmodede","2014"
"0631","vedtak","prosent","100","bosatt_anmodede","2014"
"0632","vedtak","prosent","80","bosatt_anmodede","2014"
"0633","vedtak","prosent","60","bosatt_anmodede","2014"
"0701","vedtak","prosent","50","bosatt_anmodede","2014"
"0702","vedtak","prosent","53.3333333333333","bosatt_anmodede","2014"
"0704","vedtak","prosent","100","bosatt_anmodede","2014"
"0706","vedtak","prosent","80","bosatt_anmodede","2014"
"0709","vedtak","prosent","140","bosatt_anmodede","2014"
"0711","vedtak","prosent","40","bosatt_anmodede","2014"
"0713","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"0714","vedtak","prosent","33.3333333333333","bosatt_anmodede","2014"
"0716","vedtak","prosent","60","bosatt_anmodede","2014"
"0719","vedtak","prosent","33.3333333333333","bosatt_anmodede","2014"
"0720","vedtak","prosent","100","bosatt_anmodede","2014"
"0722","vedtak","prosent","100","bosatt_anmodede","2014"
"0723","vedtak","prosent","33.3333333333333","bosatt_anmodede","2014"
"0728","vedtak","prosent","33.3333333333333","bosatt_anmodede","2014"
"0805","vedtak","prosent","58.8235294117647","bosatt_anmodede","2014"
"0806","vedtak","prosent","56.6666666666667","bosatt_anmodede","2014"
"0807","vedtak","prosent","100","bosatt_anmodede","2014"
"0811","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"0814","vedtak","prosent","77.7777777777778","bosatt_anmodede","2014"
"0815","vedtak","prosent","77.7777777777778","bosatt_anmodede","2014"
"0817","vedtak","prosent","100","bosatt_anmodede","2014"
"0819","vedtak","prosent","50","bosatt_anmodede","2014"
"0821","vedtak","prosent","72","bosatt_anmodede","2014"
"0822","vedtak","prosent","100","bosatt_anmodede","2014"
"0826","vedtak","prosent","52","bosatt_anmodede","2014"
"0827","vedtak","prosent","110","bosatt_anmodede","2014"
"0828","vedtak","prosent","113.333333333333","bosatt_anmodede","2014"
"0829","vedtak","prosent","0","bosatt_anmodede","2014"
"0830","vedtak","prosent","0","bosatt_anmodede","2014"
"0831","vedtak","prosent","100","bosatt_anmodede","2014"
"0833","vedtak","prosent","40","bosatt_anmodede","2014"
"0834","vedtak","prosent","46.6666666666667","bosatt_anmodede","2014"
"0901","vedtak","prosent","83.3333333333333","bosatt_anmodede","2014"
"0904","vedtak","prosent","100","bosatt_anmodede","2014"
"0906","vedtak","prosent","100","bosatt_anmodede","2014"
"0911","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"0912","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"0914","vedtak","prosent","20","bosatt_anmodede","2014"
"0919","vedtak","prosent","20","bosatt_anmodede","2014"
"0926","vedtak","prosent","75","bosatt_anmodede","2014"
"0928","vedtak","prosent","60","bosatt_anmodede","2014"
"0929","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"0935","vedtak","prosent","100","bosatt_anmodede","2014"
"0937","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"0938","vedtak","prosent","50","bosatt_anmodede","2014"
"0940","vedtak","prosent","100","bosatt_anmodede","2014"
"0941","vedtak","prosent","50","bosatt_anmodede","2014"
"1001","vedtak","prosent","100","bosatt_anmodede","2014"
"1002","vedtak","prosent","100","bosatt_anmodede","2014"
"1003","vedtak","prosent","50","bosatt_anmodede","2014"
"1004","vedtak","prosent","57.1428571428571","bosatt_anmodede","2014"
"1014","vedtak","prosent","87.5","bosatt_anmodede","2014"
"1017","vedtak","prosent","83.3333333333333","bosatt_anmodede","2014"
"1018","vedtak","prosent","50","bosatt_anmodede","2014"
"1021","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"1026","vedtak","prosent","50","bosatt_anmodede","2014"
"1027","vedtak","prosent","50","bosatt_anmodede","2014"
"1029","vedtak","prosent","50","bosatt_anmodede","2014"
"1032","vedtak","prosent","57.1428571428571","bosatt_anmodede","2014"
"1034","vedtak","prosent","50","bosatt_anmodede","2014"
"1037","vedtak","prosent","100","bosatt_anmodede","2014"
"1046","vedtak","prosent","50","bosatt_anmodede","2014"
"1101","vedtak","prosent","100","bosatt_anmodede","2014"
"1102","vedtak","prosent","100","bosatt_anmodede","2014"
"1103","vedtak","prosent","100","bosatt_anmodede","2014"
"1106","vedtak","prosent","83.3333333333333","bosatt_anmodede","2014"
"1111","vedtak","prosent","100","bosatt_anmodede","2014"
"1112","vedtak","prosent","40","bosatt_anmodede","2014"
"1114","vedtak","prosent","100","bosatt_anmodede","2014"
"1119","vedtak","prosent","71.4285714285714","bosatt_anmodede","2014"
"1120","vedtak","prosent","71.4285714285714","bosatt_anmodede","2014"
"1121","vedtak","prosent","80","bosatt_anmodede","2014"
"1122","vedtak","prosent","50","bosatt_anmodede","2014"
"1124","vedtak","prosent","67.5","bosatt_anmodede","2014"
"1127","vedtak","prosent","70","bosatt_anmodede","2014"
"1129","vedtak","prosent","62.5","bosatt_anmodede","2014"
"1130","vedtak","prosent","50","bosatt_anmodede","2014"
"1133","vedtak","prosent","36","bosatt_anmodede","2014"
"1134","vedtak","prosent","60","bosatt_anmodede","2014"
"1135","vedtak","prosent","40","bosatt_anmodede","2014"
"1141","vedtak","prosent",".","bosatt_anmodede","2014"
"1142","vedtak","prosent","40","bosatt_anmodede","2014"
"1144","vedtak","prosent","50","bosatt_anmodede","2014"
"1145","vedtak","prosent","0","bosatt_anmodede","2014"
"1146","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"1149","vedtak","prosent","50","bosatt_anmodede","2014"
"1151","vedtak","prosent","100","bosatt_anmodede","2014"
"1160","vedtak","prosent","40","bosatt_anmodede","2014"
"1201","vedtak","prosent","100","bosatt_anmodede","2014"
"1211","vedtak","prosent","100","bosatt_anmodede","2014"
"1216","vedtak","prosent","100","bosatt_anmodede","2014"
"1219","vedtak","prosent","80","bosatt_anmodede","2014"
"1221","vedtak","prosent","57.1428571428571","bosatt_anmodede","2014"
"1222","vedtak","prosent",".","bosatt_anmodede","2014"
"1223","vedtak","prosent","70","bosatt_anmodede","2014"
"1224","vedtak","prosent","40","bosatt_anmodede","2014"
"1227","vedtak","prosent",".","bosatt_anmodede","2014"
"1228","vedtak","prosent","50","bosatt_anmodede","2014"
"1231","vedtak","prosent","75","bosatt_anmodede","2014"
"1232","vedtak","prosent","0","bosatt_anmodede","2014"
"1233","vedtak","prosent","100","bosatt_anmodede","2014"
"1234","vedtak","prosent","0","bosatt_anmodede","2014"
"1235","vedtak","prosent","100","bosatt_anmodede","2014"
"1238","vedtak","prosent","75","bosatt_anmodede","2014"
"1241","vedtak","prosent","100","bosatt_anmodede","2014"
"1242","vedtak","prosent","0","bosatt_anmodede","2014"
"1243","vedtak","prosent","40","bosatt_anmodede","2014"
"1244","vedtak","prosent","100","bosatt_anmodede","2014"
"1245","vedtak","prosent","66.6666666666667","bosatt_anmodede","2014"
"1246","vedtak","prosent","50","bosatt_anmodede","2014"
"1247","vedtak","prosent","62.5","bosatt_anmodede","2014"
"1251","vedtak","prosent","40","bosatt_anmodede","2014"
"1252","vedtak","prosent","0","bosatt_anmodede","2014"
"1253","vedtak","prosent","46.6666666666667","bosatt_anmodede","2014"
"1256","vedtak","prosent","40","bosatt_anmodede","2014"
"1259","vedtak","prosent","75","bosatt_anmodede","2014"
"1260","vedtak","prosent","30","bosatt_anmodede","2014"
"1263","vedtak","prosent","100","bosatt_anmodede","2014"
"1264","vedtak","prosent","73.3333333333333","bosatt_anmodede","2014"
"1265","vedtak","prosent",".","bosatt_anmodede","2014"
"1266","vedtak","prosent","0","bosatt_anmodede","2014"
