"kommune_nr","avslutta","kjonn","avslstat4","aar","enhet","tabellvariabel","tabell_navn"
"1928","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"1929","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"1931","treaar","alle","annet","2014","personer","4","intro_status_arbutd"
"1933","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"1936","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"1938","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"1939","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"1940","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"1941","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"1942","treaar","alle","annet","2014","personer",":","intro_status_arbutd"
"1943","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"2002","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"2003","treaar","alle","annet","2014","personer",":","intro_status_arbutd"
"2004","treaar","alle","annet","2014","personer",":","intro_status_arbutd"
"2011","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"2012","treaar","alle","annet","2014","personer",":","intro_status_arbutd"
"2014","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"2015","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"2017","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"2018","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"2019","treaar","alle","annet","2014","personer",":","intro_status_arbutd"
"2020","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"2021","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"2022","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"2023","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"2024","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"2025","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"2027","treaar","alle","annet","2014","personer","0","intro_status_arbutd"
"2028","treaar","alle","annet","2014","personer",":","intro_status_arbutd"
"2030","treaar","alle","annet","2014","personer",":","intro_status_arbutd"
"0101","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0104","treaar","alle","arbutd","2014","prosent","40","intro_status_arbutd"
"0105","treaar","alle","arbutd","2014","prosent","51","intro_status_arbutd"
"0106","treaar","alle","arbutd","2014","prosent","59","intro_status_arbutd"
"0111","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0118","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0119","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0121","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0122","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0123","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0124","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0125","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0127","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0128","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0135","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0136","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0137","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0138","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0211","treaar","alle","arbutd","2014","prosent","50","intro_status_arbutd"
"0213","treaar","alle","arbutd","2014","prosent","65","intro_status_arbutd"
"0214","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0215","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0216","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0217","treaar","alle","arbutd","2014","prosent","64","intro_status_arbutd"
"0219","treaar","alle","arbutd","2014","prosent","73","intro_status_arbutd"
"0220","treaar","alle","arbutd","2014","prosent","76","intro_status_arbutd"
"0221","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0226","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0227","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0228","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0229","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0230","treaar","alle","arbutd","2014","prosent","61","intro_status_arbutd"
"0231","treaar","alle","arbutd","2014","prosent","76","intro_status_arbutd"
"0233","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0234","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0235","treaar","alle","arbutd","2014","prosent","62","intro_status_arbutd"
"0236","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0237","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0238","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0239","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0301","treaar","alle","arbutd","2014","prosent","60","intro_status_arbutd"
"0402","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0403","treaar","alle","arbutd","2014","prosent","76","intro_status_arbutd"
"0412","treaar","alle","arbutd","2014","prosent","55","intro_status_arbutd"
"0415","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0417","treaar","alle","arbutd","2014","prosent","70","intro_status_arbutd"
"0418","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0419","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0420","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0423","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0425","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0426","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0427","treaar","alle","arbutd","2014","prosent","62","intro_status_arbutd"
"0428","treaar","alle","arbutd","2014","prosent","42","intro_status_arbutd"
"0429","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0430","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0432","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0434","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0436","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0437","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0438","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0439","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0441","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0501","treaar","alle","arbutd","2014","prosent","61","intro_status_arbutd"
"0502","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0511","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0512","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0513","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0514","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0515","treaar","alle","arbutd","2014","prosent","50","intro_status_arbutd"
"0516","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0517","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0519","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0520","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0521","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0522","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0528","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0529","treaar","alle","arbutd","2014","prosent","60","intro_status_arbutd"
"0532","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0533","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0534","treaar","alle","arbutd","2014","prosent","71","intro_status_arbutd"
"0536","treaar","alle","arbutd","2014","prosent","60","intro_status_arbutd"
"0538","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0540","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0541","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0542","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0543","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0544","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0545","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0602","treaar","alle","arbutd","2014","prosent","73","intro_status_arbutd"
"0604","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0605","treaar","alle","arbutd","2014","prosent","54","intro_status_arbutd"
"0612","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0615","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0616","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0617","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0618","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0619","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0620","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0621","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0622","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0623","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0624","treaar","alle","arbutd","2014","prosent","55","intro_status_arbutd"
"0625","treaar","alle","arbutd","2014","prosent","50","intro_status_arbutd"
"0626","treaar","alle","arbutd","2014","prosent","67","intro_status_arbutd"
"0627","treaar","alle","arbutd","2014","prosent","75","intro_status_arbutd"
"0628","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0631","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0632","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0633","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0701","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0702","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0704","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0706","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0709","treaar","alle","arbutd","2014","prosent","52","intro_status_arbutd"
"0711","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0713","treaar","alle","arbutd","2014","prosent","100","intro_status_arbutd"
"0714","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0716","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0719","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0720","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0722","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0723","treaar","alle","arbutd","2014","prosent","60","intro_status_arbutd"
"0728","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0805","treaar","alle","arbutd","2014","prosent","50","intro_status_arbutd"
"0806","treaar","alle","arbutd","2014","prosent","64","intro_status_arbutd"
"0807","treaar","alle","arbutd","2014","prosent","38","intro_status_arbutd"
"0811","treaar","alle","arbutd","2014","prosent","100","intro_status_arbutd"
"0814","treaar","alle","arbutd","2014","prosent","56","intro_status_arbutd"
"0815","treaar","alle","arbutd","2014","prosent","44","intro_status_arbutd"
"0817","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0819","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0821","treaar","alle","arbutd","2014","prosent","71","intro_status_arbutd"
"0822","treaar","alle","arbutd","2014","prosent","60","intro_status_arbutd"
"0826","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0827","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0828","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0829","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0830","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0831","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0833","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0834","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0901","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0904","treaar","alle","arbutd","2014","prosent","76","intro_status_arbutd"
"0906","treaar","alle","arbutd","2014","prosent","76","intro_status_arbutd"
"0911","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0912","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0914","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0919","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0926","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0928","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0929","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0935","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0937","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0938","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"0940","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"0941","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1001","treaar","alle","arbutd","2014","prosent","56","intro_status_arbutd"
"1002","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1003","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1004","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1014","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1017","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1018","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1021","treaar","alle","arbutd","2014","prosent","100","intro_status_arbutd"
"1026","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1027","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1029","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1032","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1034","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1037","treaar","alle","arbutd","2014","prosent","56","intro_status_arbutd"
"1046","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1101","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1102","treaar","alle","arbutd","2014","prosent","67","intro_status_arbutd"
"1103","treaar","alle","arbutd","2014","prosent","74","intro_status_arbutd"
"1106","treaar","alle","arbutd","2014","prosent","78","intro_status_arbutd"
"1111","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1112","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1114","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1119","treaar","alle","arbutd","2014","prosent","64","intro_status_arbutd"
"1120","treaar","alle","arbutd","2014","prosent","56","intro_status_arbutd"
"1121","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1122","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1124","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1127","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1129","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1130","treaar","alle","arbutd","2014","prosent","100","intro_status_arbutd"
"1133","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1134","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1135","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1141","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1142","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1144","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1145","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1146","treaar","alle","arbutd","2014","prosent","50","intro_status_arbutd"
"1149","treaar","alle","arbutd","2014","prosent","72","intro_status_arbutd"
"1151","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1160","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1201","treaar","alle","arbutd","2014","prosent","63","intro_status_arbutd"
"1211","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1216","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1219","treaar","alle","arbutd","2014","prosent","76","intro_status_arbutd"
"1221","treaar","alle","arbutd","2014","prosent","50","intro_status_arbutd"
"1222","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1223","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1224","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1227","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1228","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1231","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1232","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1233","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1234","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1235","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1238","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1241","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1242","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1243","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1244","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1245","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1246","treaar","alle","arbutd","2014","prosent","71","intro_status_arbutd"
"1247","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1251","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1252","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1253","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1256","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1259","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1260","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1263","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1264","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1265","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1266","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1401","treaar","alle","arbutd","2014","prosent","78","intro_status_arbutd"
"1411","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1412","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1413","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1416","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1417","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1418","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1419","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1420","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1421","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1422","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1424","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1426","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1428","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1429","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1430","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1431","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1432","treaar","alle","arbutd","2014","prosent","50","intro_status_arbutd"
"1433","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1438","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1439","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1441","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1443","treaar","alle","arbutd","2014","prosent","100","intro_status_arbutd"
"1444","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1445","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1449","treaar","alle","arbutd","2014","prosent","55","intro_status_arbutd"
"1502","treaar","alle","arbutd","2014","prosent","65","intro_status_arbutd"
"1504","treaar","alle","arbutd","2014","prosent","82","intro_status_arbutd"
"1505","treaar","alle","arbutd","2014","prosent","70","intro_status_arbutd"
"1511","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1514","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1515","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1516","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1517","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1519","treaar","alle","arbutd","2014","prosent","63","intro_status_arbutd"
"1520","treaar","alle","arbutd","2014","prosent","44","intro_status_arbutd"
"1523","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1524","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1525","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1526","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1528","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1529","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1531","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1532","treaar","alle","arbutd","2014","prosent","100","intro_status_arbutd"
"1534","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1535","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1539","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1543","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1545","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1546","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1547","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1548","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1551","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1554","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1557","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1560","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1563","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1566","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1567","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1571","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1573","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1576","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1601","treaar","alle","arbutd","2014","prosent","59","intro_status_arbutd"
"1612","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1613","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1617","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1620","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1621","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1622","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1624","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1627","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1630","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1632","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1633","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1634","treaar","alle","arbutd","2014","prosent","50","intro_status_arbutd"
"1635","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1636","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1638","treaar","alle","arbutd","2014","prosent","74","intro_status_arbutd"
"1640","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1644","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1648","treaar","alle","arbutd","2014","prosent","100","intro_status_arbutd"
"1653","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1657","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1662","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1663","treaar","alle","arbutd","2014","prosent","56","intro_status_arbutd"
"1664","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1665","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1702","treaar","alle","arbutd","2014","prosent","69","intro_status_arbutd"
"1703","treaar","alle","arbutd","2014","prosent","63","intro_status_arbutd"
"1711","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1714","treaar","alle","arbutd","2014","prosent","87","intro_status_arbutd"
"1717","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1718","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1719","treaar","alle","arbutd","2014","prosent","68","intro_status_arbutd"
"1721","treaar","alle","arbutd","2014","prosent","47","intro_status_arbutd"
"1724","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1725","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1736","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1738","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1739","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1740","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1742","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1743","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1744","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1748","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1749","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1750","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1751","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1755","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1756","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1804","treaar","alle","arbutd","2014","prosent","69","intro_status_arbutd"
"1805","treaar","alle","arbutd","2014","prosent","50","intro_status_arbutd"
"1811","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1812","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1813","treaar","alle","arbutd","2014","prosent","69","intro_status_arbutd"
"1815","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1816","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1818","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1820","treaar","alle","arbutd","2014","prosent","59","intro_status_arbutd"
"1822","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1824","treaar","alle","arbutd","2014","prosent","53","intro_status_arbutd"
"1825","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1826","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1827","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1828","treaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"1832","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1833","treaar","alle","arbutd","2014","prosent","59","intro_status_arbutd"
"1834","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"1835","treaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
