;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf
09 Oslo;458364;47063;411301;8164;403137;100;10,26760391;89,73239609;1,781117191;87,9512789;215518;25538;189980;4174;185806;47,01896309;5,571554485;41,44740861;0,91062998;40,53677863;242846;21525;221321;3990;217331;52,98103691;4,696049428;48,28498748;0,870487211;47,41450027
10 Fjellregionen;16238;198;16040;19;16021;100;1,21936199;98,78063801;0,117009484;98,66362853;8143;93;8050;11;8039;50,14780145;0,572730632;49,57507082;0,067742333;49,50732849;8095;105;7990;8;7982;49,85219855;0,646631359;49,20556719;0,049267151;49,15630004
11 GlÜmdal;55444;1117;54327;75;54252;100;2,014645408;97,98535459;0,135271625;97,85008297;27731;547;27184;33;27151;50,0162326;0,986581055;49,02965154;0,059519515;48,97013203;27713;570;27143;42;27101;49,9837674;1,028064353;48,95570305;0,07575211;48,87995094
12 Hamarregionen;55858;871;54987;62;54925;100;1,55931111;98,44068889;0,110995739;98,32969315;28051;429;27622;27;27595;50,21841097;0,768018905;49,45039207;0,048336854;49,40205521;27807;442;27365;35;27330;49,78158903;0,791292205;48,99029682;0,062658885;48,92763794
13 Sõr ùsterdal;34212;818;33394;52;33342;100;2,390973927;97,60902607;0,151993453;97,45703262;16946;422;16524;27;16497;49,53232784;1,233485327;48,29884251;0,078919677;48,21992283;17266;396;16870;25;16845;50,46767216;1,1574886;49,31018356;0,073073775;49,23710979
14 Gjõvikregionen;67083;1168;65915;93;65822;100;1,741126664;98,25887334;0,138634229;98,12023911;33287;593;32694;44;32650;49,62061923;0,883979548;48,73663969;0,065590388;48,6710493;33796;575;33221;49;33172;50,37938077;0,857147116;49,52223365;0,073043841;49,44918981
15 Hadeland;26265;516;25749;23;25726;100;1,964591662;98,03540834;0,087569008;97,94783933;13197;258;12939;11;12928;50,24557396;0,982295831;49,26327813;0,04188083;49,2213973;13068;258;12810;12;12798;49,75442604;0,982295831;48,77213021;0,045688178;48,72644203
16 Lillehammerregionen;33795;895;32900;49;32851;100;2,648320758;97,35167924;0,144991863;97,20668738;16479;419;16060;27;16033;48,76165113;1,239828377;47,52182275;0,079893475;47,44192928;17316;476;16840;22;16818;51,23834887;1,408492381;49,82985649;0,065098387;49,7647581
17 Midt-Gudbrandsdal;14878;197;14681;2;14679;100;1,324102702;98,6758973;0,013442667;98,66245463;7472;97;7375;2;7373;50,22180401;0,651969351;49,56983466;0,013442667;49,55639199;7406;100;7306;0;7306;49,77819599;0,672133351;49,10606264;0;49,10606264
18 Nord-Gudbrandsdal;21146;206;20940;4;20936;100;0,974179514;99,02582049;0,018916107;99,00690438;10743;115;10628;1;10627;50,80393455;0,543838078;50,26009647;0,004729027;50,25536745;10403;91;10312;3;10309;49,19606545;0,430341436;48,76572401;0,01418708;48,75153693
19 Valdres;19183;574;18609;26;18583;100;2,992232706;97,00776729;0,135536673;96,87223062;9693;366;9327;11;9316;50,52911432;1,907939321;48,621175;0,057342439;48,56383256;9490;208;9282;15;9267;49,47088568;1,084293385;48,3865923;0,078194234;48,30839806
20 Drammensregionen;139252;6439;132813;1185;131628;100;4,623991038;95,37600896;0,85097521;94,52503375;68469;3433;65036;597;64439;49,16913222;2,465314681;46,70381754;0,428719157;46,27509838;70783;3006;67777;588;67189;50,83086778;2,158676357;48,67219142;0,422256054;48,24993537
21 Hallingdal;20073;737;19336;52;19284;100;3,671598665;96,32840134;0,259054451;96,06934688;10030;402;9628;22;9606;49,96761819;2,002690181;47,96492801;0,10959996;47,85532805;10043;335;9708;30;9678;50,03238181;1,668908484;48,36347332;0,149454491;48,21401883
22 Kongsberg/Numedal;28089;758;27331;58;27273;100;2,698565275;97,30143473;0,206486525;97,0949482;14119;358;13761;32;13729;50,26522838;1,274520275;48,99070811;0,1139236;48,87678451;13970;400;13570;26;13544;49,73477162;1,424045;48,31072662;0,092562925;48,21816369
23 Midt-Buskerud;18391;288;18103;35;18068;100;1,565983361;98,43401664;0,190310478;98,24370616;9115;130;8985;21;8964;49,5622859;0,70686749;48,85541841;0,114186287;48,74123212;9276;158;9118;14;9104;50,4377141;0,859115872;49,57859823;0,076124191;49,50247404
24 Ringerike/Hole;31760;803;30957;60;30897;100;2,528337531;97,47166247;0,188916877;97,28274559;15677;354;15323;22;15301;49,36083123;1,114609572;48,24622166;0,069269521;48,17695214;16083;449;15634;38;15596;50,63916877;1,41372796;49,22544081;0,119647355;49,10579345
25 Tõnsbergregionen;104580;2804;101776;256;101520;100;2,681200994;97,31879901;0,244788679;97,07401033;51110;1288;49822;128;49694;48,87167718;1,231593039;47,64008415;0,122394339;47,51768981;53470;1516;51954;128;51826;51,12832282;1,449607956;49,67871486;0,122394339;49,55632052
26 Sandefjord/Larvik;76313;2071;74242;138;74104;100;2,713823333;97,28617667;0,180834196;97,10534247;37129;977;36152;65;36087;48,65357148;1,280253692;47,37331778;0,085175527;47,28814226;39184;1094;38090;73;38017;51,34642852;1,433569641;49,91285888;0,095658669;49,81720021
27 Grenland;110115;2767;107348;229;107119;100;2,512827499;97,4871725;0,207964401;97,2792081;54080;1392;52688;109;52579;49,1122917;1,264132952;47,84815874;0,098987422;47,74917132;56035;1375;54660;120;54540;50,8877083;1,248694547;49,63901376;0,108976979;49,53003678
28 Midt-Telemark;16043;243;15800;18;15782;100;1,514679299;98,4853207;0,112198467;98,37312223;8010;124;7886;15;7871;49,92831765;0,77292277;49,15539488;0,093498722;49,06189615;8033;119;7914;3;7911;50,07168235;0,741756529;49,32992582;0,018699744;49,31122608
29 ùst-Telemark;21117;600;20517;33;20484;100;2,841312686;97,15868731;0,156272198;97,00241512;10410;314;10096;19;10077;49,29677511;1,486953639;47,80982147;0,089974902;47,71984657;10707;286;10421;14;10407;50,70322489;1,354359047;49,34886584;0,066297296;49,28256855
30 Vest-Telemark;15706;349;15357;20;15337;100;2,222080733;97,77791927;0,12733987;97,6505794;7963;195;7768;9;7759;50,70036929;1,241563734;49,45880555;0,057302942;49,40150261;7743;154;7589;11;7578;49,29963071;0,980517;48,31911371;0,070036929;48,24907679
31 Setesdal;6932;150;6782;10;6772;100;2,163877669;97,83612233;0,144258511;97,69186382;3475;78;3397;7;3390;50,12983266;1,125216388;49,00461627;0,100980958;48,90363531;3457;72;3385;3;3382;49,87016734;1,038661281;48,83150606;0,043277553;48,78822851
32 Arendalregionen;38904;872;38032;41;37991;100;2,241414765;97,75858524;0,105387621;97,65319761;19388;438;18950;22;18928;49,83549249;1,125848242;48,70964425;0,056549455;48,6530948;19516;434;19082;19;19063;50,16450751;1,115566523;49,04894098;0,048838166;49,00010282
33 Lister;33759;852;32907;48;32859;100;2,523771439;97,47622856;0,142184306;97,33404425;16891;356;16535;26;16509;50,03406499;1,054533606;48,97953138;0,077016499;48,90251488;16868;496;16372;22;16350;49,96593501;1,469237833;48,49669718;0,065167807;48,43152937
34 Mandalsregionen;21261;512;20749;37;20712;100;2,408165185;97,59183481;0,174027562;97,41780725;10623;225;10398;14;10384;49,96472414;1,058275716;48,90644843;0,065848267;48,84060016;10638;287;10351;23;10328;50,03527586;1,349889469;48,68538639;0,108179295;48,57720709
35 Kristiansandregionen;102259;4311;97948;447;97501;100;4,215765849;95,78423415;0,437125339;95,34710881;50407;2265;48142;235;47907;49,29346072;2,214963964;47,07849676;0,229808623;46,84868814;51852;2046;49806;212;49594;50,70653928;2,000801885;48,70573739;0,207316715;48,49842068
36 Dalane;21319;371;20948;20;20928;100;1,740231718;98,25976828;0,093813031;98,16595525;10765;197;10568;10;10558;50,49486374;0,924058352;49,57080538;0,046906515;49,52389887;10554;174;10380;10;10370;49,50513626;0,816173366;48,6889629;0,046906515;48,64205638
37 Haugesundregionen;77025;1769;75256;72;75184;100;2,29665693;97,70334307;0,093476144;97,60986693;38164;985;37179;35;37144;49,5475495;1,278805583;48,26874391;0,045439792;48,22330412;38861;784;38077;37;38040;50,4524505;1,017851347;49,43459916;0,048036352;49,3865628
38 Ryfylke;20267;304;19963;18;19945;100;1,499975329;98,50002467;0,088814329;98,41121034;10268;143;10125;6;10119;50,6636404;0,7055805;49,9580599;0,029604776;49,92845512;9999;161;9838;12;9826;49,3363596;0,794394829;48,54196477;0,059209552;48,48275522
39 Stavangerregionen;212257;11408;200849;990;199859;100;5,37461662;94,62538338;0,466415713;94,15896767;105738;6510;99228;517;98711;49,81602491;3,067036658;46,74898825;0,24357265;46,5054156;106519;4898;101621;473;101148;50,18397509;2,307579962;47,87639512;0,222843063;47,65355206
40 Bergen;211826;8500;203326;725;202601;100;4,012727427;95,98727257;0,342262045;95,64501053;102984;4606;98378;367;98011;48,61726134;2,17442618;46,44283516;0,173255408;46,26957975;108842;3894;104948;358;104590;51,38273866;1,838301247;49,54443742;0,169006638;49,37543078
41 Bjõrnefjorden;18747;234;18513;24;18489;100;1,248199712;98,75180029;0,128020483;98,6237798;9523;126;9397;13;9384;50,79746093;0,672107537;50,12535339;0,069344428;50,05600896;9224;108;9116;11;9105;49,20253907;0,576092175;48,6264469;0,058676055;48,56777084
42 Hardanger;25661;520;25141;21;25120;100;2,026421418;97,97357858;0,08183625;97,89174233;12908;285;12623;9;12614;50,30201473;1,110634815;49,19137992;0,035072678;49,15630724;12753;235;12518;12;12506;49,69798527;0,915786602;48,78219867;0,046763571;48,7354351
43 Voss;14035;200;13835;10;13825;100;1,425008906;98,57499109;0,071250445;98,50374065;6938;105;6833;4;6829;49,43355896;0,748129676;48,68542928;0,028500178;48,65692911;7097;95;7002;6;6996;50,56644104;0,67687923;49,88956181;0,042750267;49,84681154
44 Nordhordland;26260;357;25903;10;25893;100;1,359482102;98,6405179;0,038080731;98,60243717;13320;212;13108;10;13098;50,72353389;0,8073115;49,91622239;0,038080731;49,87814166;12940;145;12795;0;12795;49,27646611;0,552170602;48,72429551;0;48,72429551
45 Osterfjorden;11875;128;11747;6;11741;100;1,077894737;98,92210526;0,050526316;98,87157895;6018;64;5954;4;5950;50,67789474;0,538947368;50,13894737;0,033684211;50,10526316;5857;64;5793;2;5791;49,32210526;0,538947368;48,78315789;0,016842105;48,76631579
46 Sunnhordland;56085;783;55302;36;55266;100;1,396095213;98,60390479;0,064188286;98,5397165;28622;384;28238;16;28222;51,0332531;0,684675047;50,34857805;0,028528127;50,32004992;27463;399;27064;20;27044;48,9667469;0,711420166;48,25532674;0,035660159;48,21966658
47 Hordaland Vest;41500;590;40910;25;40885;100;1,421686747;98,57831325;0,060240964;98,51807229;21105;307;20798;12;20786;50,85542169;0,739759036;50,11566265;0,028915663;50,08674699;20395;283;20112;13;20099;49,14457831;0,681927711;48,4626506;0,031325301;48,4313253
48 HAFS;12057;121;11936;10;11926;100;1,003566393;98,99643361;0,082939371;98,91349424;6277;62;6215;4;6211;52,06104338;0,514224102;51,54681928;0,033175749;51,51364353;5780;59;5721;6;5715;47,93895662;0,489342291;47,44961433;0,049763623;47,39985071
49 Nordfjord;34033;581;33452;41;33411;100;1,707166574;98,29283343;0,120471307;98,17236212;17202;338;16864;23;16841;50,54505921;0,993153704;49,5519055;0,067581465;49,48432404;16831;243;16588;18;16570;49,45494079;0,71401287;48,74092792;0,052889842;48,68803808
50 Sogn;33495;577;32918;27;32891;100;1,722645171;98,27735483;0,080609046;98,19674578;16962;313;16649;17;16632;50,64039409;0,934467831;49,70592626;0,050753844;49,65517241;16533;264;16269;10;16259;49,35960591;0,78817734;48,57142857;0,029855202;48,54157337
51 Sunnfjord;26955;376;26579;10;26569;100;1,394917455;98,60508254;0,037098868;98,56798368;13609;185;13424;5;13419;50,48785012;0,686329067;49,80152105;0,018549434;49,78297162;13346;191;13155;5;13150;49,51214988;0,708588388;48,80356149;0,018549434;48,78501206
52 Nordmõre;36219;538;35681;16;35665;100;1,485408211;98,51459179;0,044175709;98,47041608;18393;323;18070;5;18065;50,78273834;0,891797123;49,89094122;0,013804909;49,87713631;17826;215;17611;11;17600;49,21726166;0,593611088;48,62365057;0,0303708;48,59327977
53 Romsdal;53653;675;52978;28;52950;100;1,258084357;98,74191564;0,052187203;98,68972844;26788;299;26489;11;26478;49,9282426;0,557284774;49,37095782;0,020502115;49,35045571;26865;376;26489;17;26472;50,0717574;0,700799583;49,37095782;0,031685088;49,33927273
54 Storfjord;16530;222;16308;13;16295;100;1,343012704;98,6569873;0,078644888;98,57834241;8266;115;8151;6;8145;50,00604961;0,695704779;49,31034483;0,036297641;49,27404719;8264;107;8157;7;8150;49,99395039;0,647307925;49,34664247;0,042347247;49,30429522
55 Sõre Sunnmõre;43744;579;43165;23;43142;100;1,323610095;98,6763899;0,052578639;98,62381127;22103;289;21814;11;21803;50,52807242;0,660662034;49,86741039;0,025146306;49,84226408;21641;290;21351;12;21339;49,47192758;0,662948061;48,80897952;0,027432334;48,78154718
56 èlesundregionen;62207;999;61208;51;61157;100;1,605928593;98,39407141;0,081984343;98,31208706;30739;521;30218;26;30192;49,41405308;0,837526323;48,57652676;0,041795939;48,53473082;31468;478;30990;25;30965;50,58594692;0,76840227;49,81754465;0,040188403;49,77735625
57 Fosen;26067;175;25892;11;25881;100;0,671346914;99,32865309;0,042198949;99,28645414;13177;71;13106;1;13105;50,55050447;0,272375034;50,27812944;0,003836268;50,27429317;12890;104;12786;10;12776;49,44949553;0,39897188;49,05052365;0,038362681;49,01216097
58 Hitra/Frõya;8591;126;8465;6;8459;100;1,466651147;98,53334885;0,069840531;98,46350832;4360;72;4288;3;4285;50,75078571;0,838086369;49,91269934;0,034920265;49,87777907;4231;54;4177;3;4174;49,24921429;0,628564777;48,62064952;0,034920265;48,58572925
59 Oppdal/Rennebu;9102;104;8998;5;8993;100;1,142606021;98,85739398;0,054932982;98,802461;4537;62;4475;4;4471;49,84618765;0,681168974;49,16501868;0,043946385;49,12107229;4565;42;4523;1;4522;50,15381235;0,461437047;49,6923753;0,010986596;49,68138871
60 Orkdalregionen;21986;169;21817;8;21809;100;0,768670972;99,23132903;0,036386792;99,19494224;11014;88;10926;3;10923;50,09551533;0,400254708;49,69526062;0,013645047;49,68161557;10972;81;10891;5;10886;49,90448467;0,368416265;49,53606841;0,022741745;49,51332666
61 Trondheimsregionen;179314;4784;174530;357;174173;100;2,667945615;97,33205439;0,199092095;97,13296229;88081;2612;85469;171;85298;49,12109484;1,456662614;47,66443223;0,095363441;47,56906878;91233;2172;89061;186;88875;50,87890516;1,211283001;49,66762216;0,103728655;49,56389351
62 Rõrosregionen;8873;104;8769;7;8762;100;1,17209512;98,82790488;0,078891018;98,74901386;4369;43;4326;3;4323;49,23926519;0,484616252;48,75464893;0,033810436;48,7208385;4504;61;4443;4;4439;50,76073481;0,687478868;50,07325595;0,045080582;50,02817536
63 Stjõrdalsregionen;22529;299;22230;11;22219;100;1,327178304;98,6728217;0,048825958;98,62399574;11377;147;11230;5;11225;50,49935639;0,652492343;49,84686404;0,022193617;49,82467042;11152;152;11000;6;10994;49,50064361;0,67468596;48,82595765;0,026632341;48,79932531
64 Innherred;53811;640;53171;33;53138;100;1,189347903;98,8106521;0,061325751;98,74932635;27008;346;26662;25;26637;50,1904815;0,64299121;49,54749029;0,046458902;49,50103139;26803;294;26509;8;26501;49,8095185;0,546356693;49,26316181;0,014866849;49,24829496
65 Indre Namdal;10047;114;9933;4;9929;100;1,134667065;98,86533294;0,039812879;98,82552006;5114;43;5071;2;5069;50,9007664;0,427988454;50,47277794;0,01990644;50,4528715;4933;71;4862;2;4860;49,0992336;0,706678611;48,39255499;0,01990644;48,37264855
66 Kystgruppen;10180;56;10124;4;10120;100;0,550098232;99,44990177;0,039292731;99,41060904;5126;16;5110;1;5109;50,35363458;0,157170923;50,19646365;0,009823183;50,18664047;5054;40;5014;3;5011;49,64636542;0,392927308;49,25343811;0,029469548;49,22396857
67 Midtre Namdal;19922;224;19698;6;19692;100;1,124385102;98,8756149;0,030117458;98,84549744;9925;115;9810;4;9806;49,81929525;0,57725128;49,24204397;0,020078305;49,22196567;9997;109;9888;2;9886;50,18070475;0,547133822;49,63357093;0,010039153;49,62353177
68 Sõr-Helgeland;13374;89;13285;0;13285;100;0,665470316;99,33452968;0;99,33452968;6695;33;6662;0;6662;50,05981756;0,24674742;49,81307014;0;49,81307014;6679;56;6623;0;6623;49,94018244;0,418722895;49,52145955;0;49,52145955
69 HALD;13732;193;13539;3;13536;100;1,40547626;98,59452374;0,021846781;98,57267696;6898;120;6778;2;6776;50,23303233;0,87387125;49,35916108;0,014564521;49,34459656;6834;73;6761;1;6760;49,76696767;0,53160501;49,23536266;0,00728226;49,2280804
70 Ytre Helgeland;4537;27;4510;1;4509;100;0,595106899;99,4048931;0,022040996;99,3828521;2335;9;2326;1;2325;51,46572625;0,198368966;51,26735728;0,022040996;51,24531629;2202;18;2184;0;2184;48,53427375;0,396737933;48,13753582;0;48,13753582
71 Mosjõregionen;16748;180;16568;5;16563;100;1,074755195;98,92524481;0,029854311;98,89539049;8515;84;8431;3;8428;50,84189157;0,501552424;50,34033914;0,017912587;50,32242656;8233;96;8137;2;8135;49,15810843;0,57320277;48,58490566;0,011941724;48,57296394
72 Ranaregionen;31277;405;30872;10;30862;100;1,294881223;98,70511878;0,031972376;98,6731464;15754;215;15539;5;15534;50,36928094;0,687406081;49,68187486;0,015986188;49,66588867;15523;190;15333;5;15328;49,63071906;0,607475141;49,02324392;0,015986188;49,00725773
73 Salten;71339;812;70527;29;70498;100;1,138227337;98,86177266;0,040650976;98,82112169;35790;373;35417;14;35403;50,16891182;0,522855661;49,64605615;0,019624609;49,62643155;35549;439;35110;15;35095;49,83108818;0,615371676;49,21571651;0,021026367;49,19469014
74 Ofoten;27715;500;27215;3;27212;100;1,804077215;98,19592279;0,010824463;98,18509832;13791;287;13504;3;13501;49,76005773;1,035540321;48,72451741;0,010824463;48,71369295;13924;213;13711;0;13711;50,23994227;0,768536893;49,47140538;0;49,47140538
75 Lofoten;24471;293;24178;16;24162;100;1,197335622;98,80266438;0,065383515;98,73728086;12260;147;12113;9;12104;50,10011851;0,600711046;49,49940746;0,036778227;49,46262923;12211;146;12065;7;12058;49,89988149;0,596624576;49,30325692;0,028605288;49,27465163
76 VesterÜlen;35104;463;34641;15;34626;100;1,318938013;98,68106199;0,042730173;98,63833181;17697;265;17432;11;17421;50,41305834;0,754899727;49,65815861;0,03133546;49,62682315;17407;198;17209;4;17205;49,58694166;0,564038286;49,02290337;0,011394713;49,01150866
77 Sõr-Troms;14383;220;14163;5;14158;100;1,529583536;98,47041646;0,034763262;98,4356532;7338;129;7209;2;7207;51,01856358;0,896892164;50,12167142;0,013905305;50,10776611;7045;91;6954;3;6951;48,98143642;0,632691372;48,34874505;0,020857957;48,32788709
78 Midt-Troms;31760;295;31465;15;31450;100;0,92884131;99,07115869;0,047229219;99,02392947;16180;126;16054;5;16049;50,94458438;0,396725441;50,54785894;0,015743073;50,53211587;15580;169;15411;10;15401;49,05541562;0,532115869;48,52329975;0,031486146;48,4918136
79 Tromsõregionen;59700;1384;58316;61;58255;100;2,318257956;97,68174204;0,102177554;97,57956449;30108;718;29390;37;29353;50,4321608;1,202680067;49,22948074;0,061976549;49,16750419;29592;666;28926;24;28902;49,5678392;1,115577889;48,45226131;0,040201005;48,4120603
80 Nord-Troms;17644;148;17496;10;17486;100;0,838812061;99,16118794;0,056676491;99,10451145;9034;58;8976;3;8973;51,2015416;0,328723645;50,87281796;0,017002947;50,85581501;8610;90;8520;7;8513;48,7984584;0,510088415;48,28836998;0,039673543;48,24869644
81 Vest-Finnmark;25089;377;24712;13;24699;100;1,502650564;98,49734944;0,051815537;98,4455339;12848;191;12657;9;12648;51,20969349;0,761289808;50,44840368;0,035872295;50,41253139;12241;186;12055;4;12051;48,79030651;0,741360756;48,04894575;0,015943242;48,03300251
82 Midt-Finnmark;15029;324;14705;19;14686;100;2,155832058;97,84416794;0,12642225;97,71774569;7911;130;7781;10;7771;52,63823275;0,864994344;51,77323841;0,066538026;51,70670038;7118;194;6924;9;6915;47,36176725;1,290837714;46,07092954;0,059884224;46,01104531
83 ùst-Finnmark;24790;837;23953;38;23915;100;3,376361436;96,62363856;0,153287616;96,47035095;12731;380;12351;21;12330;51,35538524;1,53287616;49,82250908;0,084711577;49,7377975;12059;457;11602;17;11585;48,64461476;1,843485276;46,80112949;0,068576039;46,73255345
uoppgitt;251867;6060;245807;446;245361;100;2,406031755;97,59396825;0,177077585;97,41689066;123419;3009;120410;245;120165;49,00165564;1,194678144;47,80697749;0,097273561;47,70970393;128448;3051;125397;201;125196;50,99834436;1,211353611;49,78699075;0,079804024;49,70718673
