;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf
09 Oslo;449395;33994;415401;4908;410493;100;7,564392127;92,43560787;1,092134981;91,34347289;208957;18044;190913;2560;188353;46,49740206;4,015175959;42,4822261;0,569654758;41,91257135;240438;15950;224488;2348;222140;53,50259794;3,549216168;49,95338177;0,522480223;49,43090155
10 Fjellregionen;16536;113;16423;4;16419;100;0,683357523;99,31664248;0,024189647;99,29245283;8316;42;8274;2;8272;50,29027576;0,253991292;50,03628447;0,012094823;50,02418965;8220;71;8149;2;8147;49,70972424;0,429366231;49,28035801;0,012094823;49,26826318
11 GlÜmdal;55997;795;55202;39;55163;100;1,419718914;98,58028109;0,069646588;98,5106345;28136;352;27784;18;27766;50,24554887;0,628605104;49,61694376;0,032144579;49,58479919;27861;443;27418;21;27397;49,75445113;0,79111381;48,96333732;0,037502009;48,92583531
12 Hamarregionen;55204;668;54536;40;54496;100;1,210057242;98,78994276;0,072458517;98,71748424;27826;306;27520;19;27501;50,4057677;0,554307659;49,85146004;0,034417796;49,81704224;27378;362;27016;21;26995;49,5942323;0,655749583;48,93848272;0,038040722;48,900442
13 Sõr ùsterdal;34145;563;33582;34;33548;100;1,648850491;98,35114951;0,09957534;98,25157417;16994;251;16743;18;16725;49,77009811;0,735100308;49,0349978;0,052716357;48,98228145;17151;312;16839;16;16823;50,22990189;0,913750183;49,31615171;0,046858984;49,26929272
14 Gjõvikregionen;66886;793;66093;60;66033;100;1,185599378;98,81440062;0,089704871;98,72469575;33311;359;32952;27;32925;49,80264928;0,536734145;49,26591514;0,040367192;49,22554795;33575;434;33141;33;33108;50,19735072;0,648865233;49,54848548;0,049337679;49,4991478
15 Hadeland;25789;297;25492;10;25482;100;1,151653806;98,84834619;0,038776222;98,80956997;13039;143;12896;6;12890;50,56031641;0,554499981;50,00581643;0,023265733;49,9825507;12750;154;12596;4;12592;49,43968359;0,597153825;48,84252976;0,015510489;48,82701927
16 Lillehammerregionen;33146;640;32506;18;32488;100;1,930851385;98,06914862;0,054305195;98,01484342;16100;273;15827;9;15818;48,57298015;0,823628794;47,74935135;0,027152598;47,72219876;17046;367;16679;9;16670;51,42701985;1,107222591;50,31979726;0,027152598;50,29264466
17 Midt-Gudbrandsdal;15037;140;14897;2;14895;100;0,931036776;99,06896322;0,013300525;99,0556627;7545;72;7473;1;7472;50,17623196;0,478818913;49,69741305;0,006650263;49,69076279;7492;68;7424;1;7423;49,82376804;0,452217863;49,37155018;0,006650263;49,36489991
18 Nord-Gudbrandsdal;21729;148;21581;2;21579;100;0,681117401;99,3188826;0,009204289;99,30967831;11069;77;10992;1;10991;50,94113857;0,354365134;50,58677344;0,004602145;50,58217129;10660;71;10589;1;10588;49,05886143;0,326752267;48,73210916;0,004602145;48,72750702
19 Valdres;19209;180;19029;7;19022;100;0,937060753;99,06293925;0,036441251;99,026498;9701;88;9613;5;9611;50,50236868;0,45811859;50,04425009;0,026029465;50,0338383;9508;92;9416;5;9411;49,49763132;0,478942163;49,01868916;0,026029465;48,99265969
20 Drammensregionen;135110;4968;130142;788;129354;100;3,677003923;96,32299608;0,58322848;95,7397676;66406;2626;63780;392;63388;49,14958182;1,94360151;47,20598031;0,290133965;46,91584635;68704;2342;66362;396;65966;50,85041818;1,733402413;49,11701576;0,293094516;48,82392125
21 Hallingdal;19670;363;19307;24;19283;100;1,845449924;98,15455008;0,122013218;98,03253686;9841;158;9683;10;9673;50,0305033;0,803253686;49,22724962;0,050838841;49,17641078;9829;205;9624;14;9610;49,9694967;1,042196238;48,92730046;0,071174377;48,85612608
22 Kongsberg/Numedal;28015;651;27364;50;27314;100;2,323755131;97,67624487;0,178475817;97,49776905;14080;306;13774;23;13751;50,25878993;1,092271997;49,16651794;0,082098876;49,08441906;13935;345;13590;27;13563;49,74121007;1,231483134;48,50972693;0,096376941;48,41334999
23 Midt-Buskerud;18326;204;18122;17;18105;100;1,113172542;98,88682746;0,092764378;98,79406308;9100;86;9014;8;9006;49,65622613;0,469278621;49,18694751;0,043653825;49,14329368;9226;118;9108;9;9099;50,34377387;0,643893921;49,69987995;0,049110553;49,6507694
24 Ringerike/Hole;31033;563;30470;50;30420;100;1,814197789;98,18580221;0,161118809;98,0246834;15367;226;15141;22;15119;49,51825476;0,728257017;48,78999774;0,070892276;48,71910547;15666;337;15329;28;15301;50,48174524;1,085940773;49,39580447;0,090226533;49,30557793
25 Tõnsbergregionen;49139;1080;48059;79;47980;100;2,197846924;97,80215308;0,160768432;97,64138464;24395;491;23904;38;23866;49,64488492;0,999206333;48,64567859;0,077331651;48,56834693;24744;589;24155;41;24114;50,35511508;1,198640591;49,15647449;0,083436781;49,07303771
26 Sandefjord/Larvik;37500;912;36588;59;36529;100;2,432;97,568;0,157333333;97,41066667;18242;387;17855;30;17825;48,64533333;1,032;47,61333333;0,08;47,53333333;19258;525;18733;29;18704;51,35466667;1,4;49,95466667;0,077333333;49,87733333
27 Grenland;109168;2122;107046;154;106892;100;1,943793053;98,05620695;0,141066979;97,91513997;53829;1030;52799;75;52724;49,30840539;0,943499927;48,36490547;0,068701451;48,29620402;55339;1092;54247;79;54168;50,69159461;1,000293126;49,69130148;0,072365528;49,61893595
28 Midt-Telemark;15949;182;15767;13;15754;100;1,141137375;98,85886262;0,081509813;98,77735281;7991;86;7905;8;7897;50,10345476;0,53921876;49,564236;0,050159885;49,51407612;7958;96;7862;5;7857;49,89654524;0,601918616;49,29462662;0,031349928;49,26327669
29 ùst-Telemark;21550;444;21106;28;21078;100;2,060324826;97,93967517;0,129930394;97,80974478;10665;199;10466;14;10452;49,48955916;0,923433875;48,56612529;0,064965197;48,50116009;10885;245;10640;14;10626;50,51044084;1,136890951;49,37354988;0,064965197;49,30858469
30 Vest-Telemark;15862;213;15649;8;15641;100;1,342831925;98,65716807;0,050435002;98,60673307;8014;104;7910;5;7905;50,52326314;0,655655025;49,86760812;0,031521876;49,83608624;7848;109;7739;3;7736;49,47673686;0,687176901;48,78955995;0,018913126;48,77064683
31 Setesdal;7094;144;6950;4;6946;100;2,029884409;97,97011559;0,056385678;97,91372991;3531;67;3464;4;3460;49,77445729;0,944460107;48,82999718;0,056385678;48,7736115;3563;77;3486;0;3486;50,22554271;1,085424302;49,14011841;0;49,14011841
32 Arendalregionen;37961;741;37220;32;37188;100;1,952003372;98,04799663;0,084297042;97,96369959;19041;359;18682;19;18663;50,15937409;0,945707437;49,21366666;0,050051369;49,16361529;18920;382;18538;13;18525;49,84062591;1,006295935;48,83432997;0,034245673;48,8000843
33 Lister;33737;794;32943;49;32894;100;2,353499126;97,64650087;0,14524113;97,50125974;16878;324;16554;25;16529;50,02815899;0,96036992;49,06778907;0,074102617;48,99368646;16859;470;16389;24;16365;49,97184101;1,393129205;48,5787118;0,071138513;48,50757329
34 Mandalsregionen;21051;495;20556;45;20511;100;2,351432236;97,64856776;0,213766567;97,4348012;10550;229;10321;20;10301;50,11638402;1,087834307;49,02854971;0,095007363;48,93354235;10501;266;10235;25;10210;49,88361598;1,263597929;48,62001805;0,118759204;48,50125885
35 Kristiansandregionen;98127;2913;95214;288;94926;100;2,968601914;97,03139809;0,293497203;96,73790088;48375;1479;46896;151;46745;49,29835825;1,507230426;47,79112782;0,153882214;47,63724561;49752;1434;48318;137;48181;50,70164175;1,461371488;49,24027026;0,139614989;49,10065527
36 Dalane;20963;280;20683;13;20670;100;1,335686686;98,66431331;0,062014025;98,60229929;10560;143;10417;8;10409;50,3744693;0,682154272;49,69231503;0,038162477;49,65415255;10403;137;10266;5;10261;49,6255307;0,653532414;48,97199828;0,023851548;48,94814673
37 Haugesundregionen;75170;1279;73891;37;73854;100;1,701476653;98,29852335;0,049221764;98,24930158;37213;675;36538;22;36516;49,50512172;0,897964614;48,60715711;0,029266995;48,57789012;37957;604;37353;15;37338;50,49487828;0,803512039;49,69136624;0,019954769;49,67141147
38 Ryfylke;20026;197;19829;4;19825;100;0,983721162;99,01627884;0,019974034;98,9963048;10239;91;10148;1;10147;51,12853291;0,454409268;50,67412364;0,004993508;50,66913013;9787;106;9681;3;9678;48,87146709;0,529311895;48,3421552;0,014980525;48,32717467
39 Stavangerregionen;202227;10448;191779;724;191055;100;5,166471342;94,83352866;0,358013519;94,47551514;100523;5898;94625;387;94238;49,7080014;2,9165245;46,7914769;0,191369105;46,6001078;101704;4550;97154;337;96817;50,2919986;2,249946842;48,04205175;0,166644414;47,87540734
40 Bergen;207922;5996;201926;439;201487;100;2,883773723;97,11622628;0,211136869;96,90508941;100810;3063;97747;234;97513;48,48452785;1,473148585;47,01137927;0,112542203;46,89883706;107112;2933;104179;205;103974;51,51547215;1,410625138;50,10484701;0,098594665;50,00625234
41 Bjõrnefjorden;17966;194;17772;15;17757;100;1,079817433;98,92018257;0,083491039;98,83669153;9107;111;8996;9;8987;50,69019259;0,617833686;50,0723589;0,050094623;50,02226428;8859;83;8776;6;8770;49,30980741;0,461983747;48,84782367;0,033396415;48,81442725
42 Hardanger;26175;351;25824;21;25803;100;1,340974212;98,65902579;0,080229226;98,57879656;13090;175;12915;12;12903;50,0095511;0,668576886;49,34097421;0,045845272;49,29512894;13085;176;12909;9;12900;49,9904489;0,672397326;49,31805158;0,034383954;49,28366762
43 Voss;14025;149;13876;7;13869;100;1,062388592;98,93761141;0,049910873;98,88770053;6951;65;6886;2;6884;49,56149733;0,463458111;49,09803922;0,01426025;49,08377897;7074;84;6990;5;6985;50,43850267;0,598930481;49,83957219;0,035650624;49,80392157
44 Nordhordland;25035;164;24871;2;24869;100;0,655082884;99,34491712;0,007988816;99,3369283;12749;87;12662;2;12660;50,92470541;0,347513481;50,57719193;0,007988816;50,56920312;12286;77;12209;0;12209;49,07529459;0,307569403;48,76772518;0;48,76772518
45 Osterfjorden;11925;88;11837;1;11836;100;0,737945493;99,26205451;0,008385744;99,25366876;6087;36;6051;1;6050;51,04402516;0,301886792;50,74213836;0,008385744;50,73375262;5838;52;5786;0;5786;48,95597484;0,4360587;48,51991614;0;48,51991614
46 Sunnhordland;55253;726;54527;35;54492;100;1,313955803;98,6860442;0,063344977;98,62269922;28273;360;27913;18;27895;51,17007221;0,651548332;50,51852388;0,032577417;50,48594646;26980;366;26614;17;26597;48,82992779;0,662407471;48,16752032;0,03076756;48,13675276
47 Hordaland Vest;38250;373;37877;10;37867;100;0,975163399;99,0248366;0,026143791;98,99869281;19454;176;19278;4;19274;50,86013072;0,460130719;50,4;0,010457516;50,38954248;18796;197;18599;6;18593;49,13986928;0,51503268;48,6248366;0,015686275;48,60915033
48 HAFS;12422;63;12359;7;12352;100;0,507164708;99,49283529;0,056351634;99,43648366;6513;29;6484;0;6484;52,4311705;0,23345677;52,19771373;0;52,19771373;5909;34;5875;7;5868;47,5688295;0,273707938;47,29512156;0,056351634;47,23876992
49 Nordfjord;34128;292;33836;19;33817;100;0,855602438;99,14439756;0,055672761;99,0887248;17266;155;17111;9;17102;50,59188936;0,454172527;50,13771683;0,026371308;50,11134552;16862;137;16725;10;16715;49,40811064;0,401429911;49,00668073;0,029301453;48,97737928
50 Sogn;33530;289;33241;14;33227;100;0,861914703;99,1380853;0,041753653;99,09633164;16992;140;16852;5;16847;50,67700567;0,417536534;50,25946913;0,014912019;50,24455711;16538;149;16389;9;16380;49,32299433;0,444378169;48,87861616;0,026841634;48,85177453
51 Sunnfjord;26026;246;25780;8;25772;100;0,945208638;99,05479136;0,030738492;99,02405287;13124;114;13010;4;13006;50,42649658;0,438023515;49,98847307;0,015369246;49,97310382;12902;132;12770;4;12766;49,57350342;0,507185123;49,0663183;0,015369246;49,05094905
52 Nordmõre;36421;232;36189;8;36181;100;0,63699514;99,36300486;0,02196535;99,34103951;18489;111;18378;1;18377;50,76466874;0,304769227;50,45989951;0,002745669;50,45715384;17932;121;17811;7;17804;49,23533126;0,332225914;48,90310535;0,019219681;48,88388567
53 Romsdal;53049;528;52521;17;52504;100;0,995306226;99,00469377;0,032045844;98,97264793;26495;230;26265;6;26259;49,94439103;0,433561424;49,51082961;0,011310298;49,49951931;26554;298;26256;11;26245;50,05560897;0,561744802;49,49386416;0,020735546;49,47312862
54 Storfjord;16576;122;16454;8;16446;100;0,736003861;99,26399614;0,048262548;99,21573359;8264;56;8208;2;8206;49,85521236;0,337837838;49,51737452;0,012065637;49,50530888;8312;66;8246;6;8240;50,14478764;0,398166023;49,74662162;0,036196911;49,71042471
55 Sõre Sunnmõre;43393;316;43077;7;43070;100;0,728228055;99,27177194;0,016131634;99,25564031;21969;144;21825;4;21821;50,62798147;0,331850759;50,29613071;0,009218077;50,28691264;21424;172;21252;3;21249;49,37201853;0,396377296;48,97564123;0,006913557;48,96872767
56 èlesundregionen;61521;721;60800;24;60776;100;1,171957543;98,82804246;0,039011069;98,78903139;30342;354;29988;11;29977;49,31974448;0,575413274;48,7443312;0,017880073;48,72645113;31179;367;30812;13;30799;50,68025552;0,596544269;50,08371125;0,021130996;50,06258026
57 Fosen;26566;166;26400;7;26393;100;0,624858842;99,37514116;0,026349469;99,34879169;13386;69;13317;4;13313;50,38771362;0,259730483;50,12798314;0,01505684;50,1129263;13180;97;13083;3;13080;49,61228638;0,36512836;49,24715802;0,01129263;49,23586539
58 Hitra/Frõya;8861;43;8818;1;8817;100;0,485272543;99,51472746;0,011285408;99,50344205;4539;13;4526;0;4526;51,22446676;0,146710304;51,07775646;0;51,07775646;4322;30;4292;1;4291;48,77553324;0,338562239;48,436971;0,011285408;48,42568559
59 Oppdal/Rennebu;9131;43;9088;0;9088;100;0,470923229;99,52907677;0;99,52907677;4582;22;4560;0;4560;50,1807031;0,240937466;49,93976563;0;49,93976563;4549;21;4528;0;4528;49,8192969;0,229985763;49,58931114;0;49,58931114
60 Orkdalregionen;22126;134;21992;8;21984;100;0,605622345;99,39437766;0,036156558;99,3582211;11110;65;11045;4;11041;50,21241978;0,293772033;49,91864774;0,018078279;49,90056947;11016;69;10947;4;10943;49,78758022;0,311850312;49,47572991;0,018078279;49,45765163
61 Trondheimsregionen;174714;3128;171586;229;171357;100;1,790354522;98,20964548;0,131071351;98,07857413;85638;1589;84049;120;83929;49,01610632;0,909486361;48,10661996;0,068683677;48,03793628;89076;1539;87537;112;87428;50,98389368;0,880868162;50,10302552;0,064104766;50,04063784
62 Rõrosregionen;9049;90;8959;5;8954;100;0,994585037;99,00541496;0,055254724;98,95016024;4501;37;4464;3;4461;49,7403028;0,40888496;49,33141784;0,033152835;49,298265;4548;53;4495;2;4493;50,2596972;0,585700077;49,67399713;0,02210189;49,65189524
63 Stjõrdalsregionen;22087;214;21873;9;21864;100;0,968895731;99,03110427;0,040747951;98,99035632;11154;108;11046;5;11041;50,50029429;0,488975415;50,01131888;0,022637751;49,98868112;10933;106;10827;4;10823;49,49970571;0,479920315;49,01978539;0,018110201;49,00167519
64 Innherred;53360;451;52909;16;52893;100;0,845202399;99,1547976;0,029985007;99,12481259;26781;225;26556;13;26543;50,18928036;0,421664168;49,76761619;0,024362819;49,74325337;26579;226;26353;3;26350;49,81071964;0,423538231;49,38718141;0,005622189;49,38155922
65 Indre Namdal;10452;117;10335;4;10331;100;1,119402985;98,88059701;0,038270188;98,84232683;5367;52;5315;2;5313;51,34902411;0,497512438;50,85151167;0,019135094;50,83237658;5085;65;5020;2;5018;48,65097589;0,621890547;48,02908534;0,019135094;48,00995025
66 Kystgruppen;10527;48;10479;2;10477;100;0,455970362;99,54402964;0,018998765;99,52503087;5324;15;5309;0;5309;50,57471264;0,142490738;50,43222191;0;50,43222191;5203;33;5170;2;5168;49,42528736;0,313479624;49,11180773;0,018998765;49,09280897
67 Midtre Namdal;19991;133;19858;1;19857;100;0,665299385;99,33470062;0,005002251;99,32969836;10032;57;9975;1;9974;50,18258216;0,285128308;49,89745385;0,005002251;49,8924516;9959;76;9883;0;9883;49,81741784;0,380171077;49,43724676;0;49,43724676
68 Sõr-Helgeland;13591;45;13546;0;13546;100;0,331101464;99,66889854;0;99,66889854;6857;10;6847;0;6847;50,45250533;0,073578103;50,37892723;0;50,37892723;6734;35;6699;0;6699;49,54749467;0,257523361;49,2899713;0;49,2899713
69 HALD;14131;116;14015;1;14014;100;0,820890241;99,17910976;0,00707664;99,17203312;7094;62;7032;1;7031;50,20168424;0,438751681;49,76293256;0,00707664;49,75585592;7037;54;6983;0;6983;49,79831576;0,382138561;49,4161772;0;49,4161772
70 Ytre Helgeland;4865;12;4853;0;4853;100;0,246659815;99,75334018;0;99,75334018;2508;3;2505;0;2505;51,55190134;0,061664954;51,49023638;0;51,49023638;2357;9;2348;0;2348;48,44809866;0,184994861;48,2631038;0;48,2631038
71 Mosjõregionen;16712;142;16570;2;16568;100;0,849688846;99,15031115;0,011967449;99,13834371;8533;63;8470;1;8469;51,0591192;0,376974629;50,68214457;0,005983724;50,67616084;8179;79;8100;1;8099;48,9408808;0,472714217;48,46816659;0,005983724;48,46218286
72 Ranaregionen;31986;248;31738;5;31733;100;0,775339211;99,22466079;0,015631839;99,20902895;16236;103;16133;3;16130;50,75970737;0,322015882;50,43769149;0,009379103;50,42831239;15750;145;15605;2;15603;49,24029263;0,453323329;48,7869693;0,006252736;48,78071656
73 Salten;69969;631;69338;23;69315;100;0,901827952;99,09817205;0,0328717;99,06530035;35102;268;34834;14;34820;50,16793151;0,383026769;49,78490474;0,020008861;49,76489588;34867;363;34504;9;34495;49,83206849;0,518801183;49,3132673;0,012862839;49,30040446
74 Ofoten;28457;328;28129;5;28124;100;1,152616228;98,84738377;0,017570369;98,8298134;14196;176;14020;5;14015;49,8857926;0,618477;49,2673156;0,017570369;49,24974523;14261;152;14109;0;14109;50,1142074;0,534139228;49,58006817;0;49,58006817
75 Lofoten;25166;198;24968;6;24962;100;0,786775809;99,21322419;0,023841691;99,1893825;12732;82;12650;2;12648;50,59206866;0,325836446;50,26623222;0,00794723;50,25828499;12434;116;12318;4;12314;49,40793134;0,460939363;48,94699197;0,015894461;48,93109751
76 VesterÜlen;36056;190;35866;6;35860;100;0,526958065;99,47304193;0,016640781;99,45640115;18170;78;18092;2;18090;50,39383182;0,216330153;50,17750166;0,005546927;50,17195474;17886;112;17774;4;17770;49,60616818;0,310627912;49,29554027;0,011093854;49,28444642
77 Sõr-Troms;15008;123;14885;0;14885;100;0,8195629;99,1804371;0;99,1804371;7708;55;7653;0;7653;51,35927505;0,366471215;50,99280384;0;50,99280384;7300;68;7232;0;7232;48,64072495;0,453091684;48,18763326;0;48,18763326
78 Midt-Troms;32793;243;32550;9;32541;100;0,741011801;99,2589882;0,027444882;99,23154332;16800;93;16707;3;16704;51,23044552;0,283597109;50,94684841;0,009148294;50,93770012;15993;150;15843;6;15837;48,76955448;0,457414692;48,31213979;0,018296588;48,2938432
79 Tromsõregionen;57773;920;56853;34;56819;100;1,592439375;98,40756063;0,05885102;98,3487096;29232;434;28798;21;28777;50,59803022;0,751215966;49,84681426;0,03634916;49,8104651;28541;486;28055;13;28042;49,40196978;0,841223409;48,56074637;0,022501861;48,53824451
80 Nord-Troms;18375;150;18225;5;18220;100;0,816326531;99,18367347;0,027210884;99,15646259;9421;62;9359;2;9357;51,2707483;0,337414966;50,93333333;0,010884354;50,92244898;8954;88;8866;3;8863;48,7292517;0,478911565;48,25034014;0,016326531;48,23401361
81 Vest-Finnmark;25375;243;25132;12;25120;100;0,957635468;99,04236453;0,04729064;98,99507389;13060;93;12967;8;12959;51,4679803;0,366502463;51,10147783;0,031527094;51,06995074;12315;150;12165;4;12161;48,5320197;0,591133005;47,9408867;0,015763547;47,92512315
82 Midt-Finnmark;15128;360;14768;14;14754;100;2,379693284;97,62030672;0,092543628;97,52776309;7949;143;7806;9;7797;52,54494976;0,945267054;51,59968271;0,059492332;51,54019038;7179;217;6962;5;6957;47,45505024;1,43442623;46,02062401;0,033051296;45,98757271
83 ùst-Finnmark;25759;435;25324;19;25305;100;1,688730153;98,31126985;0,073760627;98,23750922;13304;188;13116;9;13107;51,6479677;0,729841997;50,9181257;0,034939245;50,88318646;12455;247;12208;10;12198;48,3520323;0,958888156;47,39314414;0,038821383;47,35432276
uoppgitt;338819;6890;331929;504;331425;100;2,033534129;97,96646587;0,148751989;97,81771388;165647;3136;162511;250;162261;48,88952509;0,925567929;47,96395716;0,073785709;47,89017145;173172;3754;169418;254;169164;51,11047491;1,1079662;50,00250871;0,07496628;49,92754243
