fylke_nr,vreg_3,kjonn,aar,tabellvariabel,tabellnavn,enhet
05,1,0,2011,3408,sysselsatte_kjonn_land,personer
05,1,1,2011,4303,sysselsatte_kjonn_land,personer
05,1,alle,2011,7711,sysselsatte_kjonn_land,personer
05,2,0,2011,1756,sysselsatte_kjonn_land,personer
05,2,1,2011,1561,sysselsatte_kjonn_land,personer
05,2,alle,2011,3317,sysselsatte_kjonn_land,personer
05,alle,0,2011,5164,sysselsatte_kjonn_land,personer
05,alle,1,2011,5864,sysselsatte_kjonn_land,personer
05,alle,alle,2011,11028,sysselsatte_kjonn_land,personer
06,1,0,2011,7840,sysselsatte_kjonn_land,personer
06,1,1,2011,10555,sysselsatte_kjonn_land,personer
06,1,alle,2011,18395,sysselsatte_kjonn_land,personer
06,2,0,2011,5219,sysselsatte_kjonn_land,personer
06,2,1,2011,5170,sysselsatte_kjonn_land,personer
06,2,alle,2011,10389,sysselsatte_kjonn_land,personer
06,alle,0,2011,13059,sysselsatte_kjonn_land,personer
06,alle,1,2011,15725,sysselsatte_kjonn_land,personer
06,alle,alle,2011,28784,sysselsatte_kjonn_land,personer
07,1,0,2011,7098,sysselsatte_kjonn_land,personer
07,1,1,2011,8858,sysselsatte_kjonn_land,personer
07,1,alle,2011,15956,sysselsatte_kjonn_land,personer
07,2,0,2011,3369,sysselsatte_kjonn_land,personer
07,2,1,2011,3088,sysselsatte_kjonn_land,personer
07,2,alle,2011,6457,sysselsatte_kjonn_land,personer
07,alle,0,2011,10467,sysselsatte_kjonn_land,personer
07,alle,1,2011,11946,sysselsatte_kjonn_land,personer
07,alle,alle,2011,22413,sysselsatte_kjonn_land,personer
08,1,0,2011,3665,sysselsatte_kjonn_land,personer
08,1,1,2011,4464,sysselsatte_kjonn_land,personer
08,1,alle,2011,8129,sysselsatte_kjonn_land,personer
08,2,0,2011,2402,sysselsatte_kjonn_land,personer
08,2,1,2011,2033,sysselsatte_kjonn_land,personer
08,2,alle,2011,4435,sysselsatte_kjonn_land,personer
08,alle,0,2011,6067,sysselsatte_kjonn_land,personer
08,alle,1,2011,6497,sysselsatte_kjonn_land,personer
08,alle,alle,2011,12564,sysselsatte_kjonn_land,personer
09,1,0,2011,3263,sysselsatte_kjonn_land,personer
09,1,1,2011,4007,sysselsatte_kjonn_land,personer
09,1,alle,2011,7270,sysselsatte_kjonn_land,personer
09,2,0,2011,1348,sysselsatte_kjonn_land,personer
09,2,1,2011,1267,sysselsatte_kjonn_land,personer
09,2,alle,2011,2615,sysselsatte_kjonn_land,personer
09,alle,0,2011,4611,sysselsatte_kjonn_land,personer
09,alle,1,2011,5274,sysselsatte_kjonn_land,personer
09,alle,alle,2011,9885,sysselsatte_kjonn_land,personer
10,1,0,2011,5954,sysselsatte_kjonn_land,personer
10,1,1,2011,7199,sysselsatte_kjonn_land,personer
10,1,alle,2011,13153,sysselsatte_kjonn_land,personer
10,2,0,2011,3035,sysselsatte_kjonn_land,personer
10,2,1,2011,3125,sysselsatte_kjonn_land,personer
10,2,alle,2011,6160,sysselsatte_kjonn_land,personer
10,alle,0,2011,8989,sysselsatte_kjonn_land,personer
10,alle,1,2011,10324,sysselsatte_kjonn_land,personer
10,alle,alle,2011,19313,sysselsatte_kjonn_land,personer
11,1,0,2011,12926,sysselsatte_kjonn_land,personer
11,1,1,2011,20019,sysselsatte_kjonn_land,personer
11,1,alle,2011,32945,sysselsatte_kjonn_land,personer
11,2,0,2011,8052,sysselsatte_kjonn_land,personer
11,2,1,2011,8388,sysselsatte_kjonn_land,personer
11,2,alle,2011,16440,sysselsatte_kjonn_land,personer
11,alle,0,2011,20978,sysselsatte_kjonn_land,personer
11,alle,1,2011,28407,sysselsatte_kjonn_land,personer
11,alle,alle,2011,49385,sysselsatte_kjonn_land,personer
12,1,0,2011,11643,sysselsatte_kjonn_land,personer
12,1,1,2011,16585,sysselsatte_kjonn_land,personer
12,1,alle,2011,28228,sysselsatte_kjonn_land,personer
12,2,0,2011,7373,sysselsatte_kjonn_land,personer
12,2,1,2011,7125,sysselsatte_kjonn_land,personer
12,2,alle,2011,14498,sysselsatte_kjonn_land,personer
12,alle,0,2011,19016,sysselsatte_kjonn_land,personer
12,alle,1,2011,23710,sysselsatte_kjonn_land,personer
12,alle,alle,2011,42726,sysselsatte_kjonn_land,personer
14,1,0,2011,1992,sysselsatte_kjonn_land,personer
14,1,1,2011,2926,sysselsatte_kjonn_land,personer
14,1,alle,2011,4918,sysselsatte_kjonn_land,personer
14,2,0,2011,994,sysselsatte_kjonn_land,personer
14,2,1,2011,755,sysselsatte_kjonn_land,personer
14,2,alle,2011,1749,sysselsatte_kjonn_land,personer
14,alle,0,2011,2986,sysselsatte_kjonn_land,personer
14,alle,1,2011,3681,sysselsatte_kjonn_land,personer
14,alle,alle,2011,6667,sysselsatte_kjonn_land,personer
15,1,0,2011,4838,sysselsatte_kjonn_land,personer
15,1,1,2011,7977,sysselsatte_kjonn_land,personer
15,1,alle,2011,12815,sysselsatte_kjonn_land,personer
15,2,0,2011,2996,sysselsatte_kjonn_land,personer
15,2,1,2011,2134,sysselsatte_kjonn_land,personer
15,2,alle,2011,5130,sysselsatte_kjonn_land,personer
15,alle,0,2011,7834,sysselsatte_kjonn_land,personer
15,alle,1,2011,10111,sysselsatte_kjonn_land,personer
15,alle,alle,2011,17945,sysselsatte_kjonn_land,personer
16,1,0,2011,5770,sysselsatte_kjonn_land,personer
16,1,1,2011,7955,sysselsatte_kjonn_land,personer
16,1,alle,2011,13725,sysselsatte_kjonn_land,personer
16,2,0,2011,3822,sysselsatte_kjonn_land,personer
16,2,1,2011,3951,sysselsatte_kjonn_land,personer
16,2,alle,2011,7773,sysselsatte_kjonn_land,personer
16,alle,0,2011,9592,sysselsatte_kjonn_land,personer
16,alle,1,2011,11906,sysselsatte_kjonn_land,personer
16,alle,alle,2011,21498,sysselsatte_kjonn_land,personer
17,1,0,2011,1928,sysselsatte_kjonn_land,personer
17,1,1,2011,2561,sysselsatte_kjonn_land,personer
17,1,alle,2011,4489,sysselsatte_kjonn_land,personer
17,2,0,2011,1033,sysselsatte_kjonn_land,personer
17,2,1,2011,771,sysselsatte_kjonn_land,personer
17,2,alle,2011,1804,sysselsatte_kjonn_land,personer
17,alle,0,2011,2961,sysselsatte_kjonn_land,personer
17,alle,1,2011,3332,sysselsatte_kjonn_land,personer
17,alle,alle,2011,6293,sysselsatte_kjonn_land,personer
18,1,0,2011,3550,sysselsatte_kjonn_land,personer
18,1,1,2011,4525,sysselsatte_kjonn_land,personer
18,1,alle,2011,8075,sysselsatte_kjonn_land,personer
18,2,0,2011,2328,sysselsatte_kjonn_land,personer
18,2,1,2011,1862,sysselsatte_kjonn_land,personer
18,2,alle,2011,4190,sysselsatte_kjonn_land,personer
18,alle,0,2011,5878,sysselsatte_kjonn_land,personer
18,alle,1,2011,6387,sysselsatte_kjonn_land,personer
18,alle,alle,2011,12265,sysselsatte_kjonn_land,personer
19,1,0,2011,3175,sysselsatte_kjonn_land,personer
19,1,1,2011,3594,sysselsatte_kjonn_land,personer
19,1,alle,2011,6769,sysselsatte_kjonn_land,personer
19,2,0,2011,1799,sysselsatte_kjonn_land,personer
19,2,1,2011,1492,sysselsatte_kjonn_land,personer
19,2,alle,2011,3291,sysselsatte_kjonn_land,personer
19,alle,0,2011,4974,sysselsatte_kjonn_land,personer
19,alle,1,2011,5086,sysselsatte_kjonn_land,personer
19,alle,alle,2011,10060,sysselsatte_kjonn_land,personer
20,1,0,2011,1945,sysselsatte_kjonn_land,personer
20,1,1,2011,2317,sysselsatte_kjonn_land,personer
20,1,alle,2011,4262,sysselsatte_kjonn_land,personer
20,2,0,2011,1251,sysselsatte_kjonn_land,personer
20,2,1,2011,848,sysselsatte_kjonn_land,personer
20,2,alle,2011,2099,sysselsatte_kjonn_land,personer
20,alle,0,2011,3196,sysselsatte_kjonn_land,personer
20,alle,1,2011,3165,sysselsatte_kjonn_land,personer
20,alle,alle,2011,6361,sysselsatte_kjonn_land,personer
alle,1,0,2011,139410,sysselsatte_kjonn_land,personer
alle,1,1,2011,183502,sysselsatte_kjonn_land,personer
alle,1,alle,2011,322912,sysselsatte_kjonn_land,personer
alle,2,0,2011,92105,sysselsatte_kjonn_land,personer
alle,2,1,2011,93186,sysselsatte_kjonn_land,personer
alle,2,alle,2011,185291,sysselsatte_kjonn_land,personer
alle,alle,0,2011,231515,sysselsatte_kjonn_land,personer
alle,alle,1,2011,276688,sysselsatte_kjonn_land,personer
alle,alle,alle,2011,508203,sysselsatte_kjonn_land,personer
01,1,0,2012,8235,sysselsatte_kjonn_land,personer
01,1,1,2012,11203,sysselsatte_kjonn_land,personer
01,1,alle,2012,19438,sysselsatte_kjonn_land,personer
01,2,0,2012,4740,sysselsatte_kjonn_land,personer
01,2,1,2012,4764,sysselsatte_kjonn_land,personer
01,2,alle,2012,9504,sysselsatte_kjonn_land,personer
01,alle,0,2012,12975,sysselsatte_kjonn_land,personer
01,alle,1,2012,15967,sysselsatte_kjonn_land,personer
01,alle,alle,2012,28942,sysselsatte_kjonn_land,personer
02,1,0,2012,20904,sysselsatte_kjonn_land,personer
02,1,1,2012,27507,sysselsatte_kjonn_land,personer
02,1,alle,2012,48411,sysselsatte_kjonn_land,personer
02,2,0,2012,13040,sysselsatte_kjonn_land,personer
02,2,1,2012,13256,sysselsatte_kjonn_land,personer
02,2,alle,2012,26296,sysselsatte_kjonn_land,personer
02,alle,0,2012,33944,sysselsatte_kjonn_land,personer
02,alle,1,2012,40763,sysselsatte_kjonn_land,personer
02,alle,alle,2012,74707,sysselsatte_kjonn_land,personer
03,1,0,2012,29799,sysselsatte_kjonn_land,personer
03,1,1,2012,36661,sysselsatte_kjonn_land,personer
03,1,alle,2012,66460,sysselsatte_kjonn_land,personer
03,2,0,2012,27937,sysselsatte_kjonn_land,personer
03,2,1,2012,33074,sysselsatte_kjonn_land,personer
03,2,alle,2012,61011,sysselsatte_kjonn_land,personer
03,alle,0,2012,57736,sysselsatte_kjonn_land,personer
03,alle,1,2012,69735,sysselsatte_kjonn_land,personer
03,alle,alle,2012,127471,sysselsatte_kjonn_land,personer
04,1,0,2012,3931,sysselsatte_kjonn_land,personer
04,1,1,2012,4726,sysselsatte_kjonn_land,personer
04,1,alle,2012,8657,sysselsatte_kjonn_land,personer
04,2,0,2012,1848,sysselsatte_kjonn_land,personer
04,2,1,2012,1571,sysselsatte_kjonn_land,personer
04,2,alle,2012,3419,sysselsatte_kjonn_land,personer
04,alle,0,2012,5779,sysselsatte_kjonn_land,personer
04,alle,1,2012,6297,sysselsatte_kjonn_land,personer
04,alle,alle,2012,12076,sysselsatte_kjonn_land,personer
05,1,0,2012,3486,sysselsatte_kjonn_land,personer
05,1,1,2012,4571,sysselsatte_kjonn_land,personer
05,1,alle,2012,8057,sysselsatte_kjonn_land,personer
05,2,0,2012,1860,sysselsatte_kjonn_land,personer
05,2,1,2012,1633,sysselsatte_kjonn_land,personer
05,2,alle,2012,3493,sysselsatte_kjonn_land,personer
05,alle,0,2012,5346,sysselsatte_kjonn_land,personer
05,alle,1,2012,6204,sysselsatte_kjonn_land,personer
05,alle,alle,2012,11550,sysselsatte_kjonn_land,personer
06,1,0,2012,8294,sysselsatte_kjonn_land,personer
06,1,1,2012,11349,sysselsatte_kjonn_land,personer
06,1,alle,2012,19643,sysselsatte_kjonn_land,personer
06,2,0,2012,5557,sysselsatte_kjonn_land,personer
06,2,1,2012,5546,sysselsatte_kjonn_land,personer
06,2,alle,2012,11103,sysselsatte_kjonn_land,personer
06,alle,0,2012,13851,sysselsatte_kjonn_land,personer
06,alle,1,2012,16895,sysselsatte_kjonn_land,personer
06,alle,alle,2012,30746,sysselsatte_kjonn_land,personer
07,1,0,2012,7377,sysselsatte_kjonn_land,personer
07,1,1,2012,9317,sysselsatte_kjonn_land,personer
07,1,alle,2012,16694,sysselsatte_kjonn_land,personer
07,2,0,2012,3615,sysselsatte_kjonn_land,personer
07,2,1,2012,3360,sysselsatte_kjonn_land,personer
07,2,alle,2012,6975,sysselsatte_kjonn_land,personer
07,alle,0,2012,10992,sysselsatte_kjonn_land,personer
07,alle,1,2012,12677,sysselsatte_kjonn_land,personer
07,alle,alle,2012,23669,sysselsatte_kjonn_land,personer
08,1,0,2012,3768,sysselsatte_kjonn_land,personer
08,1,1,2012,4771,sysselsatte_kjonn_land,personer
08,1,alle,2012,8539,sysselsatte_kjonn_land,personer
08,2,0,2012,2422,sysselsatte_kjonn_land,personer
08,2,1,2012,2093,sysselsatte_kjonn_land,personer
08,2,alle,2012,4515,sysselsatte_kjonn_land,personer
08,alle,0,2012,6190,sysselsatte_kjonn_land,personer
08,alle,1,2012,6864,sysselsatte_kjonn_land,personer
08,alle,alle,2012,13054,sysselsatte_kjonn_land,personer
09,1,0,2012,3409,sysselsatte_kjonn_land,personer
09,1,1,2012,4259,sysselsatte_kjonn_land,personer
09,1,alle,2012,7668,sysselsatte_kjonn_land,personer
09,2,0,2012,1416,sysselsatte_kjonn_land,personer
09,2,1,2012,1347,sysselsatte_kjonn_land,personer
09,2,alle,2012,2763,sysselsatte_kjonn_land,personer
09,alle,0,2012,4825,sysselsatte_kjonn_land,personer
09,alle,1,2012,5606,sysselsatte_kjonn_land,personer
09,alle,alle,2012,10431,sysselsatte_kjonn_land,personer
10,1,0,2012,6057,sysselsatte_kjonn_land,personer
10,1,1,2012,7628,sysselsatte_kjonn_land,personer
10,1,alle,2012,13685,sysselsatte_kjonn_land,personer
10,2,0,2012,3114,sysselsatte_kjonn_land,personer
10,2,1,2012,3278,sysselsatte_kjonn_land,personer
10,2,alle,2012,6392,sysselsatte_kjonn_land,personer
10,alle,0,2012,9171,sysselsatte_kjonn_land,personer
10,alle,1,2012,10906,sysselsatte_kjonn_land,personer
10,alle,alle,2012,20077,sysselsatte_kjonn_land,personer
11,1,0,2012,13906,sysselsatte_kjonn_land,personer
11,1,1,2012,21640,sysselsatte_kjonn_land,personer
11,1,alle,2012,35546,sysselsatte_kjonn_land,personer
11,2,0,2012,8778,sysselsatte_kjonn_land,personer
11,2,1,2012,9425,sysselsatte_kjonn_land,personer
11,2,alle,2012,18203,sysselsatte_kjonn_land,personer
11,alle,0,2012,22684,sysselsatte_kjonn_land,personer
11,alle,1,2012,31065,sysselsatte_kjonn_land,personer
11,alle,alle,2012,53749,sysselsatte_kjonn_land,personer
12,1,0,2012,12361,sysselsatte_kjonn_land,personer
12,1,1,2012,18450,sysselsatte_kjonn_land,personer
12,1,alle,2012,30811,sysselsatte_kjonn_land,personer
12,2,0,2012,7874,sysselsatte_kjonn_land,personer
12,2,1,2012,7767,sysselsatte_kjonn_land,personer
12,2,alle,2012,15641,sysselsatte_kjonn_land,personer
12,alle,0,2012,20235,sysselsatte_kjonn_land,personer
12,alle,1,2012,26217,sysselsatte_kjonn_land,personer
12,alle,alle,2012,46452,sysselsatte_kjonn_land,personer
14,1,0,2012,2063,sysselsatte_kjonn_land,personer
14,1,1,2012,3222,sysselsatte_kjonn_land,personer
14,1,alle,2012,5285,sysselsatte_kjonn_land,personer
14,2,0,2012,1033,sysselsatte_kjonn_land,personer
14,2,1,2012,786,sysselsatte_kjonn_land,personer
14,2,alle,2012,1819,sysselsatte_kjonn_land,personer
14,alle,0,2012,3096,sysselsatte_kjonn_land,personer
14,alle,1,2012,4008,sysselsatte_kjonn_land,personer
14,alle,alle,2012,7104,sysselsatte_kjonn_land,personer
15,1,0,2012,5231,sysselsatte_kjonn_land,personer
15,1,1,2012,8836,sysselsatte_kjonn_land,personer
15,1,alle,2012,14067,sysselsatte_kjonn_land,personer
15,2,0,2012,3238,sysselsatte_kjonn_land,personer
15,2,1,2012,2319,sysselsatte_kjonn_land,personer
15,2,alle,2012,5557,sysselsatte_kjonn_land,personer
15,alle,0,2012,8469,sysselsatte_kjonn_land,personer
15,alle,1,2012,11155,sysselsatte_kjonn_land,personer
15,alle,alle,2012,19624,sysselsatte_kjonn_land,personer
16,1,0,2012,6228,sysselsatte_kjonn_land,personer
16,1,1,2012,8868,sysselsatte_kjonn_land,personer
16,1,alle,2012,15096,sysselsatte_kjonn_land,personer
16,2,0,2012,4105,sysselsatte_kjonn_land,personer
16,2,1,2012,4224,sysselsatte_kjonn_land,personer
16,2,alle,2012,8329,sysselsatte_kjonn_land,personer
16,alle,0,2012,10333,sysselsatte_kjonn_land,personer
16,alle,1,2012,13092,sysselsatte_kjonn_land,personer
16,alle,alle,2012,23425,sysselsatte_kjonn_land,personer
17,1,0,2012,2024,sysselsatte_kjonn_land,personer
17,1,1,2012,2991,sysselsatte_kjonn_land,personer
17,1,alle,2012,5015,sysselsatte_kjonn_land,personer
17,2,0,2012,1133,sysselsatte_kjonn_land,personer
17,2,1,2012,891,sysselsatte_kjonn_land,personer
17,2,alle,2012,2024,sysselsatte_kjonn_land,personer
17,alle,0,2012,3157,sysselsatte_kjonn_land,personer
17,alle,1,2012,3882,sysselsatte_kjonn_land,personer
17,alle,alle,2012,7039,sysselsatte_kjonn_land,personer
18,1,0,2012,3750,sysselsatte_kjonn_land,personer
18,1,1,2012,4950,sysselsatte_kjonn_land,personer
18,1,alle,2012,8700,sysselsatte_kjonn_land,personer
18,2,0,2012,2513,sysselsatte_kjonn_land,personer
18,2,1,2012,1964,sysselsatte_kjonn_land,personer
18,2,alle,2012,4477,sysselsatte_kjonn_land,personer
18,alle,0,2012,6263,sysselsatte_kjonn_land,personer
18,alle,1,2012,6914,sysselsatte_kjonn_land,personer
18,alle,alle,2012,13177,sysselsatte_kjonn_land,personer
19,1,0,2012,3330,sysselsatte_kjonn_land,personer
19,1,1,2012,3889,sysselsatte_kjonn_land,personer
19,1,alle,2012,7219,sysselsatte_kjonn_land,personer
19,2,0,2012,1951,sysselsatte_kjonn_land,personer
19,2,1,2012,1647,sysselsatte_kjonn_land,personer
19,2,alle,2012,3598,sysselsatte_kjonn_land,personer
19,alle,0,2012,5281,sysselsatte_kjonn_land,personer
19,alle,1,2012,5536,sysselsatte_kjonn_land,personer
19,alle,alle,2012,10817,sysselsatte_kjonn_land,personer
20,1,0,2012,2132,sysselsatte_kjonn_land,personer
20,1,1,2012,2548,sysselsatte_kjonn_land,personer
20,1,alle,2012,4680,sysselsatte_kjonn_land,personer
20,2,0,2012,1324,sysselsatte_kjonn_land,personer
20,2,1,2012,932,sysselsatte_kjonn_land,personer
20,2,alle,2012,2256,sysselsatte_kjonn_land,personer
20,alle,0,2012,3456,sysselsatte_kjonn_land,personer
20,alle,1,2012,3480,sysselsatte_kjonn_land,personer
20,alle,alle,2012,6936,sysselsatte_kjonn_land,personer
alle,1,0,2012,146285,sysselsatte_kjonn_land,personer
alle,1,1,2012,197386,sysselsatte_kjonn_land,personer
alle,1,alle,2012,343671,sysselsatte_kjonn_land,personer
alle,2,0,2012,97498,sysselsatte_kjonn_land,personer
alle,2,1,2012,99877,sysselsatte_kjonn_land,personer
alle,2,alle,2012,197375,sysselsatte_kjonn_land,personer
alle,alle,0,2012,243783,sysselsatte_kjonn_land,personer
alle,alle,1,2012,297263,sysselsatte_kjonn_land,personer
alle,alle,alle,2012,541046,sysselsatte_kjonn_land,personer
01,1,0,2013,8644,sysselsatte_kjonn_land,personer
01,1,1,2013,11638,sysselsatte_kjonn_land,personer
01,1,alle,2013,20282,sysselsatte_kjonn_land,personer
01,2,0,2013,4998,sysselsatte_kjonn_land,personer
01,2,1,2013,4968,sysselsatte_kjonn_land,personer
01,2,alle,2013,9966,sysselsatte_kjonn_land,personer
01,alle,0,2013,13642,sysselsatte_kjonn_land,personer
01,alle,1,2013,16606,sysselsatte_kjonn_land,personer
01,alle,alle,2013,30248,sysselsatte_kjonn_land,personer
02,1,0,2013,22149,sysselsatte_kjonn_land,personer
02,1,1,2013,29158,sysselsatte_kjonn_land,personer
02,1,alle,2013,51307,sysselsatte_kjonn_land,personer
02,2,0,2013,13994,sysselsatte_kjonn_land,personer
02,2,1,2013,13956,sysselsatte_kjonn_land,personer
02,2,alle,2013,27950,sysselsatte_kjonn_land,personer
02,alle,0,2013,36143,sysselsatte_kjonn_land,personer
02,alle,1,2013,43114,sysselsatte_kjonn_land,personer
02,alle,alle,2013,79257,sysselsatte_kjonn_land,personer
03,1,0,2013,31422,sysselsatte_kjonn_land,personer
03,1,1,2013,38971,sysselsatte_kjonn_land,personer
03,1,alle,2013,70393,sysselsatte_kjonn_land,personer
03,2,0,2013,29350,sysselsatte_kjonn_land,personer
03,2,1,2013,34572,sysselsatte_kjonn_land,personer
03,2,alle,2013,63922,sysselsatte_kjonn_land,personer
03,alle,0,2013,60772,sysselsatte_kjonn_land,personer
03,alle,1,2013,73543,sysselsatte_kjonn_land,personer
03,alle,alle,2013,134315,sysselsatte_kjonn_land,personer
04,1,0,2013,4104,sysselsatte_kjonn_land,personer
04,1,1,2013,4997,sysselsatte_kjonn_land,personer
04,1,alle,2013,9101,sysselsatte_kjonn_land,personer
04,2,0,2013,1957,sysselsatte_kjonn_land,personer
04,2,1,2013,1637,sysselsatte_kjonn_land,personer
04,2,alle,2013,3594,sysselsatte_kjonn_land,personer
04,alle,0,2013,6061,sysselsatte_kjonn_land,personer
04,alle,1,2013,6634,sysselsatte_kjonn_land,personer
04,alle,alle,2013,12695,sysselsatte_kjonn_land,personer
05,1,0,2013,3665,sysselsatte_kjonn_land,personer
05,1,1,2013,4834,sysselsatte_kjonn_land,personer
05,1,alle,2013,8499,sysselsatte_kjonn_land,personer
05,2,0,2013,1953,sysselsatte_kjonn_land,personer
05,2,1,2013,1733,sysselsatte_kjonn_land,personer
05,2,alle,2013,3686,sysselsatte_kjonn_land,personer
05,alle,0,2013,5618,sysselsatte_kjonn_land,personer
05,alle,1,2013,6567,sysselsatte_kjonn_land,personer
05,alle,alle,2013,12185,sysselsatte_kjonn_land,personer
06,1,0,2013,8868,sysselsatte_kjonn_land,personer
06,1,1,2013,12151,sysselsatte_kjonn_land,personer
06,1,alle,2013,21019,sysselsatte_kjonn_land,personer
06,2,0,2013,5837,sysselsatte_kjonn_land,personer
06,2,1,2013,5863,sysselsatte_kjonn_land,personer
06,2,alle,2013,11700,sysselsatte_kjonn_land,personer
06,alle,0,2013,14705,sysselsatte_kjonn_land,personer
06,alle,1,2013,18014,sysselsatte_kjonn_land,personer
06,alle,alle,2013,32719,sysselsatte_kjonn_land,personer
07,1,0,2013,7708,sysselsatte_kjonn_land,personer
07,1,1,2013,9838,sysselsatte_kjonn_land,personer
07,1,alle,2013,17546,sysselsatte_kjonn_land,personer
07,2,0,2013,3766,sysselsatte_kjonn_land,personer
07,2,1,2013,3437,sysselsatte_kjonn_land,personer
07,2,alle,2013,7203,sysselsatte_kjonn_land,personer
07,alle,0,2013,11474,sysselsatte_kjonn_land,personer
07,alle,1,2013,13275,sysselsatte_kjonn_land,personer
07,alle,alle,2013,24749,sysselsatte_kjonn_land,personer
08,1,0,2013,3970,sysselsatte_kjonn_land,personer
08,1,1,2013,5065,sysselsatte_kjonn_land,personer
08,1,alle,2013,9035,sysselsatte_kjonn_land,personer
08,2,0,2013,2531,sysselsatte_kjonn_land,personer
08,2,1,2013,2167,sysselsatte_kjonn_land,personer
08,2,alle,2013,4698,sysselsatte_kjonn_land,personer
08,alle,0,2013,6501,sysselsatte_kjonn_land,personer
08,alle,1,2013,7232,sysselsatte_kjonn_land,personer
08,alle,alle,2013,13733,sysselsatte_kjonn_land,personer
09,1,0,2013,3574,sysselsatte_kjonn_land,personer
09,1,1,2013,4364,sysselsatte_kjonn_land,personer
09,1,alle,2013,7938,sysselsatte_kjonn_land,personer
09,2,0,2013,1472,sysselsatte_kjonn_land,personer
09,2,1,2013,1376,sysselsatte_kjonn_land,personer
09,2,alle,2013,2848,sysselsatte_kjonn_land,personer
09,alle,0,2013,5046,sysselsatte_kjonn_land,personer
09,alle,1,2013,5740,sysselsatte_kjonn_land,personer
09,alle,alle,2013,10786,sysselsatte_kjonn_land,personer
10,1,0,2013,6366,sysselsatte_kjonn_land,personer
10,1,1,2013,7951,sysselsatte_kjonn_land,personer
10,1,alle,2013,14317,sysselsatte_kjonn_land,personer
10,2,0,2013,3242,sysselsatte_kjonn_land,personer
10,2,1,2013,3311,sysselsatte_kjonn_land,personer
10,2,alle,2013,6553,sysselsatte_kjonn_land,personer
10,alle,0,2013,9608,sysselsatte_kjonn_land,personer
10,alle,1,2013,11262,sysselsatte_kjonn_land,personer
10,alle,alle,2013,20870,sysselsatte_kjonn_land,personer
11,1,0,2013,14867,sysselsatte_kjonn_land,personer
11,1,1,2013,23100,sysselsatte_kjonn_land,personer
11,1,alle,2013,37967,sysselsatte_kjonn_land,personer
11,2,0,2013,9365,sysselsatte_kjonn_land,personer
11,2,1,2013,9942,sysselsatte_kjonn_land,personer
11,2,alle,2013,19307,sysselsatte_kjonn_land,personer
11,alle,0,2013,24232,sysselsatte_kjonn_land,personer
11,alle,1,2013,33042,sysselsatte_kjonn_land,personer
11,alle,alle,2013,57274,sysselsatte_kjonn_land,personer
12,1,0,2013,13410,sysselsatte_kjonn_land,personer
12,1,1,2013,19916,sysselsatte_kjonn_land,personer
12,1,alle,2013,33326,sysselsatte_kjonn_land,personer
12,2,0,2013,8358,sysselsatte_kjonn_land,personer
12,2,1,2013,8232,sysselsatte_kjonn_land,personer
12,2,alle,2013,16590,sysselsatte_kjonn_land,personer
12,alle,0,2013,21768,sysselsatte_kjonn_land,personer
12,alle,1,2013,28148,sysselsatte_kjonn_land,personer
12,alle,alle,2013,49916,sysselsatte_kjonn_land,personer
14,1,0,2013,2186,sysselsatte_kjonn_land,personer
14,1,1,2013,3386,sysselsatte_kjonn_land,personer
14,1,alle,2013,5572,sysselsatte_kjonn_land,personer
14,2,0,2013,1100,sysselsatte_kjonn_land,personer
14,2,1,2013,844,sysselsatte_kjonn_land,personer
14,2,alle,2013,1944,sysselsatte_kjonn_land,personer
14,alle,0,2013,3286,sysselsatte_kjonn_land,personer
14,alle,1,2013,4230,sysselsatte_kjonn_land,personer
14,alle,alle,2013,7516,sysselsatte_kjonn_land,personer
15,1,0,2013,5664,sysselsatte_kjonn_land,personer
15,1,1,2013,9403,sysselsatte_kjonn_land,personer
15,1,alle,2013,15067,sysselsatte_kjonn_land,personer
15,2,0,2013,3419,sysselsatte_kjonn_land,personer
15,2,1,2013,2472,sysselsatte_kjonn_land,personer
15,2,alle,2013,5891,sysselsatte_kjonn_land,personer
15,alle,0,2013,9083,sysselsatte_kjonn_land,personer
15,alle,1,2013,11875,sysselsatte_kjonn_land,personer
15,alle,alle,2013,20958,sysselsatte_kjonn_land,personer
16,1,0,2013,6680,sysselsatte_kjonn_land,personer
16,1,1,2013,9648,sysselsatte_kjonn_land,personer
16,1,alle,2013,16328,sysselsatte_kjonn_land,personer
16,2,0,2013,4425,sysselsatte_kjonn_land,personer
16,2,1,2013,4453,sysselsatte_kjonn_land,personer
16,2,alle,2013,8878,sysselsatte_kjonn_land,personer
16,alle,0,2013,11105,sysselsatte_kjonn_land,personer
16,alle,1,2013,14101,sysselsatte_kjonn_land,personer
16,alle,alle,2013,25206,sysselsatte_kjonn_land,personer
17,1,0,2013,2110,sysselsatte_kjonn_land,personer
17,1,1,2013,2990,sysselsatte_kjonn_land,personer
17,1,alle,2013,5100,sysselsatte_kjonn_land,personer
17,2,0,2013,1200,sysselsatte_kjonn_land,personer
17,2,1,2013,942,sysselsatte_kjonn_land,personer
17,2,alle,2013,2142,sysselsatte_kjonn_land,personer
17,alle,0,2013,3310,sysselsatte_kjonn_land,personer
17,alle,1,2013,3932,sysselsatte_kjonn_land,personer
17,alle,alle,2013,7242,sysselsatte_kjonn_land,personer
18,1,0,2013,4040,sysselsatte_kjonn_land,personer
18,1,1,2013,5439,sysselsatte_kjonn_land,personer
