aar,naringsregion_nr,innvkat_3,vreg_3,tabellvariabel,tabell_navn,enhet
2014,29,innvandrere,2,57,arbledige_innvkat_land,personer
2014,29,innvandrere,alle,107,arbledige_innvkat_land,personer
2014,30,alle,1,28,arbledige_innvkat_land,personer
2014,30,alle,2,14,arbledige_innvkat_land,personer
2014,30,alle,alle,42,arbledige_innvkat_land,personer
2014,30,innvandrere,1,28,arbledige_innvkat_land,personer
2014,30,innvandrere,2,14,arbledige_innvkat_land,personer
2014,30,innvandrere,alle,42,arbledige_innvkat_land,personer
2014,31,alle,1,12,arbledige_innvkat_land,personer
2014,31,alle,2,20,arbledige_innvkat_land,personer
2014,31,alle,alle,32,arbledige_innvkat_land,personer
2014,31,innvandrere,1,12,arbledige_innvkat_land,personer
2014,31,innvandrere,2,20,arbledige_innvkat_land,personer
2014,31,innvandrere,alle,32,arbledige_innvkat_land,personer
2014,32,alle,1,269,arbledige_innvkat_land,personer
2014,32,alle,2,332,arbledige_innvkat_land,personer
2014,32,alle,alle,601,arbledige_innvkat_land,personer
2014,32,innvandrere,1,269,arbledige_innvkat_land,personer
2014,32,innvandrere,2,332,arbledige_innvkat_land,personer
2014,32,innvandrere,alle,601,arbledige_innvkat_land,personer
2014,33,alle,1,45,arbledige_innvkat_land,personer
2014,33,alle,2,51,arbledige_innvkat_land,personer
2014,33,alle,alle,96,arbledige_innvkat_land,personer
2014,33,innvandrere,1,45,arbledige_innvkat_land,personer
2014,33,innvandrere,2,51,arbledige_innvkat_land,personer
2014,33,innvandrere,alle,96,arbledige_innvkat_land,personer
2014,34,alle,1,52,arbledige_innvkat_land,personer
2014,34,alle,2,43,arbledige_innvkat_land,personer
2014,34,alle,alle,95,arbledige_innvkat_land,personer
2014,34,innvandrere,1,52,arbledige_innvkat_land,personer
2014,34,innvandrere,2,43,arbledige_innvkat_land,personer
2014,34,innvandrere,alle,95,arbledige_innvkat_land,personer
2014,35,alle,1,330,arbledige_innvkat_land,personer
2014,35,alle,2,645,arbledige_innvkat_land,personer
2014,35,alle,alle,975,arbledige_innvkat_land,personer
2014,35,innvandrere,1,330,arbledige_innvkat_land,personer
2014,35,innvandrere,2,645,arbledige_innvkat_land,personer
2014,35,innvandrere,alle,975,arbledige_innvkat_land,personer
2014,36,alle,1,41,arbledige_innvkat_land,personer
2014,36,alle,2,60,arbledige_innvkat_land,personer
2014,36,alle,alle,101,arbledige_innvkat_land,personer
2014,36,innvandrere,1,41,arbledige_innvkat_land,personer
2014,36,innvandrere,2,60,arbledige_innvkat_land,personer
2014,36,innvandrere,alle,101,arbledige_innvkat_land,personer
2014,37,alle,1,374,arbledige_innvkat_land,personer
2014,37,alle,2,225,arbledige_innvkat_land,personer
2014,37,alle,alle,599,arbledige_innvkat_land,personer
2014,37,innvandrere,1,374,arbledige_innvkat_land,personer
2014,37,innvandrere,2,225,arbledige_innvkat_land,personer
2014,37,innvandrere,alle,599,arbledige_innvkat_land,personer
2014,38,alle,1,52,arbledige_innvkat_land,personer
2014,38,alle,2,34,arbledige_innvkat_land,personer
2014,38,alle,alle,86,arbledige_innvkat_land,personer
2014,38,innvandrere,1,52,arbledige_innvkat_land,personer
2014,38,innvandrere,2,34,arbledige_innvkat_land,personer
2014,38,innvandrere,alle,86,arbledige_innvkat_land,personer
2014,39,alle,1,906,arbledige_innvkat_land,personer
2014,39,alle,2,904,arbledige_innvkat_land,personer
2014,39,alle,alle,1810,arbledige_innvkat_land,personer
2014,39,innvandrere,1,906,arbledige_innvkat_land,personer
2014,39,innvandrere,2,904,arbledige_innvkat_land,personer
2014,39,innvandrere,alle,1810,arbledige_innvkat_land,personer
2014,40,alle,1,672,arbledige_innvkat_land,personer
2014,40,alle,2,991,arbledige_innvkat_land,personer
2014,40,alle,alle,1663,arbledige_innvkat_land,personer
2014,40,innvandrere,1,672,arbledige_innvkat_land,personer
2014,40,innvandrere,2,991,arbledige_innvkat_land,personer
2014,40,innvandrere,alle,1663,arbledige_innvkat_land,personer
2014,41,alle,1,77,arbledige_innvkat_land,personer
2014,41,alle,2,38,arbledige_innvkat_land,personer
2014,41,alle,alle,115,arbledige_innvkat_land,personer
2014,41,innvandrere,1,77,arbledige_innvkat_land,personer
2014,41,innvandrere,2,38,arbledige_innvkat_land,personer
2014,41,innvandrere,alle,115,arbledige_innvkat_land,personer
2014,42,alle,1,37,arbledige_innvkat_land,personer
2014,42,alle,2,33,arbledige_innvkat_land,personer
2014,42,alle,alle,70,arbledige_innvkat_land,personer
2014,42,innvandrere,1,37,arbledige_innvkat_land,personer
2014,42,innvandrere,2,33,arbledige_innvkat_land,personer
2014,42,innvandrere,alle,70,arbledige_innvkat_land,personer
2014,43,alle,1,14,arbledige_innvkat_land,personer
2014,43,alle,2,16,arbledige_innvkat_land,personer
2014,43,alle,alle,30,arbledige_innvkat_land,personer
2014,43,innvandrere,1,14,arbledige_innvkat_land,personer
2014,43,innvandrere,2,16,arbledige_innvkat_land,personer
2014,43,innvandrere,alle,30,arbledige_innvkat_land,personer
2014,44,alle,1,98,arbledige_innvkat_land,personer
2014,44,alle,2,55,arbledige_innvkat_land,personer
2014,44,alle,alle,153,arbledige_innvkat_land,personer
2014,44,innvandrere,1,98,arbledige_innvkat_land,personer
2014,44,innvandrere,2,55,arbledige_innvkat_land,personer
2014,44,innvandrere,alle,153,arbledige_innvkat_land,personer
2014,45,alle,1,21,arbledige_innvkat_land,personer
2014,45,alle,2,13,arbledige_innvkat_land,personer
2014,45,alle,alle,34,arbledige_innvkat_land,personer
2014,45,innvandrere,1,21,arbledige_innvkat_land,personer
2014,45,innvandrere,2,13,arbledige_innvkat_land,personer
2014,45,innvandrere,alle,34,arbledige_innvkat_land,personer
2014,46,alle,1,145,arbledige_innvkat_land,personer
2014,46,alle,2,106,arbledige_innvkat_land,personer
2014,46,alle,alle,251,arbledige_innvkat_land,personer
2014,46,innvandrere,1,145,arbledige_innvkat_land,personer
2014,46,innvandrere,2,106,arbledige_innvkat_land,personer
2014,46,innvandrere,alle,251,arbledige_innvkat_land,personer
2014,47,alle,1,122,arbledige_innvkat_land,personer
2014,47,alle,2,113,arbledige_innvkat_land,personer
2014,47,alle,alle,235,arbledige_innvkat_land,personer
2014,47,innvandrere,1,122,arbledige_innvkat_land,personer
2014,47,innvandrere,2,113,arbledige_innvkat_land,personer
2014,47,innvandrere,alle,235,arbledige_innvkat_land,personer
2014,48,alle,1,26,arbledige_innvkat_land,personer
2014,48,alle,2,10,arbledige_innvkat_land,personer
2014,48,alle,alle,36,arbledige_innvkat_land,personer
2014,48,innvandrere,1,26,arbledige_innvkat_land,personer
2014,48,innvandrere,2,10,arbledige_innvkat_land,personer
2014,48,innvandrere,alle,36,arbledige_innvkat_land,personer
2014,49,alle,1,94,arbledige_innvkat_land,personer
2014,49,alle,2,41,arbledige_innvkat_land,personer
2014,49,alle,alle,135,arbledige_innvkat_land,personer
2014,49,innvandrere,1,94,arbledige_innvkat_land,personer
2014,49,innvandrere,2,41,arbledige_innvkat_land,personer
2014,49,innvandrere,alle,135,arbledige_innvkat_land,personer
2014,50,alle,1,65,arbledige_innvkat_land,personer
2014,50,alle,2,43,arbledige_innvkat_land,personer
2014,50,alle,alle,108,arbledige_innvkat_land,personer
2014,50,innvandrere,1,65,arbledige_innvkat_land,personer
2014,50,innvandrere,2,43,arbledige_innvkat_land,personer
2014,50,innvandrere,alle,108,arbledige_innvkat_land,personer
2014,51,alle,1,55,arbledige_innvkat_land,personer
2014,51,alle,2,69,arbledige_innvkat_land,personer
2014,51,alle,alle,124,arbledige_innvkat_land,personer
2014,51,innvandrere,1,55,arbledige_innvkat_land,personer
2014,51,innvandrere,2,69,arbledige_innvkat_land,personer
2014,51,innvandrere,alle,124,arbledige_innvkat_land,personer
2014,52,alle,1,148,arbledige_innvkat_land,personer
2014,52,alle,2,118,arbledige_innvkat_land,personer
2014,52,alle,alle,266,arbledige_innvkat_land,personer
2014,52,innvandrere,1,148,arbledige_innvkat_land,personer
2014,52,innvandrere,2,118,arbledige_innvkat_land,personer
2014,52,innvandrere,alle,266,arbledige_innvkat_land,personer
2014,53,alle,1,111,arbledige_innvkat_land,personer
2014,53,alle,2,72,arbledige_innvkat_land,personer
2014,53,alle,alle,183,arbledige_innvkat_land,personer
2014,53,innvandrere,1,111,arbledige_innvkat_land,personer
2014,53,innvandrere,2,72,arbledige_innvkat_land,personer
2014,53,innvandrere,alle,183,arbledige_innvkat_land,personer
2014,54,alle,1,74,arbledige_innvkat_land,personer
2014,54,alle,2,28,arbledige_innvkat_land,personer
2014,54,alle,alle,102,arbledige_innvkat_land,personer
2014,54,innvandrere,1,74,arbledige_innvkat_land,personer
2014,54,innvandrere,2,28,arbledige_innvkat_land,personer
2014,54,innvandrere,alle,102,arbledige_innvkat_land,personer
2014,55,alle,1,111,arbledige_innvkat_land,personer
2014,55,alle,2,67,arbledige_innvkat_land,personer
2014,55,alle,alle,178,arbledige_innvkat_land,personer
2014,55,innvandrere,1,111,arbledige_innvkat_land,personer
2014,55,innvandrere,2,67,arbledige_innvkat_land,personer
2014,55,innvandrere,alle,178,arbledige_innvkat_land,personer
2014,56,alle,1,225,arbledige_innvkat_land,personer
2014,56,alle,2,146,arbledige_innvkat_land,personer
2014,56,alle,alle,371,arbledige_innvkat_land,personer
2014,56,innvandrere,1,225,arbledige_innvkat_land,personer
2014,56,innvandrere,2,146,arbledige_innvkat_land,personer
2014,56,innvandrere,alle,371,arbledige_innvkat_land,personer
2014,57,alle,1,46,arbledige_innvkat_land,personer
2014,57,alle,2,24,arbledige_innvkat_land,personer
2014,57,alle,alle,70,arbledige_innvkat_land,personer
2014,57,innvandrere,1,46,arbledige_innvkat_land,personer
2014,57,innvandrere,2,24,arbledige_innvkat_land,personer
2014,57,innvandrere,alle,70,arbledige_innvkat_land,personer
2014,58,alle,1,40,arbledige_innvkat_land,personer
2014,58,alle,2,0,arbledige_innvkat_land,personer
2014,58,alle,alle,42,arbledige_innvkat_land,personer
2014,58,innvandrere,1,40,arbledige_innvkat_land,personer
2014,58,innvandrere,2,0,arbledige_innvkat_land,personer
2014,58,innvandrere,alle,42,arbledige_innvkat_land,personer
2014,59,alle,1,23,arbledige_innvkat_land,personer
2014,59,alle,2,5,arbledige_innvkat_land,personer
2014,59,alle,alle,28,arbledige_innvkat_land,personer
2014,59,innvandrere,1,23,arbledige_innvkat_land,personer
2014,59,innvandrere,2,5,arbledige_innvkat_land,personer
2014,59,innvandrere,alle,28,arbledige_innvkat_land,personer
2014,60,alle,1,31,arbledige_innvkat_land,personer
2014,60,alle,2,36,arbledige_innvkat_land,personer
2014,60,alle,alle,67,arbledige_innvkat_land,personer
2014,60,innvandrere,1,31,arbledige_innvkat_land,personer
2014,60,innvandrere,2,36,arbledige_innvkat_land,personer
2014,60,innvandrere,alle,67,arbledige_innvkat_land,personer
2014,61,alle,1,492,arbledige_innvkat_land,personer
2014,61,alle,2,671,arbledige_innvkat_land,personer
2014,61,alle,alle,1163,arbledige_innvkat_land,personer
2014,61,innvandrere,1,492,arbledige_innvkat_land,personer
2014,61,innvandrere,2,671,arbledige_innvkat_land,personer
2014,61,innvandrere,alle,1163,arbledige_innvkat_land,personer
2014,62,alle,1,11,arbledige_innvkat_land,personer
2014,62,alle,2,9,arbledige_innvkat_land,personer
2014,62,alle,alle,20,arbledige_innvkat_land,personer
2014,62,innvandrere,1,11,arbledige_innvkat_land,personer
2014,62,innvandrere,2,9,arbledige_innvkat_land,personer
2014,62,innvandrere,alle,20,arbledige_innvkat_land,personer
2014,63,alle,1,28,arbledige_innvkat_land,personer
2014,63,alle,2,47,arbledige_innvkat_land,personer
2014,63,alle,alle,75,arbledige_innvkat_land,personer
2014,63,innvandrere,1,28,arbledige_innvkat_land,personer
2014,63,innvandrere,2,47,arbledige_innvkat_land,personer
2014,63,innvandrere,alle,75,arbledige_innvkat_land,personer
2014,64,alle,1,149,arbledige_innvkat_land,personer
2014,64,alle,2,129,arbledige_innvkat_land,personer
2014,64,alle,alle,278,arbledige_innvkat_land,personer
2014,64,innvandrere,1,149,arbledige_innvkat_land,personer
2014,64,innvandrere,2,129,arbledige_innvkat_land,personer
2014,64,innvandrere,alle,278,arbledige_innvkat_land,personer
2014,65,alle,1,11,arbledige_innvkat_land,personer
2014,65,alle,2,5,arbledige_innvkat_land,personer
2014,65,alle,alle,16,arbledige_innvkat_land,personer
2014,65,innvandrere,1,11,arbledige_innvkat_land,personer
2014,65,innvandrere,2,5,arbledige_innvkat_land,personer
2014,65,innvandrere,alle,16,arbledige_innvkat_land,personer
2014,66,alle,1,32,arbledige_innvkat_land,personer
2014,66,alle,2,27,arbledige_innvkat_land,personer
2014,66,alle,alle,59,arbledige_innvkat_land,personer
2014,66,innvandrere,1,32,arbledige_innvkat_land,personer
2014,66,innvandrere,2,27,arbledige_innvkat_land,personer
2014,66,innvandrere,alle,59,arbledige_innvkat_land,personer
2014,67,alle,1,25,arbledige_innvkat_land,personer
2014,67,alle,2,22,arbledige_innvkat_land,personer
2014,67,alle,alle,47,arbledige_innvkat_land,personer
2014,67,innvandrere,1,25,arbledige_innvkat_land,personer
2014,67,innvandrere,2,22,arbledige_innvkat_land,personer
2014,67,innvandrere,alle,47,arbledige_innvkat_land,personer
2014,68,alle,1,10,arbledige_innvkat_land,personer
2014,68,alle,2,33,arbledige_innvkat_land,personer
2014,68,alle,alle,43,arbledige_innvkat_land,personer
2014,68,innvandrere,1,10,arbledige_innvkat_land,personer
2014,68,innvandrere,2,33,arbledige_innvkat_land,personer
2014,68,innvandrere,alle,43,arbledige_innvkat_land,personer
2014,69,alle,1,16,arbledige_innvkat_land,personer
2014,69,alle,2,57,arbledige_innvkat_land,personer
2014,69,alle,alle,73,arbledige_innvkat_land,personer
2014,69,innvandrere,1,16,arbledige_innvkat_land,personer
2014,69,innvandrere,2,57,arbledige_innvkat_land,personer
2014,69,innvandrere,alle,73,arbledige_innvkat_land,personer
2014,70,alle,1,4,arbledige_innvkat_land,personer
2014,70,alle,2,0,arbledige_innvkat_land,personer
2014,70,alle,alle,4,arbledige_innvkat_land,personer
2014,70,innvandrere,1,4,arbledige_innvkat_land,personer
2014,70,innvandrere,2,0,arbledige_innvkat_land,personer
2014,70,innvandrere,alle,4,arbledige_innvkat_land,personer
2014,71,alle,1,16,arbledige_innvkat_land,personer
2014,71,alle,2,29,arbledige_innvkat_land,personer
2014,71,alle,alle,45,arbledige_innvkat_land,personer
2014,71,innvandrere,1,16,arbledige_innvkat_land,personer
2014,71,innvandrere,2,29,arbledige_innvkat_land,personer
2014,71,innvandrere,alle,45,arbledige_innvkat_land,personer
2014,72,alle,1,27,arbledige_innvkat_land,personer
2014,72,alle,2,37,arbledige_innvkat_land,personer
2014,72,alle,alle,64,arbledige_innvkat_land,personer
2014,72,innvandrere,1,27,arbledige_innvkat_land,personer
2014,72,innvandrere,2,37,arbledige_innvkat_land,personer
2014,72,innvandrere,alle,64,arbledige_innvkat_land,personer
2014,73,alle,1,82,arbledige_innvkat_land,personer
2014,73,alle,2,148,arbledige_innvkat_land,personer
2014,73,alle,alle,230,arbledige_innvkat_land,personer
2014,73,innvandrere,1,82,arbledige_innvkat_land,personer
2014,73,innvandrere,2,148,arbledige_innvkat_land,personer
2014,73,innvandrere,alle,230,arbledige_innvkat_land,personer
2014,74,alle,1,42,arbledige_innvkat_land,personer
2014,74,alle,2,73,arbledige_innvkat_land,personer
2014,74,alle,alle,115,arbledige_innvkat_land,personer
2014,74,innvandrere,1,42,arbledige_innvkat_land,personer
2014,74,innvandrere,2,73,arbledige_innvkat_land,personer
2014,74,innvandrere,alle,115,arbledige_innvkat_land,personer
2014,75,alle,1,57,arbledige_innvkat_land,personer
2014,75,alle,2,59,arbledige_innvkat_land,personer
2014,75,alle,alle,116,arbledige_innvkat_land,personer
2014,75,innvandrere,1,57,arbledige_innvkat_land,personer
2014,75,innvandrere,2,59,arbledige_innvkat_land,personer
2014,75,innvandrere,alle,116,arbledige_innvkat_land,personer
2014,76,alle,1,99,arbledige_innvkat_land,personer
2014,76,alle,2,109,arbledige_innvkat_land,personer
2014,76,alle,alle,208,arbledige_innvkat_land,personer
2014,76,innvandrere,1,99,arbledige_innvkat_land,personer
2014,76,innvandrere,2,109,arbledige_innvkat_land,personer
2014,76,innvandrere,alle,208,arbledige_innvkat_land,personer
2014,77,alle,1,24,arbledige_innvkat_land,personer
2014,77,alle,2,86,arbledige_innvkat_land,personer
2014,77,alle,alle,110,arbledige_innvkat_land,personer
2014,77,innvandrere,1,24,arbledige_innvkat_land,personer
2014,77,innvandrere,2,86,arbledige_innvkat_land,personer
2014,77,innvandrere,alle,110,arbledige_innvkat_land,personer
2014,78,alle,1,33,arbledige_innvkat_land,personer
2014,78,alle,2,33,arbledige_innvkat_land,personer
2014,78,alle,alle,66,arbledige_innvkat_land,personer
2014,78,innvandrere,1,33,arbledige_innvkat_land,personer
2014,78,innvandrere,2,33,arbledige_innvkat_land,personer
2014,78,innvandrere,alle,66,arbledige_innvkat_land,personer
2014,79,alle,1,120,arbledige_innvkat_land,personer
2014,79,alle,2,140,arbledige_innvkat_land,personer
2014,79,alle,alle,260,arbledige_innvkat_land,personer
2014,79,innvandrere,1,120,arbledige_innvkat_land,personer
2014,79,innvandrere,2,140,arbledige_innvkat_land,personer
2014,79,innvandrere,alle,260,arbledige_innvkat_land,personer
2014,80,alle,1,23,arbledige_innvkat_land,personer
2014,80,alle,2,24,arbledige_innvkat_land,personer
2014,80,alle,alle,47,arbledige_innvkat_land,personer
2014,80,innvandrere,1,23,arbledige_innvkat_land,personer
2014,80,innvandrere,2,24,arbledige_innvkat_land,personer
2014,80,innvandrere,alle,47,arbledige_innvkat_land,personer
2014,81,alle,1,130,arbledige_innvkat_land,personer
2014,81,alle,2,135,arbledige_innvkat_land,personer
2014,81,alle,alle,265,arbledige_innvkat_land,personer
2014,81,innvandrere,1,130,arbledige_innvkat_land,personer
2014,81,innvandrere,2,135,arbledige_innvkat_land,personer
2014,81,innvandrere,alle,265,arbledige_innvkat_land,personer
2014,82,alle,1,20,arbledige_innvkat_land,personer
2014,82,alle,2,9,arbledige_innvkat_land,personer
2014,82,alle,alle,29,arbledige_innvkat_land,personer
2014,82,innvandrere,1,20,arbledige_innvkat_land,personer
2014,82,innvandrere,2,9,arbledige_innvkat_land,personer
2014,82,innvandrere,alle,29,arbledige_innvkat_land,personer
2014,83,alle,1,81,arbledige_innvkat_land,personer
2014,83,alle,2,83,arbledige_innvkat_land,personer
2014,83,alle,alle,164,arbledige_innvkat_land,personer
2014,83,innvandrere,1,81,arbledige_innvkat_land,personer
2014,83,innvandrere,2,83,arbledige_innvkat_land,personer
2014,83,innvandrere,alle,164,arbledige_innvkat_land,personer
2006,01,alle,1,0.03,arbledige_innvkat_land,prosent
2006,01,alle,2,0.13,arbledige_innvkat_land,prosent
2006,01,alle,alle,0.08,arbledige_innvkat_land,prosent
2006,01,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2006,01,innvandrere,2,0.13,arbledige_innvkat_land,prosent
2006,01,innvandrere,alle,0.08,arbledige_innvkat_land,prosent
2006,02,alle,1,0.03,arbledige_innvkat_land,prosent
2006,02,alle,2,0.08,arbledige_innvkat_land,prosent
2006,02,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,02,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2006,02,innvandrere,2,0.08,arbledige_innvkat_land,prosent
2006,02,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,03,alle,1,0.01,arbledige_innvkat_land,prosent
2006,03,alle,2,0.07,arbledige_innvkat_land,prosent
2006,03,alle,alle,0.05,arbledige_innvkat_land,prosent
2006,03,innvandrere,1,0.01,arbledige_innvkat_land,prosent
2006,03,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,03,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2006,04,alle,1,0.02,arbledige_innvkat_land,prosent
2006,04,alle,2,0.10,arbledige_innvkat_land,prosent
2006,04,alle,alle,0.07,arbledige_innvkat_land,prosent
2006,04,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,04,innvandrere,2,0.10,arbledige_innvkat_land,prosent
2006,04,innvandrere,alle,0.07,arbledige_innvkat_land,prosent
2006,05,alle,1,0.01,arbledige_innvkat_land,prosent
2006,05,alle,2,0.05,arbledige_innvkat_land,prosent
2006,05,alle,alle,0.03,arbledige_innvkat_land,prosent
2006,05,innvandrere,1,0.01,arbledige_innvkat_land,prosent
2006,05,innvandrere,2,0.05,arbledige_innvkat_land,prosent
2006,05,innvandrere,alle,0.03,arbledige_innvkat_land,prosent
2006,06,alle,1,0.02,arbledige_innvkat_land,prosent
2006,06,alle,2,0.07,arbledige_innvkat_land,prosent
2006,06,alle,alle,0.04,arbledige_innvkat_land,prosent
2006,06,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,06,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,06,innvandrere,alle,0.04,arbledige_innvkat_land,prosent
2006,07,alle,1,0.02,arbledige_innvkat_land,prosent
2006,07,alle,2,0.07,arbledige_innvkat_land,prosent
2006,07,alle,alle,0.05,arbledige_innvkat_land,prosent
2006,07,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,07,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,07,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2006,08,alle,1,0.02,arbledige_innvkat_land,prosent
2006,08,alle,2,0.06,arbledige_innvkat_land,prosent
2006,08,alle,alle,0.04,arbledige_innvkat_land,prosent
2006,08,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,08,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2006,08,innvandrere,alle,0.04,arbledige_innvkat_land,prosent
2006,09,alle,1,0.02,arbledige_innvkat_land,prosent
2006,09,alle,2,0.07,arbledige_innvkat_land,prosent
2006,09,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,09,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,09,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,09,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,10,alle,1,0.00,arbledige_innvkat_land,prosent
2006,10,alle,2,0.05,arbledige_innvkat_land,prosent
2006,10,alle,alle,0.04,arbledige_innvkat_land,prosent
2006,10,innvandrere,1,0.00,arbledige_innvkat_land,prosent
2006,10,innvandrere,2,0.05,arbledige_innvkat_land,prosent
2006,10,innvandrere,alle,0.04,arbledige_innvkat_land,prosent
2006,11,alle,1,0.03,arbledige_innvkat_land,prosent
2006,11,alle,2,0.08,arbledige_innvkat_land,prosent
2006,11,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,11,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2006,11,innvandrere,2,0.08,arbledige_innvkat_land,prosent
2006,11,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,12,alle,1,0.02,arbledige_innvkat_land,prosent
2006,12,alle,2,0.06,arbledige_innvkat_land,prosent
2006,12,alle,alle,0.04,arbledige_innvkat_land,prosent
2006,12,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,12,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2006,12,innvandrere,alle,0.04,arbledige_innvkat_land,prosent
2006,13,alle,1,0.01,arbledige_innvkat_land,prosent
2006,13,alle,2,0.10,arbledige_innvkat_land,prosent
2006,13,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,13,innvandrere,1,0.01,arbledige_innvkat_land,prosent
2006,13,innvandrere,2,0.10,arbledige_innvkat_land,prosent
2006,13,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,14,alle,1,0.02,arbledige_innvkat_land,prosent
2006,14,alle,2,0.06,arbledige_innvkat_land,prosent
2006,14,alle,alle,0.05,arbledige_innvkat_land,prosent
2006,14,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,14,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2006,14,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2006,15,alle,1,0.03,arbledige_innvkat_land,prosent
2006,15,alle,2,0.07,arbledige_innvkat_land,prosent
2006,15,alle,alle,0.05,arbledige_innvkat_land,prosent
2006,15,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2006,15,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,15,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2006,16,alle,1,0.02,arbledige_innvkat_land,prosent
2006,16,alle,2,0.06,arbledige_innvkat_land,prosent
2006,16,alle,alle,0.05,arbledige_innvkat_land,prosent
2006,16,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,16,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2006,16,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2006,17,alle,1,0.03,arbledige_innvkat_land,prosent
2006,17,alle,2,0.07,arbledige_innvkat_land,prosent
2006,17,alle,alle,0.05,arbledige_innvkat_land,prosent
2006,17,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2006,17,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,17,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2006,18,alle,1,0.02,arbledige_innvkat_land,prosent
2006,18,alle,2,0.08,arbledige_innvkat_land,prosent
2006,18,alle,alle,0.05,arbledige_innvkat_land,prosent
2006,18,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,18,innvandrere,2,0.08,arbledige_innvkat_land,prosent
2006,18,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2006,19,alle,1,0.02,arbledige_innvkat_land,prosent
2006,19,alle,2,0.05,arbledige_innvkat_land,prosent
2006,19,alle,alle,0.03,arbledige_innvkat_land,prosent
2006,19,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,19,innvandrere,2,0.05,arbledige_innvkat_land,prosent
2006,19,innvandrere,alle,0.03,arbledige_innvkat_land,prosent
2006,20,alle,1,0.02,arbledige_innvkat_land,prosent
2006,20,alle,2,0.08,arbledige_innvkat_land,prosent
2006,20,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,20,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,20,innvandrere,2,0.08,arbledige_innvkat_land,prosent
2006,20,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,21,alle,1,0.01,arbledige_innvkat_land,prosent
2006,21,alle,2,0.06,arbledige_innvkat_land,prosent
2006,21,alle,alle,0.03,arbledige_innvkat_land,prosent
2006,21,innvandrere,1,0.01,arbledige_innvkat_land,prosent
2006,21,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2006,21,innvandrere,alle,0.03,arbledige_innvkat_land,prosent
2006,22,alle,1,0.03,arbledige_innvkat_land,prosent
2006,22,alle,2,0.09,arbledige_innvkat_land,prosent
2006,22,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,22,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2006,22,innvandrere,2,0.09,arbledige_innvkat_land,prosent
2006,22,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,23,alle,1,0.01,arbledige_innvkat_land,prosent
2006,23,alle,2,0.10,arbledige_innvkat_land,prosent
2006,23,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,23,innvandrere,1,0.01,arbledige_innvkat_land,prosent
2006,23,innvandrere,2,0.10,arbledige_innvkat_land,prosent
2006,23,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,24,alle,1,0.02,arbledige_innvkat_land,prosent
2006,24,alle,2,0.09,arbledige_innvkat_land,prosent
2006,24,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,24,innvandrere,1,0.02,arbledige_innvkat_land,prosent
