aar,naringsregion_nr,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2007,55,2,alle,0.57,sysselsatte_kjonn_land,prosent
2007,55,alle,0,0.69,sysselsatte_kjonn_land,prosent
2007,55,alle,1,0.78,sysselsatte_kjonn_land,prosent
2007,55,alle,alle,0.73,sysselsatte_kjonn_land,prosent
2007,56,1,0,0.68,sysselsatte_kjonn_land,prosent
2007,56,1,1,0.82,sysselsatte_kjonn_land,prosent
2007,56,1,alle,0.77,sysselsatte_kjonn_land,prosent
2007,56,2,0,0.64,sysselsatte_kjonn_land,prosent
2007,56,2,1,0.71,sysselsatte_kjonn_land,prosent
2007,56,2,alle,0.66,sysselsatte_kjonn_land,prosent
2007,56,alle,0,0.71,sysselsatte_kjonn_land,prosent
2007,56,alle,1,0.78,sysselsatte_kjonn_land,prosent
2007,56,alle,alle,0.75,sysselsatte_kjonn_land,prosent
2007,57,1,0,0.64,sysselsatte_kjonn_land,prosent
2007,57,1,1,0.74,sysselsatte_kjonn_land,prosent
2007,57,1,alle,0.69,sysselsatte_kjonn_land,prosent
2007,57,2,0,0.52,sysselsatte_kjonn_land,prosent
2007,57,2,1,0.65,sysselsatte_kjonn_land,prosent
2007,57,2,alle,0.55,sysselsatte_kjonn_land,prosent
2007,57,alle,0,0.65,sysselsatte_kjonn_land,prosent
2007,57,alle,1,0.74,sysselsatte_kjonn_land,prosent
2007,57,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2007,58,1,0,0.80,sysselsatte_kjonn_land,prosent
2007,58,1,1,0.87,sysselsatte_kjonn_land,prosent
2007,58,1,alle,0.84,sysselsatte_kjonn_land,prosent
2007,58,2,0,0.74,sysselsatte_kjonn_land,prosent
2007,58,2,1,0.73,sysselsatte_kjonn_land,prosent
2007,58,2,alle,0.74,sysselsatte_kjonn_land,prosent
2007,58,alle,0,0.68,sysselsatte_kjonn_land,prosent
2007,58,alle,1,0.75,sysselsatte_kjonn_land,prosent
2007,58,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2007,59,1,0,0.69,sysselsatte_kjonn_land,prosent
2007,59,1,1,0.80,sysselsatte_kjonn_land,prosent
2007,59,1,alle,0.75,sysselsatte_kjonn_land,prosent
2007,59,2,0,0.61,sysselsatte_kjonn_land,prosent
2007,59,2,1,0.59,sysselsatte_kjonn_land,prosent
2007,59,2,alle,0.60,sysselsatte_kjonn_land,prosent
2007,59,alle,0,0.72,sysselsatte_kjonn_land,prosent
2007,59,alle,1,0.78,sysselsatte_kjonn_land,prosent
2007,59,alle,alle,0.75,sysselsatte_kjonn_land,prosent
2007,60,1,0,0.66,sysselsatte_kjonn_land,prosent
2007,60,1,1,0.79,sysselsatte_kjonn_land,prosent
2007,60,1,alle,0.73,sysselsatte_kjonn_land,prosent
2007,60,2,0,0.52,sysselsatte_kjonn_land,prosent
2007,60,2,1,0.54,sysselsatte_kjonn_land,prosent
2007,60,2,alle,0.53,sysselsatte_kjonn_land,prosent
2007,60,alle,0,0.67,sysselsatte_kjonn_land,prosent
2007,60,alle,1,0.75,sysselsatte_kjonn_land,prosent
2007,60,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2007,61,1,0,0.68,sysselsatte_kjonn_land,prosent
2007,61,1,1,0.76,sysselsatte_kjonn_land,prosent
2007,61,1,alle,0.73,sysselsatte_kjonn_land,prosent
2007,61,2,0,0.51,sysselsatte_kjonn_land,prosent
2007,61,2,1,0.59,sysselsatte_kjonn_land,prosent
2007,61,2,alle,0.55,sysselsatte_kjonn_land,prosent
2007,61,alle,0,0.69,sysselsatte_kjonn_land,prosent
2007,61,alle,1,0.75,sysselsatte_kjonn_land,prosent
2007,61,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2007,62,1,0,0.76,sysselsatte_kjonn_land,prosent
2007,62,1,1,0.86,sysselsatte_kjonn_land,prosent
2007,62,1,alle,0.80,sysselsatte_kjonn_land,prosent
2007,62,2,0,0.74,sysselsatte_kjonn_land,prosent
2007,62,2,1,0.88,sysselsatte_kjonn_land,prosent
2007,62,2,alle,0.81,sysselsatte_kjonn_land,prosent
2007,62,alle,0,0.73,sysselsatte_kjonn_land,prosent
2007,62,alle,1,0.78,sysselsatte_kjonn_land,prosent
2007,62,alle,alle,0.76,sysselsatte_kjonn_land,prosent
2007,63,1,0,0.55,sysselsatte_kjonn_land,prosent
2007,63,1,1,0.72,sysselsatte_kjonn_land,prosent
2007,63,1,alle,0.64,sysselsatte_kjonn_land,prosent
2007,63,2,0,0.55,sysselsatte_kjonn_land,prosent
2007,63,2,1,0.55,sysselsatte_kjonn_land,prosent
2007,63,2,alle,0.55,sysselsatte_kjonn_land,prosent
2007,63,alle,0,0.68,sysselsatte_kjonn_land,prosent
2007,63,alle,1,0.75,sysselsatte_kjonn_land,prosent
2007,63,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2007,64,1,0,0.66,sysselsatte_kjonn_land,prosent
2007,64,1,1,0.82,sysselsatte_kjonn_land,prosent
2007,64,1,alle,0.77,sysselsatte_kjonn_land,prosent
2007,64,2,0,0.38,sysselsatte_kjonn_land,prosent
2007,64,2,1,0.48,sysselsatte_kjonn_land,prosent
2007,64,2,alle,0.42,sysselsatte_kjonn_land,prosent
2007,64,alle,0,0.66,sysselsatte_kjonn_land,prosent
2007,64,alle,1,0.73,sysselsatte_kjonn_land,prosent
2007,64,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2007,65,1,0,0.72,sysselsatte_kjonn_land,prosent
2007,65,1,1,0.82,sysselsatte_kjonn_land,prosent
2007,65,1,alle,0.76,sysselsatte_kjonn_land,prosent
2007,65,2,0,0.53,sysselsatte_kjonn_land,prosent
2007,65,2,1,0.56,sysselsatte_kjonn_land,prosent
2007,65,2,alle,0.54,sysselsatte_kjonn_land,prosent
2007,65,alle,0,0.71,sysselsatte_kjonn_land,prosent
2007,65,alle,1,0.78,sysselsatte_kjonn_land,prosent
2007,65,alle,alle,0.75,sysselsatte_kjonn_land,prosent
2007,66,1,0,0.69,sysselsatte_kjonn_land,prosent
2007,66,1,1,0.78,sysselsatte_kjonn_land,prosent
2007,66,1,alle,0.73,sysselsatte_kjonn_land,prosent
2007,66,2,0,0.55,sysselsatte_kjonn_land,prosent
2007,66,2,1,0.72,sysselsatte_kjonn_land,prosent
2007,66,2,alle,0.59,sysselsatte_kjonn_land,prosent
2007,66,alle,0,0.66,sysselsatte_kjonn_land,prosent
2007,66,alle,1,0.75,sysselsatte_kjonn_land,prosent
2007,66,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2007,67,1,0,0.61,sysselsatte_kjonn_land,prosent
2007,67,1,1,0.75,sysselsatte_kjonn_land,prosent
2007,67,1,alle,0.68,sysselsatte_kjonn_land,prosent
2007,67,2,0,0.52,sysselsatte_kjonn_land,prosent
2007,67,2,1,0.60,sysselsatte_kjonn_land,prosent
2007,67,2,alle,0.55,sysselsatte_kjonn_land,prosent
2007,67,alle,0,0.70,sysselsatte_kjonn_land,prosent
2007,67,alle,1,0.76,sysselsatte_kjonn_land,prosent
2007,67,alle,alle,0.73,sysselsatte_kjonn_land,prosent
2007,68,1,0,0.68,sysselsatte_kjonn_land,prosent
2007,68,1,1,0.69,sysselsatte_kjonn_land,prosent
2007,68,1,alle,0.68,sysselsatte_kjonn_land,prosent
2007,68,2,0,0.55,sysselsatte_kjonn_land,prosent
2007,68,2,1,0.58,sysselsatte_kjonn_land,prosent
2007,68,2,alle,0.56,sysselsatte_kjonn_land,prosent
2007,68,alle,0,0.66,sysselsatte_kjonn_land,prosent
2007,68,alle,1,0.72,sysselsatte_kjonn_land,prosent
2007,68,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2007,69,1,0,0.66,sysselsatte_kjonn_land,prosent
2007,69,1,1,0.70,sysselsatte_kjonn_land,prosent
2007,69,1,alle,0.68,sysselsatte_kjonn_land,prosent
2007,69,2,0,0.49,sysselsatte_kjonn_land,prosent
2007,69,2,1,0.56,sysselsatte_kjonn_land,prosent
2007,69,2,alle,0.52,sysselsatte_kjonn_land,prosent
2007,69,alle,0,0.64,sysselsatte_kjonn_land,prosent
2007,69,alle,1,0.71,sysselsatte_kjonn_land,prosent
2007,69,alle,alle,0.68,sysselsatte_kjonn_land,prosent
2007,70,1,0,0.86,sysselsatte_kjonn_land,prosent
2007,70,1,1,0.94,sysselsatte_kjonn_land,prosent
2007,70,1,alle,0.90,sysselsatte_kjonn_land,prosent
2007,70,2,0,0.68,sysselsatte_kjonn_land,prosent
2007,70,2,1,1.00,sysselsatte_kjonn_land,prosent
2007,70,2,alle,0.73,sysselsatte_kjonn_land,prosent
2007,70,alle,0,0.66,sysselsatte_kjonn_land,prosent
2007,70,alle,1,0.74,sysselsatte_kjonn_land,prosent
2007,70,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2007,71,1,0,0.59,sysselsatte_kjonn_land,prosent
2007,71,1,1,0.39,sysselsatte_kjonn_land,prosent
2007,71,1,alle,0.47,sysselsatte_kjonn_land,prosent
2007,71,2,0,0.57,sysselsatte_kjonn_land,prosent
2007,71,2,1,0.56,sysselsatte_kjonn_land,prosent
2007,71,2,alle,0.56,sysselsatte_kjonn_land,prosent
2007,71,alle,0,0.67,sysselsatte_kjonn_land,prosent
2007,71,alle,1,0.71,sysselsatte_kjonn_land,prosent
2007,71,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2007,72,1,0,0.76,sysselsatte_kjonn_land,prosent
2007,72,1,1,0.79,sysselsatte_kjonn_land,prosent
2007,72,1,alle,0.77,sysselsatte_kjonn_land,prosent
2007,72,2,0,0.48,sysselsatte_kjonn_land,prosent
2007,72,2,1,0.58,sysselsatte_kjonn_land,prosent
2007,72,2,alle,0.52,sysselsatte_kjonn_land,prosent
2007,72,alle,0,0.65,sysselsatte_kjonn_land,prosent
2007,72,alle,1,0.70,sysselsatte_kjonn_land,prosent
2007,72,alle,alle,0.68,sysselsatte_kjonn_land,prosent
2007,73,1,0,0.72,sysselsatte_kjonn_land,prosent
2007,73,1,1,0.78,sysselsatte_kjonn_land,prosent
2007,73,1,alle,0.75,sysselsatte_kjonn_land,prosent
2007,73,2,0,0.51,sysselsatte_kjonn_land,prosent
2007,73,2,1,0.56,sysselsatte_kjonn_land,prosent
2007,73,2,alle,0.53,sysselsatte_kjonn_land,prosent
2007,73,alle,0,0.69,sysselsatte_kjonn_land,prosent
2007,73,alle,1,0.74,sysselsatte_kjonn_land,prosent
2007,73,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2007,74,1,0,0.69,sysselsatte_kjonn_land,prosent
2007,74,1,1,0.74,sysselsatte_kjonn_land,prosent
2007,74,1,alle,0.71,sysselsatte_kjonn_land,prosent
2007,74,2,0,0.56,sysselsatte_kjonn_land,prosent
2007,74,2,1,0.48,sysselsatte_kjonn_land,prosent
2007,74,2,alle,0.52,sysselsatte_kjonn_land,prosent
2007,74,alle,0,0.64,sysselsatte_kjonn_land,prosent
2007,74,alle,1,0.69,sysselsatte_kjonn_land,prosent
2007,74,alle,alle,0.66,sysselsatte_kjonn_land,prosent
2007,75,1,0,0.71,sysselsatte_kjonn_land,prosent
2007,75,1,1,0.64,sysselsatte_kjonn_land,prosent
2007,75,1,alle,0.68,sysselsatte_kjonn_land,prosent
2007,75,2,0,0.58,sysselsatte_kjonn_land,prosent
2007,75,2,1,0.60,sysselsatte_kjonn_land,prosent
2007,75,2,alle,0.59,sysselsatte_kjonn_land,prosent
2007,75,alle,0,0.66,sysselsatte_kjonn_land,prosent
2007,75,alle,1,0.72,sysselsatte_kjonn_land,prosent
2007,75,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2007,76,1,0,0.70,sysselsatte_kjonn_land,prosent
2007,76,1,1,0.76,sysselsatte_kjonn_land,prosent
2007,76,1,alle,0.73,sysselsatte_kjonn_land,prosent
2007,76,2,0,0.53,sysselsatte_kjonn_land,prosent
2007,76,2,1,0.67,sysselsatte_kjonn_land,prosent
2007,76,2,alle,0.59,sysselsatte_kjonn_land,prosent
2007,76,alle,0,0.65,sysselsatte_kjonn_land,prosent
2007,76,alle,1,0.72,sysselsatte_kjonn_land,prosent
2007,76,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2007,77,1,0,0.68,sysselsatte_kjonn_land,prosent
2007,77,1,1,0.82,sysselsatte_kjonn_land,prosent
2007,77,1,alle,0.76,sysselsatte_kjonn_land,prosent
2007,77,2,0,0.51,sysselsatte_kjonn_land,prosent
2007,77,2,1,0.49,sysselsatte_kjonn_land,prosent
2007,77,2,alle,0.50,sysselsatte_kjonn_land,prosent
2007,77,alle,0,0.66,sysselsatte_kjonn_land,prosent
2007,77,alle,1,0.71,sysselsatte_kjonn_land,prosent
2007,77,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2007,78,1,0,0.75,sysselsatte_kjonn_land,prosent
2007,78,1,1,0.75,sysselsatte_kjonn_land,prosent
2007,78,1,alle,0.75,sysselsatte_kjonn_land,prosent
2007,78,2,0,0.55,sysselsatte_kjonn_land,prosent
2007,78,2,1,0.54,sysselsatte_kjonn_land,prosent
2007,78,2,alle,0.54,sysselsatte_kjonn_land,prosent
2007,78,alle,0,0.67,sysselsatte_kjonn_land,prosent
2007,78,alle,1,0.73,sysselsatte_kjonn_land,prosent
2007,78,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2007,79,1,0,0.74,sysselsatte_kjonn_land,prosent
2007,79,1,1,0.80,sysselsatte_kjonn_land,prosent
2007,79,1,alle,0.77,sysselsatte_kjonn_land,prosent
2007,79,2,0,0.63,sysselsatte_kjonn_land,prosent
2007,79,2,1,0.68,sysselsatte_kjonn_land,prosent
2007,79,2,alle,0.65,sysselsatte_kjonn_land,prosent
2007,79,alle,0,0.72,sysselsatte_kjonn_land,prosent
2007,79,alle,1,0.75,sysselsatte_kjonn_land,prosent
2007,79,alle,alle,0.73,sysselsatte_kjonn_land,prosent
2007,80,1,0,0.65,sysselsatte_kjonn_land,prosent
2007,80,1,1,0.64,sysselsatte_kjonn_land,prosent
2007,80,1,alle,0.64,sysselsatte_kjonn_land,prosent
2007,80,2,0,0.60,sysselsatte_kjonn_land,prosent
2007,80,2,1,0.77,sysselsatte_kjonn_land,prosent
2007,80,2,alle,0.66,sysselsatte_kjonn_land,prosent
2007,80,alle,0,0.66,sysselsatte_kjonn_land,prosent
2007,80,alle,1,0.70,sysselsatte_kjonn_land,prosent
2007,80,alle,alle,0.68,sysselsatte_kjonn_land,prosent
2007,81,1,0,0.72,sysselsatte_kjonn_land,prosent
2007,81,1,1,0.80,sysselsatte_kjonn_land,prosent
2007,81,1,alle,0.76,sysselsatte_kjonn_land,prosent
2007,81,2,0,0.72,sysselsatte_kjonn_land,prosent
2007,81,2,1,0.78,sysselsatte_kjonn_land,prosent
2007,81,2,alle,0.75,sysselsatte_kjonn_land,prosent
2007,81,alle,0,0.70,sysselsatte_kjonn_land,prosent
2007,81,alle,1,0.74,sysselsatte_kjonn_land,prosent
2007,81,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2007,82,1,0,0.72,sysselsatte_kjonn_land,prosent
2007,82,1,1,0.75,sysselsatte_kjonn_land,prosent
2007,82,1,alle,0.73,sysselsatte_kjonn_land,prosent
2007,82,2,0,0.68,sysselsatte_kjonn_land,prosent
2007,82,2,1,0.59,sysselsatte_kjonn_land,prosent
2007,82,2,alle,0.66,sysselsatte_kjonn_land,prosent
2007,82,alle,0,0.69,sysselsatte_kjonn_land,prosent
2007,82,alle,1,0.67,sysselsatte_kjonn_land,prosent
2007,82,alle,alle,0.68,sysselsatte_kjonn_land,prosent
2007,83,1,0,0.73,sysselsatte_kjonn_land,prosent
2007,83,1,1,0.70,sysselsatte_kjonn_land,prosent
2007,83,1,alle,0.71,sysselsatte_kjonn_land,prosent
2007,83,2,0,0.65,sysselsatte_kjonn_land,prosent
2007,83,2,1,0.62,sysselsatte_kjonn_land,prosent
2007,83,2,alle,0.64,sysselsatte_kjonn_land,prosent
2007,83,alle,0,0.68,sysselsatte_kjonn_land,prosent
2007,83,alle,1,0.69,sysselsatte_kjonn_land,prosent
2007,83,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2008,01,1,0,0.55,sysselsatte_kjonn_land,prosent
2008,01,1,1,0.70,sysselsatte_kjonn_land,prosent
2008,01,1,alle,0.63,sysselsatte_kjonn_land,prosent
2008,01,2,0,0.44,sysselsatte_kjonn_land,prosent
2008,01,2,1,0.53,sysselsatte_kjonn_land,prosent
2008,01,2,alle,0.48,sysselsatte_kjonn_land,prosent
2008,01,alle,0,0.62,sysselsatte_kjonn_land,prosent
2008,01,alle,1,0.69,sysselsatte_kjonn_land,prosent
2008,01,alle,alle,0.66,sysselsatte_kjonn_land,prosent
2008,02,1,0,0.64,sysselsatte_kjonn_land,prosent
2008,02,1,1,0.73,sysselsatte_kjonn_land,prosent
2008,02,1,alle,0.69,sysselsatte_kjonn_land,prosent
2008,02,2,0,0.51,sysselsatte_kjonn_land,prosent
2008,02,2,1,0.60,sysselsatte_kjonn_land,prosent
2008,02,2,alle,0.55,sysselsatte_kjonn_land,prosent
2008,02,alle,0,0.66,sysselsatte_kjonn_land,prosent
2008,02,alle,1,0.75,sysselsatte_kjonn_land,prosent
2008,02,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2008,03,1,0,0.67,sysselsatte_kjonn_land,prosent
2008,03,1,1,0.75,sysselsatte_kjonn_land,prosent
2008,03,1,alle,0.72,sysselsatte_kjonn_land,prosent
2008,03,2,0,0.49,sysselsatte_kjonn_land,prosent
2008,03,2,1,0.56,sysselsatte_kjonn_land,prosent
2008,03,2,alle,0.52,sysselsatte_kjonn_land,prosent
2008,03,alle,0,0.65,sysselsatte_kjonn_land,prosent
2008,03,alle,1,0.72,sysselsatte_kjonn_land,prosent
2008,03,alle,alle,0.68,sysselsatte_kjonn_land,prosent
2008,04,1,0,0.60,sysselsatte_kjonn_land,prosent
2008,04,1,1,0.75,sysselsatte_kjonn_land,prosent
2008,04,1,alle,0.69,sysselsatte_kjonn_land,prosent
2008,04,2,0,0.48,sysselsatte_kjonn_land,prosent
2008,04,2,1,0.53,sysselsatte_kjonn_land,prosent
2008,04,2,alle,0.51,sysselsatte_kjonn_land,prosent
2008,04,alle,0,0.64,sysselsatte_kjonn_land,prosent
2008,04,alle,1,0.70,sysselsatte_kjonn_land,prosent
2008,04,alle,alle,0.67,sysselsatte_kjonn_land,prosent
2008,05,1,0,0.71,sysselsatte_kjonn_land,prosent
2008,05,1,1,0.77,sysselsatte_kjonn_land,prosent
2008,05,1,alle,0.74,sysselsatte_kjonn_land,prosent
2008,05,2,0,0.54,sysselsatte_kjonn_land,prosent
2008,05,2,1,0.66,sysselsatte_kjonn_land,prosent
2008,05,2,alle,0.59,sysselsatte_kjonn_land,prosent
2008,05,alle,0,0.71,sysselsatte_kjonn_land,prosent
2008,05,alle,1,0.76,sysselsatte_kjonn_land,prosent
2008,05,alle,alle,0.73,sysselsatte_kjonn_land,prosent
2008,06,1,0,0.71,sysselsatte_kjonn_land,prosent
2008,06,1,1,0.78,sysselsatte_kjonn_land,prosent
2008,06,1,alle,0.75,sysselsatte_kjonn_land,prosent
2008,06,2,0,0.57,sysselsatte_kjonn_land,prosent
2008,06,2,1,0.66,sysselsatte_kjonn_land,prosent
2008,06,2,alle,0.61,sysselsatte_kjonn_land,prosent
2008,06,alle,0,0.70,sysselsatte_kjonn_land,prosent
2008,06,alle,1,0.76,sysselsatte_kjonn_land,prosent
2008,06,alle,alle,0.73,sysselsatte_kjonn_land,prosent
2008,07,1,0,0.72,sysselsatte_kjonn_land,prosent
2008,07,1,1,0.75,sysselsatte_kjonn_land,prosent
2008,07,1,alle,0.74,sysselsatte_kjonn_land,prosent
2008,07,2,0,0.55,sysselsatte_kjonn_land,prosent
2008,07,2,1,0.70,sysselsatte_kjonn_land,prosent
2008,07,2,alle,0.62,sysselsatte_kjonn_land,prosent
2008,07,alle,0,0.70,sysselsatte_kjonn_land,prosent
2008,07,alle,1,0.77,sysselsatte_kjonn_land,prosent
2008,07,alle,alle,0.73,sysselsatte_kjonn_land,prosent
2008,08,1,0,0.72,sysselsatte_kjonn_land,prosent
2008,08,1,1,0.81,sysselsatte_kjonn_land,prosent
2008,08,1,alle,0.77,sysselsatte_kjonn_land,prosent
2008,08,2,0,0.60,sysselsatte_kjonn_land,prosent
2008,08,2,1,0.70,sysselsatte_kjonn_land,prosent
2008,08,2,alle,0.64,sysselsatte_kjonn_land,prosent
2008,08,alle,0,0.70,sysselsatte_kjonn_land,prosent
2008,08,alle,1,0.77,sysselsatte_kjonn_land,prosent
2008,08,alle,alle,0.74,sysselsatte_kjonn_land,prosent
2008,09,1,0,0.72,sysselsatte_kjonn_land,prosent
2008,09,1,1,0.74,sysselsatte_kjonn_land,prosent
2008,09,1,alle,0.73,sysselsatte_kjonn_land,prosent
2008,09,2,0,0.49,sysselsatte_kjonn_land,prosent
2008,09,2,1,0.62,sysselsatte_kjonn_land,prosent
2008,09,2,alle,0.55,sysselsatte_kjonn_land,prosent
2008,09,alle,0,0.70,sysselsatte_kjonn_land,prosent
2008,09,alle,1,0.74,sysselsatte_kjonn_land,prosent
2008,09,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2008,10,1,0,0.74,sysselsatte_kjonn_land,prosent
2008,10,1,1,0.78,sysselsatte_kjonn_land,prosent
2008,10,1,alle,0.76,sysselsatte_kjonn_land,prosent
2008,10,2,0,0.67,sysselsatte_kjonn_land,prosent
2008,10,2,1,0.48,sysselsatte_kjonn_land,prosent
2008,10,2,alle,0.58,sysselsatte_kjonn_land,prosent
2008,10,alle,0,0.73,sysselsatte_kjonn_land,prosent
2008,10,alle,1,0.78,sysselsatte_kjonn_land,prosent
2008,10,alle,alle,0.75,sysselsatte_kjonn_land,prosent
2008,11,1,0,0.61,sysselsatte_kjonn_land,prosent
2008,11,1,1,0.70,sysselsatte_kjonn_land,prosent
2008,11,1,alle,0.66,sysselsatte_kjonn_land,prosent
2008,11,2,0,0.51,sysselsatte_kjonn_land,prosent
2008,11,2,1,0.59,sysselsatte_kjonn_land,prosent
2008,11,2,alle,0.54,sysselsatte_kjonn_land,prosent
2008,11,alle,0,0.62,sysselsatte_kjonn_land,prosent
2008,11,alle,1,0.70,sysselsatte_kjonn_land,prosent
2008,11,alle,alle,0.66,sysselsatte_kjonn_land,prosent
2008,12,1,0,0.63,sysselsatte_kjonn_land,prosent
2008,12,1,1,0.78,sysselsatte_kjonn_land,prosent
2008,12,1,alle,0.70,sysselsatte_kjonn_land,prosent
2008,12,2,0,0.48,sysselsatte_kjonn_land,prosent
2008,12,2,1,0.56,sysselsatte_kjonn_land,prosent
2008,12,2,alle,0.52,sysselsatte_kjonn_land,prosent
2008,12,alle,0,0.65,sysselsatte_kjonn_land,prosent
2008,12,alle,1,0.73,sysselsatte_kjonn_land,prosent
2008,12,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2008,13,1,0,0.64,sysselsatte_kjonn_land,prosent
2008,13,1,1,0.68,sysselsatte_kjonn_land,prosent
2008,13,1,alle,0.66,sysselsatte_kjonn_land,prosent
2008,13,2,0,0.48,sysselsatte_kjonn_land,prosent
2008,13,2,1,0.50,sysselsatte_kjonn_land,prosent
2008,13,2,alle,0.49,sysselsatte_kjonn_land,prosent
2008,13,alle,0,0.65,sysselsatte_kjonn_land,prosent
2008,13,alle,1,0.72,sysselsatte_kjonn_land,prosent
2008,13,alle,alle,0.68,sysselsatte_kjonn_land,prosent
2008,14,1,0,0.67,sysselsatte_kjonn_land,prosent
2008,14,1,1,0.76,sysselsatte_kjonn_land,prosent
2008,14,1,alle,0.72,sysselsatte_kjonn_land,prosent
2008,14,2,0,0.50,sysselsatte_kjonn_land,prosent
2008,14,2,1,0.52,sysselsatte_kjonn_land,prosent
2008,14,2,alle,0.51,sysselsatte_kjonn_land,prosent
2008,14,alle,0,0.65,sysselsatte_kjonn_land,prosent
2008,14,alle,1,0.73,sysselsatte_kjonn_land,prosent
2008,14,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2008,15,1,0,0.64,sysselsatte_kjonn_land,prosent
2008,15,1,1,0.77,sysselsatte_kjonn_land,prosent
2008,15,1,alle,0.71,sysselsatte_kjonn_land,prosent
2008,15,2,0,0.56,sysselsatte_kjonn_land,prosent
2008,15,2,1,0.62,sysselsatte_kjonn_land,prosent
2008,15,2,alle,0.58,sysselsatte_kjonn_land,prosent
2008,15,alle,0,0.68,sysselsatte_kjonn_land,prosent
2008,15,alle,1,0.75,sysselsatte_kjonn_land,prosent
2008,15,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2008,16,1,0,0.67,sysselsatte_kjonn_land,prosent
2008,16,1,1,0.79,sysselsatte_kjonn_land,prosent
2008,16,1,alle,0.73,sysselsatte_kjonn_land,prosent
2008,16,2,0,0.55,sysselsatte_kjonn_land,prosent
2008,16,2,1,0.62,sysselsatte_kjonn_land,prosent
2008,16,2,alle,0.59,sysselsatte_kjonn_land,prosent
2008,16,alle,0,0.69,sysselsatte_kjonn_land,prosent
2008,16,alle,1,0.75,sysselsatte_kjonn_land,prosent
2008,16,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2008,17,1,0,0.61,sysselsatte_kjonn_land,prosent
2008,17,1,1,0.76,sysselsatte_kjonn_land,prosent
2008,17,1,alle,0.70,sysselsatte_kjonn_land,prosent
2008,17,2,0,0.47,sysselsatte_kjonn_land,prosent
2008,17,2,1,0.61,sysselsatte_kjonn_land,prosent
2008,17,2,alle,0.53,sysselsatte_kjonn_land,prosent
2008,17,alle,0,0.68,sysselsatte_kjonn_land,prosent
2008,17,alle,1,0.75,sysselsatte_kjonn_land,prosent
2008,17,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2008,18,1,0,0.69,sysselsatte_kjonn_land,prosent
2008,18,1,1,0.78,sysselsatte_kjonn_land,prosent
2008,18,1,alle,0.74,sysselsatte_kjonn_land,prosent
2008,18,2,0,0.53,sysselsatte_kjonn_land,prosent
2008,18,2,1,0.57,sysselsatte_kjonn_land,prosent
2008,18,2,alle,0.54,sysselsatte_kjonn_land,prosent
2008,18,alle,0,0.69,sysselsatte_kjonn_land,prosent
2008,18,alle,1,0.76,sysselsatte_kjonn_land,prosent
2008,18,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2008,19,1,0,0.72,sysselsatte_kjonn_land,prosent
2008,19,1,1,0.76,sysselsatte_kjonn_land,prosent
2008,19,1,alle,0.74,sysselsatte_kjonn_land,prosent
2008,19,2,0,0.56,sysselsatte_kjonn_land,prosent
2008,19,2,1,0.51,sysselsatte_kjonn_land,prosent
2008,19,2,alle,0.53,sysselsatte_kjonn_land,prosent
2008,19,alle,0,0.72,sysselsatte_kjonn_land,prosent
2008,19,alle,1,0.77,sysselsatte_kjonn_land,prosent
2008,19,alle,alle,0.74,sysselsatte_kjonn_land,prosent
2008,20,1,0,0.68,sysselsatte_kjonn_land,prosent
2008,20,1,1,0.78,sysselsatte_kjonn_land,prosent
2008,20,1,alle,0.74,sysselsatte_kjonn_land,prosent
2008,20,2,0,0.50,sysselsatte_kjonn_land,prosent
2008,20,2,1,0.63,sysselsatte_kjonn_land,prosent
2008,20,2,alle,0.56,sysselsatte_kjonn_land,prosent
2008,20,alle,0,0.67,sysselsatte_kjonn_land,prosent
2008,20,alle,1,0.74,sysselsatte_kjonn_land,prosent
2008,20,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2008,21,1,0,0.82,sysselsatte_kjonn_land,prosent
2008,21,1,1,0.85,sysselsatte_kjonn_land,prosent
2008,21,1,alle,0.84,sysselsatte_kjonn_land,prosent
2008,21,2,0,0.65,sysselsatte_kjonn_land,prosent
