aar,naringsregion_nr,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2006,53,2,alle,513,sysselsatte_kjonn_land,personer
2006,53,alle,0,13335,sysselsatte_kjonn_land,personer
2006,53,alle,1,15444,sysselsatte_kjonn_land,personer
2006,53,alle,alle,28779,sysselsatte_kjonn_land,personer
2006,54,1,0,148,sysselsatte_kjonn_land,personer
2006,54,1,1,154,sysselsatte_kjonn_land,personer
2006,54,1,alle,302,sysselsatte_kjonn_land,personer
2006,54,2,0,143,sysselsatte_kjonn_land,personer
2006,54,2,1,131,sysselsatte_kjonn_land,personer
2006,54,2,alle,274,sysselsatte_kjonn_land,personer
2006,54,alle,0,4308,sysselsatte_kjonn_land,personer
2006,54,alle,1,4814,sysselsatte_kjonn_land,personer
2006,54,alle,alle,9122,sysselsatte_kjonn_land,personer
2006,55,1,0,138,sysselsatte_kjonn_land,personer
2006,55,1,1,196,sysselsatte_kjonn_land,personer
2006,55,1,alle,334,sysselsatte_kjonn_land,personer
2006,55,2,0,323,sysselsatte_kjonn_land,personer
2006,55,2,1,203,sysselsatte_kjonn_land,personer
2006,55,2,alle,526,sysselsatte_kjonn_land,personer
2006,55,alle,0,9987,sysselsatte_kjonn_land,personer
2006,55,alle,1,12194,sysselsatte_kjonn_land,personer
2006,55,alle,alle,22181,sysselsatte_kjonn_land,personer
2006,56,1,0,333,sysselsatte_kjonn_land,personer
2006,56,1,1,561,sysselsatte_kjonn_land,personer
2006,56,1,alle,894,sysselsatte_kjonn_land,personer
2006,56,2,0,511,sysselsatte_kjonn_land,personer
2006,56,2,1,399,sysselsatte_kjonn_land,personer
2006,56,2,alle,910,sysselsatte_kjonn_land,personer
2006,56,alle,0,16693,sysselsatte_kjonn_land,personer
2006,56,alle,1,19181,sysselsatte_kjonn_land,personer
2006,56,alle,alle,35874,sysselsatte_kjonn_land,personer
2006,57,1,0,80,sysselsatte_kjonn_land,personer
2006,57,1,1,88,sysselsatte_kjonn_land,personer
2006,57,1,alle,168,sysselsatte_kjonn_land,personer
2006,57,2,0,76,sysselsatte_kjonn_land,personer
2006,57,2,1,32,sysselsatte_kjonn_land,personer
2006,57,2,alle,108,sysselsatte_kjonn_land,personer
2006,57,alle,0,5447,sysselsatte_kjonn_land,personer
2006,57,alle,1,6656,sysselsatte_kjonn_land,personer
2006,57,alle,alle,12103,sysselsatte_kjonn_land,personer
2006,58,1,0,60,sysselsatte_kjonn_land,personer
2006,58,1,1,72,sysselsatte_kjonn_land,personer
2006,58,1,alle,132,sysselsatte_kjonn_land,personer
2006,58,2,0,58,sysselsatte_kjonn_land,personer
2006,58,2,1,22,sysselsatte_kjonn_land,personer
2006,58,2,alle,80,sysselsatte_kjonn_land,personer
2006,58,alle,0,1813,sysselsatte_kjonn_land,personer
2006,58,alle,1,2162,sysselsatte_kjonn_land,personer
2006,58,alle,alle,3975,sysselsatte_kjonn_land,personer
2006,59,1,0,35,sysselsatte_kjonn_land,personer
2006,59,1,1,41,sysselsatte_kjonn_land,personer
2006,59,1,alle,76,sysselsatte_kjonn_land,personer
2006,59,2,0,38,sysselsatte_kjonn_land,personer
2006,59,2,1,42,sysselsatte_kjonn_land,personer
2006,59,2,alle,80,sysselsatte_kjonn_land,personer
2006,59,alle,0,2248,sysselsatte_kjonn_land,personer
2006,59,alle,1,2487,sysselsatte_kjonn_land,personer
2006,59,alle,alle,4735,sysselsatte_kjonn_land,personer
2006,60,1,0,67,sysselsatte_kjonn_land,personer
2006,60,1,1,87,sysselsatte_kjonn_land,personer
2006,60,1,alle,154,sysselsatte_kjonn_land,personer
2006,60,2,0,94,sysselsatte_kjonn_land,personer
2006,60,2,1,63,sysselsatte_kjonn_land,personer
2006,60,2,alle,157,sysselsatte_kjonn_land,personer
2006,60,alle,0,4991,sysselsatte_kjonn_land,personer
2006,60,alle,1,5781,sysselsatte_kjonn_land,personer
2006,60,alle,alle,10772,sysselsatte_kjonn_land,personer
2006,61,1,0,1215,sysselsatte_kjonn_land,personer
2006,61,1,1,1687,sysselsatte_kjonn_land,personer
2006,61,1,alle,2902,sysselsatte_kjonn_land,personer
2006,61,2,0,1656,sysselsatte_kjonn_land,personer
2006,61,2,1,1870,sysselsatte_kjonn_land,personer
2006,61,2,alle,3526,sysselsatte_kjonn_land,personer
2006,61,alle,0,51730,sysselsatte_kjonn_land,personer
2006,61,alle,1,57848,sysselsatte_kjonn_land,personer
2006,61,alle,alle,109578,sysselsatte_kjonn_land,personer
2006,62,1,0,58,sysselsatte_kjonn_land,personer
2006,62,1,1,54,sysselsatte_kjonn_land,personer
2006,62,1,alle,112,sysselsatte_kjonn_land,personer
2006,62,2,0,45,sysselsatte_kjonn_land,personer
2006,62,2,1,41,sysselsatte_kjonn_land,personer
2006,62,2,alle,86,sysselsatte_kjonn_land,personer
2006,62,alle,0,2210,sysselsatte_kjonn_land,personer
2006,62,alle,1,2372,sysselsatte_kjonn_land,personer
2006,62,alle,alle,4582,sysselsatte_kjonn_land,personer
2006,63,1,0,70,sysselsatte_kjonn_land,personer
2006,63,1,1,86,sysselsatte_kjonn_land,personer
2006,63,1,alle,156,sysselsatte_kjonn_land,personer
2006,63,2,0,124,sysselsatte_kjonn_land,personer
2006,63,2,1,81,sysselsatte_kjonn_land,personer
2006,63,2,alle,205,sysselsatte_kjonn_land,personer
2006,63,alle,0,5863,sysselsatte_kjonn_land,personer
2006,63,alle,1,6763,sysselsatte_kjonn_land,personer
2006,63,alle,alle,12626,sysselsatte_kjonn_land,personer
2006,64,1,0,171,sysselsatte_kjonn_land,personer
2006,64,1,1,293,sysselsatte_kjonn_land,personer
2006,64,1,alle,464,sysselsatte_kjonn_land,personer
2006,64,2,0,176,sysselsatte_kjonn_land,personer
2006,64,2,1,194,sysselsatte_kjonn_land,personer
2006,64,2,alle,370,sysselsatte_kjonn_land,personer
2006,64,alle,0,14021,sysselsatte_kjonn_land,personer
2006,64,alle,1,16210,sysselsatte_kjonn_land,personer
2006,64,alle,alle,30231,sysselsatte_kjonn_land,personer
2006,65,1,0,58,sysselsatte_kjonn_land,personer
2006,65,1,1,38,sysselsatte_kjonn_land,personer
2006,65,1,alle,96,sysselsatte_kjonn_land,personer
2006,65,2,0,18,sysselsatte_kjonn_land,personer
2006,65,2,1,10,sysselsatte_kjonn_land,personer
2006,65,2,alle,28,sysselsatte_kjonn_land,personer
2006,65,alle,0,2048,sysselsatte_kjonn_land,personer
2006,65,alle,1,2410,sysselsatte_kjonn_land,personer
2006,65,alle,alle,4458,sysselsatte_kjonn_land,personer
2006,66,1,0,35,sysselsatte_kjonn_land,personer
2006,66,1,1,29,sysselsatte_kjonn_land,personer
2006,66,1,alle,64,sysselsatte_kjonn_land,personer
2006,66,2,0,26,sysselsatte_kjonn_land,personer
2006,66,2,1,14,sysselsatte_kjonn_land,personer
2006,66,2,alle,40,sysselsatte_kjonn_land,personer
2006,66,alle,0,2155,sysselsatte_kjonn_land,personer
2006,66,alle,1,2600,sysselsatte_kjonn_land,personer
2006,66,alle,alle,4755,sysselsatte_kjonn_land,personer
2006,67,1,0,68,sysselsatte_kjonn_land,personer
2006,67,1,1,64,sysselsatte_kjonn_land,personer
2006,67,1,alle,132,sysselsatte_kjonn_land,personer
2006,67,2,0,80,sysselsatte_kjonn_land,personer
2006,67,2,1,78,sysselsatte_kjonn_land,personer
2006,67,2,alle,158,sysselsatte_kjonn_land,personer
2006,67,alle,0,4636,sysselsatte_kjonn_land,personer
2006,67,alle,1,5127,sysselsatte_kjonn_land,personer
2006,67,alle,alle,9763,sysselsatte_kjonn_land,personer
2006,68,1,0,36,sysselsatte_kjonn_land,personer
2006,68,1,1,38,sysselsatte_kjonn_land,personer
2006,68,1,alle,74,sysselsatte_kjonn_land,personer
2006,68,2,0,60,sysselsatte_kjonn_land,personer
2006,68,2,1,34,sysselsatte_kjonn_land,personer
2006,68,2,alle,94,sysselsatte_kjonn_land,personer
2006,68,alle,0,2958,sysselsatte_kjonn_land,personer
2006,68,alle,1,3377,sysselsatte_kjonn_land,personer
2006,68,alle,alle,6335,sysselsatte_kjonn_land,personer
2006,69,1,0,51,sysselsatte_kjonn_land,personer
2006,69,1,1,38,sysselsatte_kjonn_land,personer
2006,69,1,alle,89,sysselsatte_kjonn_land,personer
2006,69,2,0,63,sysselsatte_kjonn_land,personer
2006,69,2,1,77,sysselsatte_kjonn_land,personer
2006,69,2,alle,140,sysselsatte_kjonn_land,personer
2006,69,alle,0,2856,sysselsatte_kjonn_land,personer
2006,69,alle,1,3275,sysselsatte_kjonn_land,personer
2006,69,alle,alle,6131,sysselsatte_kjonn_land,personer
2006,70,1,0,18,sysselsatte_kjonn_land,personer
2006,70,1,1,15,sysselsatte_kjonn_land,personer
2006,70,1,alle,33,sysselsatte_kjonn_land,personer
2006,70,2,0,15,sysselsatte_kjonn_land,personer
2006,70,2,1,0,sysselsatte_kjonn_land,personer
2006,70,2,alle,17,sysselsatte_kjonn_land,personer
2006,70,alle,0,807,sysselsatte_kjonn_land,personer
2006,70,alle,1,996,sysselsatte_kjonn_land,personer
2006,70,alle,alle,1803,sysselsatte_kjonn_land,personer
2006,71,1,0,43,sysselsatte_kjonn_land,personer
2006,71,1,1,43,sysselsatte_kjonn_land,personer
2006,71,1,alle,86,sysselsatte_kjonn_land,personer
2006,71,2,0,73,sysselsatte_kjonn_land,personer
2006,71,2,1,42,sysselsatte_kjonn_land,personer
2006,71,2,alle,115,sysselsatte_kjonn_land,personer
2006,71,alle,0,3752,sysselsatte_kjonn_land,personer
2006,71,alle,1,4269,sysselsatte_kjonn_land,personer
2006,71,alle,alle,8021,sysselsatte_kjonn_land,personer
2006,72,1,0,94,sysselsatte_kjonn_land,personer
2006,72,1,1,99,sysselsatte_kjonn_land,personer
2006,72,1,alle,193,sysselsatte_kjonn_land,personer
2006,72,2,0,109,sysselsatte_kjonn_land,personer
2006,72,2,1,104,sysselsatte_kjonn_land,personer
2006,72,2,alle,213,sysselsatte_kjonn_land,personer
2006,72,alle,0,6941,sysselsatte_kjonn_land,personer
2006,72,alle,1,7816,sysselsatte_kjonn_land,personer
2006,72,alle,alle,14757,sysselsatte_kjonn_land,personer
2006,73,1,0,350,sysselsatte_kjonn_land,personer
2006,73,1,1,292,sysselsatte_kjonn_land,personer
2006,73,1,alle,642,sysselsatte_kjonn_land,personer
2006,73,2,0,365,sysselsatte_kjonn_land,personer
2006,73,2,1,333,sysselsatte_kjonn_land,personer
2006,73,2,alle,698,sysselsatte_kjonn_land,personer
2006,73,alle,0,18485,sysselsatte_kjonn_land,personer
2006,73,alle,1,20393,sysselsatte_kjonn_land,personer
2006,73,alle,alle,38878,sysselsatte_kjonn_land,personer
2006,74,1,0,132,sysselsatte_kjonn_land,personer
2006,74,1,1,145,sysselsatte_kjonn_land,personer
2006,74,1,alle,277,sysselsatte_kjonn_land,personer
2006,74,2,0,169,sysselsatte_kjonn_land,personer
2006,74,2,1,149,sysselsatte_kjonn_land,personer
2006,74,2,alle,318,sysselsatte_kjonn_land,personer
2006,74,alle,0,5549,sysselsatte_kjonn_land,personer
2006,74,alle,1,6304,sysselsatte_kjonn_land,personer
2006,74,alle,alle,11853,sysselsatte_kjonn_land,personer
2006,75,1,0,103,sysselsatte_kjonn_land,personer
2006,75,1,1,106,sysselsatte_kjonn_land,personer
2006,75,1,alle,209,sysselsatte_kjonn_land,personer
2006,75,2,0,113,sysselsatte_kjonn_land,personer
2006,75,2,1,100,sysselsatte_kjonn_land,personer
2006,75,2,alle,213,sysselsatte_kjonn_land,personer
2006,75,alle,0,5121,sysselsatte_kjonn_land,personer
2006,75,alle,1,6059,sysselsatte_kjonn_land,personer
2006,75,alle,alle,11180,sysselsatte_kjonn_land,personer
2006,76,1,0,139,sysselsatte_kjonn_land,personer
2006,76,1,1,122,sysselsatte_kjonn_land,personer
2006,76,1,alle,261,sysselsatte_kjonn_land,personer
2006,76,2,0,187,sysselsatte_kjonn_land,personer
2006,76,2,1,150,sysselsatte_kjonn_land,personer
2006,76,2,alle,337,sysselsatte_kjonn_land,personer
2006,76,alle,0,7261,sysselsatte_kjonn_land,personer
2006,76,alle,1,8305,sysselsatte_kjonn_land,personer
2006,76,alle,alle,15566,sysselsatte_kjonn_land,personer
2006,77,1,0,156,sysselsatte_kjonn_land,personer
2006,77,1,1,182,sysselsatte_kjonn_land,personer
2006,77,1,alle,338,sysselsatte_kjonn_land,personer
2006,77,2,0,200,sysselsatte_kjonn_land,personer
2006,77,2,1,151,sysselsatte_kjonn_land,personer
2006,77,2,alle,351,sysselsatte_kjonn_land,personer
2006,77,alle,0,8271,sysselsatte_kjonn_land,personer
2006,77,alle,1,9058,sysselsatte_kjonn_land,personer
2006,77,alle,alle,17329,sysselsatte_kjonn_land,personer
2006,78,1,0,138,sysselsatte_kjonn_land,personer
2006,78,1,1,117,sysselsatte_kjonn_land,personer
2006,78,1,alle,255,sysselsatte_kjonn_land,personer
2006,78,2,0,126,sysselsatte_kjonn_land,personer
2006,78,2,1,87,sysselsatte_kjonn_land,personer
2006,78,2,alle,213,sysselsatte_kjonn_land,personer
2006,78,alle,0,6643,sysselsatte_kjonn_land,personer
2006,78,alle,1,7905,sysselsatte_kjonn_land,personer
2006,78,alle,alle,14548,sysselsatte_kjonn_land,personer
2006,79,1,0,713,sysselsatte_kjonn_land,personer
2006,79,1,1,776,sysselsatte_kjonn_land,personer
2006,79,1,alle,1489,sysselsatte_kjonn_land,personer
2006,79,2,0,581,sysselsatte_kjonn_land,personer
2006,79,2,1,561,sysselsatte_kjonn_land,personer
2006,79,2,alle,1142,sysselsatte_kjonn_land,personer
2006,79,alle,0,18917,sysselsatte_kjonn_land,personer
2006,79,alle,1,20406,sysselsatte_kjonn_land,personer
2006,79,alle,alle,39323,sysselsatte_kjonn_land,personer
2006,80,1,0,81,sysselsatte_kjonn_land,personer
2006,80,1,1,60,sysselsatte_kjonn_land,personer
2006,80,1,alle,141,sysselsatte_kjonn_land,personer
2006,80,2,0,66,sysselsatte_kjonn_land,personer
2006,80,2,1,46,sysselsatte_kjonn_land,personer
2006,80,2,alle,112,sysselsatte_kjonn_land,personer
2006,80,alle,0,3560,sysselsatte_kjonn_land,personer
2006,80,alle,1,4277,sysselsatte_kjonn_land,personer
2006,80,alle,alle,7837,sysselsatte_kjonn_land,personer
2006,81,1,0,228,sysselsatte_kjonn_land,personer
2006,81,1,1,214,sysselsatte_kjonn_land,personer
2006,81,1,alle,442,sysselsatte_kjonn_land,personer
2006,81,2,0,326,sysselsatte_kjonn_land,personer
2006,81,2,1,256,sysselsatte_kjonn_land,personer
2006,81,2,alle,582,sysselsatte_kjonn_land,personer
2006,81,alle,0,8380,sysselsatte_kjonn_land,personer
2006,81,alle,1,9626,sysselsatte_kjonn_land,personer
2006,81,alle,alle,18006,sysselsatte_kjonn_land,personer
2006,82,1,0,162,sysselsatte_kjonn_land,personer
2006,82,1,1,109,sysselsatte_kjonn_land,personer
2006,82,1,alle,271,sysselsatte_kjonn_land,personer
2006,82,2,0,110,sysselsatte_kjonn_land,personer
2006,82,2,1,28,sysselsatte_kjonn_land,personer
2006,82,2,alle,138,sysselsatte_kjonn_land,personer
2006,82,alle,0,3389,sysselsatte_kjonn_land,personer
2006,82,alle,1,3731,sysselsatte_kjonn_land,personer
2006,82,alle,alle,7120,sysselsatte_kjonn_land,personer
2006,83,1,0,295,sysselsatte_kjonn_land,personer
2006,83,1,1,167,sysselsatte_kjonn_land,personer
2006,83,1,alle,462,sysselsatte_kjonn_land,personer
2006,83,2,0,336,sysselsatte_kjonn_land,personer
2006,83,2,1,196,sysselsatte_kjonn_land,personer
2006,83,2,alle,532,sysselsatte_kjonn_land,personer
2006,83,alle,0,5494,sysselsatte_kjonn_land,personer
2006,83,alle,1,5844,sysselsatte_kjonn_land,personer
2006,83,alle,alle,11338,sysselsatte_kjonn_land,personer
2007,01,1,0,206,sysselsatte_kjonn_land,personer
2007,01,1,1,258,sysselsatte_kjonn_land,personer
2007,01,1,alle,464,sysselsatte_kjonn_land,personer
2007,01,2,0,213,sysselsatte_kjonn_land,personer
2007,01,2,1,233,sysselsatte_kjonn_land,personer
2007,01,2,alle,446,sysselsatte_kjonn_land,personer
2007,01,alle,0,6222,sysselsatte_kjonn_land,personer
2007,01,alle,1,7203,sysselsatte_kjonn_land,personer
2007,01,alle,alle,13425,sysselsatte_kjonn_land,personer
2007,02,1,0,390,sysselsatte_kjonn_land,personer
2007,02,1,1,529,sysselsatte_kjonn_land,personer
2007,02,1,alle,919,sysselsatte_kjonn_land,personer
2007,02,2,0,554,sysselsatte_kjonn_land,personer
2007,02,2,1,619,sysselsatte_kjonn_land,personer
2007,02,2,alle,1173,sysselsatte_kjonn_land,personer
2007,02,alle,0,13298,sysselsatte_kjonn_land,personer
2007,02,alle,1,15479,sysselsatte_kjonn_land,personer
2007,02,alle,alle,28777,sysselsatte_kjonn_land,personer
2007,03,1,0,469,sysselsatte_kjonn_land,personer
2007,03,1,1,680,sysselsatte_kjonn_land,personer
2007,03,1,alle,1149,sysselsatte_kjonn_land,personer
2007,03,2,0,588,sysselsatte_kjonn_land,personer
2007,03,2,1,618,sysselsatte_kjonn_land,personer
2007,03,2,alle,1206,sysselsatte_kjonn_land,personer
2007,03,alle,0,13074,sysselsatte_kjonn_land,personer
2007,03,alle,1,14355,sysselsatte_kjonn_land,personer
2007,03,alle,alle,27429,sysselsatte_kjonn_land,personer
2007,04,1,0,776,sysselsatte_kjonn_land,personer
2007,04,1,1,1328,sysselsatte_kjonn_land,personer
2007,04,1,alle,2104,sysselsatte_kjonn_land,personer
2007,04,2,0,1363,sysselsatte_kjonn_land,personer
2007,04,2,1,1542,sysselsatte_kjonn_land,personer
2007,04,2,alle,2905,sysselsatte_kjonn_land,personer
2007,04,alle,0,29623,sysselsatte_kjonn_land,personer
2007,04,alle,1,32983,sysselsatte_kjonn_land,personer
2007,04,alle,alle,62606,sysselsatte_kjonn_land,personer
2007,05,1,0,2708,sysselsatte_kjonn_land,personer
2007,05,1,1,3419,sysselsatte_kjonn_land,personer
2007,05,1,alle,6127,sysselsatte_kjonn_land,personer
2007,05,2,0,2194,sysselsatte_kjonn_land,personer
2007,05,2,1,2303,sysselsatte_kjonn_land,personer
2007,05,2,alle,4497,sysselsatte_kjonn_land,personer
2007,05,alle,0,41099,sysselsatte_kjonn_land,personer
2007,05,alle,1,43370,sysselsatte_kjonn_land,personer
2007,05,alle,alle,84469,sysselsatte_kjonn_land,personer
2007,06,1,0,1535,sysselsatte_kjonn_land,personer
2007,06,1,1,1737,sysselsatte_kjonn_land,personer
2007,06,1,alle,3272,sysselsatte_kjonn_land,personer
2007,06,2,0,1407,sysselsatte_kjonn_land,personer
2007,06,2,1,1471,sysselsatte_kjonn_land,personer
2007,06,2,alle,2878,sysselsatte_kjonn_land,personer
2007,06,alle,0,31554,sysselsatte_kjonn_land,personer
2007,06,alle,1,33742,sysselsatte_kjonn_land,personer
2007,06,alle,alle,65296,sysselsatte_kjonn_land,personer
2007,07,1,0,1489,sysselsatte_kjonn_land,personer
2007,07,1,1,2090,sysselsatte_kjonn_land,personer
2007,07,1,alle,3579,sysselsatte_kjonn_land,personer
2007,07,2,0,2436,sysselsatte_kjonn_land,personer
2007,07,2,1,2798,sysselsatte_kjonn_land,personer
2007,07,2,alle,5234,sysselsatte_kjonn_land,personer
2007,07,alle,0,39041,sysselsatte_kjonn_land,personer
2007,07,alle,1,43264,sysselsatte_kjonn_land,personer
2007,07,alle,alle,82305,sysselsatte_kjonn_land,personer
2007,08,1,0,711,sysselsatte_kjonn_land,personer
2007,08,1,1,900,sysselsatte_kjonn_land,personer
2007,08,1,alle,1611,sysselsatte_kjonn_land,personer
2007,08,2,0,888,sysselsatte_kjonn_land,personer
2007,08,2,1,774,sysselsatte_kjonn_land,personer
2007,08,2,alle,1662,sysselsatte_kjonn_land,personer
2007,08,alle,0,21156,sysselsatte_kjonn_land,personer
2007,08,alle,1,23914,sysselsatte_kjonn_land,personer
2007,08,alle,alle,45070,sysselsatte_kjonn_land,personer
2007,09,1,0,9279,sysselsatte_kjonn_land,personer
2007,09,1,1,12050,sysselsatte_kjonn_land,personer
2007,09,1,alle,21329,sysselsatte_kjonn_land,personer
2007,09,2,0,16297,sysselsatte_kjonn_land,personer
2007,09,2,1,21734,sysselsatte_kjonn_land,personer
2007,09,2,alle,38031,sysselsatte_kjonn_land,personer
2007,09,alle,0,148025,sysselsatte_kjonn_land,personer
2007,09,alle,1,159379,sysselsatte_kjonn_land,personer
2007,09,alle,alle,307404,sysselsatte_kjonn_land,personer
2007,10,1,0,80,sysselsatte_kjonn_land,personer
2007,10,1,1,87,sysselsatte_kjonn_land,personer
2007,10,1,alle,167,sysselsatte_kjonn_land,personer
2007,10,2,0,95,sysselsatte_kjonn_land,personer
2007,10,2,1,68,sysselsatte_kjonn_land,personer
2007,10,2,alle,163,sysselsatte_kjonn_land,personer
2007,10,alle,0,3868,sysselsatte_kjonn_land,personer
2007,10,alle,1,4367,sysselsatte_kjonn_land,personer
2007,10,alle,alle,8235,sysselsatte_kjonn_land,personer
2007,11,1,0,290,sysselsatte_kjonn_land,personer
2007,11,1,1,297,sysselsatte_kjonn_land,personer
2007,11,1,alle,587,sysselsatte_kjonn_land,personer
2007,11,2,0,304,sysselsatte_kjonn_land,personer
2007,11,2,1,287,sysselsatte_kjonn_land,personer
2007,11,2,alle,591,sysselsatte_kjonn_land,personer
2007,11,alle,0,11817,sysselsatte_kjonn_land,personer
2007,11,alle,1,13587,sysselsatte_kjonn_land,personer
2007,11,alle,alle,25404,sysselsatte_kjonn_land,personer
2007,12,1,0,509,sysselsatte_kjonn_land,personer
2007,12,1,1,666,sysselsatte_kjonn_land,personer
2007,12,1,alle,1175,sysselsatte_kjonn_land,personer
2007,12,2,0,465,sysselsatte_kjonn_land,personer
2007,12,2,1,500,sysselsatte_kjonn_land,personer
2007,12,2,alle,965,sysselsatte_kjonn_land,personer
2007,12,alle,0,20554,sysselsatte_kjonn_land,personer
2007,12,alle,1,23003,sysselsatte_kjonn_land,personer
2007,12,alle,alle,43557,sysselsatte_kjonn_land,personer
2007,13,1,0,212,sysselsatte_kjonn_land,personer
2007,13,1,1,245,sysselsatte_kjonn_land,personer
2007,13,1,alle,457,sysselsatte_kjonn_land,personer
2007,13,2,0,180,sysselsatte_kjonn_land,personer
2007,13,2,1,158,sysselsatte_kjonn_land,personer
2007,13,2,alle,338,sysselsatte_kjonn_land,personer
2007,13,alle,0,7957,sysselsatte_kjonn_land,personer
2007,13,alle,1,9026,sysselsatte_kjonn_land,personer
2007,13,alle,alle,16983,sysselsatte_kjonn_land,personer
2007,14,1,0,381,sysselsatte_kjonn_land,personer
2007,14,1,1,444,sysselsatte_kjonn_land,personer
2007,14,1,alle,825,sysselsatte_kjonn_land,personer
2007,14,2,0,477,sysselsatte_kjonn_land,personer
2007,14,2,1,479,sysselsatte_kjonn_land,personer
2007,14,2,alle,956,sysselsatte_kjonn_land,personer
2007,14,alle,0,16796,sysselsatte_kjonn_land,personer
2007,14,alle,1,19155,sysselsatte_kjonn_land,personer
2007,14,alle,alle,35951,sysselsatte_kjonn_land,personer
2007,15,1,0,146,sysselsatte_kjonn_land,personer
2007,15,1,1,196,sysselsatte_kjonn_land,personer
2007,15,1,alle,342,sysselsatte_kjonn_land,personer
2007,15,2,0,170,sysselsatte_kjonn_land,personer
2007,15,2,1,146,sysselsatte_kjonn_land,personer
2007,15,2,alle,316,sysselsatte_kjonn_land,personer
2007,15,alle,0,6956,sysselsatte_kjonn_land,personer
2007,15,alle,1,7776,sysselsatte_kjonn_land,personer
2007,15,alle,alle,14732,sysselsatte_kjonn_land,personer
2007,16,1,0,284,sysselsatte_kjonn_land,personer
2007,16,1,1,348,sysselsatte_kjonn_land,personer
2007,16,1,alle,632,sysselsatte_kjonn_land,personer
2007,16,2,0,261,sysselsatte_kjonn_land,personer
2007,16,2,1,304,sysselsatte_kjonn_land,personer
2007,16,2,alle,565,sysselsatte_kjonn_land,personer
2007,16,alle,0,9397,sysselsatte_kjonn_land,personer
2007,16,alle,1,10028,sysselsatte_kjonn_land,personer
