tabell_navn;aar;fylke_id;landbakgrunn;kjonn;enhet;tabellvariabel;
befolkning_opprinnelsesland;2015;02;710;alle;person;27;
befolkning_opprinnelsesland;2015;02;715;alle;person;456;
befolkning_opprinnelsesland;2015;02;720;alle;person;10;
befolkning_opprinnelsesland;2015;02;725;alle;person;735;
befolkning_opprinnelsesland;2015;02;730;alle;person;174;
befolkning_opprinnelsesland;2015;02;735;alle;person;51;
befolkning_opprinnelsesland;2015;02;740;alle;person;.;
befolkning_opprinnelsesland;2015;02;745;alle;person;:;
befolkning_opprinnelsesland;2015;02;755;alle;person;13;
befolkning_opprinnelsesland;2015;02;760;alle;person;123;
befolkning_opprinnelsesland;2015;02;765;alle;person;:;
befolkning_opprinnelsesland;2015;02;770;alle;person;23;
befolkning_opprinnelsesland;2015;02;775;alle;person;79;
befolkning_opprinnelsesland;2015;02;802;alle;person;.;
befolkning_opprinnelsesland;2015;02;805;alle;person;209;
befolkning_opprinnelsesland;2015;02;806;alle;person;:;
befolkning_opprinnelsesland;2015;02;807;alle;person;.;
befolkning_opprinnelsesland;2015;02;808;alle;person;.;
befolkning_opprinnelsesland;2015;02;809;alle;person;.;
befolkning_opprinnelsesland;2015;02;811;alle;person;5;
befolkning_opprinnelsesland;2015;02;812;alle;person;.;
befolkning_opprinnelsesland;2015;02;813;alle;person;.;
befolkning_opprinnelsesland;2015;02;814;alle;person;.;
befolkning_opprinnelsesland;2015;02;815;alle;person;.;
befolkning_opprinnelsesland;2015;02;816;alle;person;.;
befolkning_opprinnelsesland;2015;02;817;alle;person;.;
