tabell_navn;aar;fylke_id;vreg_9;kjonn;enhet;tabellvariabel;
befolkning_verdensregion;2015;05;sor_og_mellom_amerika;alle;person;255;
befolkning_verdensregion;2015;05;alle;alle;person;15628;
befolkning_verdensregion;2015;06;norden;alle;person;4014;
befolkning_verdensregion;2015;06;vest_europa;alle;person;3476;
befolkning_verdensregion;2015;06;eu_ost_europa;alle;person;11465;
befolkning_verdensregion;2015;06;ost_europa_ellers;alle;person;3272;
befolkning_verdensregion;2015;06;nord_amerika_oseania;alle;person;520;
befolkning_verdensregion;2015;06;asia;alle;person;11829;
befolkning_verdensregion;2015;06;afrika;alle;person;3565;
befolkning_verdensregion;2015;06;sor_og_mellom_amerika;alle;person;971;
befolkning_verdensregion;2015;06;alle;alle;person;39112;
befolkning_verdensregion;2015;07;norden;alle;person;3045;
befolkning_verdensregion;2015;07;vest_europa;alle;person;2718;
befolkning_verdensregion;2015;07;eu_ost_europa;alle;person;7903;
befolkning_verdensregion;2015;07;ost_europa_ellers;alle;person;2591;
befolkning_verdensregion;2015;07;nord_amerika_oseania;alle;person;477;
befolkning_verdensregion;2015;07;asia;alle;person;6740;
befolkning_verdensregion;2015;07;afrika;alle;person;2147;
befolkning_verdensregion;2015;07;sor_og_mellom_amerika;alle;person;658;
befolkning_verdensregion;2015;07;alle;alle;person;26279;
befolkning_verdensregion;2015;08;norden;alle;person;1732;
befolkning_verdensregion;2015;08;vest_europa;alle;person;1890;
befolkning_verdensregion;2015;08;eu_ost_europa;alle;person;3571;
befolkning_verdensregion;2015;08;ost_europa_ellers;alle;person;1554;
befolkning_verdensregion;2015;08;nord_amerika_oseania;alle;person;235;
befolkning_verdensregion;2015;08;asia;alle;person;4534;
befolkning_verdensregion;2015;08;afrika;alle;person;2783;
befolkning_verdensregion;2015;08;sor_og_mellom_amerika;alle;person;559;
befolkning_verdensregion;2015;08;alle;alle;person;16858;
befolkning_verdensregion;2015;09;norden;alle;person;1264;
befolkning_verdensregion;2015;09;vest_europa;alle;person;1582;
befolkning_verdensregion;2015;09;eu_ost_europa;alle;person;2976;
befolkning_verdensregion;2015;09;ost_europa_ellers;alle;person;1033;
befolkning_verdensregion;2015;09;nord_amerika_oseania;alle;person;305;
befolkning_verdensregion;2015;09;asia;alle;person;3097;
befolkning_verdensregion;2015;09;afrika;alle;person;1196;
befolkning_verdensregion;2015;09;sor_og_mellom_amerika;alle;person;256;
befolkning_verdensregion;2015;09;alle;alle;person;11709;
befolkning_verdensregion;2015;10;norden;alle;person;1976;
befolkning_verdensregion;2015;10;vest_europa;alle;person;2562;
befolkning_verdensregion;2015;10;eu_ost_europa;alle;person;3919;
befolkning_verdensregion;2015;10;ost_europa_ellers;alle;person;2463;
befolkning_verdensregion;2015;10;nord_amerika_oseania;alle;person;546;
befolkning_verdensregion;2015;10;asia;alle;person;5797;
befolkning_verdensregion;2015;10;afrika;alle;person;2407;
befolkning_verdensregion;2015;10;sor_og_mellom_amerika;alle;person;1101;
befolkning_verdensregion;2015;10;alle;alle;person;20771;
befolkning_verdensregion;2015;11;norden;alle;person;5808;
befolkning_verdensregion;2015;11;vest_europa;alle;person;9074;
befolkning_verdensregion;2015;11;eu_ost_europa;alle;person;20671;
befolkning_verdensregion;2015;11;ost_europa_ellers;alle;person;5092;
befolkning_verdensregion;2015;11;nord_amerika_oseania;alle;person;1817;
befolkning_verdensregion;2015;11;asia;alle;person;15802;
befolkning_verdensregion;2015;11;afrika;alle;person;5821;
befolkning_verdensregion;2015;11;sor_og_mellom_amerika;alle;person;2300;
befolkning_verdensregion;2015;11;alle;alle;person;66385;
befolkning_verdensregion;2015;12;norden;alle;person;4111;
befolkning_verdensregion;2015;12;vest_europa;alle;person;7210;
befolkning_verdensregion;2015;12;eu_ost_europa;alle;person;20011;
befolkning_verdensregion;2015;12;ost_europa_ellers;alle;person;3402;
befolkning_verdensregion;2015;12;nord_amerika_oseania;alle;person;1237;
befolkning_verdensregion;2015;12;asia;alle;person;13373;
befolkning_verdensregion;2015;12;afrika;alle;person;6657;
befolkning_verdensregion;2015;12;sor_og_mellom_amerika;alle;person;2632;
befolkning_verdensregion;2015;12;alle;alle;person;58633;
befolkning_verdensregion;2015;14;norden;alle;person;882;
befolkning_verdensregion;2015;14;vest_europa;alle;person;1352;
befolkning_verdensregion;2015;14;eu_ost_europa;alle;person;3937;
befolkning_verdensregion;2015;14;ost_europa_ellers;alle;person;514;
befolkning_verdensregion;2015;14;nord_amerika_oseania;alle;person;121;
befolkning_verdensregion;2015;14;asia;alle;person;1523;
befolkning_verdensregion;2015;14;afrika;alle;person;1335;
befolkning_verdensregion;2015;14;sor_og_mellom_amerika;alle;person;330;
befolkning_verdensregion;2015;14;alle;alle;person;9994;
befolkning_verdensregion;2015;15;norden;alle;person;1832;
befolkning_verdensregion;2015;15;vest_europa;alle;person;3278;
befolkning_verdensregion;2015;15;eu_ost_europa;alle;person;11277;
befolkning_verdensregion;2015;15;ost_europa_ellers;alle;person;1666;
befolkning_verdensregion;2015;15;nord_amerika_oseania;alle;person;364;
befolkning_verdensregion;2015;15;asia;alle;person;5134;
befolkning_verdensregion;2015;15;afrika;alle;person;2517;
befolkning_verdensregion;2015;15;sor_og_mellom_amerika;alle;person;689;
befolkning_verdensregion;2015;15;alle;alle;person;26757;
befolkning_verdensregion;2015;16;norden;alle;person;2661;
befolkning_verdensregion;2015;16;vest_europa;alle;person;3690;
befolkning_verdensregion;2015;16;eu_ost_europa;alle;person;8322;
befolkning_verdensregion;2015;16;ost_europa_ellers;alle;person;2177;
befolkning_verdensregion;2015;16;nord_amerika_oseania;alle;person;598;
befolkning_verdensregion;2015;16;asia;alle;person;8073;
befolkning_verdensregion;2015;16;afrika;alle;person;3476;
befolkning_verdensregion;2015;16;sor_og_mellom_amerika;alle;person;1036;
befolkning_verdensregion;2015;16;alle;alle;person;30033;
befolkning_verdensregion;2015;17;norden;alle;person;876;
befolkning_verdensregion;2015;17;vest_europa;alle;person;777;
befolkning_verdensregion;2015;17;eu_ost_europa;alle;person;2500;
befolkning_verdensregion;2015;17;ost_europa_ellers;alle;person;566;
befolkning_verdensregion;2015;17;nord_amerika_oseania;alle;person;114;
befolkning_verdensregion;2015;17;asia;alle;person;2113;
befolkning_verdensregion;2015;17;afrika;alle;person;1815;
befolkning_verdensregion;2015;17;sor_og_mellom_amerika;alle;person;173;
befolkning_verdensregion;2015;17;alle;alle;person;8934;
befolkning_verdensregion;2015;18;norden;alle;person;2046;
befolkning_verdensregion;2015;18;vest_europa;alle;person;1674;
befolkning_verdensregion;2015;18;eu_ost_europa;alle;person;5081;
befolkning_verdensregion;2015;18;ost_europa_ellers;alle;person;1520;
befolkning_verdensregion;2015;18;nord_amerika_oseania;alle;person;233;
befolkning_verdensregion;2015;18;asia;alle;person;4503;
befolkning_verdensregion;2015;18;afrika;alle;person;3563;
befolkning_verdensregion;2015;18;sor_og_mellom_amerika;alle;person;378;
befolkning_verdensregion;2015;18;alle;alle;person;18998;
befolkning_verdensregion;2015;19;norden;alle;person;2034;
befolkning_verdensregion;2015;19;vest_europa;alle;person;1996;
befolkning_verdensregion;2015;19;eu_ost_europa;alle;person;3564;
befolkning_verdensregion;2015;19;ost_europa_ellers;alle;person;1206;
befolkning_verdensregion;2015;19;nord_amerika_oseania;alle;person;257;
befolkning_verdensregion;2015;19;asia;alle;person;3043;
befolkning_verdensregion;2015;19;afrika;alle;person;2635;
befolkning_verdensregion;2015;19;sor_og_mellom_amerika;alle;person;345;
befolkning_verdensregion;2015;19;alle;alle;person;15080;
befolkning_verdensregion;2015;20;norden;alle;person;1658;
befolkning_verdensregion;2015;20;vest_europa;alle;person;557;
befolkning_verdensregion;2015;20;eu_ost_europa;alle;person;2504;
befolkning_verdensregion;2015;20;ost_europa_ellers;alle;person;1356;
befolkning_verdensregion;2015;20;nord_amerika_oseania;alle;person;75;
befolkning_verdensregion;2015;20;asia;alle;person;1771;
befolkning_verdensregion;2015;20;afrika;alle;person;947;
befolkning_verdensregion;2015;20;sor_og_mellom_amerika;alle;person;122;
befolkning_verdensregion;2015;20;alle;alle;person;8990;
