tabell_navn;aar;bydel_id;vreg_2;kjonn;enhet;tabellvariabel;
befolkning_verdensregion;2015;08;1;alle;person;3801;
befolkning_verdensregion;2015;08;2;alle;person;3667;
befolkning_verdensregion;2015;08;1;1;person;1978;
befolkning_verdensregion;2015;08;2;1;person;1774;
befolkning_verdensregion;2015;08;1;0;person;1823;
befolkning_verdensregion;2015;08;2;0;person;1893;
befolkning_verdensregion;2015;09;1;alle;person;2782;
befolkning_verdensregion;2015;09;2;alle;person;6567;
befolkning_verdensregion;2015;09;1;1;person;1679;
befolkning_verdensregion;2015;09;2;1;person;3376;
befolkning_verdensregion;2015;09;1;0;person;1103;
befolkning_verdensregion;2015;09;2;0;person;3191;
befolkning_verdensregion;2015;10;1;alle;person;1755;
befolkning_verdensregion;2015;10;2;alle;person;7218;
befolkning_verdensregion;2015;10;1;1;person;993;
befolkning_verdensregion;2015;10;2;1;person;3607;
befolkning_verdensregion;2015;10;1;0;person;762;
befolkning_verdensregion;2015;10;2;0;person;3611;
befolkning_verdensregion;2015;11;1;alle;person;1978;
befolkning_verdensregion;2015;11;2;alle;person;8939;
befolkning_verdensregion;2015;11;1;1;person;1262;
befolkning_verdensregion;2015;11;2;1;person;4487;
befolkning_verdensregion;2015;11;1;0;person;716;
befolkning_verdensregion;2015;11;2;0;person;4452;
befolkning_verdensregion;2015;12;1;alle;person;3039;
befolkning_verdensregion;2015;12;2;alle;person;13665;
befolkning_verdensregion;2015;12;1;1;person;1801;
befolkning_verdensregion;2015;12;2;1;person;6748;
befolkning_verdensregion;2015;12;1;0;person;1238;
befolkning_verdensregion;2015;12;2;0;person;6917;
befolkning_verdensregion;2015;13;1;alle;person;2852;
befolkning_verdensregion;2015;13;2;alle;person;5774;
befolkning_verdensregion;2015;13;1;1;person;1520;
befolkning_verdensregion;2015;13;2;1;person;2714;
befolkning_verdensregion;2015;13;1;0;person;1332;
befolkning_verdensregion;2015;13;2;0;person;3060;
befolkning_verdensregion;2015;14;1;alle;person;3543;
befolkning_verdensregion;2015;14;2;alle;person;3142;
befolkning_verdensregion;2015;14;1;1;person;1925;
befolkning_verdensregion;2015;14;2;1;person;1401;
befolkning_verdensregion;2015;14;1;0;person;1618;
befolkning_verdensregion;2015;14;2;0;person;1741;
befolkning_verdensregion;2015;15;1;alle;person;2973;
befolkning_verdensregion;2015;15;2;alle;person;10006;
befolkning_verdensregion;2015;15;1;1;person;1712;
befolkning_verdensregion;2015;15;2;1;person;4813;
befolkning_verdensregion;2015;15;1;0;person;1261;
befolkning_verdensregion;2015;15;2;0;person;5193;
befolkning_verdensregion;2015;16;1;alle;person;341;
befolkning_verdensregion;2015;16;2;alle;person;237;
befolkning_verdensregion;2015;16;1;1;person;186;
befolkning_verdensregion;2015;16;2;1;person;147;
befolkning_verdensregion;2015;16;1;0;person;155;
befolkning_verdensregion;2015;16;2;0;person;90;
befolkning_verdensregion;2015;17;1;alle;person;129;
befolkning_verdensregion;2015;17;2;alle;person;33;
befolkning_verdensregion;2015;17;1;1;person;75;
befolkning_verdensregion;2015;17;2;1;person;9;
befolkning_verdensregion;2015;17;1;0;person;54;
befolkning_verdensregion;2015;17;2;0;person;24;
befolkning_verdensregion;2015;99;1;alle;person;1602;
befolkning_verdensregion;2015;99;2;alle;person;1378;
befolkning_verdensregion;2015;99;1;1;person;1304;
befolkning_verdensregion;2015;99;2;1;person;928;
befolkning_verdensregion;2015;99;1;0;person;298;
befolkning_verdensregion;2015;99;2;0;person;450;
