kom;komnr;navn;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;fylkenr;naregnr
1902 Tromsø;1902;Tromsø;187142825,00;78202900,00;22009000,00;56193900,00;1841200,00;22117700,00;5006925,00;582200,00;143000,00;1046000,00;19;79
1903 Harstad (f.o.m 01.01.2013);1903;Harstad (f.o.m. 01.01.2013);113514589,00;48462600,00;13419000,00;35043600,00;2487389,00;12471300,00;523600,00;297700,00;0,00;809400,00;19;77
1911 Kvæfjord;1911;Kvæfjord;22286740,00;7432400,00;620000,00;6812400,00;792140,00;6368200,00;0,00;0,00;147600,00;114000,00;19;77
1913 Skånland;1913;Skånland;11663400,00;5059100,00;1840000,00;3219100,00;0,00;1157700,00;261800,00;68700,00;0,00;57000,00;19;77
1917 Ibestad;1917;Ibestad;10304588,00;3067000,00;643000,00;2424000,00;800100,00;728400,00;2540288,00;0,00;0,00;101800,00;19;77
1919 Gratangen;1919;Gratangen;4900400,00;1959000,00;0,00;1959000,00;0,00;914000,00;0,00;0,00;0,00;68400,00;19;77
1920 Lavangen;1920;Lavangen;184400,00;0,00;0,00;0,00;0,00;184400,00;0,00;0,00;0,00;0,00;19;77
1922 Bardu;1922;Bardu;17315900,00;5797600,00;2515000,00;3282600,00;0,00;5663700,00;0,00;0,00;0,00;57000,00;19;78
1923 Salangen;1923;Salangen;32440000,00;9364800,00;2691000,00;6673800,00;0,00;7003400,00;6684100,00;22900,00;0,00;0,00;19;77
1924 Målselv;1924;Målselv;22063800,00;7975200,00;2990000,00;4985200,00;0,00;5930700,00;0,00;68700,00;0,00;114000,00;19;78
1925 Sørreisa;1925;Sørreisa;5444700,00;2010000,00;2010000,00;0,00;0,00;1356200,00;0,00;22900,00;0,00;45600,00;19;78
1926 Dyrøy;1926;Dyrøy;775000,00;0,00;0,00;0,00;0,00;775000,00;0,00;0,00;0,00;0,00;19;78
1927 Tranøy;1927;Tranøy;19847400,00;9052600,00;3354500,00;5698100,00;0,00;1514400,00;0,00;45800,00;0,00;182000,00;19;78
1928 Torsken;1928;Torsken;291500,00;0,00;0,00;0,00;0,00;291500,00;0,00;0,00;0,00;0,00;19;78
1929 Berg;1929;Berg;15103500,00;6677100,00;831500,00;5845600,00;328000,00;1218700,00;0,00;21800,00;0,00;180800,00;19;78
1931 Lenvik;1931;Lenvik;56736767,00;22341400,00;8011500,00;14329900,00;2901208,00;8251200,00;207259,00;136300,00;147600,00;410400,00;19;78
1933 Balsfjord;1933;Balsfjord;1128400,00;0,00;0,00;0,00;0,00;1128400,00;0,00;0,00;0,00;0,00;19;79
1936 Karlsøy;1936;Karlsøy;721200,00;0,00;0,00;0,00;0,00;721200,00;0,00;0,00;0,00;0,00;19;79
1938 Lyngen;1938;Lyngen;700300,00;0,00;0,00;0,00;0,00;700300,00;0,00;0,00;0,00;0,00;19;80
1939 Storfjord;1939;Storfjord;8384300,00;2207000,00;1373000,00;834000,00;0,00;3970300,00;0,00;0,00;0,00;0,00;19;80
1940 Gáivuotna Kåfjord;1940;Gáivuotna Kåfjord;3681100,00;0,00;0,00;0,00;0,00;3681100,00;0,00;0,00;0,00;0,00;19;80
1941 Skjervøy;1941;Skjervøy;3550800,00;1339000,00;215000,00;1124000,00;0,00;838600,00;0,00;0,00;0,00;34200,00;19;80
1942 Nordreisa;1942;Nordreisa;22382600,00;9947800,00;3235000,00;6712800,00;0,00;2213200,00;0,00;45800,00;0,00;228000,00;19;80
1943 Kvænangen;1943;Kvænangen;293000,00;0,00;0,00;0,00;0,00;293000,00;0,00;0,00;0,00;0,00;19;80
2002 Vardø;2002;Vardø;839200,00;0,00;0,00;0,00;0,00;839200,00;0,00;0,00;0,00;0,00;20;83
2003 Vadsø;2003;Vadsø;125729108,00;49740050,00;12625500,00;37114550,00;3099170,00;13098600,00;8492138,00;182100,00;295200,00;1081800,00;20;83
2004 Hammerfest;2004;Hammerfest;48113138,00;20477700,00;5646500,00;14831200,00;0,00;4368300,00;2492838,00;45800,00;0,00;250800,00;20;81
2011 Guovdageaidnu Kautokeino;2011;Guovdageaidnu Kautokeino;881800,00;0,00;0,00;0,00;0,00;881800,00;0,00;0,00;0,00;0,00;20;82
2012 Alta;2012;Alta;51527503,00;17679100,00;4378000,00;13301100,00;990800,00;10539000,00;4297203,00;68700,00;0,00;273600,00;20;81
2014 Loppa;2014;Loppa;750500,00;0,00;0,00;0,00;0,00;750500,00;0,00;0,00;0,00;0,00;20;81
2015 Hasvik;2015;Hasvik;923300,00;80000,00;0,00;80000,00;0,00;751900,00;0,00;0,00;0,00;11400,00;20;81
2017 Kvalsund;2017;Kvalsund;206400,00;0,00;0,00;0,00;0,00;206400,00;0,00;0,00;0,00;0,00;20;81
2018 Måsøy;2018;Måsøy;664200,00;0,00;0,00;0,00;0,00;664200,00;0,00;0,00;0,00;0,00;20;81
2019 Nordkapp;2019;Nordkapp;6376973,00;2161800,00;145000,00;2016800,00;574773,00;1455800,00;0,00;0,00;0,00;22800,00;20;81
2020 Porsanger;2020;Porsanger Porsángu Porsanki;17369300,00;7058400,00;3200000,00;3858400,00;0,00;1829300,00;1309000,00;45800,00;0,00;68400,00;20;82
2021 Kárásjohka Karasjok;2021;Kárásjohka Karasjok;1070600,00;0,00;0,00;0,00;0,00;1070600,00;0,00;0,00;0,00;0,00;20;82
2022 Lebesby;2022;Lebesby;758600,00;0,00;0,00;0,00;0,00;758600,00;0,00;0,00;0,00;0,00;20;82
2023 Gamvik;2023;Gamvik;891200,00;0,00;0,00;0,00;0,00;891200,00;0,00;0,00;0,00;0,00;20;83
2024 Berlevåg;2024;Berlevåg;697800,00;0,00;0,00;0,00;0,00;697800,00;0,00;0,00;0,00;0,00;20;83
2025 Deatnu Tana;2025;Deatnu Tana;1095300,00;0,00;0,00;0,00;0,00;1095300,00;0,00;0,00;0,00;0,00;20;82
2027 Unjargga-Nesseby;2027;Unjárga Nesseby;721200,00;0,00;0,00;0,00;0,00;721200,00;0,00;0,00;0,00;0,00;20;83
2028 Båtsfjord;2028;Båtsfjord;5322900,00;1895800,00;0,00;1895800,00;0,00;1531300,00;0,00;0,00;0,00;0,00;20;83
2030 Sør-Varanger;2030;Sør-Varanger;45126304,00;15839650,00;7043000,00;8796650,00;8661066,00;4409600,00;114538,00;159200,00;0,00;102600,00;20;83
