"";"aar";"bydel_nr";"utd_6";"innvkat_3";"kjonn";"enhet";"tabell_navn";"fylke_nr";"naringsregion_nr";"kommune_nr";"grunnskole";"NULL";"universitet_og_hogskole";"uoppgitt_ingen";"vgs";"alle"
"2514";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"25";"NULL";NA;"6112";NA;NA;NA;NA
"2515";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"26";"NULL";NA;"4764";NA;NA;NA;NA
"2516";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"27";"NULL";NA;"6427";NA;NA;NA;NA
"2517";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"28";"NULL";NA;"814";NA;NA;NA;NA
"2518";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"29";"NULL";NA;"1037";NA;NA;NA;NA
"2519";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"30";"NULL";NA;"566";NA;NA;NA;NA
"2520";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"31";"NULL";NA;"315";NA;NA;NA;NA
"2521";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"32";"NULL";NA;"4472";NA;NA;NA;NA
"2522";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"33";"NULL";NA;"1641";NA;NA;NA;NA
"2523";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"34";"NULL";NA;"1030";NA;NA;NA;NA
"2524";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"35";"NULL";NA;"6167";NA;NA;NA;NA
"2525";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"36";"NULL";NA;"1218";NA;NA;NA;NA
"2526";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"37";"NULL";NA;"4683";NA;NA;NA;NA
"2527";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"38";"NULL";NA;"1034";NA;NA;NA;NA
"2528";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"39";"NULL";NA;"13680";NA;NA;NA;NA
"2529";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"40";"NULL";NA;"10809";NA;NA;NA;NA
"2530";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"41";"NULL";NA;"1101";NA;NA;NA;NA
"2531";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"42";"NULL";NA;"704";NA;NA;NA;NA
"2532";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"43";"NULL";NA;"518";NA;NA;NA;NA
"2533";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"44";"NULL";NA;"1473";NA;NA;NA;NA
"2534";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"45";"NULL";NA;"625";NA;NA;NA;NA
"2535";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"46";"NULL";NA;"2571";NA;NA;NA;NA
"2536";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"47";"NULL";NA;"3206";NA;NA;NA;NA
"2537";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"48";"NULL";NA;"334";NA;NA;NA;NA
"2538";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"49";"NULL";NA;"1202";NA;NA;NA;NA
"2539";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"50";"NULL";NA;"983";NA;NA;NA;NA
"2540";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"51";"NULL";NA;"1331";NA;NA;NA;NA
"2541";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"52";"NULL";NA;"2766";NA;NA;NA;NA
"2542";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"53";"NULL";NA;"2482";NA;NA;NA;NA
"2543";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"54";"NULL";NA;"840";NA;NA;NA;NA
"2544";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"55";"NULL";NA;"1890";NA;NA;NA;NA
"2545";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"56";"NULL";NA;"3347";NA;NA;NA;NA
"2546";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"57";"NULL";NA;"1120";NA;NA;NA;NA
"2547";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"58";"NULL";NA;"455";NA;NA;NA;NA
"2548";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"59";"NULL";NA;"420";NA;NA;NA;NA
"2549";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"60";"NULL";NA;"1026";NA;NA;NA;NA
"2550";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"61";"NULL";NA;"8909";NA;NA;NA;NA
"2551";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"62";"NULL";NA;"268";NA;NA;NA;NA
"2552";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"63";"NULL";NA;"1092";NA;NA;NA;NA
"2553";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"64";"NULL";NA;"2381";NA;NA;NA;NA
"2554";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"65";"NULL";NA;"275";NA;NA;NA;NA
"2555";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"66";"NULL";NA;"552";NA;NA;NA;NA
"2556";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"67";"NULL";NA;"738";NA;NA;NA;NA
"2557";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"68";"NULL";NA;"679";NA;NA;NA;NA
"2558";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"69";"NULL";NA;"611";NA;NA;NA;NA
"2559";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"70";"NULL";NA;"207";NA;NA;NA;NA
"2560";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"71";"NULL";NA;"799";NA;NA;NA;NA
"2561";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"72";"NULL";NA;"1549";NA;NA;NA;NA
"2562";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"73";"NULL";NA;"3892";NA;NA;NA;NA
"2563";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"74";"NULL";NA;"1099";NA;NA;NA;NA
"2564";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"75";"NULL";NA;"1451";NA;NA;NA;NA
"2565";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"76";"NULL";NA;"1860";NA;NA;NA;NA
"2566";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"77";"NULL";NA;"1616";NA;NA;NA;NA
"2567";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"78";"NULL";NA;"1461";NA;NA;NA;NA
"2568";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"79";"NULL";NA;"3560";NA;NA;NA;NA
"2569";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"80";"NULL";NA;"926";NA;NA;NA;NA
"2570";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"81";"NULL";NA;"2034";NA;NA;NA;NA
"2571";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"82";"NULL";NA;"909";NA;NA;NA;NA
"2572";2013;"NULL";"grunnskole";"alle";"alle";"personer";"utdanningsniva";"NULL";"83";"NULL";NA;"1355";NA;NA;NA;NA
"2573";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"00";"NULL";"NULL";NA;"12.12";NA;NA;NA;NA
"2574";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"01";"NULL";"NULL";NA;"23";NA;NA;NA;NA
"2575";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"02";"NULL";"NULL";NA;"16.2";NA;NA;NA;NA
"2576";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"03";"NULL";"NULL";NA;"14.5";NA;NA;NA;NA
"2577";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"04";"NULL";"NULL";NA;"21.6";NA;NA;NA;NA
"2578";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"05";"NULL";"NULL";NA;"18.6";NA;NA;NA;NA
"2579";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"06";"NULL";"NULL";NA;"19.4";NA;NA;NA;NA
"2580";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"07";"NULL";"NULL";NA;"18.1";NA;NA;NA;NA
"2581";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"08";"NULL";"NULL";NA;"19.9";NA;NA;NA;NA
"2582";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"09";"NULL";"NULL";NA;"18.3";NA;NA;NA;NA
"2583";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"10";"NULL";"NULL";NA;"16.7";NA;NA;NA;NA
"2584";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"11";"NULL";"NULL";NA;"15.5";NA;NA;NA;NA
"2585";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"12";"NULL";"NULL";NA;"14.9";NA;NA;NA;NA
"2586";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"14";"NULL";"NULL";NA;"14.4";NA;NA;NA;NA
"2587";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"15";"NULL";"NULL";NA;"16.7";NA;NA;NA;NA
"2588";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"16";"NULL";"NULL";NA;"14.2";NA;NA;NA;NA
"2589";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"17";"NULL";"NULL";NA;"15.5";NA;NA;NA;NA
"2590";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"18";"NULL";"NULL";NA;"20";NA;NA;NA;NA
"2591";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"19";"NULL";"NULL";NA;"17.4";NA;NA;NA;NA
"2592";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"20";"NULL";"NULL";NA;"21.3";NA;NA;NA;NA
"2593";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"99";"NULL";"NULL";NA;".";NA;NA;NA;NA
"2594";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"01";"NULL";NA;"22";NA;NA;NA;NA
"2595";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"02";"NULL";NA;"27";NA;NA;NA;NA
"2596";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"03";"NULL";NA;"21.6";NA;NA;NA;NA
"2597";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"04";"NULL";NA;"22.1";NA;NA;NA;NA
"2598";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"05";"NULL";NA;"9.9";NA;NA;NA;NA
"2599";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"06";"NULL";NA;"15.2";NA;NA;NA;NA
"2600";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"07";"NULL";NA;"19.4";NA;NA;NA;NA
"2601";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"08";"NULL";NA;"22.6";NA;NA;NA;NA
"2602";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"09";"NULL";NA;"14.5";NA;NA;NA;NA
"2603";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"10";"NULL";NA;"15.8";NA;NA;NA;NA
"2604";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"11";"NULL";NA;"26.5";NA;NA;NA;NA
"2605";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"12";"NULL";NA;"20.3";NA;NA;NA;NA
"2606";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"13";"NULL";NA;"20.2";NA;NA;NA;NA
"2607";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"14";"NULL";NA;"20.4";NA;NA;NA;NA
"2608";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"15";"NULL";NA;"21.1";NA;NA;NA;NA
"2609";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"16";"NULL";NA;"14.2";NA;NA;NA;NA
"2610";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"17";"NULL";NA;"19.2";NA;NA;NA;NA
"2611";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"18";"NULL";NA;"16.2";NA;NA;NA;NA
"2612";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"19";"NULL";NA;"18.1";NA;NA;NA;NA
"2613";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"20";"NULL";NA;"20.1";NA;NA;NA;NA
"2614";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"21";"NULL";NA;"18.1";NA;NA;NA;NA
"2615";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"22";"NULL";NA;"14.1";NA;NA;NA;NA
"2616";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"23";"NULL";NA;"24.5";NA;NA;NA;NA
"2617";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"24";"NULL";NA;"19.1";NA;NA;NA;NA
"2618";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"25";"NULL";NA;"16.8";NA;NA;NA;NA
"2619";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"26";"NULL";NA;"19.8";NA;NA;NA;NA
"2620";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"27";"NULL";NA;"20.2";NA;NA;NA;NA
"2621";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"28";"NULL";NA;"19.4";NA;NA;NA;NA
"2622";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"29";"NULL";NA;"20.7";NA;NA;NA;NA
"2623";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"30";"NULL";NA;"16.5";NA;NA;NA;NA
"2624";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"31";"NULL";NA;"17.6";NA;NA;NA;NA
"2625";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"32";"NULL";NA;"18.5";NA;NA;NA;NA
"2626";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"33";"NULL";NA;"17.8";NA;NA;NA;NA
"2627";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"34";"NULL";NA;"15.7";NA;NA;NA;NA
"2628";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"35";"NULL";NA;"16.7";NA;NA;NA;NA
"2629";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"36";"NULL";NA;"19.4";NA;NA;NA;NA
"2630";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"37";"NULL";NA;"16.4";NA;NA;NA;NA
"2631";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"38";"NULL";NA;"17.6";NA;NA;NA;NA
"2632";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"39";"NULL";NA;"14.9";NA;NA;NA;NA
"2633";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"40";"NULL";NA;"13.8";NA;NA;NA;NA
"2634";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"41";"NULL";NA;"16.3";NA;NA;NA;NA
"2635";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"42";"NULL";NA;"12.8";NA;NA;NA;NA
"2636";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"43";"NULL";NA;"15.2";NA;NA;NA;NA
"2637";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"44";"NULL";NA;"16.8";NA;NA;NA;NA
"2638";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"45";"NULL";NA;"20.3";NA;NA;NA;NA
"2639";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"46";"NULL";NA;"15.6";NA;NA;NA;NA
"2640";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"47";"NULL";NA;"17.5";NA;NA;NA;NA
"2641";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"48";"NULL";NA;"14.6";NA;NA;NA;NA
"2642";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"49";"NULL";NA;"15.4";NA;NA;NA;NA
"2643";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"50";"NULL";NA;"12.4";NA;NA;NA;NA
"2644";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"51";"NULL";NA;"15.3";NA;NA;NA;NA
"2645";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"52";"NULL";NA;"17.9";NA;NA;NA;NA
"2646";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"53";"NULL";NA;"16.7";NA;NA;NA;NA
"2647";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"54";"NULL";NA;"19.2";NA;NA;NA;NA
"2648";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"55";"NULL";NA;"15.5";NA;NA;NA;NA
"2649";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"56";"NULL";NA;"16";NA;NA;NA;NA
"2650";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"57";"NULL";NA;"18.2";NA;NA;NA;NA
"2651";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"58";"NULL";NA;"18.5";NA;NA;NA;NA
"2652";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"59";"NULL";NA;"18.6";NA;NA;NA;NA
"2653";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"60";"NULL";NA;"18.4";NA;NA;NA;NA
"2654";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"61";"NULL";NA;"13.3";NA;NA;NA;NA
"2655";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"62";"NULL";NA;"13.8";NA;NA;NA;NA
"2656";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"63";"NULL";NA;"14.9";NA;NA;NA;NA
"2657";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"64";"NULL";NA;"14.8";NA;NA;NA;NA
"2658";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"65";"NULL";NA;"14.5";NA;NA;NA;NA
"2659";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"66";"NULL";NA;"22.5";NA;NA;NA;NA
"2660";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"67";"NULL";NA;"15.2";NA;NA;NA;NA
"2661";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"68";"NULL";NA;"20.8";NA;NA;NA;NA
"2662";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"69";"NULL";NA;"20";NA;NA;NA;NA
"2663";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"70";"NULL";NA;"24.4";NA;NA;NA;NA
"2664";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"71";"NULL";NA;"20.1";NA;NA;NA;NA
"2665";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"72";"NULL";NA;"19";NA;NA;NA;NA
"2666";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"73";"NULL";NA;"18.4";NA;NA;NA;NA
"2667";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"74";"NULL";NA;"17.7";NA;NA;NA;NA
"2668";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"75";"NULL";NA;"24.3";NA;NA;NA;NA
"2669";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"76";"NULL";NA;"23.4";NA;NA;NA;NA
"2670";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"77";"NULL";NA;"17.9";NA;NA;NA;NA
"2671";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"78";"NULL";NA;"19.8";NA;NA;NA;NA
"2672";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"79";"NULL";NA;"15.2";NA;NA;NA;NA
"2673";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"80";"NULL";NA;"24.2";NA;NA;NA;NA
"2674";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"81";"NULL";NA;"19.9";NA;NA;NA;NA
"2675";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"82";"NULL";NA;"25.4";NA;NA;NA;NA
"2676";2013;"NULL";"grunnskole";"alle";"alle";"prosent";"utdanningsniva";"NULL";"83";"NULL";NA;"21";NA;NA;NA;NA
"2677";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"00";"NULL";"NULL";NA;"80625";NA;NA;NA;NA
"2678";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"01";"NULL";"NULL";NA;"6299";NA;NA;NA;NA
"2679";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"02";"NULL";"NULL";NA;"8896";NA;NA;NA;NA
"2680";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"03";"NULL";"NULL";NA;"5565";NA;NA;NA;NA
"2681";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"04";"NULL";"NULL";NA;"4065";NA;NA;NA;NA
"2682";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"05";"NULL";"NULL";NA;"3183";NA;NA;NA;NA
"2683";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"06";"NULL";"NULL";NA;"4751";NA;NA;NA;NA
"2684";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"07";"NULL";"NULL";NA;"4252";NA;NA;NA;NA
"2685";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"08";"NULL";"NULL";NA;"3232";NA;NA;NA;NA
"2686";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"09";"NULL";"NULL";NA;"2210";NA;NA;NA;NA
"2687";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"10";"NULL";"NULL";NA;"2969";NA;NA;NA;NA
"2688";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"11";"NULL";"NULL";NA;"7634";NA;NA;NA;NA
"2689";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"12";"NULL";"NULL";NA;"7643";NA;NA;NA;NA
"2690";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"14";"NULL";"NULL";NA;"1395";NA;NA;NA;NA
"2691";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"15";"NULL";"NULL";NA;"3889";NA;NA;NA;NA
"2692";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"16";"NULL";"NULL";NA;"4297";NA;NA;NA;NA
"2693";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"17";"NULL";"NULL";NA;"1859";NA;NA;NA;NA
"2694";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"18";"NULL";"NULL";NA;"4492";NA;NA;NA;NA
"2695";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"19";"NULL";"NULL";NA;"2650";NA;NA;NA;NA
"2696";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"20";"NULL";"NULL";NA;"1344";NA;NA;NA;NA
"2697";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"99";"NULL";"NULL";NA;".";NA;NA;NA;NA
"2698";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"NULL";"01";"NULL";NA;"623";NA;NA;NA;NA
"2699";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"NULL";"02";"NULL";NA;"1540";NA;NA;NA;NA
"2700";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"NULL";"03";"NULL";NA;"1273";NA;NA;NA;NA
"2701";2013;"NULL";"grunnskole";"befolkningen_ellers";"0";"personer";"utdanningsniva";"NULL";"04";"NULL";NA;"2863";NA;NA;NA;NA
